"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2006","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2006","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2006","AverageDistancetoHoleAfterTeeShot_ROUNDS_2006","AverageDistancetoHoleAfterTeeShot_AVG_2006","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2006","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2006","stat_name","year"
40,40,"Will Ma Kenzie",91,169.3,6334307,1039,"AverageDistancetoHoleAfterTeeShot",2006
42,42,"Daniel Chopra",110,169.4,7511435,1232,"AverageDistancetoHoleAfterTeeShot",2006
42,42,"Retief Goosen",68,169.4,3872235,635,"AverageDistancetoHoleAfterTeeShot",2006
44,44,"Bo Van Pelt",102,169.6,7618103,1248,"AverageDistancetoHoleAfterTeeShot",2006
45,45,"Henrik Bjornstad",97,169.7,7491558,1226,"AverageDistancetoHoleAfterTeeShot",2006
46,46,"Jimmy Walker",60,170.2,4643175,758,"AverageDistancetoHoleAfterTeeShot",2006
46,46,"Nick Watney",97,170.2,7253625,1184,"AverageDistancetoHoleAfterTeeShot",2006
48,48,"Craig Barlow",77,170.3,4856315,792,"AverageDistancetoHoleAfterTeeShot",2006
48,48,"Hunter Mahan",98,170.3,7523590,1227,"AverageDistancetoHoleAfterTeeShot",2006
50,50,"Eric Axley",91,170.6,6626451,1079,"AverageDistancetoHoleAfterTeeShot",2006
50,50,"Roger Tambellini",64,170.6,4484315,730,"AverageDistancetoHoleAfterTeeShot",2006
52,52,"Brian Bateman",69,170.7,4971554,809,"AverageDistancetoHoleAfterTeeShot",2006
53,53,"Trevor Immelman",86,170.8,6211800,1010,"AverageDistancetoHoleAfterTeeShot",2006
54,54,"John Senden",96,170.9,6744623,1096,"AverageDistancetoHoleAfterTeeShot",2006
55,55,"Bill Haas",99,171,7449463,1210,"AverageDistancetoHoleAfterTeeShot",2006
56,56,"David Duval",71,171.4,4425041,717,"AverageDistancetoHoleAfterTeeShot",2006
57,57,"Sergio Garcia",59,171.5,3346344,542,"AverageDistancetoHoleAfterTeeShot",2006
57,57,"Tim Herron",82,171.5,5247097,850,"AverageDistancetoHoleAfterTeeShot",2006
57,57,"Sean OHair",100,171.5,6469507,1048,"AverageDistancetoHoleAfterTeeShot",2006
57,57,"Justin Rose",98,171.5,7292639,1181,"AverageDistancetoHoleAfterTeeShot",2006
57,57,"Paul Stankowski",70,171.5,5308448,860,"AverageDistancetoHoleAfterTeeShot",2006
62,62,"Charles Howell III",96,171.6,6775876,1097,"AverageDistancetoHoleAfterTeeShot",2006
63,63,"Rory Sabbatini",84,171.7,5465472,884,"AverageDistancetoHoleAfterTeeShot",2006
64,64,"Joe Ogilvie",95,171.8,6644167,1074,"AverageDistancetoHoleAfterTeeShot",2006
65,65,"Bob May",65,171.9,4566038,738,"AverageDistancetoHoleAfterTeeShot",2006
66,66,"John Huston",74,172.1,5519648,891,"AverageDistancetoHoleAfterTeeShot",2006
67,67,"Jason Bohn",104,172.2,7596185,1225,"AverageDistancetoHoleAfterTeeShot",2006
68,68,"Carlos Franco",86,172.5,6595210,1062,"AverageDistancetoHoleAfterTeeShot",2006
69,69,"Robert Allenby",79,172.6,5151299,829,"AverageDistancetoHoleAfterTeeShot",2006
69,69,"Danny Ellis",68,172.6,5132036,826,"AverageDistancetoHoleAfterTeeShot",2006
69,69,"Padraig Harrington",54,172.6,3280892,528,"AverageDistancetoHoleAfterTeeShot",2006
69,69,"JJ Henry",96,172.6,6623807,1066,"AverageDistancetoHoleAfterTeeShot",2006
69,69,"Freddie Jacobson",56,172.6,4629627,745,"AverageDistancetoHoleAfterTeeShot",2006
74,74,"Alex Cejka",93,173,6825402,1096,"AverageDistancetoHoleAfterTeeShot",2006
75,75,"Pat Perez",50,173.1,3583809,575,"AverageDistancetoHoleAfterTeeShot",2006
75,75,"John Rollins",93,173.1,6519200,1046,"AverageDistancetoHoleAfterTeeShot",2006
77,77,"Brandt Jobe",91,173.2,6009887,964,"AverageDistancetoHoleAfterTeeShot",2006
78,78,"Jeff Gove",91,173.3,6986405,1120,"AverageDistancetoHoleAfterTeeShot",2006
78,78,"DJ Trahan",92,173.3,6551234,1050,"AverageDistancetoHoleAfterTeeShot",2006
80,80,"Arron Oberholser",82,173.5,5385209,862,"AverageDistancetoHoleAfterTeeShot",2006
81,81,"Marco Dawson",87,173.6,6575529,1052,"AverageDistancetoHoleAfterTeeShot",2006
82,82,"Stewart Cink",93,173.7,6276426,1004,"AverageDistancetoHoleAfterTeeShot",2006
82,82,"Ernie Els",69,173.7,4045347,647,"AverageDistancetoHoleAfterTeeShot",2006
84,84,"JP Hayes",55,173.8,4293366,686,"AverageDistancetoHoleAfterTeeShot",2006
85,85,"Peter Lonard",77,173.9,5722783,914,"AverageDistancetoHoleAfterTeeShot",2006
86,86,"Stuart Appleby",83,174,5573644,890,"AverageDistancetoHoleAfterTeeShot",2006
87,87,"Chad Campbell",91,174.1,5778208,922,"AverageDistancetoHoleAfterTeeShot",2006
88,88,"David Toms",76,174.2,5435825,867,"AverageDistancetoHoleAfterTeeShot",2006
89,89,"Greg Owen",79,174.3,5390025,859,"AverageDistancetoHoleAfterTeeShot",2006
89,89,"Kevin Sutherland",100,174.3,7536815,1201,"AverageDistancetoHoleAfterTeeShot",2006
91,91,"David Howell",52,174.4,2618102,417,"AverageDistancetoHoleAfterTeeShot",2006
91,91,"Ryan Moore",68,174.4,5030187,801,"AverageDistancetoHoleAfterTeeShot",2006
91,91,"Jesper Parnevik",84,174.4,6333797,1009,"AverageDistancetoHoleAfterTeeShot",2006
94,94,"Frank Lickliter II",99,174.5,7316728,1165,"AverageDistancetoHoleAfterTeeShot",2006
94,94,"Steve Lowery",99,174.5,7216266,1149,"AverageDistancetoHoleAfterTeeShot",2006
94,94,"Vaughn Taylor",88,174.5,6671363,1062,"AverageDistancetoHoleAfterTeeShot",2006
97,97,"Bob Tway",81,174.6,5764571,917,"AverageDistancetoHoleAfterTeeShot",2006
98,98,"Michael Allen",84,174.8,6210196,987,"AverageDistancetoHoleAfterTeeShot",2006
98,98,"Arjun Atwal",97,174.8,7058881,1122,"AverageDistancetoHoleAfterTeeShot",2006
98,98,"KJ Choi",93,174.8,6883938,1094,"AverageDistancetoHoleAfterTeeShot",2006
98,98,"Jason Schultz",77,174.8,5607893,891,"AverageDistancetoHoleAfterTeeShot",2006
98,98,"Patrick Sheehan",104,174.8,7521399,1195,"AverageDistancetoHoleAfterTeeShot",2006
103,103,"Brian Davis",92,174.9,7077637,1124,"AverageDistancetoHoleAfterTeeShot",2006
104,104,"Joe Durant",101,175,8403030,1334,"AverageDistancetoHoleAfterTeeShot",2006
105,105,"Rod Pampling",89,175.1,5678484,901,"AverageDistancetoHoleAfterTeeShot",2006
106,106,"Brett Quigley",109,175.4,8175059,1295,"AverageDistancetoHoleAfterTeeShot",2006
107,107,"Carl Pettersson",95,175.5,6563051,1039,"AverageDistancetoHoleAfterTeeShot",2006
107,107,"Ted Purdy",103,175.5,6944549,1099,"AverageDistancetoHoleAfterTeeShot",2006
109,109,"Zach Johnson",98,175.6,6770875,1071,"AverageDistancetoHoleAfterTeeShot",2006
110,110,"Bernhard Langer",77,175.7,5136274,812,"AverageDistancetoHoleAfterTeeShot",2006
110,110,"Ian Leggatt",80,175.7,6052461,957,"AverageDistancetoHoleAfterTeeShot",2006
112,112,"John Engler Jr",69,175.8,5518560,872,"AverageDistancetoHoleAfterTeeShot",2006
113,113,"Jim Furyk",89,175.9,6035703,953,"AverageDistancetoHoleAfterTeeShot",2006
114,114,"Woody Austin",107,176.1,8113232,1280,"AverageDistancetoHoleAfterTeeShot",2006
114,114,"Paul Azinger",87,176.1,6934860,1094,"AverageDistancetoHoleAfterTeeShot",2006
114,114,"David McKenzie",82,176.1,6036491,952,"AverageDistancetoHoleAfterTeeShot",2006
117,117,"Mike Sposa",68,176.2,5100535,804,"AverageDistancetoHoleAfterTeeShot",2006
118,118,"Greg Chalmers",71,176.3,4894394,771,"AverageDistancetoHoleAfterTeeShot",2006
118,118,"Tom Lehman",70,176.3,4132315,651,"AverageDistancetoHoleAfterTeeShot",2006
118,118,"Heath Slocum",96,176.3,7398632,1166,"AverageDistancetoHoleAfterTeeShot",2006
121,121,"Len Mattiace",59,176.4,4503517,709,"AverageDistancetoHoleAfterTeeShot",2006
122,122,"Brent Geiberger",99,176.5,7864502,1238,"AverageDistancetoHoleAfterTeeShot",2006
123,123,"Dudley Hart",83,176.6,6205793,976,"AverageDistancetoHoleAfterTeeShot",2006
123,123,"Tjaart van der Walt",60,176.6,4576454,720,"AverageDistancetoHoleAfterTeeShot",2006
125,125,"Billy Andrade",78,176.7,5190869,816,"AverageDistancetoHoleAfterTeeShot",2006
126,126,"Steve Flesch",119,176.8,9044400,1421,"AverageDistancetoHoleAfterTeeShot",2006
126,126,"Shigeki Maruyama",94,176.8,7015488,1102,"AverageDistancetoHoleAfterTeeShot",2006
128,128,"Briny Baird",81,176.9,6139853,964,"AverageDistancetoHoleAfterTeeShot",2006
128,128,"Ben Crane",85,176.9,5375733,844,"AverageDistancetoHoleAfterTeeShot",2006
128,128,"Omar Uresti",61,176.9,4483604,704,"AverageDistancetoHoleAfterTeeShot",2006
131,131,"Justin Leonard",83,177,5747778,902,"AverageDistancetoHoleAfterTeeShot",2006
131,131,"Ian Poulter",53,177,3721214,584,"AverageDistancetoHoleAfterTeeShot",2006
133,133,"Jeff Brehaut",100,177.2,7500846,1176,"AverageDistancetoHoleAfterTeeShot",2006
133,133,"Bart Bryant",87,177.2,6310448,989,"AverageDistancetoHoleAfterTeeShot",2006
135,135,"Robert Gamez",94,177.3,7258155,1137,"AverageDistancetoHoleAfterTeeShot",2006
136,136,"Duffy Waldorf",96,177.4,7262582,1137,"AverageDistancetoHoleAfterTeeShot",2006
137,137,"Kent Jones",103,177.5,7746552,1212,"AverageDistancetoHoleAfterTeeShot",2006
138,138,"Stephen Ames",63,177.7,3907897,611,"AverageDistancetoHoleAfterTeeShot",2006
138,138,"Tim Petrovic",95,177.7,7337230,1147,"AverageDistancetoHoleAfterTeeShot",2006
140,140,"David Branshaw",98,177.8,7693466,1202,"AverageDistancetoHoleAfterTeeShot",2006
140,140,"Todd Hamilton",72,177.8,4922619,769,"AverageDistancetoHoleAfterTeeShot",2006
140,140,"Jeff Maggert",81,177.8,5985493,935,"AverageDistancetoHoleAfterTeeShot",2006
140,140,"Steve Stricker",64,177.8,4589951,717,"AverageDistancetoHoleAfterTeeShot",2006
140,140,"Vance Veazey",59,177.8,4749193,742,"AverageDistancetoHoleAfterTeeShot",2006
145,145,"Mark Calcavecchia",94,177.9,6982588,1090,"AverageDistancetoHoleAfterTeeShot",2006
145,145,"DA Points",82,177.9,6245112,975,"AverageDistancetoHoleAfterTeeShot",2006
145,145,"Joey Sindelar",90,177.9,6706483,1047,"AverageDistancetoHoleAfterTeeShot",2006
148,148,"Jose Maria Olazabal",62,178,3446635,538,"AverageDistancetoHoleAfterTeeShot",2006
149,149,"Tommy Armour III",65,178.1,4679270,730,"AverageDistancetoHoleAfterTeeShot",2006
150,150,"Tom Pernice Jr",108,178.2,7680602,1197,"AverageDistancetoHoleAfterTeeShot",2006
151,151,"Thomas Levet",53,178.3,4300693,670,"AverageDistancetoHoleAfterTeeShot",2006
152,152,"Daisuke Maruyama",83,178.4,6217239,968,"AverageDistancetoHoleAfterTeeShot",2006
152,152,"Billy Mayfair",94,178.4,6850802,1067,"AverageDistancetoHoleAfterTeeShot",2006
154,154,"Bob Estes",85,178.5,6617198,1030,"AverageDistancetoHoleAfterTeeShot",2006
155,155,"Aaron Baddeley",78,178.6,6031202,938,"AverageDistancetoHoleAfterTeeShot",2006
156,156,"Robert Damron",91,178.7,7300932,1135,"AverageDistancetoHoleAfterTeeShot",2006
156,156,"Steve Elkington",52,178.7,4085929,635,"AverageDistancetoHoleAfterTeeShot",2006
158,158,"Dean Wilson",115,178.8,8240715,1280,"AverageDistancetoHoleAfterTeeShot",2006
159,159,"Kirk Triplett",58,178.9,4360397,677,"AverageDistancetoHoleAfterTeeShot",2006
160,160,"Ryuji Imada",105,179,7725816,1199,"AverageDistancetoHoleAfterTeeShot",2006
161,161,"Mike Weir",88,179.3,5647347,875,"AverageDistancetoHoleAfterTeeShot",2006
162,162,"Michael Connell",51,179.4,3745392,580,"AverageDistancetoHoleAfterTeeShot",2006
163,163,"Shaun Micheel",96,179.6,6945409,1074,"AverageDistancetoHoleAfterTeeShot",2006
163,163,"Chris Riley",86,179.6,6147579,951,"AverageDistancetoHoleAfterTeeShot",2006
165,165,"JL Lewis",57,179.8,4505201,696,"AverageDistancetoHoleAfterTeeShot",2006
166,166,"Fred Funk",106,180,7673635,1184,"AverageDistancetoHoleAfterTeeShot",2006
167,167,"Luke Donald",66,180.1,3895599,601,"AverageDistancetoHoleAfterTeeShot",2006
168,168,"Mark Wilson",79,180.2,6447965,994,"AverageDistancetoHoleAfterTeeShot",2006
169,169,"Ben Curtis",86,180.5,6031721,928,"AverageDistancetoHoleAfterTeeShot",2006
170,170,"Chris DiMarco",83,180.8,5505338,846,"AverageDistancetoHoleAfterTeeShot",2006
171,171,"Olin Browne",108,180.9,7797361,1197,"AverageDistancetoHoleAfterTeeShot",2006
171,171,"Nathan Green",108,180.9,8442002,1296,"AverageDistancetoHoleAfterTeeShot",2006
173,173,"Jeff Sluman",101,181.1,7465543,1145,"AverageDistancetoHoleAfterTeeShot",2006
174,174,"Skip Kendall",72,181.5,5352019,819,"AverageDistancetoHoleAfterTeeShot",2006
175,175,"Richard Johnson",94,181.8,7682319,1174,"AverageDistancetoHoleAfterTeeShot",2006
176,176,"Ron Whittaker",81,182.1,6429372,981,"AverageDistancetoHoleAfterTeeShot",2006
177,177,"Lee Janzen",79,182.2,6093393,929,"AverageDistancetoHoleAfterTeeShot",2006
178,178,"Doug Barron",74,182.3,6032851,919,"AverageDistancetoHoleAfterTeeShot",2006
179,179,"Jerry Kelly",100,182.5,7639077,1163,"AverageDistancetoHoleAfterTeeShot",2006
180,180,"Hidemichi Tanaka",74,182.8,5831332,886,"AverageDistancetoHoleAfterTeeShot",2006
181,181,"Greg Kraft",79,182.9,6130422,931,"AverageDistancetoHoleAfterTeeShot",2006
182,182,"Shane Bertsch",104,183.2,8163214,1238,"AverageDistancetoHoleAfterTeeShot",2006
183,183,"Steve Jones",83,183.7,6348569,960,"AverageDistancetoHoleAfterTeeShot",2006
184,184,"John Cook",67,183.8,4988762,754,"AverageDistancetoHoleAfterTeeShot",2006
184,184,"Scott Verplank",88,183.8,6205705,938,"AverageDistancetoHoleAfterTeeShot",2006
186,186,"Jerry Smith",94,184,7684710,1160,"AverageDistancetoHoleAfterTeeShot",2006
187,187,"Brian Gay",107,184.6,9189371,1383,"AverageDistancetoHoleAfterTeeShot",2006
188,188,"Paul Goydos",72,184.7,5817123,875,"AverageDistancetoHoleAfterTeeShot",2006
189,189,"Mark Brooks",90,184.9,6816626,1024,"AverageDistancetoHoleAfterTeeShot",2006
190,190,"Todd Fischer",101,185.2,8221282,1233,"AverageDistancetoHoleAfterTeeShot",2006
191,191,"Tim Clark",80,185.4,5358098,803,"AverageDistancetoHoleAfterTeeShot",2006
192,192,"Brad Faxon",78,186.2,6782550,1012,"AverageDistancetoHoleAfterTeeShot",2006
193,193,"Stephen Leaney",84,186.6,7094151,1056,"AverageDistancetoHoleAfterTeeShot",2006
193,193,"Larry Mize",53,186.6,3802692,566,"AverageDistancetoHoleAfterTeeShot",2006
195,195,"Mark OMeara",52,188.9,3339529,491,"AverageDistancetoHoleAfterTeeShot",2006
196,196,"Corey Pavin",74,189.8,5396610,790,"AverageDistancetoHoleAfterTeeShot",2006
