"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2008","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2008","AverageDistanceofEagleputtsmade_PLAYERNAME_2008","AverageDistanceofEagleputtsmade_ROUNDS_2008","AverageDistanceofEagleputtsmade_AVG_2008","AverageDistanceofEagleputtsmade_TOTDISTFT_2008","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2008","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2008","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2008","stat_name","year"
1,1,"Jerry Kelly",89,NA,63.083,1,63,63,"AverageDistanceofEagleputtsmade",2008
2,2,"Dean Wilson",109,NA,88.333,2,51,38,"AverageDistanceofEagleputtsmade",2008
3,3,"Greg Kraft",63,NA,82.417,2,41,41,"AverageDistanceofEagleputtsmade",2008
4,4,"Kenneth Ferrie",72,NA,39.917,1,40,40,"AverageDistanceofEagleputtsmade",2008
5,5,"Bill Haas",99,NA,143.833,4,64,12,"AverageDistanceofEagleputtsmade",2008
6,6,"Bob Tway",70,NA,69.333,2,42,27,"AverageDistanceofEagleputtsmade",2008
7,7,"Bob Estes",90,NA,100.583,3,60,6,"AverageDistanceofEagleputtsmade",2008
8,8,"Nathan Green",95,NA,66.5,2,36,30,"AverageDistanceofEagleputtsmade",2008
9,9,"Retief Goosen",59,NA,31.75,1,32,32,"AverageDistanceofEagleputtsmade",2008
10,10,"Billy Mayfair",103,NA,120.417,4,58,4,"AverageDistanceofEagleputtsmade",2008
11,11,"Doug LaBelle II",65,NA,29.917,1,30,30,"AverageDistanceofEagleputtsmade",2008
12,12,"Robert Allenby",108,NA,59.667,2,34,26,"AverageDistanceofEagleputtsmade",2008
13,13,"George McNeill",97,NA,146.75,5,61,6,"AverageDistanceofEagleputtsmade",2008
14,14,"John Merrick",98,NA,113.917,4,45,16,"AverageDistanceofEagleputtsmade",2008
15,15,"Stewart Cink",87,NA,254.583,9,61,4,"AverageDistanceofEagleputtsmade",2008
16,16,"Rory Sabbatini",77,NA,112,4,62,12,"AverageDistanceofEagleputtsmade",2008
17,17,"Omar Uresti",74,NA,27.75,1,28,28,"AverageDistanceofEagleputtsmade",2008
18,18,"Cameron Beckman",87,NA,55.25,2,38,17,"AverageDistanceofEagleputtsmade",2008
19,19,"Mark Wilson",107,NA,108.25,4,48,5,"AverageDistanceofEagleputtsmade",2008
20,20,"Bob Sowards",61,NA,79.917,3,52,3,"AverageDistanceofEagleputtsmade",2008
21,21,"Bart Bryant",81,NA,25.833,1,26,26,"AverageDistanceofEagleputtsmade",2008
22,22,"Steve Flesch",95,NA,153.25,6,66,11,"AverageDistanceofEagleputtsmade",2008
23,23,"Charlie Wi",97,NA,171.917,7,61,2,"AverageDistanceofEagleputtsmade",2008
24,24,"Tag Ridings",88,NA,73.333,3,31,19,"AverageDistanceofEagleputtsmade",2008
25,25,"Brett Rumford",72,NA,48.583,2,27,22,"AverageDistanceofEagleputtsmade",2008
26,26,"Jeff Maggert",86,NA,48.417,2,39,10,"AverageDistanceofEagleputtsmade",2008
27,27,"Phil Mickelson",80,NA,95.083,4,43,3,"AverageDistanceofEagleputtsmade",2008
28,28,"Tom Lehman",51,NA,69.833,3,52,8,"AverageDistanceofEagleputtsmade",2008
29,29,"Stephen Ames",83,NA,23.167,1,23,23,"AverageDistanceofEagleputtsmade",2008
30,30,"Brenden Pappas",66,NA,160.5,7,38,10,"AverageDistanceofEagleputtsmade",2008
31,31,"Rod Pampling",83,NA,45.167,2,25,21,"AverageDistanceofEagleputtsmade",2008
32,32,"Todd Hamilton",92,NA,44.917,2,35,10,"AverageDistanceofEagleputtsmade",2008
33,33,"Joe Durant",92,NA,132.75,6,48,6,"AverageDistanceofEagleputtsmade",2008
34,34,"Dustin Johnson",92,NA,129.667,6,39,8,"AverageDistanceofEagleputtsmade",2008
35,35,"Sergio Garcia",72,NA,21.5,1,22,22,"AverageDistanceofEagleputtsmade",2008
36,36,"Tom Pernice Jr",104,NA,149.167,7,45,8,"AverageDistanceofEagleputtsmade",2008
37,37,"Mathias Gronberg",87,NA,190.333,9,39,5,"AverageDistanceofEagleputtsmade",2008
38,38,"Billy Andrade",71,NA,21,1,21,21,"AverageDistanceofEagleputtsmade",2008
38,38,"Boo Weekley",86,NA,62.917,3,35,11,"AverageDistanceofEagleputtsmade",2008
40,40,"Kenny Perry",97,NA,20.917,1,21,21,"AverageDistanceofEagleputtsmade",2008
41,41,"Ryan Armour",87,NA,62.417,3,28,6,"AverageDistanceofEagleputtsmade",2008
42,42,"John Mallinger",95,NA,20.583,1,21,21,"AverageDistanceofEagleputtsmade",2008
43,43,"Chez Reavie",102,NA,41,2,21,21,"AverageDistanceofEagleputtsmade",2008
44,44,"Daniel Chopra",84,NA,101.083,5,48,5,"AverageDistanceofEagleputtsmade",2008
45,45,"Rocco Mediate",87,NA,60.5,3,28,10,"AverageDistanceofEagleputtsmade",2008
46,46,"Brad Adamonis",87,NA,80.167,4,44,7,"AverageDistanceofEagleputtsmade",2008
47,47,"Richard Johnson",77,NA,80,4,52,3,"AverageDistanceofEagleputtsmade",2008
47,47,"Martin Laird",98,NA,159.667,8,52,2,"AverageDistanceofEagleputtsmade",2008
47,47,"Parker McLachlin",88,NA,100,5,43,2,"AverageDistanceofEagleputtsmade",2008
50,50,"Kyle Thompson",70,NA,19.917,1,20,20,"AverageDistanceofEagleputtsmade",2008
51,51,"Carlos Franco",73,NA,59,3,41,7,"AverageDistanceofEagleputtsmade",2008
51,51,"Chris Stroud",81,NA,98.5,5,35,7,"AverageDistanceofEagleputtsmade",2008
53,53,"Paul Claxton",63,NA,19.5,1,20,20,"AverageDistanceofEagleputtsmade",2008
54,54,"Chad Campbell",94,NA,212.583,11,45,4,"AverageDistanceofEagleputtsmade",2008
54,54,"Matt Jones",95,NA,115.917,6,40,3,"AverageDistanceofEagleputtsmade",2008
56,56,"Jonathan Byrd",88,NA,95.917,5,40,2,"AverageDistanceofEagleputtsmade",2008
57,57,"Jeff Gove",50,NA,38.167,2,32,6,"AverageDistanceofEagleputtsmade",2008
58,58,"Matt Kuchar",88,NA,74.667,4,41,NA,"AverageDistanceofEagleputtsmade",2008
59,59,"Alejandro Canizares",52,NA,73.583,4,40,3,"AverageDistanceofEagleputtsmade",2008
59,59,"Pat Perez",93,NA,129,7,46,3,"AverageDistanceofEagleputtsmade",2008
61,61,"Michael Allen",91,NA,127.583,7,54,4,"AverageDistanceofEagleputtsmade",2008
62,62,"Fred Couples",60,NA,54,3,22,16,"AverageDistanceofEagleputtsmade",2008
62,62,"Patrick Sheehan",124,NA,54.083,3,25,10,"AverageDistanceofEagleputtsmade",2008
62,62,"Camilo Villegas",79,NA,107.833,6,37,5,"AverageDistanceofEagleputtsmade",2008
65,65,"Steve Lowery",74,NA,70.583,4,49,NA,"AverageDistanceofEagleputtsmade",2008
66,66,"Mike Weir",88,NA,34.75,2,21,13,"AverageDistanceofEagleputtsmade",2008
67,67,"Marco Dawson",64,NA,17.333,1,17,17,"AverageDistanceofEagleputtsmade",2008
67,67,"Brandt Jobe",52,NA,52,3,29,3,"AverageDistanceofEagleputtsmade",2008
67,67,"John Riegger",73,NA,86.5,5,35,3,"AverageDistanceofEagleputtsmade",2008
70,70,"Nick Flanagan",89,NA,101.75,6,39,4,"AverageDistanceofEagleputtsmade",2008
70,70,"Brett Quigley",80,NA,17,1,17,17,"AverageDistanceofEagleputtsmade",2008
72,72,"David Toms",70,NA,33.833,2,24,10,"AverageDistanceofEagleputtsmade",2008
73,73,"Steve Marino",119,NA,84.167,5,39,4,"AverageDistanceofEagleputtsmade",2008
74,74,"Rich Beem",90,NA,116.583,7,32,8,"AverageDistanceofEagleputtsmade",2008
74,74,"Davis Love III",78,NA,99.75,6,36,2,"AverageDistanceofEagleputtsmade",2008
76,76,"Craig Kanada",65,NA,33.083,2,26,7,"AverageDistanceofEagleputtsmade",2008
76,76,"Kevin Na",97,NA,66.333,4,25,8,"AverageDistanceofEagleputtsmade",2008
78,78,"Marc Turnesa",87,NA,32.917,2,30,3,"AverageDistanceofEagleputtsmade",2008
79,79,"John Huston",56,NA,16.167,1,16,16,"AverageDistanceofEagleputtsmade",2008
80,80,"John Senden",93,NA,48.083,3,27,4,"AverageDistanceofEagleputtsmade",2008
81,81,"Chris Riley",51,NA,15.75,1,16,16,"AverageDistanceofEagleputtsmade",2008
82,82,"Woody Austin",109,NA,62.583,4,24,4,"AverageDistanceofEagleputtsmade",2008
82,82,"Ron Whittaker",54,NA,47,3,30,3,"AverageDistanceofEagleputtsmade",2008
84,84,"Frank Lickliter II",107,NA,124.417,8,26,2,"AverageDistanceofEagleputtsmade",2008
85,85,"Kevin Streelman",114,NA,108.167,7,49,3,"AverageDistanceofEagleputtsmade",2008
85,85,"Jay Williamson",96,NA,46.25,3,38,3,"AverageDistanceofEagleputtsmade",2008
87,87,"Tommy Gainey",60,NA,61.167,4,34,3,"AverageDistanceofEagleputtsmade",2008
88,88,"Mark Hensby",71,NA,60.583,4,34,5,"AverageDistanceofEagleputtsmade",2008
89,89,"Jin Park",85,NA,45.25,3,38,2,"AverageDistanceofEagleputtsmade",2008
90,90,"Troy Matteson",94,NA,59.833,4,36,6,"AverageDistanceofEagleputtsmade",2008
91,91,"Kevin Sutherland",98,NA,44.583,3,21,8,"AverageDistanceofEagleputtsmade",2008
92,92,"Kevin Stadler",90,NA,58.5,4,20,6,"AverageDistanceofEagleputtsmade",2008
92,92,"Bo Van Pelt",101,NA,87.833,6,29,9,"AverageDistanceofEagleputtsmade",2008
94,94,"Chad Collins",72,NA,29.167,2,22,7,"AverageDistanceofEagleputtsmade",2008
95,95,"Justin Bolli",87,NA,72.417,5,32,5,"AverageDistanceofEagleputtsmade",2008
96,96,"Ken Duke",116,NA,57.667,4,36,2,"AverageDistanceofEagleputtsmade",2008
96,96,"YE Yang",89,NA,86.417,6,36,5,"AverageDistanceofEagleputtsmade",2008
98,98,"Ben Crane",86,NA,14.25,1,14,14,"AverageDistanceofEagleputtsmade",2008
99,99,"Steve Allan",58,NA,41.667,3,20,8,"AverageDistanceofEagleputtsmade",2008
100,100,"Robert Garrigus",90,NA,55.417,4,19,11,"AverageDistanceofEagleputtsmade",2008
101,101,"Charles Howell III",101,NA,80.75,6,34,6,"AverageDistanceofEagleputtsmade",2008
102,102,"Aaron Baddeley",76,NA,65.917,5,55,2,"AverageDistanceofEagleputtsmade",2008
102,102,"Tim Wilkinson",95,NA,52.667,4,39,NA,"AverageDistanceofEagleputtsmade",2008
104,104,"Carl Pettersson",110,NA,65.25,5,37,4,"AverageDistanceofEagleputtsmade",2008
104,104,"Jeff Quinney",87,NA,52.417,4,31,6,"AverageDistanceofEagleputtsmade",2008
104,104,"Steve Stricker",75,NA,13.083,1,13,13,"AverageDistanceofEagleputtsmade",2008
107,107,"Stuart Appleby",87,NA,12.667,1,13,13,"AverageDistanceofEagleputtsmade",2008
