"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2008","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2008","AverageDistanceofEagleputtsmade_PLAYERNAME_2008","AverageDistanceofEagleputtsmade_ROUNDS_2008","AverageDistanceofEagleputtsmade_AVG_2008","AverageDistanceofEagleputtsmade_TOTDISTFT_2008","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2008","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2008","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2008","stat_name","year"
108,108,"Sean OHair",81,NA,74.25,6,28,3,"AverageDistanceofEagleputtsmade",2008
108,108,"DJ Trahan",94,NA,49.667,4,21,3,"AverageDistanceofEagleputtsmade",2008
110,110,"JB Holmes",86,NA,60.833,5,24,5,"AverageDistanceofEagleputtsmade",2008
111,111,"Gavin Coles",54,NA,12.083,1,12,12,"AverageDistanceofEagleputtsmade",2008
111,111,"Justin Leonard",101,NA,24.167,2,19,5,"AverageDistanceofEagleputtsmade",2008
111,111,"Jon Mills",95,NA,36.333,3,21,7,"AverageDistanceofEagleputtsmade",2008
114,114,"Dudley Hart",74,NA,12,1,12,12,"AverageDistanceofEagleputtsmade",2008
114,114,"Charles Warren",79,NA,47.917,4,30,2,"AverageDistanceofEagleputtsmade",2008
116,116,"Chris DiMarco",87,NA,11.917,1,12,12,"AverageDistanceofEagleputtsmade",2008
116,116,"Zach Johnson",85,NA,23.75,2,13,10,"AverageDistanceofEagleputtsmade",2008
116,116,"Joe Ogilvie",100,NA,23.833,2,18,6,"AverageDistanceofEagleputtsmade",2008
120,120,"Tim Herron",97,NA,35.583,3,20,5,"AverageDistanceofEagleputtsmade",2008
121,121,"Bubba Watson",97,NA,68.333,6,17,6,"AverageDistanceofEagleputtsmade",2008
122,122,"Mathew Goggin",91,NA,33.917,3,21,NA,"AverageDistanceofEagleputtsmade",2008
123,123,"Charley Hoffman",94,NA,67.25,6,18,5,"AverageDistanceofEagleputtsmade",2008
123,123,"Jesper Parnevik",88,NA,22.417,2,19,4,"AverageDistanceofEagleputtsmade",2008
125,125,"Mark Calcavecchia",67,NA,22.25,2,13,9,"AverageDistanceofEagleputtsmade",2008
125,125,"Jason Gore",94,NA,33.5,3,15,8,"AverageDistanceofEagleputtsmade",2008
125,125,"Jeff Overton",103,NA,33.417,3,17,NA,"AverageDistanceofEagleputtsmade",2008
128,128,"Shane Bertsch",96,NA,11.083,1,11,11,"AverageDistanceofEagleputtsmade",2008
128,128,"Nick Watney",96,NA,77.417,7,22,NA,"AverageDistanceofEagleputtsmade",2008
130,130,"Hunter Mahan",87,NA,55.083,5,27,1,"AverageDistanceofEagleputtsmade",2008
131,131,"Lucas Glover",91,NA,43.667,4,15,3,"AverageDistanceofEagleputtsmade",2008
131,131,"Will Ma Kenzie",62,NA,65.5,6,20,2,"AverageDistanceofEagleputtsmade",2008
133,133,"Jim McGovern",75,NA,21.333,2,11,10,"AverageDistanceofEagleputtsmade",2008
134,134,"Scott Sterling",89,NA,31.167,3,16,3,"AverageDistanceofEagleputtsmade",2008
135,135,"Kent Jones",68,NA,20.417,2,16,4,"AverageDistanceofEagleputtsmade",2008
136,136,"Steve Elkington",84,NA,10.167,1,10,10,"AverageDistanceofEagleputtsmade",2008
137,137,"David Duval",51,NA,30.25,3,21,4,"AverageDistanceofEagleputtsmade",2008
138,138,"Todd Demsey",80,NA,30.083,3,20,2,"AverageDistanceofEagleputtsmade",2008
139,139,"Geoff Ogilvy",65,NA,19.667,2,13,7,"AverageDistanceofEagleputtsmade",2008
140,140,"Eric Axley",113,NA,68,7,18,4,"AverageDistanceofEagleputtsmade",2008
140,140,"Robert Gamez",79,NA,19.5,2,10,9,"AverageDistanceofEagleputtsmade",2008
142,142,"Jason Day",81,NA,27.417,3,13,6,"AverageDistanceofEagleputtsmade",2008
143,143,"Jimmy Walker",73,NA,36.333,4,13,5,"AverageDistanceofEagleputtsmade",2008
144,144,"Ben Curtis",80,NA,36.083,4,19,4,"AverageDistanceofEagleputtsmade",2008
144,144,"Adam Scott",51,NA,27.083,3,16,4,"AverageDistanceofEagleputtsmade",2008
146,146,"Nicholas Thompson",113,NA,62.333,7,18,2,"AverageDistanceofEagleputtsmade",2008
147,147,"Peter Lonard",92,NA,43.25,5,12,3,"AverageDistanceofEagleputtsmade",2008
148,148,"Jim Furyk",95,NA,17.167,2,12,5,"AverageDistanceofEagleputtsmade",2008
149,149,"David Lutterus",59,NA,16.667,2,15,2,"AverageDistanceofEagleputtsmade",2008
149,149,"Brandt Snedeker",85,NA,33.417,4,17,3,"AverageDistanceofEagleputtsmade",2008
151,151,"Briny Baird",113,NA,32.917,4,15,3,"AverageDistanceofEagleputtsmade",2008
152,152,"Anthony Kim",81,NA,48.083,6,18,3,"AverageDistanceofEagleputtsmade",2008
153,153,"Paul Goydos",78,NA,15.5,2,8,7,"AverageDistanceofEagleputtsmade",2008
153,153,"John Rollins",94,NA,54.417,7,18,NA,"AverageDistanceofEagleputtsmade",2008
155,155,"JJ Henry",108,NA,14.917,2,10,5,"AverageDistanceofEagleputtsmade",2008
156,156,"Tim Clark",90,NA,21.5,3,9,4,"AverageDistanceofEagleputtsmade",2008
157,157,"Freddie Jacobson",78,NA,7,1,7,7,"AverageDistanceofEagleputtsmade",2008
158,158,"Trevor Immelman",70,NA,6.917,1,7,7,"AverageDistanceofEagleputtsmade",2008
159,159,"James Driscoll",85,NA,13.583,2,8,6,"AverageDistanceofEagleputtsmade",2008
160,160,"Tim Petrovic",97,NA,6.167,1,6,6,"AverageDistanceofEagleputtsmade",2008
160,160,"Vijay Singh",82,NA,12.25,2,9,4,"AverageDistanceofEagleputtsmade",2008
162,162,"Ryan Moore",72,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2008
162,162,"Corey Pavin",69,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2008
162,162,"Ian Poulter",51,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2008
165,165,"Lee Janzen",89,NA,5.5,1,6,6,"AverageDistanceofEagleputtsmade",2008
166,166,"Angel Cabrera",55,NA,5.417,1,5,5,"AverageDistanceofEagleputtsmade",2008
167,167,"Heath Slocum",104,NA,10.583,2,7,4,"AverageDistanceofEagleputtsmade",2008
168,168,"Tom Scherrer",56,NA,4.75,1,5,5,"AverageDistanceofEagleputtsmade",2008
169,169,"Brian Davis",108,NA,8.917,2,6,3,"AverageDistanceofEagleputtsmade",2008
170,170,"Michael Letzig",88,NA,7.917,2,5,3,"AverageDistanceofEagleputtsmade",2008
171,171,"Ryan Palmer",69,NA,7.667,2,6,1,"AverageDistanceofEagleputtsmade",2008
172,172,"JP Hayes",67,NA,2.917,1,3,3,"AverageDistanceofEagleputtsmade",2008
173,173,"Johnson Wagner",83,NA,7.333,3,4,1,"AverageDistanceofEagleputtsmade",2008
174,174,"Paul Casey",55,NA,2.167,1,2,2,"AverageDistanceofEagleputtsmade",2008
175,175,"Glen Day",64,NA,0.167,1,NA,NA,"AverageDistanceofEagleputtsmade",2008
