"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2013","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2013","BirdieorBetterPercentage150175ya_PLAYERNAME_2013","BirdieorBetterPercentage150175ya_ROUNDS_2013","BirdieorBetterPercentage150175ya_Pct_2013","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2013","BirdieorBetterPercentage150175ya_TOTALHOLES_2013","stat_name","year"
1,1,"James Driscoll",76,23.29,51,219,"BirdieorBetterPercentage150175ya",2013
2,2,"Chez Reavie",72,22.18,59,266,"BirdieorBetterPercentage150175ya",2013
3,3,"Sangmoon Bae",83,22.14,60,271,"BirdieorBetterPercentage150175ya",2013
4,4,"Rory McIlroy",56,21.09,31,147,"BirdieorBetterPercentage150175ya",2013
5,5,"Chris Kirk",89,20.51,64,312,"BirdieorBetterPercentage150175ya",2013
6,6,"Ted Potter Jr",65,20.09,44,219,"BirdieorBetterPercentage150175ya",2013
7,7,"Jason Dufner",78,19.8,39,197,"BirdieorBetterPercentage150175ya",2013
8,8,"Tiger Woods",61,19.75,32,162,"BirdieorBetterPercentage150175ya",2013
9,9,"Bo Van Pelt",72,19.53,42,215,"BirdieorBetterPercentage150175ya",2013
10,10,"Steve LeBrun",66,19.31,39,202,"BirdieorBetterPercentage150175ya",2013
11,11,"Bob Estes",66,19.25,46,239,"BirdieorBetterPercentage150175ya",2013
12,12,"Fabian Gomez",65,19.18,42,219,"BirdieorBetterPercentage150175ya",2013
13,13,"Charl Schwartzel",69,18.86,43,228,"BirdieorBetterPercentage150175ya",2013
14,14,"Jim Furyk",80,18.8,44,234,"BirdieorBetterPercentage150175ya",2013
15,15,"Martin Kaymer",61,18.75,30,160,"BirdieorBetterPercentage150175ya",2013
16,16,"Rory Sabbatini",86,18.71,52,278,"BirdieorBetterPercentage150175ya",2013
17,17,"Vaughn Taylor",50,18.66,25,134,"BirdieorBetterPercentage150175ya",2013
18,18,"Camilo Villegas",79,18.5,47,254,"BirdieorBetterPercentage150175ya",2013
19,19,"David Lingmerth",68,18.4,39,212,"BirdieorBetterPercentage150175ya",2013
20,20,"Russell Henley",80,18.37,52,283,"BirdieorBetterPercentage150175ya",2013
21,21,"Bubba Watson",76,18.14,37,204,"BirdieorBetterPercentage150175ya",2013
22,22,"Pat Perez",69,18.11,48,265,"BirdieorBetterPercentage150175ya",2013
23,23,"Jason Bohn",70,17.98,41,228,"BirdieorBetterPercentage150175ya",2013
24,24,"Justin Hicks",79,17.96,51,284,"BirdieorBetterPercentage150175ya",2013
25,25,"Phil Mickelson",78,17.89,39,218,"BirdieorBetterPercentage150175ya",2013
26,26,"Ryan Moore",72,17.83,41,230,"BirdieorBetterPercentage150175ya",2013
27,27,"Brandt Snedeker",79,17.82,36,202,"BirdieorBetterPercentage150175ya",2013
28,28,"Stewart Cink",71,17.8,42,236,"BirdieorBetterPercentage150175ya",2013
29,29,"Dustin Johnson",71,17.68,35,198,"BirdieorBetterPercentage150175ya",2013
30,30,"Brian Gay",79,17.62,46,261,"BirdieorBetterPercentage150175ya",2013
31,31,"David Toms",49,17.48,18,103,"BirdieorBetterPercentage150175ya",2013
32,32,"Henrik Stenson",65,17.44,30,172,"BirdieorBetterPercentage150175ya",2013
33,33,"Brian Davis",91,17.41,51,293,"BirdieorBetterPercentage150175ya",2013
34,34,"Peter Hanson",45,17.36,21,121,"BirdieorBetterPercentage150175ya",2013
35,35,"Luke Donald",60,17.3,32,185,"BirdieorBetterPercentage150175ya",2013
36,36,"Angel Cabrera",73,17.21,37,215,"BirdieorBetterPercentage150175ya",2013
37,37,"Charlie Wi",75,17.2,48,279,"BirdieorBetterPercentage150175ya",2013
38,38,"DA Points",87,17.08,41,240,"BirdieorBetterPercentage150175ya",2013
39,39,"David Hearn",88,17.07,49,287,"BirdieorBetterPercentage150175ya",2013
40,40,"Josh Teater",86,16.96,39,230,"BirdieorBetterPercentage150175ya",2013
41,41,"Richard Lee",81,16.92,45,266,"BirdieorBetterPercentage150175ya",2013
42,42,"Bryce Molder",82,16.85,46,273,"BirdieorBetterPercentage150175ya",2013
42,42,"Kevin Stadler",83,16.85,45,267,"BirdieorBetterPercentage150175ya",2013
44,44,"Charlie Beljan",62,16.67,35,210,"BirdieorBetterPercentage150175ya",2013
44,44,"George McNeill",68,16.67,41,246,"BirdieorBetterPercentage150175ya",2013
46,46,"Zach Johnson",84,16.54,42,254,"BirdieorBetterPercentage150175ya",2013
47,47,"Harris English",95,16.52,55,333,"BirdieorBetterPercentage150175ya",2013
48,48,"Scott Piercy",78,16.46,40,243,"BirdieorBetterPercentage150175ya",2013
49,49,"Ken Duke",87,16.42,45,274,"BirdieorBetterPercentage150175ya",2013
50,50,"Jerry Kelly",75,16.38,38,232,"BirdieorBetterPercentage150175ya",2013
51,51,"Matt Every",89,16.34,50,306,"BirdieorBetterPercentage150175ya",2013
52,52,"Jimmy Walker",84,16.3,44,270,"BirdieorBetterPercentage150175ya",2013
53,53,"John Rollins",77,16.28,42,258,"BirdieorBetterPercentage150175ya",2013
54,54,"Tag Ridings",69,16.16,37,229,"BirdieorBetterPercentage150175ya",2013
55,55,"Tommy Gainey",84,16.1,43,267,"BirdieorBetterPercentage150175ya",2013
56,56,"Jordan Spieth",82,16.09,37,230,"BirdieorBetterPercentage150175ya",2013
57,57,"YE Yang",56,16,28,175,"BirdieorBetterPercentage150175ya",2013
58,58,"Matt Kuchar",93,15.94,44,276,"BirdieorBetterPercentage150175ya",2013
59,59,"Aaron Baddeley",68,15.93,36,226,"BirdieorBetterPercentage150175ya",2013
59,59,"Mike Weir",60,15.93,29,182,"BirdieorBetterPercentage150175ya",2013
61,61,"Rickie Fowler",75,15.88,37,233,"BirdieorBetterPercentage150175ya",2013
61,61,"William McGirt",75,15.88,44,277,"BirdieorBetterPercentage150175ya",2013
63,63,"James Hahn",78,15.85,42,265,"BirdieorBetterPercentage150175ya",2013
63,63,"Ryan Palmer",79,15.85,42,265,"BirdieorBetterPercentage150175ya",2013
65,65,"Brendon de Jonge",110,15.84,61,385,"BirdieorBetterPercentage150175ya",2013
66,66,"Adam Scott",61,15.82,25,158,"BirdieorBetterPercentage150175ya",2013
67,67,"Mark Wilson",56,15.81,34,215,"BirdieorBetterPercentage150175ya",2013
68,68,"Brad Fritsch",81,15.79,45,285,"BirdieorBetterPercentage150175ya",2013
69,69,"Justin Rose",62,15.7,27,172,"BirdieorBetterPercentage150175ya",2013
70,70,"Gary Woodland",94,15.65,49,313,"BirdieorBetterPercentage150175ya",2013
71,71,"David Lynn",70,15.63,30,192,"BirdieorBetterPercentage150175ya",2013
72,72,"Justin Leonard",86,15.61,47,301,"BirdieorBetterPercentage150175ya",2013
73,73,"Stephen Ames",49,15.58,31,199,"BirdieorBetterPercentage150175ya",2013
74,74,"Jeff Maggert",63,15.56,35,225,"BirdieorBetterPercentage150175ya",2013
75,75,"Luke Guthrie",82,15.52,36,232,"BirdieorBetterPercentage150175ya",2013
76,76,"Lee Westwood",70,15.51,29,187,"BirdieorBetterPercentage150175ya",2013
77,77,"Graeme McDowell",53,15.49,22,142,"BirdieorBetterPercentage150175ya",2013
78,78,"David Mathis",71,15.45,38,246,"BirdieorBetterPercentage150175ya",2013
79,79,"Robert Karlsson",56,15.44,23,149,"BirdieorBetterPercentage150175ya",2013
80,80,"Padraig Harrington",52,15.43,25,162,"BirdieorBetterPercentage150175ya",2013
81,81,"Seung Yul Noh",71,15.42,37,240,"BirdieorBetterPercentage150175ya",2013
82,82,"Doug LaBelle II",72,15.38,36,234,"BirdieorBetterPercentage150175ya",2013
83,83,"Stuart Appleby",88,15.33,46,300,"BirdieorBetterPercentage150175ya",2013
83,83,"Chad Campbell",78,15.33,46,300,"BirdieorBetterPercentage150175ya",2013
85,85,"Michael Thompson",66,15.32,34,222,"BirdieorBetterPercentage150175ya",2013
86,86,"John Huh",88,15.26,49,321,"BirdieorBetterPercentage150175ya",2013
87,87,"Tim Herron",45,15.24,25,164,"BirdieorBetterPercentage150175ya",2013
88,88,"Robert Allenby",58,15.21,33,217,"BirdieorBetterPercentage150175ya",2013
89,89,"Jeff Overton",78,15.13,41,271,"BirdieorBetterPercentage150175ya",2013
89,89,"Nicholas Thompson",99,15.13,51,337,"BirdieorBetterPercentage150175ya",2013
91,91,"Jason Kokrak",78,15.09,43,285,"BirdieorBetterPercentage150175ya",2013
92,92,"Martin Laird",68,15.08,30,199,"BirdieorBetterPercentage150175ya",2013
93,93,"Brian Stuard",78,14.91,34,228,"BirdieorBetterPercentage150175ya",2013
94,94,"Nick Watney",88,14.84,38,256,"BirdieorBetterPercentage150175ya",2013
95,95,"Keegan Bradley",88,14.81,40,270,"BirdieorBetterPercentage150175ya",2013
95,95,"Hunter Mahan",91,14.81,40,270,"BirdieorBetterPercentage150175ya",2013
97,97,"Ben Kohles",75,14.8,37,250,"BirdieorBetterPercentage150175ya",2013
98,98,"Matt Jones",83,14.75,41,278,"BirdieorBetterPercentage150175ya",2013
99,99,"Bill Haas",85,14.73,38,258,"BirdieorBetterPercentage150175ya",2013
100,100,"KJ Choi",85,14.69,36,245,"BirdieorBetterPercentage150175ya",2013
101,101,"Tim Clark",64,14.63,24,164,"BirdieorBetterPercentage150175ya",2013
102,102,"Ben Curtis",59,14.62,25,171,"BirdieorBetterPercentage150175ya",2013
103,103,"Billy Horschel",96,14.61,45,308,"BirdieorBetterPercentage150175ya",2013
104,104,"Henrik Norlander",70,14.46,36,249,"BirdieorBetterPercentage150175ya",2013
105,105,"Cameron Percy",68,14.42,30,208,"BirdieorBetterPercentage150175ya",2013
106,106,"Charles Howell III",87,14.37,47,327,"BirdieorBetterPercentage150175ya",2013
107,107,"Charley Hoffman",84,14.17,36,254,"BirdieorBetterPercentage150175ya",2013
108,108,"Derek Ernst",58,14.12,25,177,"BirdieorBetterPercentage150175ya",2013
