"LeftRoughTendencyRTPScore_RANKTHISWEEK_2008","LeftRoughTendencyRTPScore_RANKLASTWEEK_2008","LeftRoughTendencyRTPScore_PLAYERNAME_2008","LeftRoughTendencyRTPScore_ROUNDS_2008","LeftRoughTendencyRTPScore_RTPSCORE_2008","stat_name","year"
1,1,"Vijay Singh",82,-0.08,"LeftRoughTendencyRTPScore",2008
2,2,"Harrison Frazar",73,-0.055,"LeftRoughTendencyRTPScore",2008
3,3,"Brenden Pappas",66,-0.046,"LeftRoughTendencyRTPScore",2008
4,4,"Adam Scott",51,-0.023,"LeftRoughTendencyRTPScore",2008
5,5,"Steve Elkington",84,-0.016,"LeftRoughTendencyRTPScore",2008
6,6,"Padraig Harrington",52,-0.015,"LeftRoughTendencyRTPScore",2008
7,7,"Bubba Watson",97,-0.012,"LeftRoughTendencyRTPScore",2008
8,8,"Anthony Kim",81,0,"LeftRoughTendencyRTPScore",2008
9,9,"Phil Mickelson",80,0.006,"LeftRoughTendencyRTPScore",2008
10,10,"Steve Stricker",75,0.007,"LeftRoughTendencyRTPScore",2008
11,11,"Bill Haas",99,0.017,"LeftRoughTendencyRTPScore",2008
12,12,"Parker McLachlin",88,0.02,"LeftRoughTendencyRTPScore",2008
13,13,"Woody Austin",109,0.022,"LeftRoughTendencyRTPScore",2008
14,14,"Omar Uresti",74,0.025,"LeftRoughTendencyRTPScore",2008
15,15,"Sergio Garcia",72,0.033,"LeftRoughTendencyRTPScore",2008
16,16,"Aaron Baddeley",76,0.034,"LeftRoughTendencyRTPScore",2008
17,17,"Robert Garrigus",90,0.035,"LeftRoughTendencyRTPScore",2008
18,18,"Steve Flesch",95,0.036,"LeftRoughTendencyRTPScore",2008
18,18,"Charles Howell III",101,0.036,"LeftRoughTendencyRTPScore",2008
20,20,"Stuart Appleby",87,0.039,"LeftRoughTendencyRTPScore",2008
20,20,"Carlos Franco",73,0.039,"LeftRoughTendencyRTPScore",2008
22,22,"Mark Calcavecchia",67,0.042,"LeftRoughTendencyRTPScore",2008
23,23,"Fred Couples",60,0.044,"LeftRoughTendencyRTPScore",2008
23,23,"Bob Estes",90,0.044,"LeftRoughTendencyRTPScore",2008
23,23,"Dustin Johnson",92,0.044,"LeftRoughTendencyRTPScore",2008
26,26,"Kevin Streelman",114,0.045,"LeftRoughTendencyRTPScore",2008
27,27,"Joe Ogilvie",100,0.047,"LeftRoughTendencyRTPScore",2008
28,28,"Mark Hensby",71,0.048,"LeftRoughTendencyRTPScore",2008
29,29,"Brandt Jobe",52,0.049,"LeftRoughTendencyRTPScore",2008
30,30,"Matt Kuchar",88,0.05,"LeftRoughTendencyRTPScore",2008
31,31,"Tim Clark",90,0.051,"LeftRoughTendencyRTPScore",2008
32,32,"Robert Allenby",108,0.056,"LeftRoughTendencyRTPScore",2008
33,33,"Rich Beem",90,0.058,"LeftRoughTendencyRTPScore",2008
34,34,"Stewart Cink",87,0.06,"LeftRoughTendencyRTPScore",2008
34,34,"Ken Duke",116,0.06,"LeftRoughTendencyRTPScore",2008
34,34,"John Rollins",94,0.06,"LeftRoughTendencyRTPScore",2008
37,37,"Brad Adamonis",87,0.063,"LeftRoughTendencyRTPScore",2008
37,37,"Gavin Coles",54,0.063,"LeftRoughTendencyRTPScore",2008
37,37,"Kent Jones",68,0.063,"LeftRoughTendencyRTPScore",2008
37,37,"Steve Lowery",74,0.063,"LeftRoughTendencyRTPScore",2008
41,41,"Carl Pettersson",110,0.064,"LeftRoughTendencyRTPScore",2008
42,42,"Tom Lehman",51,0.067,"LeftRoughTendencyRTPScore",2008
42,42,"Ryan Palmer",69,0.067,"LeftRoughTendencyRTPScore",2008
44,44,"Todd Demsey",80,0.068,"LeftRoughTendencyRTPScore",2008
44,44,"Richard Johnson",60,0.068,"LeftRoughTendencyRTPScore",2008
46,46,"Sean OHair",81,0.071,"LeftRoughTendencyRTPScore",2008
47,47,"Zach Johnson",85,0.074,"LeftRoughTendencyRTPScore",2008
48,48,"Ryuji Imada",80,0.075,"LeftRoughTendencyRTPScore",2008
48,48,"Bob Tway",70,0.075,"LeftRoughTendencyRTPScore",2008
50,50,"Davis Love III",78,0.077,"LeftRoughTendencyRTPScore",2008
51,51,"Matt Jones",95,0.078,"LeftRoughTendencyRTPScore",2008
51,51,"David Toms",70,0.078,"LeftRoughTendencyRTPScore",2008
53,53,"Frank Lickliter II",107,0.079,"LeftRoughTendencyRTPScore",2008
53,53,"Hunter Mahan",87,0.079,"LeftRoughTendencyRTPScore",2008
53,53,"Travis Perkins",53,0.079,"LeftRoughTendencyRTPScore",2008
56,56,"Michael Letzig",88,0.08,"LeftRoughTendencyRTPScore",2008
57,57,"Jesper Parnevik",88,0.082,"LeftRoughTendencyRTPScore",2008
57,57,"Rory Sabbatini",77,0.082,"LeftRoughTendencyRTPScore",2008
59,59,"Briny Baird",113,0.083,"LeftRoughTendencyRTPScore",2008
60,60,"Mathew Goggin",91,0.086,"LeftRoughTendencyRTPScore",2008
61,61,"Angel Cabrera",55,0.087,"LeftRoughTendencyRTPScore",2008
61,61,"Justin Leonard",101,0.087,"LeftRoughTendencyRTPScore",2008
63,63,"Jason Gore",94,0.088,"LeftRoughTendencyRTPScore",2008
63,63,"Scott Verplank",82,0.088,"LeftRoughTendencyRTPScore",2008
65,65,"Brett Quigley",80,0.09,"LeftRoughTendencyRTPScore",2008
66,66,"David Duval",51,0.092,"LeftRoughTendencyRTPScore",2008
67,67,"JP Hayes",67,0.093,"LeftRoughTendencyRTPScore",2008
67,67,"Kevin Stadler",90,0.093,"LeftRoughTendencyRTPScore",2008
69,69,"Ben Crane",86,0.094,"LeftRoughTendencyRTPScore",2008
69,69,"Kevin Na",97,0.094,"LeftRoughTendencyRTPScore",2008
71,71,"Daniel Chopra",84,0.095,"LeftRoughTendencyRTPScore",2008
71,71,"James Driscoll",85,0.095,"LeftRoughTendencyRTPScore",2008
71,71,"Dean Wilson",109,0.095,"LeftRoughTendencyRTPScore",2008
74,74,"Jeff Overton",103,0.096,"LeftRoughTendencyRTPScore",2008
75,75,"Freddie Jacobson",78,0.098,"LeftRoughTendencyRTPScore",2008
75,75,"Scott Sterling",89,0.098,"LeftRoughTendencyRTPScore",2008
78,78,"Ryan Moore",72,0.1,"LeftRoughTendencyRTPScore",2008
78,78,"Charlie Wi",97,0.1,"LeftRoughTendencyRTPScore",2008
80,80,"Chris DiMarco",87,0.101,"LeftRoughTendencyRTPScore",2008
81,81,"Peter Lonard",92,0.102,"LeftRoughTendencyRTPScore",2008
81,81,"Mike Weir",88,0.102,"LeftRoughTendencyRTPScore",2008
83,83,"Cody Freeman",66,0.104,"LeftRoughTendencyRTPScore",2008
84,84,"Kenny Perry",97,0.105,"LeftRoughTendencyRTPScore",2008
85,85,"Stephen Ames",83,0.109,"LeftRoughTendencyRTPScore",2008
85,85,"Kevin Sutherland",98,0.109,"LeftRoughTendencyRTPScore",2008
87,87,"Jim McGovern",75,0.111,"LeftRoughTendencyRTPScore",2008
88,88,"Ian Poulter",51,0.113,"LeftRoughTendencyRTPScore",2008
89,89,"Marco Dawson",64,0.114,"LeftRoughTendencyRTPScore",2008
89,89,"Tom Scherrer",56,0.114,"LeftRoughTendencyRTPScore",2008
91,91,"Shigeki Maruyama",50,0.115,"LeftRoughTendencyRTPScore",2008
91,91,"DJ Trahan",94,0.115,"LeftRoughTendencyRTPScore",2008
93,93,"Pat Perez",93,0.116,"LeftRoughTendencyRTPScore",2008
93,93,"Bo Van Pelt",101,0.116,"LeftRoughTendencyRTPScore",2008
93,93,"Jimmy Walker",73,0.116,"LeftRoughTendencyRTPScore",2008
96,96,"Brett Rumford",72,0.117,"LeftRoughTendencyRTPScore",2008
97,97,"Charley Hoffman",94,0.118,"LeftRoughTendencyRTPScore",2008
98,98,"Mathias Gronberg",87,0.12,"LeftRoughTendencyRTPScore",2008
98,98,"JB Holmes",86,0.12,"LeftRoughTendencyRTPScore",2008
98,98,"Jin Park",85,0.12,"LeftRoughTendencyRTPScore",2008
101,101,"Troy Matteson",94,0.121,"LeftRoughTendencyRTPScore",2008
102,102,"Jim Furyk",95,0.127,"LeftRoughTendencyRTPScore",2008
102,102,"John Merrick",98,0.127,"LeftRoughTendencyRTPScore",2008
104,104,"Tim Herron",97,0.128,"LeftRoughTendencyRTPScore",2008
105,105,"Tag Ridings",88,0.129,"LeftRoughTendencyRTPScore",2008
105,105,"Marc Turnesa",87,0.129,"LeftRoughTendencyRTPScore",2008
107,107,"Billy Mayfair",103,0.13,"LeftRoughTendencyRTPScore",2008
108,108,"Brian Davis",108,0.132,"LeftRoughTendencyRTPScore",2008
108,108,"Steve Marino",119,0.132,"LeftRoughTendencyRTPScore",2008
110,110,"Heath Slocum",104,0.134,"LeftRoughTendencyRTPScore",2008
111,111,"Steve Allan",58,0.135,"LeftRoughTendencyRTPScore",2008
111,111,"Rod Pampling",83,0.135,"LeftRoughTendencyRTPScore",2008
113,113,"Tommy Armour III",77,0.138,"LeftRoughTendencyRTPScore",2008
113,113,"Chris Riley",51,0.138,"LeftRoughTendencyRTPScore",2008
115,115,"Scott McCarron",63,0.14,"LeftRoughTendencyRTPScore",2008
115,115,"Mark Wilson",107,0.14,"LeftRoughTendencyRTPScore",2008
117,117,"Tim Wilkinson",95,0.144,"LeftRoughTendencyRTPScore",2008
118,118,"Ron Whittaker",54,0.145,"LeftRoughTendencyRTPScore",2008
119,119,"Alejandro Canizares",52,0.146,"LeftRoughTendencyRTPScore",2008
120,120,"Jeff Maggert",86,0.147,"LeftRoughTendencyRTPScore",2008
121,121,"John Riegger",73,0.148,"LeftRoughTendencyRTPScore",2008
121,121,"Andres Romero",69,0.148,"LeftRoughTendencyRTPScore",2008
123,123,"Dudley Hart",74,0.15,"LeftRoughTendencyRTPScore",2008
123,123,"Jeff Quinney",87,0.15,"LeftRoughTendencyRTPScore",2008
125,125,"Chad Campbell",94,0.151,"LeftRoughTendencyRTPScore",2008
125,125,"Lucas Glover",91,0.151,"LeftRoughTendencyRTPScore",2008
127,127,"Nathan Green",95,0.154,"LeftRoughTendencyRTPScore",2008
128,128,"John Mallinger",95,0.157,"LeftRoughTendencyRTPScore",2008
128,128,"George McNeill",97,0.157,"LeftRoughTendencyRTPScore",2008
128,128,"Johnson Wagner",83,0.157,"LeftRoughTendencyRTPScore",2008
131,131,"Charles Warren",79,0.158,"LeftRoughTendencyRTPScore",2008
132,132,"Tim Petrovic",97,0.159,"LeftRoughTendencyRTPScore",2008
133,133,"Doug LaBelle II",65,0.16,"LeftRoughTendencyRTPScore",2008
133,133,"Nick OHern",82,0.16,"LeftRoughTendencyRTPScore",2008
135,135,"Glen Day",64,0.162,"LeftRoughTendencyRTPScore",2008
135,135,"Jerry Kelly",89,0.162,"LeftRoughTendencyRTPScore",2008
135,135,"Rocco Mediate",87,0.162,"LeftRoughTendencyRTPScore",2008
138,138,"Nick Flanagan",89,0.163,"LeftRoughTendencyRTPScore",2008
139,139,"Justin Bolli",87,0.167,"LeftRoughTendencyRTPScore",2008
140,140,"Ted Purdy",68,0.168,"LeftRoughTendencyRTPScore",2008
141,141,"Camilo Villegas",79,0.169,"LeftRoughTendencyRTPScore",2008
142,142,"Patrick Sheehan",124,0.175,"LeftRoughTendencyRTPScore",2008
