"StrokesGainedTeetoGreen_RANKTHISWEEK_2009","StrokesGainedTeetoGreen_RANKLASTWEEK_2009","StrokesGainedTeetoGreen_PLAYERNAME_2009","StrokesGainedTeetoGreen_ROUNDS_2009","StrokesGainedTeetoGreen_AVERAGE_2009","StrokesGainedTeetoGreen_TOTALSGT2G_2009","StrokesGainedTeetoGreen_SGTOTAL_2009","StrokesGainedTeetoGreen_TOTALSGP_2009","StrokesGainedTeetoGreen_MEASUREDROUNDS_2009","stat_name","year"
35,35,"Greg Owen",97,0.609,49.977,14.39,-35.587,82,"StrokesGainedTeetoGreen",2009
36,36,"Lucas Glover",93,0.582,46.002,57.74,11.738,79,"StrokesGainedTeetoGreen",2009
37,37,"Geoff Ogilvy",78,0.559,32.427,61.504,29.077,58,"StrokesGainedTeetoGreen",2009
38,38,"Chad Campbell",90,0.557,39.573,42.002,2.429,71,"StrokesGainedTeetoGreen",2009
39,39,"Charles Howell III",99,0.546,45.304,42.458,-2.846,83,"StrokesGainedTeetoGreen",2009
40,40,"Rod Pampling",72,0.523,33.442,41.568,8.126,64,"StrokesGainedTeetoGreen",2009
41,41,"Retief Goosen",74,0.509,28.502,54.375,25.873,56,"StrokesGainedTeetoGreen",2009
42,42,"Alex Cejka",82,0.488,34.679,12.089,-22.59,71,"StrokesGainedTeetoGreen",2009
43,43,"Michael Allen",73,0.481,27.923,25.231,-2.692,58,"StrokesGainedTeetoGreen",2009
44,44,"Heath Slocum",95,0.474,40.305,4.435,-35.87,85,"StrokesGainedTeetoGreen",2009
45,45,"Matt Kuchar",82,0.464,32.922,82.598,49.676,71,"StrokesGainedTeetoGreen",2009
46,46,"Kevin Na",91,0.453,35.324,72.415,37.091,78,"StrokesGainedTeetoGreen",2009
47,47,"Woody Austin",84,0.451,34.292,36.299,2.007,76,"StrokesGainedTeetoGreen",2009
47,47,"Jerry Kelly",90,0.451,34.75,59.829,25.079,77,"StrokesGainedTeetoGreen",2009
49,49,"Charley Hoffman",97,0.442,38.463,46.586,8.123,87,"StrokesGainedTeetoGreen",2009
50,50,"Charles Warren",63,0.429,22.745,7.209,-15.536,53,"StrokesGainedTeetoGreen",2009
51,51,"Tag Ridings",50,0.411,16.847,7.434,-9.413,41,"StrokesGainedTeetoGreen",2009
52,52,"Bubba Watson",73,0.405,23.08,26.865,3.785,57,"StrokesGainedTeetoGreen",2009
53,53,"YE Yang",83,0.404,28.252,24.259,-3.993,70,"StrokesGainedTeetoGreen",2009
54,54,"Angel Cabrera",55,0.372,14.137,20.674,6.537,38,"StrokesGainedTeetoGreen",2009
55,55,"Justin Rose",71,0.366,20.85,27.05,6.2,57,"StrokesGainedTeetoGreen",2009
56,56,"Bo Van Pelt",100,0.364,29.885,52.959,23.074,82,"StrokesGainedTeetoGreen",2009
57,57,"Jason Day",61,0.355,17.733,42.421,24.688,50,"StrokesGainedTeetoGreen",2009
58,58,"Paul Goydos",79,0.35,22.756,31.405,8.649,65,"StrokesGainedTeetoGreen",2009
59,59,"Bill Haas",91,0.346,28.389,31.161,2.772,82,"StrokesGainedTeetoGreen",2009
60,60,"Kevin Stadler",65,0.339,18.288,5.185,-13.103,54,"StrokesGainedTeetoGreen",2009
61,61,"Kevin Sutherland",96,0.317,23.114,42.838,19.724,73,"StrokesGainedTeetoGreen",2009
62,62,"Will Ma Kenzie",69,0.311,19.001,-40.75,-59.751,61,"StrokesGainedTeetoGreen",2009
63,63,"Stephen Ames",77,0.308,17.535,41.694,24.159,57,"StrokesGainedTeetoGreen",2009
64,64,"Joe Durant",62,0.301,14.161,-22.306,-36.467,47,"StrokesGainedTeetoGreen",2009
65,65,"Robert Garrigus",83,0.297,21.369,-4.766,-26.135,72,"StrokesGainedTeetoGreen",2009
65,65,"Nick OHern",90,0.297,25.255,25.59,0.335,85,"StrokesGainedTeetoGreen",2009
67,67,"Mike Weir",85,0.293,19.656,51.45,31.794,67,"StrokesGainedTeetoGreen",2009
68,68,"Tim Petrovic",97,0.291,25.037,50.9,25.863,86,"StrokesGainedTeetoGreen",2009
69,69,"Nicholas Thompson",96,0.29,25.234,-15.643,-40.877,87,"StrokesGainedTeetoGreen",2009
70,70,"Ben Crane",93,0.287,22.945,57.211,34.266,80,"StrokesGainedTeetoGreen",2009
71,71,"Brian Davis",103,0.259,23.583,23.76,0.177,91,"StrokesGainedTeetoGreen",2009
72,72,"Anthony Kim",76,0.234,14.017,28.76,14.743,60,"StrokesGainedTeetoGreen",2009
73,73,"KJ Choi",65,0.233,11.626,9.264,-2.362,50,"StrokesGainedTeetoGreen",2009
74,74,"DA Points",99,0.228,19.6,19.455,-0.145,86,"StrokesGainedTeetoGreen",2009
75,75,"Adam Scott",53,0.226,9.5,-27.736,-37.236,42,"StrokesGainedTeetoGreen",2009
76,76,"John Mallinger",90,0.224,15.935,21.772,5.837,71,"StrokesGainedTeetoGreen",2009
76,76,"George McNeill",82,0.224,17.023,47.891,30.868,76,"StrokesGainedTeetoGreen",2009
78,78,"Kirk Triplett",60,0.222,12.233,-33.681,-45.914,55,"StrokesGainedTeetoGreen",2009
79,79,"Ricky Barnes",67,0.218,11.118,-50.974,-62.092,51,"StrokesGainedTeetoGreen",2009
80,80,"Michael Letzig",96,0.217,18.686,28.405,9.719,86,"StrokesGainedTeetoGreen",2009
81,81,"Brett Quigley",92,0.216,16.223,1.737,-14.486,75,"StrokesGainedTeetoGreen",2009
82,82,"JJ Henry",97,0.214,18.011,27.328,9.317,84,"StrokesGainedTeetoGreen",2009
83,83,"JB Holmes",74,0.211,12.887,-31.852,-44.739,61,"StrokesGainedTeetoGreen",2009
84,84,"Chris DiMarco",97,0.206,17.879,7.476,-10.403,87,"StrokesGainedTeetoGreen",2009
85,85,"Bob Estes",78,0.195,13.479,34.942,21.463,69,"StrokesGainedTeetoGreen",2009
86,86,"Steve Flesch",77,0.186,11.688,-6.697,-18.385,63,"StrokesGainedTeetoGreen",2009
87,87,"Tommy Armour III",58,0.183,9.501,-0.431,-9.932,52,"StrokesGainedTeetoGreen",2009
88,88,"Troy Matteson",95,0.181,15.914,18.856,2.942,88,"StrokesGainedTeetoGreen",2009
89,89,"Steve Elkington",70,0.17,10.556,6.104,-4.452,62,"StrokesGainedTeetoGreen",2009
90,90,"Marc Leishman",91,0.163,13.717,26.009,12.292,84,"StrokesGainedTeetoGreen",2009
91,91,"Mark Wilson",99,0.156,13.688,47.821,34.133,88,"StrokesGainedTeetoGreen",2009
92,92,"Stuart Appleby",79,0.14,9.111,-33.77,-42.881,65,"StrokesGainedTeetoGreen",2009
93,93,"Mathew Goggin",76,0.139,8.345,-8.43,-16.775,60,"StrokesGainedTeetoGreen",2009
94,94,"Bill Lunde",83,0.116,8.706,9.961,1.255,75,"StrokesGainedTeetoGreen",2009
95,95,"Matt Weibring",65,0.114,6.249,0.12,-6.129,55,"StrokesGainedTeetoGreen",2009
96,96,"Jay Williamson",69,0.111,6.311,-44.76,-51.071,57,"StrokesGainedTeetoGreen",2009
97,97,"Darron Stiles",52,0.088,3.704,-23.651,-27.355,42,"StrokesGainedTeetoGreen",2009
98,98,"Scott Piercy",85,0.08,6.062,11.386,5.324,76,"StrokesGainedTeetoGreen",2009
98,98,"Scott Sterling",51,0.08,3.194,6.026,2.832,40,"StrokesGainedTeetoGreen",2009
100,100,"Kevin Streelman",97,0.078,6.781,17.33,10.549,87,"StrokesGainedTeetoGreen",2009
101,101,"Luke Donald",79,0.075,4.561,61.584,57.023,61,"StrokesGainedTeetoGreen",2009
101,101,"Chris Riley",77,0.075,5.024,27.823,22.799,67,"StrokesGainedTeetoGreen",2009
103,103,"Chris Stroud",88,0.056,4.252,-2.487,-6.739,76,"StrokesGainedTeetoGreen",2009
104,104,"Patrick Sheehan",51,0.044,1.712,2.395,0.683,39,"StrokesGainedTeetoGreen",2009
105,105,"Billy Mayfair",83,0.018,1.254,-62.138,-63.392,69,"StrokesGainedTeetoGreen",2009
106,106,"Ryan Moore",89,0.014,1.047,27.079,26.032,75,"StrokesGainedTeetoGreen",2009
107,107,"Ken Duke",87,0.012,0.839,-32.67,-33.509,71,"StrokesGainedTeetoGreen",2009
108,108,"Cameron Beckman",87,0.009,0.694,-0.056,-0.75,75,"StrokesGainedTeetoGreen",2009
109,109,"Jeff Maggert",79,-0.013,-0.941,-22.555,-21.614,73,"StrokesGainedTeetoGreen",2009
110,110,"Kris Blanks",60,-0.014,-0.641,-15.767,-15.126,47,"StrokesGainedTeetoGreen",2009
110,110,"Tim Herron",87,-0.014,-1.164,-7.209,-6.045,81,"StrokesGainedTeetoGreen",2009
112,112,"Brandt Snedeker",81,-0.029,-1.899,47.529,49.428,65,"StrokesGainedTeetoGreen",2009
113,113,"John Rollins",92,-0.039,-3.085,-3.327,-0.242,79,"StrokesGainedTeetoGreen",2009
114,114,"Harrison Frazar",93,-0.046,-3.872,22.621,26.493,84,"StrokesGainedTeetoGreen",2009
115,115,"Stewart Cink",79,-0.049,-2.893,16.916,19.809,59,"StrokesGainedTeetoGreen",2009
116,116,"Lee Janzen",74,-0.056,-3.388,12.304,15.692,61,"StrokesGainedTeetoGreen",2009
117,117,"Jeff Overton",92,-0.067,-5.106,4.266,9.372,76,"StrokesGainedTeetoGreen",2009
118,118,"Ted Purdy",101,-0.076,-6.732,-0.035,6.697,89,"StrokesGainedTeetoGreen",2009
119,119,"Brendon de Jonge",90,-0.1,-7.903,-24.981,-17.078,79,"StrokesGainedTeetoGreen",2009
120,120,"Casey Wittenberg",71,-0.108,-5.827,-29.419,-23.592,54,"StrokesGainedTeetoGreen",2009
121,121,"Jason Gore",74,-0.114,-7.049,-45.191,-38.142,62,"StrokesGainedTeetoGreen",2009
122,122,"Brian Gay",96,-0.129,-10.546,49.261,59.807,82,"StrokesGainedTeetoGreen",2009
123,123,"Tom Pernice Jr",82,-0.131,-9.814,-11.037,-1.223,75,"StrokesGainedTeetoGreen",2009
124,124,"Jimmy Walker",74,-0.132,-8.453,-15.045,-6.592,64,"StrokesGainedTeetoGreen",2009
125,125,"Chez Reavie",81,-0.147,-10.279,-24.355,-14.076,70,"StrokesGainedTeetoGreen",2009
126,126,"Cliff Kresge",78,-0.153,-10.276,-7.929,2.347,67,"StrokesGainedTeetoGreen",2009
127,127,"Martin Laird",72,-0.163,-10.082,-6.388,3.694,62,"StrokesGainedTeetoGreen",2009
128,128,"Pat Perez",74,-0.189,-11.704,21.197,32.901,62,"StrokesGainedTeetoGreen",2009
129,129,"Jeff Klauk",97,-0.208,-18.303,21.611,39.914,88,"StrokesGainedTeetoGreen",2009
129,129,"Jarrod Lyle",65,-0.208,-10.392,-31.045,-20.653,50,"StrokesGainedTeetoGreen",2009
131,131,"Freddie Jacobson",83,-0.215,-15.676,22.684,38.36,73,"StrokesGainedTeetoGreen",2009
132,132,"James Nitties",86,-0.216,-16.452,2.375,18.827,76,"StrokesGainedTeetoGreen",2009
133,133,"Charlie Wi",92,-0.227,-17.904,20.9,38.804,79,"StrokesGainedTeetoGreen",2009
134,134,"Andres Romero",58,-0.245,-10.517,-12.498,-1.981,43,"StrokesGainedTeetoGreen",2009
135,135,"Mark Calcavecchia",72,-0.258,-16.006,-32.027,-16.021,62,"StrokesGainedTeetoGreen",2009
136,136,"Matt Jones",56,-0.26,-11.708,14.371,26.079,45,"StrokesGainedTeetoGreen",2009
137,137,"Johnson Wagner",81,-0.262,-19.419,-16.639,2.78,74,"StrokesGainedTeetoGreen",2009
138,138,"Spencer Levin",75,-0.264,-17.713,8.826,26.539,67,"StrokesGainedTeetoGreen",2009
139,139,"Scott McCarron",91,-0.265,-21.456,16.454,37.91,81,"StrokesGainedTeetoGreen",2009
140,140,"Rich Beem",77,-0.289,-16.786,-18.873,-2.087,58,"StrokesGainedTeetoGreen",2009
141,141,"John Merrick",91,-0.306,-20.839,-22.185,-1.346,68,"StrokesGainedTeetoGreen",2009
142,142,"Bryce Molder",69,-0.316,-17.04,23.169,40.209,54,"StrokesGainedTeetoGreen",2009
143,143,"Greg Chalmers",85,-0.327,-23.211,26.57,49.781,71,"StrokesGainedTeetoGreen",2009
144,144,"Vaughn Taylor",88,-0.364,-28.723,-2.04,26.683,79,"StrokesGainedTeetoGreen",2009
145,145,"Daniel Chopra",89,-0.393,-32.596,-7.636,24.96,83,"StrokesGainedTeetoGreen",2009
146,146,"Dean Wilson",81,-0.412,-28.82,-4.276,24.544,70,"StrokesGainedTeetoGreen",2009
147,147,"Glen Day",79,-0.434,-27.8,-50.58,-22.78,64,"StrokesGainedTeetoGreen",2009
148,148,"Joe Ogilvie",85,-0.451,-34.737,7.377,42.114,77,"StrokesGainedTeetoGreen",2009
149,149,"Webb Simpson",94,-0.459,-39.922,8.506,48.428,87,"StrokesGainedTeetoGreen",2009
150,150,"Peter Lonard",86,-0.464,-35.749,-72.223,-36.474,77,"StrokesGainedTeetoGreen",2009
151,151,"Bart Bryant",58,-0.466,-24.218,-30.588,-6.37,52,"StrokesGainedTeetoGreen",2009
152,152,"Jeff Quinney",78,-0.513,-36.457,-21.088,15.369,71,"StrokesGainedTeetoGreen",2009
153,153,"Nathan Green",104,-0.519,-47.709,-13.283,34.426,92,"StrokesGainedTeetoGreen",2009
154,154,"Ryuji Imada",85,-0.537,-37.055,-6.715,30.34,69,"StrokesGainedTeetoGreen",2009
155,155,"Peter Tomasulo",61,-0.543,-24.979,-53.47,-28.491,46,"StrokesGainedTeetoGreen",2009
156,156,"Brad Adamonis",70,-0.59,-36.004,-32.385,3.619,61,"StrokesGainedTeetoGreen",2009
157,157,"Ben Curtis",63,-0.595,-27.954,8.136,36.09,47,"StrokesGainedTeetoGreen",2009
158,158,"Corey Pavin",73,-0.604,-32.594,-9.548,23.046,54,"StrokesGainedTeetoGreen",2009
159,159,"Ryan Palmer",78,-0.606,-42.388,-29.332,13.056,70,"StrokesGainedTeetoGreen",2009
160,160,"Steve Lowery",83,-0.611,-47.039,-40.43,6.609,77,"StrokesGainedTeetoGreen",2009
161,161,"Kent Jones",73,-0.624,-38.087,-47.689,-9.602,61,"StrokesGainedTeetoGreen",2009
162,162,"Bob Heintz",59,-0.637,-32.501,-1.85,30.651,51,"StrokesGainedTeetoGreen",2009
163,163,"Matt Bettencourt",98,-0.649,-56.446,-52.062,4.384,87,"StrokesGainedTeetoGreen",2009
164,164,"Aron Price",89,-0.717,-55.189,-46.425,8.764,77,"StrokesGainedTeetoGreen",2009
165,165,"David Mathis",82,-0.721,-49.781,-25.513,24.268,69,"StrokesGainedTeetoGreen",2009
166,166,"Todd Hamilton",83,-0.732,-46.85,-38.789,8.061,64,"StrokesGainedTeetoGreen",2009
167,167,"Mark Brooks",55,-0.757,-30.267,-30.348,-0.081,40,"StrokesGainedTeetoGreen",2009
168,168,"Aaron Baddeley",66,-0.793,-45.979,-10.958,35.021,58,"StrokesGainedTeetoGreen",2009
169,169,"Richard Johnson",85,-0.802,-59.343,-33.795,25.548,74,"StrokesGainedTeetoGreen",2009
170,170,"Brian Vranesh",51,-0.825,-35.466,-39.779,-4.313,43,"StrokesGainedTeetoGreen",2009
171,171,"Rick Price",54,-0.829,-33.983,-67.022,-33.039,41,"StrokesGainedTeetoGreen",2009
172,172,"Colt Knost",71,-0.93,-52.069,-47.816,4.253,56,"StrokesGainedTeetoGreen",2009
173,173,"Gary Woodland",53,-0.944,-34.917,-53.928,-19.011,37,"StrokesGainedTeetoGreen",2009
174,174,"Carl Pettersson",86,-0.949,-70.21,-46.512,23.698,74,"StrokesGainedTeetoGreen",2009
175,175,"Derek Fathauer",63,-1.112,-56.737,-74.204,-17.467,51,"StrokesGainedTeetoGreen",2009
176,176,"Greg Kraft",51,-1.181,-48.431,-67.846,-19.415,41,"StrokesGainedTeetoGreen",2009
177,177,"Marc Turnesa",77,-1.24,-88.028,-85.259,2.769,71,"StrokesGainedTeetoGreen",2009
178,178,"Brian Bateman",55,-1.456,-69.909,-66.197,3.712,48,"StrokesGainedTeetoGreen",2009
179,179,"Leif Olson",51,-1.476,-63.47,-73.82,-10.35,43,"StrokesGainedTeetoGreen",2009
180,180,"Brendon Todd",53,-1.532,-71.985,-74.592,-2.607,47,"StrokesGainedTeetoGreen",2009
181,181,"David Duval",56,-1.668,-73.392,-78.749,-5.357,44,"StrokesGainedTeetoGreen",2009
182,182,"Parker McLachlin",71,-1.854,-124.226,-82.736,41.49,67,"StrokesGainedTeetoGreen",2009
183,183,"Eric Axley",71,-2.576,-152.011,-132.338,19.673,59,"StrokesGainedTeetoGreen",2009
184,184,"Brad Faxon",59,-2.836,-147.471,-106.978,40.493,52,"StrokesGainedTeetoGreen",2009
