"Front9Round2ScoringAverage_RANKTHISWEEK_2015","Front9Round2ScoringAverage_RANKLASTWEEK_2015","Front9Round2ScoringAverage_PLAYERNAME_2015","Front9Round2ScoringAverage__2015","Front9Round2ScoringAverage_AVG_2015","Front9Round2ScoringAverage_TOTALSTROKES_2015","Front9Round2ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Brendan Steele",NA,33.96,781,23,"Front9Round2ScoringAverage",2015
2,2,"Brendon de Jonge",NA,34.16,1059,31,"Front9Round2ScoringAverage",2015
3,3,"Jordan Spieth",NA,34.17,820,24,"Front9Round2ScoringAverage",2015
4,4,"Nick Watney",NA,34.29,960,28,"Front9Round2ScoringAverage",2015
5,5,"Tony Finau",NA,34.32,1064,31,"Front9Round2ScoringAverage",2015
6,6,"Graham DeLaet",NA,34.37,653,19,"Front9Round2ScoringAverage",2015
7,7,"Louis Oosthuizen",NA,34.39,619,18,"Front9Round2ScoringAverage",2015
8,8,"Mark Hubbard",NA,34.43,792,23,"Front9Round2ScoringAverage",2015
9,9,"Russell Knox",NA,34.44,930,27,"Front9Round2ScoringAverage",2015
10,10,"Harris English",NA,34.46,965,28,"Front9Round2ScoringAverage",2015
11,11,"Chad Campbell",NA,34.47,1034,30,"Front9Round2ScoringAverage",2015
11,11,"Chez Reavie",NA,34.47,655,19,"Front9Round2ScoringAverage",2015
13,13,"Matt Jones",NA,34.54,829,24,"Front9Round2ScoringAverage",2015
13,13,"Pat Perez",NA,34.54,898,26,"Front9Round2ScoringAverage",2015
15,15,"Carl Pettersson",NA,34.58,1072,31,"Front9Round2ScoringAverage",2015
16,16,"Steve Wheatcroft",NA,34.59,934,27,"Front9Round2ScoringAverage",2015
17,17,"Morgan Hoffmann",NA,34.6,865,25,"Front9Round2ScoringAverage",2015
17,17,"Justin Thomas",NA,34.6,1038,30,"Front9Round2ScoringAverage",2015
19,19,"Patrick Reed",NA,34.62,900,26,"Front9Round2ScoringAverage",2015
20,20,"Alex Cejka",NA,34.67,936,27,"Front9Round2ScoringAverage",2015
21,21,"Paul Casey",NA,34.68,763,22,"Front9Round2ScoringAverage",2015
22,22,"Daniel Summerhays",NA,34.69,1006,29,"Front9Round2ScoringAverage",2015
23,23,"Jason Bohn",NA,34.7,937,27,"Front9Round2ScoringAverage",2015
24,24,"David Lingmerth",NA,34.71,972,28,"Front9Round2ScoringAverage",2015
25,25,"Kevin Na",NA,34.72,868,25,"Front9Round2ScoringAverage",2015
26,26,"Charles Howell III",NA,34.73,1042,30,"Front9Round2ScoringAverage",2015
