"SandSavesfrom_RANKTHISWEEK_2005","SandSavesfrom_RANKLASTWEEK_2005","SandSavesfrom_PLAYERNAME_2005","SandSavesfrom_ROUNDS_2005","SandSavesfrom_Pct_2005","SandSavesfrom_OFSAVES_2005","SandSavesfrom_OFBUNKERS_2005","stat_name","year"
50,50,"Carl Pettersson",109,73.33,11,15,"SandSavesfrom",2005
52,52,"Jim Furyk",94,72.73,8,11,"SandSavesfrom",2005
52,52,"Brendan Jones",81,72.73,8,11,"SandSavesfrom",2005
52,52,"Justin Rose",99,72.73,8,11,"SandSavesfrom",2005
55,55,"Gavin Coles",70,71.43,5,7,"SandSavesfrom",2005
55,55,"Brad Faxon",75,71.43,5,7,"SandSavesfrom",2005
55,55,"Mathias Gronberg",60,71.43,5,7,"SandSavesfrom",2005
55,55,"Ian Poulter",62,71.43,5,7,"SandSavesfrom",2005
59,59,"Lucas Glover",88,70,7,10,"SandSavesfrom",2005
59,59,"Sean OHair",103,70,7,10,"SandSavesfrom",2005
59,59,"Jesper Parnevik",84,70,7,10,"SandSavesfrom",2005
62,62,"Ryan Palmer",101,69.23,9,13,"SandSavesfrom",2005
63,63,"James Driscoll",73,66.67,6,9,"SandSavesfrom",2005
63,63,"Jay Haas",54,66.67,2,3,"SandSavesfrom",2005
63,63,"Todd Hamilton",94,66.67,4,6,"SandSavesfrom",2005
63,63,"John Huston",90,66.67,6,9,"SandSavesfrom",2005
63,63,"Michael Long",72,66.67,4,6,"SandSavesfrom",2005
63,63,"Andrew Magee",82,66.67,4,6,"SandSavesfrom",2005
63,63,"Len Mattiace",86,66.67,2,3,"SandSavesfrom",2005
63,63,"Scott McCarron",78,66.67,8,12,"SandSavesfrom",2005
63,63,"Rob Rashell",65,66.67,2,3,"SandSavesfrom",2005
63,63,"David Toms",87,66.67,4,6,"SandSavesfrom",2005
63,63,"Nick Watney",91,66.67,4,6,"SandSavesfrom",2005
63,63,"Mike Weir",71,66.67,4,6,"SandSavesfrom",2005
63,63,"Dean Wilson",86,66.67,4,6,"SandSavesfrom",2005
76,76,"Freddie Jacobson",72,64.29,9,14,"SandSavesfrom",2005
77,77,"Mark Calcavecchia",92,63.64,7,11,"SandSavesfrom",2005
77,77,"Rory Sabbatini",81,63.64,7,11,"SandSavesfrom",2005
79,79,"Daniel Chopra",108,62.5,10,16,"SandSavesfrom",2005
79,79,"Steve Flesch",90,62.5,5,8,"SandSavesfrom",2005
79,79,"Pat Perez",89,62.5,5,8,"SandSavesfrom",2005
79,79,"Tag Ridings",93,62.5,5,8,"SandSavesfrom",2005
79,79,"Mario Tiziani",67,62.5,5,8,"SandSavesfrom",2005
79,79,"Tiger Woods",76,62.5,5,8,"SandSavesfrom",2005
85,85,"John Senden",101,61.54,8,13,"SandSavesfrom",2005
86,86,"Zach Johnson",96,61.11,11,18,"SandSavesfrom",2005
87,87,"Ben Crane",78,60,9,15,"SandSavesfrom",2005
87,87,"Bob Estes",92,60,6,10,"SandSavesfrom",2005
87,87,"Carlos Franco",78,60,3,5,"SandSavesfrom",2005
87,87,"Paul Gow",78,60,3,5,"SandSavesfrom",2005
87,87,"Jonathan Kaye",77,60,3,5,"SandSavesfrom",2005
87,87,"Thomas Levet",54,60,3,5,"SandSavesfrom",2005
87,87,"JL Lewis",98,60,3,5,"SandSavesfrom",2005
87,87,"Will Ma Kenzie",75,60,3,5,"SandSavesfrom",2005
87,87,"Tim Petrovic",97,60,3,5,"SandSavesfrom",2005
87,87,"Adam Scott",72,60,3,5,"SandSavesfrom",2005
87,87,"Roland Thatcher",75,60,3,5,"SandSavesfrom",2005
87,87,"Mark Wilson",74,60,3,5,"SandSavesfrom",2005
99,99,"Michael Allen",90,57.14,4,7,"SandSavesfrom",2005
99,99,"Stewart Cink",98,57.14,4,7,"SandSavesfrom",2005
99,99,"Bob Heintz",67,57.14,4,7,"SandSavesfrom",2005
99,99,"Charles Howell III",95,57.14,4,7,"SandSavesfrom",2005
99,99,"Charlie Wi",67,57.14,4,7,"SandSavesfrom",2005
104,104,"Chad Campbell",95,56.25,9,16,"SandSavesfrom",2005
105,105,"Tommy Armour III",103,55.56,5,9,"SandSavesfrom",2005
105,105,"Tim Clark",92,55.56,5,9,"SandSavesfrom",2005
105,105,"Tom Gillis",77,55.56,5,9,"SandSavesfrom",2005
105,105,"Jeff Hart",63,55.56,5,9,"SandSavesfrom",2005
105,105,"Neal Lancaster",95,55.56,5,9,"SandSavesfrom",2005
105,105,"Hunter Mahan",103,55.56,5,9,"SandSavesfrom",2005
105,105,"Dennis Paulson",63,55.56,5,9,"SandSavesfrom",2005
105,105,"Vijay Singh",111,55.56,5,9,"SandSavesfrom",2005
105,105,"Kevin Sutherland",89,55.56,5,9,"SandSavesfrom",2005
105,105,"Vaughn Taylor",99,55.56,5,9,"SandSavesfrom",2005
115,115,"Robert Gamez",91,53.85,7,13,"SandSavesfrom",2005
115,115,"Joe Ogilvie",103,53.85,7,13,"SandSavesfrom",2005
117,117,"Robert Allenby",95,50,2,4,"SandSavesfrom",2005
117,117,"Jason Allred",75,50,4,8,"SandSavesfrom",2005
117,117,"Chris Anderson",66,50,4,8,"SandSavesfrom",2005
117,117,"Arjun Atwal",65,50,5,10,"SandSavesfrom",2005
117,117,"Brian Bateman",98,50,5,10,"SandSavesfrom",2005
117,117,"Justin Bolli",65,50,3,6,"SandSavesfrom",2005
117,117,"Fred Couples",72,50,2,4,"SandSavesfrom",2005
117,117,"Robert Damron",89,50,7,14,"SandSavesfrom",2005
117,117,"Marco Dawson",82,50,2,4,"SandSavesfrom",2005
117,117,"Joe Durant",81,50,6,12,"SandSavesfrom",2005
117,117,"Steve Elkington",67,50,4,8,"SandSavesfrom",2005
117,117,"Fred Funk",102,50,5,10,"SandSavesfrom",2005
117,117,"Sergio Garcia",73,50,3,6,"SandSavesfrom",2005
117,117,"Matt Gogel",78,50,2,4,"SandSavesfrom",2005
117,117,"Padraig Harrington",50,50,1,2,"SandSavesfrom",2005
117,117,"Dudley Hart",84,50,2,4,"SandSavesfrom",2005
117,117,"Mark Hensby",70,50,2,4,"SandSavesfrom",2005
117,117,"Richard Johnson",50,50,2,4,"SandSavesfrom",2005
117,117,"Kent Jones",99,50,5,10,"SandSavesfrom",2005
117,117,"Justin Leonard",78,50,2,4,"SandSavesfrom",2005
117,117,"Rocco Mediate",73,50,4,8,"SandSavesfrom",2005
117,117,"Phillip Price",77,50,6,12,"SandSavesfrom",2005
117,117,"Ted Purdy",122,50,5,10,"SandSavesfrom",2005
117,117,"Jeff Sluman",94,50,6,12,"SandSavesfrom",2005
117,117,"Bob Tway",87,50,5,10,"SandSavesfrom",2005
117,117,"Omar Uresti",84,50,2,4,"SandSavesfrom",2005
117,117,"Bo Van Pelt",112,50,6,12,"SandSavesfrom",2005
117,117,"Scott Verplank",87,50,4,8,"SandSavesfrom",2005
117,117,"Duffy Waldorf",86,50,3,6,"SandSavesfrom",2005
117,117,"Brett Wetterich",76,50,3,6,"SandSavesfrom",2005
147,147,"Hunter Haas",83,47.37,9,19,"SandSavesfrom",2005
148,148,"Woody Austin",100,46.15,6,13,"SandSavesfrom",2005
149,149,"Bart Bryant",91,44.44,4,9,"SandSavesfrom",2005
149,149,"Tim Herron",100,44.44,4,9,"SandSavesfrom",2005
149,149,"Bernhard Langer",67,44.44,4,9,"SandSavesfrom",2005
149,149,"Steve Lowery",100,44.44,4,9,"SandSavesfrom",2005
153,153,"Doug Barron",70,42.86,3,7,"SandSavesfrom",2005
153,153,"Tom Byrum",83,42.86,3,7,"SandSavesfrom",2005
153,153,"Todd Fischer",99,42.86,3,7,"SandSavesfrom",2005
153,153,"Frank Lickliter II",100,42.86,6,14,"SandSavesfrom",2005
153,153,"Shaun Micheel",81,42.86,3,7,"SandSavesfrom",2005
158,158,"Aaron Baddeley",84,40,2,5,"SandSavesfrom",2005
158,158,"Bill Glasson",54,40,2,5,"SandSavesfrom",2005
158,158,"Retief Goosen",71,40,2,5,"SandSavesfrom",2005
158,158,"Jerry Kelly",101,40,2,5,"SandSavesfrom",2005
158,158,"Tom Lehman",69,40,4,10,"SandSavesfrom",2005
158,158,"DJ Trahan",81,40,4,10,"SandSavesfrom",2005
164,164,"Charles Warren",89,38.46,5,13,"SandSavesfrom",2005
165,165,"Olin Browne",99,37.5,3,8,"SandSavesfrom",2005
165,165,"Mark OMeara",66,37.5,3,8,"SandSavesfrom",2005
165,165,"Heath Slocum",103,37.5,3,8,"SandSavesfrom",2005
168,168,"DA Points",94,35.71,5,14,"SandSavesfrom",2005
169,169,"Ben Curtis",65,33.33,1,3,"SandSavesfrom",2005
169,169,"Glen Day",80,33.33,1,3,"SandSavesfrom",2005
169,169,"Scott Gutschewski",86,33.33,1,3,"SandSavesfrom",2005
169,169,"JJ Henry",102,33.33,3,9,"SandSavesfrom",2005
169,169,"Lee Janzen",75,33.33,3,9,"SandSavesfrom",2005
169,169,"Brandt Jobe",96,33.33,4,12,"SandSavesfrom",2005
169,169,"Skip Kendall",80,33.33,2,6,"SandSavesfrom",2005
169,169,"Matt Kuchar",60,33.33,1,3,"SandSavesfrom",2005
169,169,"Peter Lonard",85,33.33,2,6,"SandSavesfrom",2005
169,169,"Rod Pampling",89,33.33,2,6,"SandSavesfrom",2005
169,169,"Brenden Pappas",51,33.33,1,3,"SandSavesfrom",2005
169,169,"John Rollins",97,33.33,3,9,"SandSavesfrom",2005
169,169,"Joey Sindelar",104,33.33,5,15,"SandSavesfrom",2005
182,182,"Harrison Frazar",105,30,3,10,"SandSavesfrom",2005
183,183,"Paul Azinger",66,28.57,2,7,"SandSavesfrom",2005
183,183,"Briny Baird",98,28.57,2,7,"SandSavesfrom",2005
183,183,"David Hearn",68,28.57,2,7,"SandSavesfrom",2005
186,186,"Steve Jones",56,27.27,3,11,"SandSavesfrom",2005
187,187,"Billy Andrade",83,25,2,8,"SandSavesfrom",2005
187,187,"Danny Briggs",70,25,2,8,"SandSavesfrom",2005
187,187,"Jim Carter",62,25,2,8,"SandSavesfrom",2005
187,187,"John Cook",72,25,2,8,"SandSavesfrom",2005
187,187,"Patrick Sheehan",114,25,2,8,"SandSavesfrom",2005
187,187,"Joey Snyder III",102,25,1,4,"SandSavesfrom",2005
187,187,"Kevin Stadler",96,25,3,12,"SandSavesfrom",2005
187,187,"Lee Westwood",50,25,1,4,"SandSavesfrom",2005
195,195,"Jay Williamson",53,20,1,5,"SandSavesfrom",2005
196,196,"Chris Smith",93,14.29,1,7,"SandSavesfrom",2005
197,197,"Paul Claxton",79,0,NA,5,"SandSavesfrom",2005
197,197,"Dan Forsman",52,0,NA,1,"SandSavesfrom",2005
197,197,"Greg Owen",84,0,NA,1,"SandSavesfrom",2005
197,197,"Chris Riley",67,0,NA,6,"SandSavesfrom",2005
