"Par3ScoringAverage_RANKTHISWEEK_2015","Par3ScoringAverage_RANKLASTWEEK_2015","Par3ScoringAverage_PLAYERNAME_2015","Par3ScoringAverage_ROUNDS_2015","Par3ScoringAverage_AVG_2015","Par3ScoringAverage_TOTALSTROKES_2015","Par3ScoringAverage_TOTALHOLES_2015","stat_name","year"
77,77,"Ryan Palmer",80,3.04,929,306,"Par3ScoringAverage",2015
77,77,"Brandt Snedeker",98,3.04,1171,385,"Par3ScoringAverage",2015
77,77,"Jimmy Walker",89,3.04,1021,336,"Par3ScoringAverage",2015
91,91,"Keegan Bradley",87,3.05,1029,337,"Par3ScoringAverage",2015
91,91,"Paul Casey",87,3.05,979,321,"Par3ScoringAverage",2015
91,91,"Stewart Cink",77,3.05,931,305,"Par3ScoringAverage",2015
91,91,"Gonzalo Fdez Castano",81,3.05,962,315,"Par3ScoringAverage",2015
91,91,"Martin Flores",95,3.05,1131,371,"Par3ScoringAverage",2015
91,91,"Chesson Hadley",101,3.05,1237,406,"Par3ScoringAverage",2015
91,91,"Adam Hadwin",95,3.05,1163,381,"Par3ScoringAverage",2015
91,91,"Tom Hoge",83,3.05,973,319,"Par3ScoringAverage",2015
91,91,"Charles Howell III",105,3.05,1304,427,"Par3ScoringAverage",2015
91,91,"Matt Jones",89,3.05,1031,338,"Par3ScoringAverage",2015
91,91,"Spencer Levin",99,3.05,1209,397,"Par3ScoringAverage",2015
91,91,"David Lingmerth",90,3.05,1085,356,"Par3ScoringAverage",2015
91,91,"Hideki Matsuyama",95,3.05,1073,352,"Par3ScoringAverage",2015
91,91,"Pat Perez",96,3.05,1181,387,"Par3ScoringAverage",2015
91,91,"Rory Sabbatini",81,3.05,1014,332,"Par3ScoringAverage",2015
91,91,"Kevin Streelman",95,3.05,1108,363,"Par3ScoringAverage",2015
91,91,"Andrew Svoboda",80,3.05,960,315,"Par3ScoringAverage",2015
91,91,"Hudson Swafford",97,3.05,1180,387,"Par3ScoringAverage",2015
91,91,"Nicholas Thompson",90,3.05,1078,353,"Par3ScoringAverage",2015
91,91,"Michael Thompson",83,3.05,1008,330,"Par3ScoringAverage",2015
91,91,"Steve Wheatcroft",87,3.05,1035,339,"Par3ScoringAverage",2015
112,112,"KJ Choi",66,3.06,766,250,"Par3ScoringAverage",2015
112,112,"Ben Crane",62,3.06,709,232,"Par3ScoringAverage",2015
112,112,"Dustin Johnson",75,3.06,869,284,"Par3ScoringAverage",2015
112,112,"Chris Kirk",76,3.06,891,291,"Par3ScoringAverage",2015
112,112,"Scott Langley",94,3.06,1148,375,"Par3ScoringAverage",2015
112,112,"Sean OHair",86,3.06,1073,351,"Par3ScoringAverage",2015
112,112,"Louis Oosthuizen",68,3.06,752,246,"Par3ScoringAverage",2015
112,112,"John Peterson",84,3.06,1047,342,"Par3ScoringAverage",2015
112,112,"Chez Reavie",56,3.06,701,229,"Par3ScoringAverage",2015
112,112,"Sam Saunders",83,3.06,1020,333,"Par3ScoringAverage",2015
112,112,"John Senden",80,3.06,896,293,"Par3ScoringAverage",2015
112,112,"Brendan Steele",88,3.06,1036,339,"Par3ScoringAverage",2015
112,112,"Camilo Villegas",83,3.06,1003,328,"Par3ScoringAverage",2015
112,112,"Boo Weekley",79,3.06,986,322,"Par3ScoringAverage",2015
126,126,"Lucas Glover",79,3.07,989,322,"Par3ScoringAverage",2015
126,126,"Brian Harman",90,3.07,1097,357,"Par3ScoringAverage",2015
126,126,"JB Holmes",89,3.07,1021,333,"Par3ScoringAverage",2015
126,126,"Matt Kuchar",97,3.07,1145,373,"Par3ScoringAverage",2015
126,126,"Justin Leonard",61,3.07,746,243,"Par3ScoringAverage",2015
126,126,"Carl Pettersson",106,3.07,1314,428,"Par3ScoringAverage",2015
126,126,"Scott Pinckney",88,3.07,1104,360,"Par3ScoringAverage",2015
126,126,"Jim Renner",68,3.07,820,267,"Par3ScoringAverage",2015
126,126,"Patrick Rodgers",57,3.07,659,215,"Par3ScoringAverage",2015
126,126,"Roger Sloan",56,3.07,647,211,"Par3ScoringAverage",2015
126,126,"Nick Watney",91,3.07,1149,374,"Par3ScoringAverage",2015
126,126,"Lee Westwood",56,3.07,626,204,"Par3ScoringAverage",2015
138,138,"Jonas Blixt",78,3.08,920,299,"Par3ScoringAverage",2015
138,138,"Roberto Castro",54,3.08,631,205,"Par3ScoringAverage",2015
138,138,"Kevin Chappell",86,3.08,1069,347,"Par3ScoringAverage",2015
138,138,"Andres Gonzales",90,3.08,1080,351,"Par3ScoringAverage",2015
138,138,"Bill Haas",89,3.08,1054,342,"Par3ScoringAverage",2015
138,138,"Ryo Ishikawa",90,3.08,1093,355,"Par3ScoringAverage",2015
138,138,"Jason Kokrak",88,3.08,1106,359,"Par3ScoringAverage",2015
138,138,"Davis Love III",51,3.08,631,205,"Par3ScoringAverage",2015
138,138,"Carlos Ortiz",100,3.08,1204,391,"Par3ScoringAverage",2015
138,138,"Jonathan Randolph",72,3.08,885,287,"Par3ScoringAverage",2015
138,138,"Scott Stallings",60,3.08,740,240,"Par3ScoringAverage",2015
138,138,"Brian Stuard",97,3.08,1161,377,"Par3ScoringAverage",2015
138,138,"Jhonattan Vegas",90,3.08,1078,350,"Par3ScoringAverage",2015
138,138,"Gary Woodland",81,3.08,902,293,"Par3ScoringAverage",2015
152,152,"Robert Allenby",63,3.09,738,239,"Par3ScoringAverage",2015
152,152,"Brian Davis",86,3.09,1036,335,"Par3ScoringAverage",2015
152,152,"Ernie Els",57,3.09,690,223,"Par3ScoringAverage",2015
152,152,"Derek Fathauer",81,3.09,967,313,"Par3ScoringAverage",2015
152,152,"Robert Garrigus",70,3.09,843,273,"Par3ScoringAverage",2015
152,152,"Charley Hoffman",97,3.09,1160,375,"Par3ScoringAverage",2015
152,152,"Billy Horschel",99,3.09,1157,375,"Par3ScoringAverage",2015
152,152,"John Merrick",78,3.09,936,303,"Par3ScoringAverage",2015
152,152,"Phil Mickelson",70,3.09,846,274,"Par3ScoringAverage",2015
161,161,"Ken Duke",93,3.1,1132,365,"Par3ScoringAverage",2015
161,161,"Oscar Fraustro",58,3.1,685,221,"Par3ScoringAverage",2015
161,161,"Padraig Harrington",60,3.1,729,235,"Par3ScoringAverage",2015
161,161,"Brooks Koepka",84,3.1,989,319,"Par3ScoringAverage",2015
161,161,"Geoff Ogilvy",50,3.1,561,181,"Par3ScoringAverage",2015
161,161,"Ian Poulter",68,3.1,810,261,"Par3ScoringAverage",2015
161,161,"Andres Romero",69,3.1,833,269,"Par3ScoringAverage",2015
161,161,"Heath Slocum",57,3.1,669,216,"Par3ScoringAverage",2015
161,161,"Tim Wilkinson",73,3.1,897,289,"Par3ScoringAverage",2015
170,170,"Blayne Barber",76,3.11,935,301,"Par3ScoringAverage",2015
170,170,"Angel Cabrera",53,3.11,646,208,"Par3ScoringAverage",2015
170,170,"Jason Dufner",76,3.11,909,292,"Par3ScoringAverage",2015
170,170,"Francesco Molinari",56,3.11,654,210,"Par3ScoringAverage",2015
170,170,"Seung Yul Noh",65,3.11,799,257,"Par3ScoringAverage",2015
170,170,"DA Points",72,3.11,889,286,"Par3ScoringAverage",2015
176,176,"Morgan Hoffmann",85,3.12,1056,339,"Par3ScoringAverage",2015
176,176,"Greg Owen",58,3.12,714,229,"Par3ScoringAverage",2015
178,178,"Charl Schwartzel",67,3.13,770,246,"Par3ScoringAverage",2015
179,179,"Hunter Mahan",88,3.14,1029,328,"Par3ScoringAverage",2015
179,179,"Adam Scott",51,3.14,584,186,"Par3ScoringAverage",2015
181,181,"Charlie Beljan",76,3.15,923,293,"Par3ScoringAverage",2015
181,181,"Derek Ernst",75,3.15,920,292,"Par3ScoringAverage",2015
183,183,"Matt Every",73,3.17,868,274,"Par3ScoringAverage",2015
184,184,"Jamie Donaldson",50,3.21,584,182,"Par3ScoringAverage",2015
