"LeftRoughTendencyRTPScore_RANKTHISWEEK_2016","LeftRoughTendencyRTPScore_RANKLASTWEEK_2016","LeftRoughTendencyRTPScore_PLAYERNAME_2016","LeftRoughTendencyRTPScore_ROUNDS_2016","LeftRoughTendencyRTPScore_RTPSCORE_2016","stat_name","year"
23,38,"Scott Pinckney",53,-0.08,"LeftRoughTendencyRTPScore",2016
24,27,"Justin Thomas",53,-0.078,"LeftRoughTendencyRTPScore",2016
25,30,"Aaron Baddeley",51,-0.077,"LeftRoughTendencyRTPScore",2016
25,56,"David Toms",38,-0.077,"LeftRoughTendencyRTPScore",2016
27,15,"Patton Kizzire",57,-0.076,"LeftRoughTendencyRTPScore",2016
28,32,"Zach Johnson",42,-0.069,"LeftRoughTendencyRTPScore",2016
29,34,"Jason Day",36,-0.067,"LeftRoughTendencyRTPScore",2016
29,34,"Dicky Pride",33,-0.067,"LeftRoughTendencyRTPScore",2016
31,36,"Graeme McDowell",33,-0.065,"LeftRoughTendencyRTPScore",2016
32,18,"Jason Kokrak",52,-0.063,"LeftRoughTendencyRTPScore",2016
32,37,"Cameron Percy",22,-0.063,"LeftRoughTendencyRTPScore",2016
34,44,"Brendon Todd",43,-0.06,"LeftRoughTendencyRTPScore",2016
35,23,"Justin Rose",35,-0.058,"LeftRoughTendencyRTPScore",2016
36,40,"Charl Schwartzel",29,-0.056,"LeftRoughTendencyRTPScore",2016
36,40,"Hudson Swafford",52,-0.056,"LeftRoughTendencyRTPScore",2016
38,51,"Scott Stallings",46,-0.052,"LeftRoughTendencyRTPScore",2016
39,29,"Graham DeLaet",50,-0.048,"LeftRoughTendencyRTPScore",2016
40,33,"Stuart Appleby",39,-0.045,"LeftRoughTendencyRTPScore",2016
40,42,"Francesco Molinari",36,-0.045,"LeftRoughTendencyRTPScore",2016
40,47,"DJ Trahan",23,-0.045,"LeftRoughTendencyRTPScore",2016
43,25,"Andrew Loupe",50,-0.042,"LeftRoughTendencyRTPScore",2016
44,51,"Jimmy Walker",43,-0.041,"LeftRoughTendencyRTPScore",2016
45,53,"Luke Guthrie",31,-0.039,"LeftRoughTendencyRTPScore",2016
46,68,"Chris Stroud",52,-0.038,"LeftRoughTendencyRTPScore",2016
47,19,"Jhonattan Vegas",49,-0.032,"LeftRoughTendencyRTPScore",2016
48,49,"JJ Henry",44,-0.031,"LeftRoughTendencyRTPScore",2016
48,56,"Seung Yul Noh",54,-0.031,"LeftRoughTendencyRTPScore",2016
50,58,"Chris Kirk",51,-0.03,"LeftRoughTendencyRTPScore",2016
51,63,"Johnson Wagner",44,-0.029,"LeftRoughTendencyRTPScore",2016
52,55,"Lucas Glover",53,-0.028,"LeftRoughTendencyRTPScore",2016
53,59,"Ben Crane",48,-0.027,"LeftRoughTendencyRTPScore",2016
54,65,"Martin Laird",46,-0.025,"LeftRoughTendencyRTPScore",2016
55,67,"Ben Martin",48,-0.022,"LeftRoughTendencyRTPScore",2016
55,49,"Carlos Ortiz",47,-0.022,"LeftRoughTendencyRTPScore",2016
57,62,"Dustin Johnson",37,-0.021,"LeftRoughTendencyRTPScore",2016
57,43,"Ryan Moore",40,-0.021,"LeftRoughTendencyRTPScore",2016
59,68,"Patrick Reed",53,-0.02,"LeftRoughTendencyRTPScore",2016
60,96,"Tim Wilkinson",40,-0.018,"LeftRoughTendencyRTPScore",2016
61,39,"Angel Cabrera",42,-0.017,"LeftRoughTendencyRTPScore",2016
62,54,"Jonas Blixt",46,-0.015,"LeftRoughTendencyRTPScore",2016
62,63,"Danny Lee",53,-0.015,"LeftRoughTendencyRTPScore",2016
64,66,"Daniel Berger",52,-0.012,"LeftRoughTendencyRTPScore",2016
65,61,"Sung Kang",51,-0.011,"LeftRoughTendencyRTPScore",2016
66,68,"Ken Duke",26,0,"LeftRoughTendencyRTPScore",2016
66,68,"Matthew Fitzpatrick",23,0,"LeftRoughTendencyRTPScore",2016
66,68,"Robert Garrigus",34,0,"LeftRoughTendencyRTPScore",2016
66,101,"Retief Goosen",37,0,"LeftRoughTendencyRTPScore",2016
66,60,"Justin Hicks",26,0,"LeftRoughTendencyRTPScore",2016
66,68,"Charley Hoffman",49,0,"LeftRoughTendencyRTPScore",2016
66,68,"Justin Leonard",28,0,"LeftRoughTendencyRTPScore",2016
66,68,"Kevin Na",52,0,"LeftRoughTendencyRTPScore",2016
66,68,"Louis Oosthuizen",25,0,"LeftRoughTendencyRTPScore",2016
66,48,"Martin Piller",37,0,"LeftRoughTendencyRTPScore",2016
66,99,"DA Points",32,0,"LeftRoughTendencyRTPScore",2016
66,68,"Adam Scott",39,0,"LeftRoughTendencyRTPScore",2016
66,68,"Brandt Snedeker",47,0,"LeftRoughTendencyRTPScore",2016
66,10,"Brian Stuard",24,0,"LeftRoughTendencyRTPScore",2016
66,68,"Tyrone Van Aswegen",67,0,"LeftRoughTendencyRTPScore",2016
81,68,"Daniel Summerhays",55,0.01,"LeftRoughTendencyRTPScore",2016
82,68,"Chad Campbell",54,0.013,"LeftRoughTendencyRTPScore",2016
82,46,"Kevin Chappell",49,0.013,"LeftRoughTendencyRTPScore",2016
84,100,"Chad Collins",45,0.014,"LeftRoughTendencyRTPScore",2016
84,91,"JB Holmes",39,0.014,"LeftRoughTendencyRTPScore",2016
86,101,"Webb Simpson",34,0.016,"LeftRoughTendencyRTPScore",2016
87,91,"Scott Piercy",45,0.019,"LeftRoughTendencyRTPScore",2016
88,93,"Troy Merritt",41,0.021,"LeftRoughTendencyRTPScore",2016
89,68,"Mark Hubbard",73,0.022,"LeftRoughTendencyRTPScore",2016
89,103,"Jamie Lovemark",57,0.022,"LeftRoughTendencyRTPScore",2016
91,86,"Scott Brown",59,0.025,"LeftRoughTendencyRTPScore",2016
91,89,"Harris English",51,0.025,"LeftRoughTendencyRTPScore",2016
91,104,"Will Wilcox",47,0.025,"LeftRoughTendencyRTPScore",2016
94,68,"Vaughn Taylor",30,0.026,"LeftRoughTendencyRTPScore",2016
95,68,"William McGirt",54,0.027,"LeftRoughTendencyRTPScore",2016
95,44,"Kyle Reifers",63,0.027,"LeftRoughTendencyRTPScore",2016
97,87,"Patrick Rodgers",49,0.029,"LeftRoughTendencyRTPScore",2016
97,87,"Kyle Stanley",57,0.029,"LeftRoughTendencyRTPScore",2016
99,143,"Kelly Kraft",35,0.03,"LeftRoughTendencyRTPScore",2016
100,104,"Sean OHair",45,0.032,"LeftRoughTendencyRTPScore",2016
101,111,"Cameron Tringale",47,0.035,"LeftRoughTendencyRTPScore",2016
102,104,"Chez Reavie",56,0.038,"LeftRoughTendencyRTPScore",2016
103,136,"Emiliano Grillo",47,0.039,"LeftRoughTendencyRTPScore",2016
104,68,"Ernie Els",34,0.04,"LeftRoughTendencyRTPScore",2016
105,112,"Robert Streb",51,0.041,"LeftRoughTendencyRTPScore",2016
106,94,"Matt Jones",45,0.043,"LeftRoughTendencyRTPScore",2016
107,94,"Geoff Ogilvy",37,0.044,"LeftRoughTendencyRTPScore",2016
107,90,"Shawn Stefani",45,0.044,"LeftRoughTendencyRTPScore",2016
109,112,"Russell Knox",48,0.045,"LeftRoughTendencyRTPScore",2016
110,116,"Shane Bertsch",30,0.048,"LeftRoughTendencyRTPScore",2016
111,124,"John Senden",48,0.05,"LeftRoughTendencyRTPScore",2016
112,119,"Billy Hurley III",22,0.051,"LeftRoughTendencyRTPScore",2016
113,124,"Jason Gore",51,0.052,"LeftRoughTendencyRTPScore",2016
114,121,"Russell Henley",42,0.053,"LeftRoughTendencyRTPScore",2016
114,150,"Cameron Smith",45,0.053,"LeftRoughTendencyRTPScore",2016
116,123,"Wes Roach",33,0.054,"LeftRoughTendencyRTPScore",2016
117,124,"Keegan Bradley",40,0.055,"LeftRoughTendencyRTPScore",2016
117,109,"Fabian Gomez",49,0.055,"LeftRoughTendencyRTPScore",2016
117,112,"James Hahn",45,0.055,"LeftRoughTendencyRTPScore",2016
120,127,"Billy Horschel",45,0.056,"LeftRoughTendencyRTPScore",2016
120,128,"Greg Owen",56,0.056,"LeftRoughTendencyRTPScore",2016
122,116,"Padraig Harrington",38,0.057,"LeftRoughTendencyRTPScore",2016
123,130,"Stewart Cink",45,0.059,"LeftRoughTendencyRTPScore",2016
124,142,"Hunter Mahan",43,0.061,"LeftRoughTendencyRTPScore",2016
124,139,"Hideki Matsuyama",40,0.061,"LeftRoughTendencyRTPScore",2016
126,120,"Boo Weekley",53,0.063,"LeftRoughTendencyRTPScore",2016
127,98,"Paul Casey",39,0.064,"LeftRoughTendencyRTPScore",2016
128,115,"Mark Wilson",42,0.065,"LeftRoughTendencyRTPScore",2016
129,107,"Derek Fathauer",58,0.067,"LeftRoughTendencyRTPScore",2016
129,134,"Marc Leishman",41,0.067,"LeftRoughTendencyRTPScore",2016
131,160,"Alex Cejka",47,0.068,"LeftRoughTendencyRTPScore",2016
131,138,"Kevin Streelman",46,0.068,"LeftRoughTendencyRTPScore",2016
133,139,"Zac Blair",56,0.071,"LeftRoughTendencyRTPScore",2016
133,139,"Freddie Jacobson",54,0.071,"LeftRoughTendencyRTPScore",2016
135,121,"Bill Haas",42,0.073,"LeftRoughTendencyRTPScore",2016
136,97,"Luke Donald",49,0.074,"LeftRoughTendencyRTPScore",2016
137,133,"Steve Wheatcroft",53,0.075,"LeftRoughTendencyRTPScore",2016
138,145,"Matt Kuchar",46,0.077,"LeftRoughTendencyRTPScore",2016
139,151,"Michael Kim",62,0.078,"LeftRoughTendencyRTPScore",2016
140,153,"Brian Harman",60,0.079,"LeftRoughTendencyRTPScore",2016
140,116,"Dawie van der Walt",48,0.079,"LeftRoughTendencyRTPScore",2016
142,107,"Byeong Hun An",23,0.08,"LeftRoughTendencyRTPScore",2016
142,132,"Brendon de Jonge",55,0.08,"LeftRoughTendencyRTPScore",2016
142,136,"Davis Love III",40,0.08,"LeftRoughTendencyRTPScore",2016
145,153,"Charles Howell III",63,0.081,"LeftRoughTendencyRTPScore",2016
146,149,"Carl Pettersson",31,0.083,"LeftRoughTendencyRTPScore",2016
147,146,"Peter Malnati",53,0.086,"LeftRoughTendencyRTPScore",2016
147,156,"Vijay Singh",42,0.086,"LeftRoughTendencyRTPScore",2016
149,131,"Chesson Hadley",51,0.089,"LeftRoughTendencyRTPScore",2016
150,134,"Spencer Levin",62,0.092,"LeftRoughTendencyRTPScore",2016
151,156,"David Hearn",55,0.094,"LeftRoughTendencyRTPScore",2016
152,147,"Brendan Steele",48,0.097,"LeftRoughTendencyRTPScore",2016
153,109,"Anirban Lahiri",44,0.1,"LeftRoughTendencyRTPScore",2016
154,168,"Bronson Burgoon",53,0.101,"LeftRoughTendencyRTPScore",2016
155,152,"Jason Bohn",37,0.104,"LeftRoughTendencyRTPScore",2016
156,128,"Si Woo Kim",63,0.105,"LeftRoughTendencyRTPScore",2016
157,147,"Rob Oppenheim",37,0.107,"LeftRoughTendencyRTPScore",2016
158,158,"Matt Every",34,0.109,"LeftRoughTendencyRTPScore",2016
159,167,"Harold Varner III",58,0.11,"LeftRoughTendencyRTPScore",2016
160,162,"Brian Gay",22,0.111,"LeftRoughTendencyRTPScore",2016
161,184,"Henrik Norlander",41,0.113,"LeftRoughTendencyRTPScore",2016
162,163,"Jerry Kelly",44,0.114,"LeftRoughTendencyRTPScore",2016
163,165,"Hiroshi Iwata",51,0.125,"LeftRoughTendencyRTPScore",2016
163,170,"Shane Lowry",35,0.125,"LeftRoughTendencyRTPScore",2016
165,166,"Whee Kim",54,0.127,"LeftRoughTendencyRTPScore",2016
166,171,"Ian Poulter",37,0.128,"LeftRoughTendencyRTPScore",2016
167,176,"Roberto Castro",55,0.132,"LeftRoughTendencyRTPScore",2016
167,171,"Rory Sabbatini",40,0.132,"LeftRoughTendencyRTPScore",2016
167,171,"Steve Stricker",25,0.132,"LeftRoughTendencyRTPScore",2016
170,159,"Jamie Donaldson",28,0.136,"LeftRoughTendencyRTPScore",2016
171,175,"Jon Curran",55,0.141,"LeftRoughTendencyRTPScore",2016
171,161,"Brett Stegmaier",57,0.141,"LeftRoughTendencyRTPScore",2016
173,144,"Adam Hadwin",53,0.143,"LeftRoughTendencyRTPScore",2016
173,174,"Ollie Schniederjans",23,0.143,"LeftRoughTendencyRTPScore",2016
175,155,"Jim Herman",55,0.147,"LeftRoughTendencyRTPScore",2016
176,179,"Kevin Kisner",49,0.148,"LeftRoughTendencyRTPScore",2016
177,168,"Morgan Hoffmann",43,0.152,"LeftRoughTendencyRTPScore",2016
178,177,"Rhein Gibson",36,0.155,"LeftRoughTendencyRTPScore",2016
179,184,"Camilo Villegas",50,0.156,"LeftRoughTendencyRTPScore",2016
180,164,"Jeff Overton",51,0.158,"LeftRoughTendencyRTPScore",2016
181,180,"Tom Hoge",47,0.16,"LeftRoughTendencyRTPScore",2016
182,181,"Robert Allenby",35,0.17,"LeftRoughTendencyRTPScore",2016
183,187,"Ricky Barnes",57,0.171,"LeftRoughTendencyRTPScore",2016
184,198,"Derek Ernst",36,0.175,"LeftRoughTendencyRTPScore",2016
184,186,"John Huh",51,0.175,"LeftRoughTendencyRTPScore",2016
186,187,"Miguel Angel Carballo",24,0.176,"LeftRoughTendencyRTPScore",2016
187,189,"Charlie Beljan",26,0.179,"LeftRoughTendencyRTPScore",2016
188,193,"Tyler Aldridge",53,0.182,"LeftRoughTendencyRTPScore",2016
189,190,"Andy Sullivan",25,0.184,"LeftRoughTendencyRTPScore",2016
190,191,"Brice Garnett",29,0.185,"LeftRoughTendencyRTPScore",2016
191,181,"Colt Knost",56,0.186,"LeftRoughTendencyRTPScore",2016
192,193,"DH Lee",35,0.196,"LeftRoughTendencyRTPScore",2016
193,178,"Michael Thompson",46,0.2,"LeftRoughTendencyRTPScore",2016
194,192,"Sam Saunders",40,0.204,"LeftRoughTendencyRTPScore",2016
195,197,"Blayne Barber",44,0.208,"LeftRoughTendencyRTPScore",2016
195,195,"Steven Bowditch",40,0.208,"LeftRoughTendencyRTPScore",2016
197,199,"Will Ma Kenzie",54,0.21,"LeftRoughTendencyRTPScore",2016
198,195,"Andrew Landry",24,0.214,"LeftRoughTendencyRTPScore",2016
199,201,"Nick Taylor",57,0.22,"LeftRoughTendencyRTPScore",2016
200,202,"Erik Compton",45,0.222,"LeftRoughTendencyRTPScore",2016
201,206,"Steve Marino",40,0.238,"LeftRoughTendencyRTPScore",2016
202,200,"David Lingmerth",54,0.259,"LeftRoughTendencyRTPScore",2016
203,203,"Pat Perez",28,0.261,"LeftRoughTendencyRTPScore",2016
204,204,"Darron Stiles",28,0.263,"LeftRoughTendencyRTPScore",2016
205,205,"Abraham Ancer",26,0.296,"LeftRoughTendencyRTPScore",2016
206,207,"George McNeill",33,0.326,"LeftRoughTendencyRTPScore",2016
207,208,"Lucas Lee",22,0.333,"LeftRoughTendencyRTPScore",2016
