"Back9Par3ScoringAverage_RANKTHISWEEK_2011","Back9Par3ScoringAverage_RANKLASTWEEK_2011","Back9Par3ScoringAverage_PLAYERNAME_2011","Back9Par3ScoringAverage_ROUNDS_2011","Back9Par3ScoringAverage_AVG_2011","Back9Par3ScoringAverage_TOTALSTROKES_2011","Back9Par3ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Jason Day",76,2.94,429,146,"Back9Par3ScoringAverage",2011
2,2,"Luke Donald",73,2.97,398,134,"Back9Par3ScoringAverage",2011
2,2,"Nick Watney",80,2.97,470,158,"Back9Par3ScoringAverage",2011
4,4,"DJ Brigman",67,2.98,399,134,"Back9Par3ScoringAverage",2011
5,5,"Stewart Cink",72,2.99,434,145,"Back9Par3ScoringAverage",2011
5,5,"Ryuji Imada",83,2.99,508,170,"Back9Par3ScoringAverage",2011
5,5,"Hunter Mahan",92,2.99,520,174,"Back9Par3ScoringAverage",2011
5,5,"Kevin Na",84,2.99,520,174,"Back9Par3ScoringAverage",2011
5,5,"David Toms",78,2.99,485,162,"Back9Par3ScoringAverage",2011
10,10,"Robert Allenby",84,3,498,166,"Back9Par3ScoringAverage",2011
10,10,"Scott Gutschewski",67,3,402,134,"Back9Par3ScoringAverage",2011
10,10,"Matt McQuillan",59,3,357,119,"Back9Par3ScoringAverage",2011
10,10,"Chez Reavie",92,3,567,189,"Back9Par3ScoringAverage",2011
10,10,"Scott Stallings",84,3,519,173,"Back9Par3ScoringAverage",2011
10,10,"Brendan Steele",89,3,543,181,"Back9Par3ScoringAverage",2011
16,16,"Blake Adams",116,3.01,717,238,"Back9Par3ScoringAverage",2011
16,16,"KJ Choi",77,3.01,457,152,"Back9Par3ScoringAverage",2011
16,16,"Jim Furyk",87,3.01,517,172,"Back9Par3ScoringAverage",2011
16,16,"David Hearn",88,3.01,530,176,"Back9Par3ScoringAverage",2011
16,16,"Lee Janzen",62,3.01,376,125,"Back9Par3ScoringAverage",2011
16,16,"Chris Kirk",87,3.01,535,178,"Back9Par3ScoringAverage",2011
16,16,"Vaughn Taylor",89,3.01,547,182,"Back9Par3ScoringAverage",2011
16,16,"Michael Thompson",79,3.01,475,158,"Back9Par3ScoringAverage",2011
24,24,"Briny Baird",60,3.02,362,120,"Back9Par3ScoringAverage",2011
24,24,"Jason Bohn",74,3.02,435,144,"Back9Par3ScoringAverage",2011
24,24,"Jerry Kelly",85,3.02,525,174,"Back9Par3ScoringAverage",2011
24,24,"David Mathis",83,3.02,504,167,"Back9Par3ScoringAverage",2011
24,24,"Ian Poulter",52,3.02,296,98,"Back9Par3ScoringAverage",2011
24,24,"Alexandre Rocha",65,3.02,393,130,"Back9Par3ScoringAverage",2011
24,24,"Webb Simpson",98,3.02,610,202,"Back9Par3ScoringAverage",2011
24,24,"Garrett Willis",71,3.02,444,147,"Back9Par3ScoringAverage",2011
32,32,"Michael Bradley",74,3.03,460,152,"Back9Par3ScoringAverage",2011
32,32,"Steve Flesch",88,3.03,543,179,"Back9Par3ScoringAverage",2011
32,32,"Zach Johnson",79,3.03,473,156,"Back9Par3ScoringAverage",2011
32,32,"Martin Laird",77,3.03,479,158,"Back9Par3ScoringAverage",2011
32,32,"Derek Lamely",65,3.03,394,130,"Back9Par3ScoringAverage",2011
32,32,"Spencer Levin",113,3.03,704,232,"Back9Par3ScoringAverage",2011
32,32,"Bryce Molder",82,3.03,509,168,"Back9Par3ScoringAverage",2011
32,32,"Pat Perez",76,3.03,472,156,"Back9Par3ScoringAverage",2011
32,32,"Tim Petrovic",88,3.03,545,180,"Back9Par3ScoringAverage",2011
32,32,"Chris Riley",76,3.03,472,156,"Back9Par3ScoringAverage",2011
32,32,"Brandt Snedeker",85,3.03,531,175,"Back9Par3ScoringAverage",2011
32,32,"Steve Stricker",70,3.03,406,134,"Back9Par3ScoringAverage",2011
32,32,"Jimmy Walker",79,3.03,484,160,"Back9Par3ScoringAverage",2011
32,32,"Gary Woodland",93,3.03,582,192,"Back9Par3ScoringAverage",2011
46,46,"Andres Gonzales",60,3.04,365,120,"Back9Par3ScoringAverage",2011
46,46,"Brandt Jobe",100,3.04,621,204,"Back9Par3ScoringAverage",2011
46,46,"Colt Knost",80,3.04,493,162,"Back9Par3ScoringAverage",2011
46,46,"William McGirt",103,3.04,636,209,"Back9Par3ScoringAverage",2011
46,46,"Shaun Micheel",77,3.04,487,160,"Back9Par3ScoringAverage",2011
46,46,"Nick OHern",89,3.04,551,181,"Back9Par3ScoringAverage",2011
46,46,"Geoff Ogilvy",69,3.04,414,136,"Back9Par3ScoringAverage",2011
46,46,"Scott Piercy",78,3.04,475,156,"Back9Par3ScoringAverage",2011
46,46,"Martin Piller",63,3.04,386,127,"Back9Par3ScoringAverage",2011
46,46,"Charlie Wi",83,3.04,510,168,"Back9Par3ScoringAverage",2011
56,56,"Ricky Barnes",78,3.05,488,160,"Back9Par3ScoringAverage",2011
56,56,"Chad Campbell",99,3.05,622,204,"Back9Par3ScoringAverage",2011
56,56,"Brian Gay",90,3.05,568,186,"Back9Par3ScoringAverage",2011
56,56,"Billy Horschel",75,3.05,467,153,"Back9Par3ScoringAverage",2011
56,56,"Charles Howell III",108,3.05,672,220,"Back9Par3ScoringAverage",2011
56,56,"Richard Johnson",64,3.05,393,129,"Back9Par3ScoringAverage",2011
56,56,"Ben Martin",74,3.05,455,149,"Back9Par3ScoringAverage",2011
56,56,"John Merrick",71,3.05,433,142,"Back9Par3ScoringAverage",2011
56,56,"Zack Miller",86,3.05,543,178,"Back9Par3ScoringAverage",2011
56,56,"Justin Rose",79,3.05,469,154,"Back9Par3ScoringAverage",2011
56,56,"Heath Slocum",89,3.05,534,175,"Back9Par3ScoringAverage",2011
67,67,"Arjun Atwal",91,3.06,550,180,"Back9Par3ScoringAverage",2011
67,67,"Cameron Beckman",71,3.06,437,143,"Back9Par3ScoringAverage",2011
67,67,"Shane Bertsch",62,3.06,379,124,"Back9Par3ScoringAverage",2011
67,67,"Kevin Chappell",78,3.06,484,158,"Back9Par3ScoringAverage",2011
67,67,"Sergio Garcia",61,3.06,385,126,"Back9Par3ScoringAverage",2011
67,67,"Jim Herman",69,3.06,422,138,"Back9Par3ScoringAverage",2011
67,67,"Justin Hicks",60,3.06,367,120,"Back9Par3ScoringAverage",2011
67,67,"Trevor Immelman",84,3.06,526,172,"Back9Par3ScoringAverage",2011
67,67,"Justin Leonard",82,3.06,520,170,"Back9Par3ScoringAverage",2011
67,67,"Troy Merritt",63,3.06,392,128,"Back9Par3ScoringAverage",2011
67,67,"Aron Price",58,3.06,355,116,"Back9Par3ScoringAverage",2011
67,67,"Charl Schwartzel",58,3.06,343,112,"Back9Par3ScoringAverage",2011
67,67,"DJ Trahan",91,3.06,569,186,"Back9Par3ScoringAverage",2011
80,80,"Ben Crane",76,3.07,436,142,"Back9Par3ScoringAverage",2011
80,80,"Brian Davis",105,3.07,663,216,"Back9Par3ScoringAverage",2011
80,80,"Chris DiMarco",93,3.07,581,189,"Back9Par3ScoringAverage",2011
80,80,"James Driscoll",71,3.07,442,144,"Back9Par3ScoringAverage",2011
80,80,"Lucas Glover",74,3.07,467,152,"Back9Par3ScoringAverage",2011
80,80,"JJ Henry",96,3.07,608,198,"Back9Par3ScoringAverage",2011
80,80,"Matt Kuchar",94,3.07,535,174,"Back9Par3ScoringAverage",2011
80,80,"Bill Lunde",92,3.07,571,186,"Back9Par3ScoringAverage",2011
80,80,"DA Points",89,3.07,553,180,"Back9Par3ScoringAverage",2011
80,80,"Andres Romero",77,3.07,485,158,"Back9Par3ScoringAverage",2011
80,80,"Kevin Stadler",88,3.07,559,182,"Back9Par3ScoringAverage",2011
80,80,"Boo Weekley",66,3.07,411,134,"Back9Par3ScoringAverage",2011
92,92,"Stephen Ames",69,3.08,437,142,"Back9Par3ScoringAverage",2011
92,92,"Steven Bowditch",86,3.08,542,176,"Back9Par3ScoringAverage",2011
92,92,"Jason Dufner",78,3.08,499,162,"Back9Par3ScoringAverage",2011
92,92,"Steve Elkington",50,3.08,314,102,"Back9Par3ScoringAverage",2011
92,92,"Ernie Els",71,3.08,413,134,"Back9Par3ScoringAverage",2011
92,92,"Tommy Gainey",104,3.08,655,213,"Back9Par3ScoringAverage",2011
92,92,"Bill Haas",93,3.08,567,184,"Back9Par3ScoringAverage",2011
92,92,"Padraig Harrington",60,3.08,369,120,"Back9Par3ScoringAverage",2011
92,92,"Freddie Jacobson",92,3.08,572,186,"Back9Par3ScoringAverage",2011
92,92,"Sung Kang",63,3.08,388,126,"Back9Par3ScoringAverage",2011
92,92,"Jarrod Lyle",83,3.08,523,170,"Back9Par3ScoringAverage",2011
92,92,"Billy Mayfair",94,3.08,588,191,"Back9Par3ScoringAverage",2011
92,92,"Scott McCarron",65,3.08,406,132,"Back9Par3ScoringAverage",2011
92,92,"George McNeill",69,3.08,438,142,"Back9Par3ScoringAverage",2011
92,92,"Ryan Moore",79,3.08,474,154,"Back9Par3ScoringAverage",2011
92,92,"John Senden",94,3.08,595,193,"Back9Par3ScoringAverage",2011
92,92,"Dean Wilson",62,3.08,400,130,"Back9Par3ScoringAverage",2011
92,92,"YE Yang",63,3.08,364,118,"Back9Par3ScoringAverage",2011
110,110,"Jonathan Byrd",83,3.09,507,164,"Back9Par3ScoringAverage",2011
110,110,"Chris Couch",73,3.09,469,152,"Back9Par3ScoringAverage",2011
110,110,"Bobby Gates",82,3.09,523,169,"Back9Par3ScoringAverage",2011
110,110,"Hunter Haas",96,3.09,605,196,"Back9Par3ScoringAverage",2011
110,110,"Dustin Johnson",72,3.09,427,138,"Back9Par3ScoringAverage",2011
110,110,"Joe Ogilvie",75,3.09,466,151,"Back9Par3ScoringAverage",2011
110,110,"Kyle Stanley",98,3.09,617,200,"Back9Par3ScoringAverage",2011
110,110,"Johnson Wagner",81,3.09,507,164,"Back9Par3ScoringAverage",2011
110,110,"Mark Wilson",89,3.09,557,180,"Back9Par3ScoringAverage",2011
119,119,"Keegan Bradley",91,3.1,576,186,"Back9Par3ScoringAverage",2011
119,119,"Greg Chalmers",88,3.1,558,180,"Back9Par3ScoringAverage",2011
119,119,"Michael Connell",76,3.1,478,154,"Back9Par3ScoringAverage",2011
119,119,"Ben Curtis",66,3.1,416,134,"Back9Par3ScoringAverage",2011
119,119,"Brendon de Jonge",105,3.1,669,216,"Back9Par3ScoringAverage",2011
119,119,"Tim Herron",85,3.1,533,172,"Back9Par3ScoringAverage",2011
119,119,"JB Holmes",57,3.1,329,106,"Back9Par3ScoringAverage",2011
119,119,"Ryan Palmer",82,3.1,502,162,"Back9Par3ScoringAverage",2011
119,119,"Michael Putnam",67,3.1,421,136,"Back9Par3ScoringAverage",2011
119,119,"Jim Renner",65,3.1,403,130,"Back9Par3ScoringAverage",2011
119,119,"Rory Sabbatini",85,3.1,543,175,"Back9Par3ScoringAverage",2011
119,119,"Paul Stankowski",78,3.1,487,157,"Back9Par3ScoringAverage",2011
119,119,"Kevin Streelman",90,3.1,565,182,"Back9Par3ScoringAverage",2011
119,119,"Cameron Tringale",110,3.1,695,224,"Back9Par3ScoringAverage",2011
133,133,"Kris Blanks",92,3.11,585,188,"Back9Par3ScoringAverage",2011
133,133,"Angel Cabrera",50,3.11,311,100,"Back9Par3ScoringAverage",2011
133,133,"Paul Goydos",81,3.11,517,166,"Back9Par3ScoringAverage",2011
133,133,"Rod Pampling",72,3.11,451,145,"Back9Par3ScoringAverage",2011
133,133,"Carl Pettersson",95,3.11,591,190,"Back9Par3ScoringAverage",2011
133,133,"Tag Ridings",87,3.11,550,177,"Back9Par3ScoringAverage",2011
133,133,"John Rollins",85,3.11,547,176,"Back9Par3ScoringAverage",2011
133,133,"Vijay Singh",79,3.11,504,162,"Back9Par3ScoringAverage",2011
133,133,"Will Strickler",51,3.11,317,102,"Back9Par3ScoringAverage",2011
142,142,"Aaron Baddeley",77,3.12,481,154,"Back9Par3ScoringAverage",2011
142,142,"David Duval",67,3.12,430,138,"Back9Par3ScoringAverage",2011
142,142,"Retief Goosen",50,3.12,318,102,"Back9Par3ScoringAverage",2011
142,142,"Bio Kim",71,3.12,452,145,"Back9Par3ScoringAverage",2011
142,142,"Steve Marino",76,3.12,481,154,"Back9Par3ScoringAverage",2011
142,142,"Adam Scott",60,3.12,356,114,"Back9Par3ScoringAverage",2011
