"Front9Par5ScoringAverage_RANKTHISWEEK_2008","Front9Par5ScoringAverage_RANKLASTWEEK_2008","Front9Par5ScoringAverage_PLAYERNAME_2008","Front9Par5ScoringAverage_ROUNDS_2008","Front9Par5ScoringAverage_AVG_2008","Front9Par5ScoringAverage_TOTALSTROKES_2008","Front9Par5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Anthony Kim",81,4.44,462,104,"Front9Par5ScoringAverage",2008
2,2,"Angel Cabrera",55,4.5,324,72,"Front9Par5ScoringAverage",2008
2,2,"Brenden Pappas",66,4.5,450,100,"Front9Par5ScoringAverage",2008
4,4,"Camilo Villegas",79,4.51,469,104,"Front9Par5ScoringAverage",2008
5,5,"Sean OHair",81,4.53,476,105,"Front9Par5ScoringAverage",2008
6,6,"Vijay Singh",82,4.54,481,106,"Front9Par5ScoringAverage",2008
6,6,"Bob Tway",70,4.54,481,106,"Front9Par5ScoringAverage",2008
8,8,"Mathias Gronberg",87,4.55,623,137,"Front9Par5ScoringAverage",2008
8,8,"Padraig Harrington",52,4.55,300,66,"Front9Par5ScoringAverage",2008
8,8,"Adam Scott",51,4.55,300,66,"Front9Par5ScoringAverage",2008
11,11,"Woody Austin",109,4.56,729,160,"Front9Par5ScoringAverage",2008
11,11,"Aaron Baddeley",76,4.56,492,108,"Front9Par5ScoringAverage",2008
11,11,"JB Holmes",86,4.56,565,124,"Front9Par5ScoringAverage",2008
11,11,"Charles Howell III",101,4.56,730,160,"Front9Par5ScoringAverage",2008
11,11,"Shigeki Maruyama",50,4.56,333,73,"Front9Par5ScoringAverage",2008
11,11,"Kevin Na",97,4.56,684,150,"Front9Par5ScoringAverage",2008
11,11,"Steve Stricker",75,4.56,438,96,"Front9Par5ScoringAverage",2008
11,11,"Mike Weir",88,4.56,566,124,"Front9Par5ScoringAverage",2008
19,19,"Jim Furyk",95,4.57,621,136,"Front9Par5ScoringAverage",2008
19,19,"Brian Gay",102,4.57,663,145,"Front9Par5ScoringAverage",2008
19,19,"Lucas Glover",91,4.57,576,126,"Front9Par5ScoringAverage",2008
19,19,"Phil Mickelson",80,4.57,494,108,"Front9Par5ScoringAverage",2008
19,19,"Ryan Palmer",69,4.57,466,102,"Front9Par5ScoringAverage",2008
19,19,"Kevin Sutherland",98,4.57,630,138,"Front9Par5ScoringAverage",2008
25,25,"Michael Allen",91,4.58,687,150,"Front9Par5ScoringAverage",2008
