"RoughProximity_RANKTHISWEEK_2008","RoughProximity_RANKLASTWEEK_2008","RoughProximity_PLAYERNAME_2008","RoughProximity_ROUNDS_2008","RoughProximity_AVG_2008","RoughProximity_TOTALDISTANCEINCHES_2008","RoughProximity_ATTEMPTS_2008","RoughProximity_TOTALDISTANCEFEET_2008","RoughProximity_RELATIVETOPAR_2008","stat_name","year"
23,23,"Kyle Thompson",70,NA,104020,211,8668.333,47,"RoughProximity",2008
29,29,"Ryan Armour",87,NA,114232,231,9519.333,57,"RoughProximity",2008
30,30,"Joe Ogilvie",100,NA,158259,319,13188.25,29,"RoughProximity",2008
31,31,"DJ Trahan",94,NA,129941,261,10828.417,62,"RoughProximity",2008
32,32,"Padraig Harrington",52,NA,62911,126,5242.583,8,"RoughProximity",2008
33,33,"Stewart Cink",87,NA,124979,250,10414.917,24,"RoughProximity",2008
33,33,"Brandt Jobe",52,NA,92460,185,7705,28,"RoughProximity",2008
33,33,"Zach Johnson",85,NA,94016,188,7834.667,15,"RoughProximity",2008
33,33,"Kenny Perry",97,NA,171947,344,14328.917,39,"RoughProximity",2008
37,37,"Tommy Armour III",77,NA,112625,225,9385.417,44,"RoughProximity",2008
37,37,"Alex Cejka",75,NA,98768,197,8230.667,37,"RoughProximity",2008
39,39,"Dudley Hart",74,NA,120453,240,10037.75,46,"RoughProximity",2008
40,40,"Ted Purdy",68,NA,107711,214,8975.917,38,"RoughProximity",2008
40,40,"Andres Romero",69,NA,118757,236,9896.417,41,"RoughProximity",2008
40,40,"Bob Sowards",61,NA,95553,190,7962.75,40,"RoughProximity",2008
43,43,"Bob Estes",90,NA,144556,287,12046.333,23,"RoughProximity",2008
43,43,"Chez Reavie",102,NA,114903,228,9575.25,36,"RoughProximity",2008
45,45,"Mark Calcavecchia",67,NA,88870,176,7405.833,7,"RoughProximity",2008
45,45,"Chris DiMarco",87,NA,145957,289,12163.083,43,"RoughProximity",2008
45,45,"Charley Hoffman",94,NA,154885,307,12907.083,41,"RoughProximity",2008
45,45,"Carl Pettersson",110,NA,178103,353,14841.917,16,"RoughProximity",2008
45,45,"John Rollins",94,NA,124621,247,10385.083,27,"RoughProximity",2008
50,50,"Ben Curtis",80,NA,89610,177,7467.5,21,"RoughProximity",2008
50,50,"Joe Durant",92,NA,109401,216,9116.75,35,"RoughProximity",2008
52,52,"Justin Leonard",101,NA,112030,221,9335.833,28,"RoughProximity",2008
52,52,"Steve Marino",119,NA,179033,353,14919.417,39,"RoughProximity",2008
52,52,"Jon Mills",95,NA,143374,283,11947.833,33,"RoughProximity",2008
52,52,"Brenden Pappas",66,NA,109022,215,9085.167,24,"RoughProximity",2008
52,52,"Jeff Quinney",87,NA,121159,239,10096.583,50,"RoughProximity",2008
52,52,"Kevin Sutherland",98,NA,162815,321,13567.917,40,"RoughProximity",2008
52,52,"YE Yang",89,NA,138402,273,11533.5,58,"RoughProximity",2008
59,59,"Bill Haas",99,NA,180449,355,15037.417,25,"RoughProximity",2008
59,59,"Brett Rumford",72,NA,120360,237,10030,27,"RoughProximity",2008
61,61,"Briny Baird",113,NA,159919,314,13326.583,34,"RoughProximity",2008
61,61,"Richard Johnson",77,NA,154865,304,12905.417,42,"RoughProximity",2008
63,63,"Matt Kuchar",88,NA,119327,234,9943.917,37,"RoughProximity",2008
63,63,"Ryan Palmer",69,NA,103589,203,8632.417,25,"RoughProximity",2008
65,65,"Kent Jones",68,NA,80685,158,6723.75,38,"RoughProximity",2008
65,65,"Travis Perkins",53,NA,90440,177,7536.667,33,"RoughProximity",2008
65,65,"Charles Warren",79,NA,124744,244,10395.333,54,"RoughProximity",2008
68,68,"Shane Bertsch",96,NA,128403,251,10700.25,32,"RoughProximity",2008
68,68,"Brian Gay",102,NA,120353,235,10029.417,34,"RoughProximity",2008
68,68,"Jason Gore",94,NA,125854,246,10487.833,49,"RoughProximity",2008
68,68,"Steve Lowery",74,NA,125993,246,10499.417,33,"RoughProximity",2008
68,68,"Vaughn Taylor",103,NA,163812,320,13651,54,"RoughProximity",2008
68,68,"Bo Van Pelt",101,NA,180376,352,15031.333,54,"RoughProximity",2008
74,74,"Ian Poulter",51,NA,68224,133,5685.333,10,"RoughProximity",2008
74,74,"Patrick Sheehan",124,NA,161688,315,13474,41,"RoughProximity",2008
74,74,"Kevin Streelman",114,NA,185201,361,15433.417,37,"RoughProximity",2008
77,77,"Rich Beem",90,NA,125971,245,10497.583,36,"RoughProximity",2008
78,78,"Omar Uresti",74,NA,88260,171,7355,23,"RoughProximity",2008
78,78,"Ron Whittaker",54,NA,54204,105,4517,24,"RoughProximity",2008
80,80,"Fred Couples",60,NA,109507,212,9125.583,17,"RoughProximity",2008
80,80,"Nick Watney",96,NA,172109,333,14342.417,39,"RoughProximity",2008
80,80,"Bubba Watson",97,NA,175874,340,14656.167,19,"RoughProximity",2008
80,80,"Boo Weekley",86,NA,120043,232,10003.583,36,"RoughProximity",2008
84,84,"Ken Duke",116,NA,211667,409,17638.917,65,"RoughProximity",2008
84,84,"Tom Scherrer",56,NA,76146,147,6345.5,36,"RoughProximity",2008
86,86,"Todd Hamilton",92,NA,108495,209,9041.25,40,"RoughProximity",2008
86,86,"Mark Hensby",71,NA,126598,244,10549.833,35,"RoughProximity",2008
89,89,"Nick Flanagan",89,NA,146637,282,12219.75,47,"RoughProximity",2008
89,89,"John Riegger",73,NA,104574,201,8714.5,27,"RoughProximity",2008
89,89,"Nicholas Thompson",113,NA,165776,319,13814.667,54,"RoughProximity",2008
89,89,"Jay Williamson",96,NA,118001,227,9833.417,48,"RoughProximity",2008
93,93,"Tommy Gainey",60,NA,84331,162,7027.583,39,"RoughProximity",2008
93,93,"John Mallinger",95,NA,134532,258,11211,37,"RoughProximity",2008
95,95,"Jeff Overton",103,NA,211350,405,17612.5,37,"RoughProximity",2008
95,95,"Bob Tway",70,NA,96136,184,8011.333,17,"RoughProximity",2008
97,97,"Ernie Els",51,NA,69082,132,5756.833,27,"RoughProximity",2008
97,97,"Lucas Glover",91,NA,158496,303,13208,52,"RoughProximity",2008
97,97,"Stephen Leaney",53,NA,65847,126,5487.25,36,"RoughProximity",2008
97,97,"David Toms",70,NA,94071,180,7839.25,16,"RoughProximity",2008
101,101,"Stuart Appleby",87,NA,137406,262,11450.5,30,"RoughProximity",2008
101,101,"James Driscoll",85,NA,178187,340,14848.917,47,"RoughProximity",2008
101,101,"Scott Sterling",89,NA,125181,239,10431.75,21,"RoughProximity",2008
104,104,"Angel Cabrera",55,NA,101852,194,8487.667,33,"RoughProximity",2008
104,104,"Brian Davis",108,NA,137616,262,11468,41,"RoughProximity",2008
104,104,"Robert Gamez",79,NA,98149,187,8179.083,50,"RoughProximity",2008
104,104,"Dustin Johnson",92,NA,190970,364,15914.167,45,"RoughProximity",2008
108,108,"Chad Campbell",94,NA,142413,271,11867.75,41,"RoughProximity",2008
108,108,"Dean Wilson",109,NA,175839,334,14653.25,46,"RoughProximity",2008
110,110,"Craig Kanada",65,NA,88462,168,7371.833,47,"RoughProximity",2008
110,110,"Hunter Mahan",87,NA,120103,228,10008.583,45,"RoughProximity",2008
110,110,"Jim McGovern",75,NA,119639,227,9969.917,38,"RoughProximity",2008
110,110,"Tim Petrovic",97,NA,141321,268,11776.75,31,"RoughProximity",2008
110,110,"Jimmy Walker",73,NA,147618,280,12301.5,30,"RoughProximity",2008
115,115,"JJ Henry",108,NA,160841,304,13403.417,40,"RoughProximity",2008
116,116,"Phil Mickelson",80,NA,133501,252,11125.083,13,"RoughProximity",2008
117,117,"Carlos Franco",73,NA,125883,237,10490.25,32,"RoughProximity",2008
117,117,"Will Ma Kenzie",62,NA,100962,190,8413.5,42,"RoughProximity",2008
119,119,"Billy Andrade",71,NA,126972,238,10581,48,"RoughProximity",2008
119,119,"Robert Garrigus",90,NA,191501,359,15958.417,47,"RoughProximity",2008
119,119,"Tom Lehman",51,NA,67663,127,5638.583,19,"RoughProximity",2008
119,119,"Parker McLachlin",88,NA,153494,288,12791.167,10,"RoughProximity",2008
119,119,"Steve Stricker",75,NA,122627,230,10218.917,17,"RoughProximity",2008
124,124,"Jason Day",81,NA,142574,267,11881.167,41,"RoughProximity",2008
124,124,"Sergio Garcia",72,NA,115435,216,9619.583,13,"RoughProximity",2008
124,124,"Tom Pernice Jr",104,NA,181701,340,15141.75,52,"RoughProximity",2008
124,124,"Chris Riley",51,NA,66244,124,5520.333,18,"RoughProximity",2008
128,128,"Martin Laird",98,NA,161420,302,13451.667,42,"RoughProximity",2008
128,128,"Jin Park",85,NA,111725,209,9310.417,37,"RoughProximity",2008
128,128,"Pat Perez",93,NA,129922,243,10826.833,28,"RoughProximity",2008
131,131,"Scott McCarron",63,NA,83140,155,6928.333,21,"RoughProximity",2008
131,131,"Charlie Wi",97,NA,143240,267,11936.667,30,"RoughProximity",2008
133,133,"Nathan Green",95,NA,182154,339,15179.5,42,"RoughProximity",2008
133,133,"Mike Weir",88,NA,120741,225,10061.75,11,"RoughProximity",2008
135,135,"Brad Adamonis",87,NA,174865,325,14572.083,54,"RoughProximity",2008
135,135,"Olin Browne",77,NA,81706,152,6808.833,53,"RoughProximity",2008
135,135,"Davis Love III",78,NA,129664,241,10805.333,21,"RoughProximity",2008
138,138,"Rocco Mediate",87,NA,116472,216,9706,28,"RoughProximity",2008
138,138,"Tim Wilkinson",95,NA,155115,288,12926.25,49,"RoughProximity",2008
140,140,"George McNeill",97,NA,182713,338,15226.083,54,"RoughProximity",2008
140,140,"Camilo Villegas",79,NA,119063,220,9921.917,29,"RoughProximity",2008
142,142,"Rod Pampling",83,NA,122538,226,10211.5,46,"RoughProximity",2008
143,143,"Troy Matteson",94,NA,171003,315,14250.25,51,"RoughProximity",2008
143,143,"Brett Quigley",80,NA,147639,272,12303.25,28,"RoughProximity",2008
143,143,"Tag Ridings",88,NA,176969,326,14747.417,56,"RoughProximity",2008
143,143,"Brandt Snedeker",85,NA,143255,264,11937.917,30,"RoughProximity",2008
147,147,"David Duval",51,NA,86598,159,7216.5,29,"RoughProximity",2008
147,147,"Brad Elder",67,NA,106329,195,8860.75,30,"RoughProximity",2008
147,147,"Billy Mayfair",103,NA,139397,256,11616.417,21,"RoughProximity",2008
150,150,"Kenneth Ferrie",72,NA,99290,182,8274.167,31,"RoughProximity",2008
150,150,"Anthony Kim",81,NA,136447,250,11370.583,6,"RoughProximity",2008
152,152,"Bart Bryant",81,NA,99595,182,8299.583,38,"RoughProximity",2008
152,152,"Alejandro Canizares",52,NA,87483,160,7290.25,19,"RoughProximity",2008
152,152,"Retief Goosen",59,NA,82566,151,6880.5,41,"RoughProximity",2008
152,152,"Ryuji Imada",80,NA,145515,266,12126.25,45,"RoughProximity",2008
156,156,"Jonathan Byrd",88,NA,119552,218,9962.667,28,"RoughProximity",2008
157,157,"Jason Allred",63,NA,117970,215,9830.833,39,"RoughProximity",2008
157,157,"Jeff Gove",50,NA,60369,110,5030.75,27,"RoughProximity",2008
159,159,"Greg Kraft",63,NA,75341,137,6278.417,31,"RoughProximity",2008
159,159,"Jeff Maggert",86,NA,141266,257,11772.167,55,"RoughProximity",2008
159,159,"Rory Sabbatini",77,NA,123854,225,10321.167,46,"RoughProximity",2008
162,162,"Chad Collins",72,NA,132554,240,11046.167,41,"RoughProximity",2008
162,162,"Cliff Kresge",84,NA,137988,250,11499,54,"RoughProximity",2008
162,162,"Shigeki Maruyama",50,NA,95577,173,7964.75,39,"RoughProximity",2008
165,165,"JB Holmes",86,NA,175418,317,14618.167,35,"RoughProximity",2008
165,165,"Trevor Immelman",70,NA,103952,188,8662.667,38,"RoughProximity",2008
165,165,"Chris Stroud",81,NA,114375,207,9531.25,40,"RoughProximity",2008
168,168,"Marco Dawson",64,NA,102000,184,8500,52,"RoughProximity",2008
169,169,"Doug LaBelle II",65,NA,86046,155,7170.5,20,"RoughProximity",2008
169,169,"John Merrick",98,NA,140915,254,11742.917,41,"RoughProximity",2008
171,171,"Robert Allenby",108,NA,150157,270,12513.083,39,"RoughProximity",2008
171,171,"Eric Axley",113,NA,207781,374,17315.083,71,"RoughProximity",2008
171,171,"Lee Janzen",89,NA,133943,241,11161.917,37,"RoughProximity",2008
174,174,"Tim Herron",97,NA,186200,334,15516.667,42,"RoughProximity",2008
175,175,"Paul Casey",55,NA,67505,121,5625.417,29,"RoughProximity",2008
175,175,"Jesper Parnevik",88,NA,149989,269,12499.083,45,"RoughProximity",2008
177,177,"Freddie Jacobson",78,NA,127276,227,10606.333,31,"RoughProximity",2008
177,177,"Ryan Moore",72,NA,116688,208,9724,36,"RoughProximity",2008
179,179,"Cameron Beckman",87,NA,124531,221,10377.583,40,"RoughProximity",2008
179,179,"Glen Day",64,NA,113632,202,9469.333,33,"RoughProximity",2008
181,181,"Peter Lonard",92,NA,142309,252,11859.083,28,"RoughProximity",2008
182,182,"Johnson Wagner",83,NA,144956,256,12079.667,50,"RoughProximity",2008
183,183,"Mathias Gronberg",87,NA,169711,299,14142.583,55,"RoughProximity",2008
184,184,"David Lutterus",59,NA,104228,183,8685.667,41,"RoughProximity",2008
184,184,"Kevin Na",97,NA,161273,283,13439.417,44,"RoughProximity",2008
186,186,"Jim Furyk",95,NA,119323,209,9943.583,31,"RoughProximity",2008
187,187,"Todd Demsey",80,NA,140225,245,11685.417,38,"RoughProximity",2008
188,188,"Mark Wilson",107,NA,169911,296,14159.25,48,"RoughProximity",2008
189,189,"Marc Turnesa",87,NA,150186,261,12515.5,33,"RoughProximity",2008
190,190,"Mathew Goggin",91,NA,157269,273,13105.75,28,"RoughProximity",2008
190,190,"Jerry Kelly",89,NA,138213,240,11517.75,24,"RoughProximity",2008
192,192,"Matt Jones",95,NA,205859,356,17154.917,49,"RoughProximity",2008
193,193,"KJ Choi",74,NA,125852,216,10487.667,28,"RoughProximity",2008
194,194,"Corey Pavin",69,NA,94499,159,7874.917,26,"RoughProximity",2008
195,195,"Aaron Baddeley",76,NA,136112,227,11342.667,23,"RoughProximity",2008
196,196,"JP Hayes",67,NA,137931,223,11494.25,34,"RoughProximity",2008
197,197,"Paul Claxton",63,NA,95695,153,7974.583,38,"RoughProximity",2008
