"3PuttAvoidance25_RANKTHISWEEK_2015","3PuttAvoidance25_RANKLASTWEEK_2015","3PuttAvoidance25_PLAYERNAME_2015","3PuttAvoidance25_ROUNDS_2015","3PuttAvoidance25_Pct_2015","3PuttAvoidance25_TOTAL3PUTTS_2015","3PuttAvoidance25_ATTEMPTS_2015","3PuttAvoidance25_2PUTTORBETTERPct_2015","stat_name","year"
1,1,"Sergio Garcia",59,4.79,7,146,95.2,"3PuttAvoidance25",2015
2,2,"Kevin Streelman",95,5.08,16,315,94.9,"3PuttAvoidance25",2015
3,3,"Billy Hurley III",83,5.66,15,265,94.3,"3PuttAvoidance25",2015
4,4,"Zach Johnson",90,5.7,15,263,94.3,"3PuttAvoidance25",2015
5,5,"Eric Axley",57,5.76,11,191,94.2,"3PuttAvoidance25",2015
6,6,"Daniel Summerhays",101,5.79,22,380,94.2,"3PuttAvoidance25",2015
7,7,"Kevin Kisner",104,5.88,23,391,94.1,"3PuttAvoidance25",2015
8,8,"Brian Harman",90,5.92,20,338,94,"3PuttAvoidance25",2015
9,9,"Rickie Fowler",76,5.94,13,219,94,"3PuttAvoidance25",2015
10,10,"Jason Bohn",95,5.95,21,353,94,"3PuttAvoidance25",2015
11,11,"Jordan Spieth",91,5.98,14,234,94,"3PuttAvoidance25",2015
12,12,"Jamie Donaldson",50,6.04,9,149,93.9,"3PuttAvoidance25",2015
13,13,"Zac Blair",108,6.08,25,411,93.9,"3PuttAvoidance25",2015
14,14,"Colt Knost",90,6.09,19,312,93.9,"3PuttAvoidance25",2015
15,15,"Francesco Molinari",56,6.18,11,178,93.8,"3PuttAvoidance25",2015
16,16,"Kevin Na",98,6.23,17,273,93.7,"3PuttAvoidance25",2015
17,17,"Russell Henley",87,6.29,21,334,93.7,"3PuttAvoidance25",2015
18,18,"Derek Fathauer",81,6.45,16,248,93.5,"3PuttAvoidance25",2015
19,19,"Whee Kim",71,6.5,16,246,93.5,"3PuttAvoidance25",2015
20,20,"Harris English",105,6.54,25,382,93.4,"3PuttAvoidance25",2015
21,21,"Hudson Swafford",97,6.55,27,412,93.4,"3PuttAvoidance25",2015
22,22,"Ben Crane",62,6.58,15,228,93.4,"3PuttAvoidance25",2015
23,23,"Aaron Baddeley",76,6.62,19,287,93.3,"3PuttAvoidance25",2015
23,23,"Robert Streb",110,6.62,29,438,93.3,"3PuttAvoidance25",2015
25,25,"Morgan Hoffmann",85,6.64,18,271,93.3,"3PuttAvoidance25",2015
26,26,"Brendon Todd",96,6.8,20,294,93.2,"3PuttAvoidance25",2015
27,27,"Justin Rose",69,6.85,15,219,93.1,"3PuttAvoidance25",2015
28,28,"Greg Chalmers",58,6.88,11,160,93.1,"3PuttAvoidance25",2015
28,28,"Hunter Mahan",88,6.88,22,320,93.1,"3PuttAvoidance25",2015
30,30,"Bryce Molder",91,6.91,23,333,93,"3PuttAvoidance25",2015
31,31,"Gary Woodland",81,6.96,16,230,93,"3PuttAvoidance25",2015
32,32,"Charles Howell III",105,7.14,33,462,92.8,"3PuttAvoidance25",2015
33,33,"David Hearn",97,7.16,25,349,92.8,"3PuttAvoidance25",2015
34,34,"Pat Perez",96,7.25,25,345,92.7,"3PuttAvoidance25",2015
35,35,"Jason Day",75,7.26,18,248,92.7,"3PuttAvoidance25",2015
36,36,"John Peterson",84,7.38,24,325,92.6,"3PuttAvoidance25",2015
37,37,"Justin Leonard",61,7.44,16,215,92.5,"3PuttAvoidance25",2015
38,38,"Steven Alker",62,7.45,14,188,92.5,"3PuttAvoidance25",2015
39,39,"Erik Compton",86,7.59,22,290,92.4,"3PuttAvoidance25",2015
40,40,"Luke Donald",71,7.66,17,222,92.3,"3PuttAvoidance25",2015
40,40,"Marc Leishman",74,7.66,17,222,92.3,"3PuttAvoidance25",2015
42,42,"Patrick Reed",103,7.72,22,285,92.2,"3PuttAvoidance25",2015
43,43,"Dustin Johnson",75,7.77,15,193,92.2,"3PuttAvoidance25",2015
44,44,"Roger Sloan",56,7.78,13,167,92.2,"3PuttAvoidance25",2015
44,44,"Tyrone Van Aswegen",58,7.78,14,180,92.2,"3PuttAvoidance25",2015
46,46,"Russell Knox",96,7.81,30,384,92.1,"3PuttAvoidance25",2015
47,47,"Chris Kirk",76,7.83,18,230,92.1,"3PuttAvoidance25",2015
48,48,"Ryan Palmer",80,7.85,19,242,92.1,"3PuttAvoidance25",2015
49,49,"Sean OHair",86,7.87,28,356,92.1,"3PuttAvoidance25",2015
50,50,"Brian Stuard",97,7.91,22,278,92,"3PuttAvoidance25",2015
51,51,"James Hahn",94,7.92,24,303,92,"3PuttAvoidance25",2015
51,51,"Jerry Kelly",79,7.92,21,265,92,"3PuttAvoidance25",2015
53,53,"JJ Henry",94,7.95,29,365,92,"3PuttAvoidance25",2015
54,54,"Graham DeLaet",65,7.98,19,238,92,"3PuttAvoidance25",2015
55,55,"Tony Finau",106,7.99,33,413,92,"3PuttAvoidance25",2015
56,56,"Jonas Blixt",78,8,18,225,92,"3PuttAvoidance25",2015
57,57,"Scott Pinckney",88,8.02,30,374,91.9,"3PuttAvoidance25",2015
58,58,"Brooks Koepka",84,8.03,22,274,91.9,"3PuttAvoidance25",2015
59,59,"Jeff Overton",94,8.06,25,310,91.9,"3PuttAvoidance25",2015
60,60,"Shawn Stefani",94,8.18,32,391,91.8,"3PuttAvoidance25",2015
61,61,"Ryan Moore",81,8.19,19,232,91.8,"3PuttAvoidance25",2015
62,62,"Chad Campbell",97,8.2,35,427,91.8,"3PuttAvoidance25",2015
63,63,"KJ Choi",66,8.26,19,230,91.7,"3PuttAvoidance25",2015
64,64,"Bo Van Pelt",81,8.27,23,278,91.7,"3PuttAvoidance25",2015
65,65,"Greg Owen",58,8.28,13,157,91.7,"3PuttAvoidance25",2015
66,66,"Charley Hoffman",97,8.3,24,289,91.7,"3PuttAvoidance25",2015
66,66,"Matt Jones",89,8.3,23,277,91.7,"3PuttAvoidance25",2015
68,68,"Cameron Tringale",96,8.31,28,337,91.6,"3PuttAvoidance25",2015
69,69,"Steven Bowditch",103,8.33,27,324,91.6,"3PuttAvoidance25",2015
69,69,"Matt Kuchar",97,8.33,25,300,91.6,"3PuttAvoidance25",2015
69,69,"Louis Oosthuizen",68,8.33,16,192,91.6,"3PuttAvoidance25",2015
72,72,"Jon Curran",83,8.39,26,310,91.6,"3PuttAvoidance25",2015
73,73,"David Toms",62,8.42,17,202,91.5,"3PuttAvoidance25",2015
74,74,"Nick Taylor",91,8.48,29,342,91.5,"3PuttAvoidance25",2015
75,75,"Cameron Percy",72,8.5,21,247,91.5,"3PuttAvoidance25",2015
76,76,"Carl Pettersson",106,8.54,31,363,91.4,"3PuttAvoidance25",2015
77,77,"Troy Merritt",91,8.61,31,360,91.3,"3PuttAvoidance25",2015
78,78,"William McGirt",103,8.76,36,411,91.2,"3PuttAvoidance25",2015
79,79,"Tim Wilkinson",73,8.77,20,228,91.2,"3PuttAvoidance25",2015
80,80,"Ricky Barnes",82,8.79,21,239,91.2,"3PuttAvoidance25",2015
81,81,"Scott Langley",94,8.81,29,329,91.1,"3PuttAvoidance25",2015
82,82,"Adam Hadwin",95,8.86,32,361,91.1,"3PuttAvoidance25",2015
83,83,"David Lingmerth",90,8.96,25,279,91,"3PuttAvoidance25",2015
83,83,"Johnson Wagner",68,8.96,24,268,91,"3PuttAvoidance25",2015
85,85,"John Huh",102,9.02,33,366,90.9,"3PuttAvoidance25",2015
85,85,"Sam Saunders",83,9.02,23,255,90.9,"3PuttAvoidance25",2015
87,87,"Andres Gonzales",90,9.03,29,321,90.9,"3PuttAvoidance25",2015
88,88,"Danny Lee",120,9.04,33,365,90.9,"3PuttAvoidance25",2015
88,88,"Ian Poulter",68,9.04,17,188,90.9,"3PuttAvoidance25",2015
88,88,"Alex Prugh",84,9.04,32,354,90.9,"3PuttAvoidance25",2015
91,91,"Brendon de Jonge",106,9.09,36,396,90.9,"3PuttAvoidance25",2015
92,92,"Seung Yul Noh",65,9.17,20,218,90.8,"3PuttAvoidance25",2015
93,93,"Jason Kokrak",88,9.2,32,348,90.8,"3PuttAvoidance25",2015
94,94,"Brandt Snedeker",98,9.21,29,315,90.7,"3PuttAvoidance25",2015
95,95,"Ben Martin",93,9.22,33,358,90.7,"3PuttAvoidance25",2015
96,96,"Jimmy Walker",89,9.29,25,269,90.7,"3PuttAvoidance25",2015
97,97,"Jim Furyk",71,9.32,22,236,90.6,"3PuttAvoidance25",2015
98,98,"George McNeill",93,9.35,36,385,90.6,"3PuttAvoidance25",2015
99,99,"Luke Guthrie",84,9.41,27,287,90.5,"3PuttAvoidance25",2015
99,99,"Jim Herman",88,9.41,35,372,90.5,"3PuttAvoidance25",2015
99,99,"Spencer Levin",99,9.41,35,372,90.5,"3PuttAvoidance25",2015
102,102,"Patrick Rodgers",57,9.42,18,191,90.5,"3PuttAvoidance25",2015
103,103,"Billy Horschel",99,9.5,32,337,90.5,"3PuttAvoidance25",2015
104,104,"Rory Sabbatini",81,9.63,26,270,90.3,"3PuttAvoidance25",2015
105,105,"Keegan Bradley",87,9.64,27,280,90.3,"3PuttAvoidance25",2015
105,105,"Mark Wilson",89,9.64,35,363,90.3,"3PuttAvoidance25",2015
107,107,"Brendan Steele",88,9.68,33,341,90.3,"3PuttAvoidance25",2015
108,108,"Steve Wheatcroft",87,9.74,30,308,90.2,"3PuttAvoidance25",2015
109,109,"Chad Collins",79,9.8,25,255,90.2,"3PuttAvoidance25",2015
110,110,"Ryo Ishikawa",90,9.83,29,295,90.1,"3PuttAvoidance25",2015
111,111,"Byron Smith",59,9.95,19,191,90,"3PuttAvoidance25",2015
112,112,"Scott Brown",97,10,32,320,90,"3PuttAvoidance25",2015
112,112,"Jonathan Byrd",69,10,23,230,90,"3PuttAvoidance25",2015
114,114,"Kevin Chappell",86,10.03,31,309,89.9,"3PuttAvoidance25",2015
115,115,"Carlos Ortiz",100,10.08,39,387,89.9,"3PuttAvoidance25",2015
116,116,"Andrew Putnam",68,10.13,24,237,89.8,"3PuttAvoidance25",2015
117,117,"Bill Haas",89,10.17,35,344,89.8,"3PuttAvoidance25",2015
118,118,"Martin Flores",95,10.24,39,381,89.7,"3PuttAvoidance25",2015
119,119,"Tom Hoge",83,10.3,24,233,89.7,"3PuttAvoidance25",2015
120,120,"Gonzalo Fdez Castano",81,10.38,27,260,89.6,"3PuttAvoidance25",2015
120,120,"Henrik Stenson",63,10.38,22,212,89.6,"3PuttAvoidance25",2015
122,122,"Geoff Ogilvy",50,10.46,16,153,89.5,"3PuttAvoidance25",2015
122,122,"Michael Thompson",83,10.46,39,373,89.5,"3PuttAvoidance25",2015
124,124,"Scott Piercy",90,10.5,36,343,89.5,"3PuttAvoidance25",2015
125,125,"Roberto Castro",54,10.53,14,133,89.4,"3PuttAvoidance25",2015
126,126,"Will Wilcox",58,10.55,21,199,89.4,"3PuttAvoidance25",2015
127,127,"Paul Casey",87,10.58,31,293,89.4,"3PuttAvoidance25",2015
128,128,"Mark Hubbard",79,10.65,31,291,89.3,"3PuttAvoidance25",2015
129,129,"DA Points",72,10.7,26,243,89.3,"3PuttAvoidance25",2015
130,130,"Brice Garnett",81,10.73,34,317,89.2,"3PuttAvoidance25",2015
131,131,"Davis Love III",51,10.82,21,194,89.1,"3PuttAvoidance25",2015
131,131,"Nick Watney",91,10.82,37,342,89.1,"3PuttAvoidance25",2015
133,133,"Ernie Els",57,10.83,17,157,89.1,"3PuttAvoidance25",2015
134,134,"Angel Cabrera",53,10.87,20,184,89.1,"3PuttAvoidance25",2015
135,135,"Martin Laird",77,10.88,37,340,89.1,"3PuttAvoidance25",2015
136,136,"Justin Thomas",106,10.97,42,383,89,"3PuttAvoidance25",2015
137,137,"Sangmoon Bae",98,10.99,39,355,89,"3PuttAvoidance25",2015
137,137,"Brian Davis",86,10.99,31,282,89,"3PuttAvoidance25",2015
139,139,"Jhonattan Vegas",90,11.02,40,363,88.9,"3PuttAvoidance25",2015
140,140,"Alex Cejka",94,11.07,34,307,88.9,"3PuttAvoidance25",2015
140,140,"Fabian Gomez",83,11.07,32,289,88.9,"3PuttAvoidance25",2015
140,140,"Max Homa",78,11.07,28,253,88.9,"3PuttAvoidance25",2015
143,143,"Bubba Watson",71,11.2,27,241,88.8,"3PuttAvoidance25",2015
