"Par4Performance_RANKTHISWEEK_2013","Par4Performance_RANKLASTWEEK_2013","Par4Performance_PLAYERNAME_2013","Par4Performance_ROUNDS_2013","Par4Performance_STATUS_2013","Par4Performance_PAR4AVG_2013","Par4Performance_TOTALPAR_2013","stat_name","year"
1,1,"Steve Stricker",51,-30,3.94,2068,"Par4Performance",2013
2,2,"Chris Kirk",89,-13,3.99,3856,"Par4Performance",2013
3,3,"Jimmy Walker",84,-11,3.99,3560,"Par4Performance",2013
4,4,"Charles Howell III",87,-10,3.99,3656,"Par4Performance",2013
5,5,"Jordan Spieth",82,-6,3.99,3568,"Par4Performance",2013
6,6,"Brandt Snedeker",79,-4,4,3420,"Par4Performance",2013
7,7,"Jason Dufner",78,-3,4,3404,"Par4Performance",2013
7,7,"Bill Haas",85,-3,4,3652,"Par4Performance",2013
9,9,"Justin Rose",62,3,4,2648,"Par4Performance",2013
10,10,"Graham DeLaet",94,4,4,4064,"Par4Performance",2013
11,11,"Morgan Hoffmann",64,5,4.01,2824,"Par4Performance",2013
12,12,"Matt Jones",83,9,4.01,3576,"Par4Performance",2013
13,13,"Henrik Stenson",65,13,4.02,2800,"Par4Performance",2013
14,14,"Tiger Woods",61,14,4.02,2624,"Par4Performance",2013
15,15,"Matt Kuchar",93,15,4.02,3780,"Par4Performance",2013
16,16,"Adam Scott",61,16,4.02,2608,"Par4Performance",2013
17,17,"Bob Estes",66,18,4.03,2840,"Par4Performance",2013
17,17,"Matt Every",89,18,4.02,3820,"Par4Performance",2013
17,17,"Jerry Kelly",75,18,4.02,3232,"Par4Performance",2013
17,17,"Chez Reavie",72,18,4.02,3128,"Par4Performance",2013
17,17,"Chris Stroud",88,18,4.02,3756,"Par4Performance",2013
22,22,"Keegan Bradley",88,20,4.02,3844,"Par4Performance",2013
22,22,"Brendon de Jonge",110,20,4.02,4768,"Par4Performance",2013
22,22,"David Hearn",88,20,4.02,3796,"Par4Performance",2013
22,22,"Zach Johnson",84,20,4.02,3620,"Par4Performance",2013
22,22,"Mark Wilson",56,20,4.04,2268,"Par4Performance",2013
27,27,"Jim Furyk",80,21,4.03,3352,"Par4Performance",2013
27,27,"David Toms",49,21,4.04,1880,"Par4Performance",2013
29,29,"Freddie Jacobson",63,22,4.03,2648,"Par4Performance",2013
29,29,"Hunter Mahan",91,22,4.02,3688,"Par4Performance",2013
29,29,"Phil Mickelson",78,22,4.03,3376,"Par4Performance",2013
32,32,"Sergio Garcia",65,23,4.03,2744,"Par4Performance",2013
32,32,"Rory Sabbatini",86,23,4.03,3576,"Par4Performance",2013
34,34,"James Driscoll",76,24,4.03,3044,"Par4Performance",2013
34,34,"Martin Flores",83,24,4.03,3592,"Par4Performance",2013
34,34,"DJ Trahan",48,24,4.05,1976,"Par4Performance",2013
37,37,"Erik Compton",74,25,4.03,3200,"Par4Performance",2013
