"Top10FinalRoundPerformance_RANKTHISWEEK_2009","Top10FinalRoundPerformance_RANKLASTWEEK_2009","Top10FinalRoundPerformance_PLAYERNAME_2009","Top10FinalRoundPerformance_EVENTS_2009","Top10FinalRoundPerformance_PctTIMESIMPROVED_2009","Top10FinalRoundPerformance_OFTIMESIMPROVED_2009","stat_name","year"
1,1,"Ricky Barnes",23,100,1,"Top10FinalRoundPerformance",2009
1,1,"Kris Blanks",20,100,1,"Top10FinalRoundPerformance",2009
1,1,"Bart Bryant",17,100,1,"Top10FinalRoundPerformance",2009
1,1,"Daniel Chopra",28,100,1,"Top10FinalRoundPerformance",2009
1,1,"Fred Couples",16,100,3,"Top10FinalRoundPerformance",2009
1,1,"Ben Curtis",18,100,1,"Top10FinalRoundPerformance",2009
1,1,"Brian Davis",32,100,3,"Top10FinalRoundPerformance",2009
1,1,"David Duval",22,100,1,"Top10FinalRoundPerformance",2009
1,1,"Sergio Garcia",17,100,2,"Top10FinalRoundPerformance",2009
1,1,"Mathew Goggin",26,100,2,"Top10FinalRoundPerformance",2009
1,1,"JB Holmes",25,100,1,"Top10FinalRoundPerformance",2009
1,1,"Charles Howell III",29,100,3,"Top10FinalRoundPerformance",2009
1,1,"Matt Jones",17,100,1,"Top10FinalRoundPerformance",2009
1,1,"Jeff Klauk",29,100,3,"Top10FinalRoundPerformance",2009
1,1,"Martin Laird",24,100,2,"Top10FinalRoundPerformance",2009
1,1,"Billy Mayfair",28,100,1,"Top10FinalRoundPerformance",2009
1,1,"Phil Mickelson",18,100,5,"Top10FinalRoundPerformance",2009
1,1,"Leif Olson",21,100,1,"Top10FinalRoundPerformance",2009
1,1,"Ryan Palmer",26,100,1,"Top10FinalRoundPerformance",2009
1,1,"Pat Perez",22,100,2,"Top10FinalRoundPerformance",2009
1,1,"Tom Pernice Jr",26,100,1,"Top10FinalRoundPerformance",2009
1,1,"Andres Romero",20,100,1,"Top10FinalRoundPerformance",2009
1,1,"Justin Rose",22,100,2,"Top10FinalRoundPerformance",2009
1,1,"Adam Scott",19,100,1,"Top10FinalRoundPerformance",2009
25,25,"Tiger Woods",17,91.7,11,"Top10FinalRoundPerformance",2009
26,26,"Steve Stricker",22,88.9,8,"Top10FinalRoundPerformance",2009
27,27,"Kevin Na",26,87.5,7,"Top10FinalRoundPerformance",2009
28,28,"Robert Allenby",21,75,3,"Top10FinalRoundPerformance",2009
28,28,"Tim Clark",23,75,3,"Top10FinalRoundPerformance",2009
28,28,"Ben Crane",27,75,3,"Top10FinalRoundPerformance",2009
28,28,"Jason Dufner",26,75,3,"Top10FinalRoundPerformance",2009
28,28,"Brian Gay",27,75,3,"Top10FinalRoundPerformance",2009
28,28,"JJ Henry",28,75,3,"Top10FinalRoundPerformance",2009
28,28,"Marc Leishman",28,75,3,"Top10FinalRoundPerformance",2009
28,28,"Brett Quigley",28,75,3,"Top10FinalRoundPerformance",2009
28,28,"Nick Watney",24,75,3,"Top10FinalRoundPerformance",2009
37,37,"Lucas Glover",26,71.4,5,"Top10FinalRoundPerformance",2009
37,37,"David Toms",27,71.4,5,"Top10FinalRoundPerformance",2009
39,39,"Mark Calcavecchia",23,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Chad Campbell",26,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Greg Chalmers",26,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Jason Day",18,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Bill Lunde",27,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Hunter Mahan",25,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"John Mallinger",27,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Tim Petrovic",31,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Jeff Quinney",26,66.7,2,"Top10FinalRoundPerformance",2009
39,39,"Heath Slocum",30,66.7,2,"Top10FinalRoundPerformance",2009
