"Total3Putts510_RANKTHISWEEK_2013","Total3Putts510_RANKLASTWEEK_2013","Total3Putts510_PLAYERNAME_2013","Total3Putts510_ROUNDS_2013","Total3Putts510_TOTAL3PUTTS510_2013","Total3Putts510_TOTAL3PUTTS_2013","stat_name","year"
1,1,"Tommy Gainey",84,5,44,"Total3Putts510",2013
1,1,"Charley Hoffman",84,5,43,"Total3Putts510",2013
3,3,"David Mathis",71,4,37,"Total3Putts510",2013
3,3,"Ted Potter Jr",65,4,41,"Total3Putts510",2013
3,3,"Rory Sabbatini",86,4,53,"Total3Putts510",2013
6,6,"Ricky Barnes",74,3,43,"Total3Putts510",2013
6,6,"Nicolas Colsaerts",50,3,29,"Total3Putts510",2013
6,6,"Rickie Fowler",75,3,24,"Total3Putts510",2013
6,6,"Jim Furyk",80,3,25,"Total3Putts510",2013
6,6,"Lucas Glover",65,3,45,"Total3Putts510",2013
6,6,"Brian Harman",89,3,32,"Total3Putts510",2013
6,6,"Billy Horschel",96,3,41,"Total3Putts510",2013
6,6,"John Huh",88,3,54,"Total3Putts510",2013
6,6,"Ben Kohles",75,3,39,"Total3Putts510",2013
6,6,"Doug LaBelle II",72,3,32,"Total3Putts510",2013
6,6,"Martin Laird",68,3,38,"Total3Putts510",2013
6,6,"George McNeill",68,3,40,"Total3Putts510",2013
6,6,"Jordan Spieth",82,3,34,"Total3Putts510",2013
6,6,"Scott Stallings",79,3,36,"Total3Putts510",2013
6,6,"Kyle Stanley",71,3,55,"Total3Putts510",2013
6,6,"Robert Streb",75,3,35,"Total3Putts510",2013
6,6,"YE Yang",56,3,20,"Total3Putts510",2013
23,23,"Stephen Ames",49,2,21,"Total3Putts510",2013
23,23,"Sangmoon Bae",83,2,55,"Total3Putts510",2013
23,23,"Michael Bradley",56,2,35,"Total3Putts510",2013
23,23,"Chad Campbell",78,2,44,"Total3Putts510",2013
23,23,"Brian Davis",91,2,39,"Total3Putts510",2013
23,23,"Jason Dufner",78,2,45,"Total3Putts510",2013
23,23,"Ken Duke",87,2,43,"Total3Putts510",2013
23,23,"Bob Estes",66,2,24,"Total3Putts510",2013
23,23,"Brad Fritsch",81,2,42,"Total3Putts510",2013
23,23,"Bobby Gates",49,2,16,"Total3Putts510",2013
23,23,"Brian Gay",79,2,21,"Total3Putts510",2013
23,23,"Luke Guthrie",82,2,49,"Total3Putts510",2013
23,23,"Russell Henley",80,2,33,"Total3Putts510",2013
23,23,"Morgan Hoffmann",64,2,27,"Total3Putts510",2013
23,23,"Trevor Immelman",73,2,41,"Total3Putts510",2013
23,23,"Ryo Ishikawa",72,2,39,"Total3Putts510",2013
