"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2005","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2005","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2005","FirstTeeLatePar4ScoringAverage_ROUNDS_2005","FirstTeeLatePar4ScoringAverage_AVG_2005","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2005","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,3.91,2088,534,"FirstTeeLatePar4ScoringAverage",2005
2,2,"Mark Wilson",74,3.95,874,221,"FirstTeeLatePar4ScoringAverage",2005
3,3,"Ben Crane",78,3.96,1219,308,"FirstTeeLatePar4ScoringAverage",2005
3,3,"Vijay Singh",111,3.96,2792,705,"FirstTeeLatePar4ScoringAverage",2005
3,3,"Bob Tway",87,3.96,1225,309,"FirstTeeLatePar4ScoringAverage",2005
3,3,"Charles Warren",89,3.96,832,210,"FirstTeeLatePar4ScoringAverage",2005
7,7,"Bart Bryant",91,3.98,1449,364,"FirstTeeLatePar4ScoringAverage",2005
7,7,"Joe Durant",81,3.98,1086,273,"FirstTeeLatePar4ScoringAverage",2005
7,7,"David Hearn",68,3.98,725,182,"FirstTeeLatePar4ScoringAverage",2005
7,7,"Jonathan Kaye",77,3.98,891,224,"FirstTeeLatePar4ScoringAverage",2005
7,7,"Joey Sindelar",104,3.98,1254,315,"FirstTeeLatePar4ScoringAverage",2005
7,7,"Darron Stiles",78,3.98,1042,262,"FirstTeeLatePar4ScoringAverage",2005
13,13,"Brandt Jobe",96,3.99,1374,344,"FirstTeeLatePar4ScoringAverage",2005
13,13,"Roland Thatcher",75,3.99,949,238,"FirstTeeLatePar4ScoringAverage",2005
13,13,"Omar Uresti",84,3.99,801,201,"FirstTeeLatePar4ScoringAverage",2005
16,16,"Aaron Baddeley",84,4,965,241,"FirstTeeLatePar4ScoringAverage",2005
16,16,"Dan Forsman",52,4,460,115,"FirstTeeLatePar4ScoringAverage",2005
