"LatePar5ScoringAverage_RANKTHISWEEK_2008","LatePar5ScoringAverage_RANKLASTWEEK_2008","LatePar5ScoringAverage_PLAYERNAME_2008","LatePar5ScoringAverage_ROUNDS_2008","LatePar5ScoringAverage_AVG_2008","LatePar5ScoringAverage_TOTALSTROKES_2008","LatePar5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Vijay Singh",82,4.52,529,117,"LatePar5ScoringAverage",2008
2,2,"Lucas Glover",91,4.53,612,135,"LatePar5ScoringAverage",2008
2,2,"Martin Laird",98,4.53,625,138,"LatePar5ScoringAverage",2008
2,2,"Kevin Sutherland",98,4.53,639,141,"LatePar5ScoringAverage",2008
5,5,"Sergio Garcia",72,4.55,551,121,"LatePar5ScoringAverage",2008
5,5,"Pat Perez",93,4.55,669,147,"LatePar5ScoringAverage",2008
5,5,"Camilo Villegas",79,4.55,546,120,"LatePar5ScoringAverage",2008
8,8,"Stephen Ames",83,4.56,588,129,"LatePar5ScoringAverage",2008
8,8,"Anthony Kim",81,4.56,598,131,"LatePar5ScoringAverage",2008
8,8,"Steve Marino",119,4.56,757,166,"LatePar5ScoringAverage",2008
8,8,"Nick Watney",96,4.56,688,151,"LatePar5ScoringAverage",2008
12,12,"Robert Garrigus",90,4.57,667,146,"LatePar5ScoringAverage",2008
12,12,"Phil Mickelson",80,4.57,640,140,"LatePar5ScoringAverage",2008
12,12,"Brenden Pappas",66,4.57,466,102,"LatePar5ScoringAverage",2008
15,15,"John Riegger",73,4.58,449,98,"LatePar5ScoringAverage",2008
15,15,"Johnson Wagner",83,4.58,540,118,"LatePar5ScoringAverage",2008
17,17,"Tommy Armour III",77,4.59,583,127,"LatePar5ScoringAverage",2008
17,17,"Fred Couples",60,4.59,473,103,"LatePar5ScoringAverage",2008
17,17,"Craig Kanada",65,4.59,464,101,"LatePar5ScoringAverage",2008
20,20,"Brian Gay",102,4.6,695,151,"LatePar5ScoringAverage",2008
20,20,"Padraig Harrington",52,4.6,359,78,"LatePar5ScoringAverage",2008
20,20,"Charles Howell III",101,4.6,800,174,"LatePar5ScoringAverage",2008
20,20,"George McNeill",97,4.6,695,151,"LatePar5ScoringAverage",2008
20,20,"Rod Pampling",83,4.6,593,129,"LatePar5ScoringAverage",2008
25,25,"Ryan Palmer",69,4.61,516,112,"LatePar5ScoringAverage",2008
25,25,"Tag Ridings",88,4.61,585,127,"LatePar5ScoringAverage",2008
25,25,"Andres Romero",69,4.61,443,96,"LatePar5ScoringAverage",2008
25,25,"Bubba Watson",97,4.61,664,144,"LatePar5ScoringAverage",2008
29,29,"Stewart Cink",87,4.62,660,143,"LatePar5ScoringAverage",2008
30,30,"Ben Crane",86,4.63,634,137,"LatePar5ScoringAverage",2008
30,30,"Brian Davis",108,4.63,913,197,"LatePar5ScoringAverage",2008
30,30,"Frank Lickliter II",107,4.63,634,137,"LatePar5ScoringAverage",2008
30,30,"Bob Tway",70,4.63,458,99,"LatePar5ScoringAverage",2008
34,34,"Paul Casey",55,4.64,334,72,"LatePar5ScoringAverage",2008
34,34,"KJ Choi",74,4.64,524,113,"LatePar5ScoringAverage",2008
34,34,"Chris DiMarco",87,4.64,613,132,"LatePar5ScoringAverage",2008
34,34,"Matt Kuchar",88,4.64,636,137,"LatePar5ScoringAverage",2008
34,34,"Troy Matteson",94,4.64,719,155,"LatePar5ScoringAverage",2008
34,34,"John Merrick",98,4.64,844,182,"LatePar5ScoringAverage",2008
34,34,"Chris Stroud",81,4.64,571,123,"LatePar5ScoringAverage",2008
41,41,"Stuart Appleby",87,4.65,679,146,"LatePar5ScoringAverage",2008
41,41,"Jim Furyk",95,4.65,753,162,"LatePar5ScoringAverage",2008
41,41,"Michael Letzig",88,4.65,720,155,"LatePar5ScoringAverage",2008
41,41,"Sean OHair",81,4.65,576,124,"LatePar5ScoringAverage",2008
41,41,"Tom Pernice Jr",104,4.65,661,142,"LatePar5ScoringAverage",2008
41,41,"Rory Sabbatini",77,4.65,525,113,"LatePar5ScoringAverage",2008
41,41,"Kevin Stadler",90,4.65,661,142,"LatePar5ScoringAverage",2008
41,41,"Scott Sterling",89,4.65,623,134,"LatePar5ScoringAverage",2008
41,41,"Bo Van Pelt",101,4.65,762,164,"LatePar5ScoringAverage",2008
50,50,"Woody Austin",109,4.66,750,161,"LatePar5ScoringAverage",2008
50,50,"Tim Clark",90,4.66,671,144,"LatePar5ScoringAverage",2008
50,50,"Jason Day",81,4.66,653,140,"LatePar5ScoringAverage",2008
50,50,"Bill Haas",99,4.66,732,157,"LatePar5ScoringAverage",2008
50,50,"Brandt Jobe",52,4.66,340,73,"LatePar5ScoringAverage",2008
50,50,"Kent Jones",68,4.66,508,109,"LatePar5ScoringAverage",2008
50,50,"Matt Jones",95,4.66,610,131,"LatePar5ScoringAverage",2008
50,50,"Jerry Kelly",89,4.66,685,147,"LatePar5ScoringAverage",2008
50,50,"Adam Scott",51,4.66,331,71,"LatePar5ScoringAverage",2008
59,59,"Chad Campbell",94,4.67,696,149,"LatePar5ScoringAverage",2008
59,59,"Mark Hensby",71,4.67,598,128,"LatePar5ScoringAverage",2008
59,59,"John Huston",56,4.67,481,103,"LatePar5ScoringAverage",2008
59,59,"Kevin Na",97,4.67,700,150,"LatePar5ScoringAverage",2008
59,59,"Joe Ogilvie",100,4.67,654,140,"LatePar5ScoringAverage",2008
59,59,"Chris Riley",51,4.67,378,81,"LatePar5ScoringAverage",2008
59,59,"Brett Rumford",72,4.67,495,106,"LatePar5ScoringAverage",2008
59,59,"John Senden",93,4.67,523,112,"LatePar5ScoringAverage",2008
59,59,"David Toms",70,4.67,448,96,"LatePar5ScoringAverage",2008
59,59,"Omar Uresti",74,4.67,518,111,"LatePar5ScoringAverage",2008
69,69,"Bart Bryant",81,4.68,534,114,"LatePar5ScoringAverage",2008
69,69,"Angel Cabrera",55,4.68,356,76,"LatePar5ScoringAverage",2008
69,69,"Ernie Els",51,4.68,393,84,"LatePar5ScoringAverage",2008
69,69,"Carlos Franco",73,4.68,562,120,"LatePar5ScoringAverage",2008
69,69,"Mathew Goggin",91,4.68,650,139,"LatePar5ScoringAverage",2008
69,69,"Mathias Gronberg",87,4.68,557,119,"LatePar5ScoringAverage",2008
69,69,"JB Holmes",86,4.68,637,136,"LatePar5ScoringAverage",2008
69,69,"Peter Lonard",92,4.68,571,122,"LatePar5ScoringAverage",2008
69,69,"Rocco Mediate",87,4.68,608,130,"LatePar5ScoringAverage",2008
69,69,"Kenny Perry",97,4.68,740,158,"LatePar5ScoringAverage",2008
69,69,"Tim Petrovic",97,4.68,720,154,"LatePar5ScoringAverage",2008
69,69,"Kevin Streelman",114,4.68,847,181,"LatePar5ScoringAverage",2008
81,81,"Todd Demsey",80,4.69,553,118,"LatePar5ScoringAverage",2008
81,81,"Ken Duke",116,4.69,882,188,"LatePar5ScoringAverage",2008
81,81,"Brad Elder",67,4.69,478,102,"LatePar5ScoringAverage",2008
81,81,"Tommy Gainey",60,4.69,436,93,"LatePar5ScoringAverage",2008
81,81,"Nathan Green",95,4.69,671,143,"LatePar5ScoringAverage",2008
81,81,"Todd Hamilton",92,4.69,656,140,"LatePar5ScoringAverage",2008
81,81,"Billy Mayfair",103,4.69,717,153,"LatePar5ScoringAverage",2008
81,81,"Corey Pavin",69,4.69,399,85,"LatePar5ScoringAverage",2008
81,81,"Nicholas Thompson",113,4.69,812,173,"LatePar5ScoringAverage",2008
90,90,"Cameron Beckman",87,4.7,663,141,"LatePar5ScoringAverage",2008
90,90,"Rich Beem",90,4.7,597,127,"LatePar5ScoringAverage",2008
90,90,"Daniel Chopra",84,4.7,616,131,"LatePar5ScoringAverage",2008
90,90,"Justin Leonard",101,4.7,668,142,"LatePar5ScoringAverage",2008
90,90,"Davis Love III",78,4.7,545,116,"LatePar5ScoringAverage",2008
90,90,"Shigeki Maruyama",50,4.7,390,83,"LatePar5ScoringAverage",2008
90,90,"Parker McLachlin",88,4.7,644,137,"LatePar5ScoringAverage",2008
90,90,"Steve Stricker",75,4.7,522,111,"LatePar5ScoringAverage",2008
90,90,"Scott Verplank",82,4.7,620,132,"LatePar5ScoringAverage",2008
90,90,"Charles Warren",79,4.7,630,134,"LatePar5ScoringAverage",2008
90,90,"Mike Weir",88,4.7,714,152,"LatePar5ScoringAverage",2008
101,101,"Aaron Baddeley",76,4.71,560,119,"LatePar5ScoringAverage",2008
101,101,"Justin Bolli",87,4.71,640,136,"LatePar5ScoringAverage",2008
101,101,"Gavin Coles",54,4.71,358,76,"LatePar5ScoringAverage",2008
101,101,"Joe Durant",92,4.71,608,129,"LatePar5ScoringAverage",2008
101,101,"Steve Elkington",84,4.71,627,133,"LatePar5ScoringAverage",2008
101,101,"Charley Hoffman",94,4.71,593,126,"LatePar5ScoringAverage",2008
101,101,"Dustin Johnson",92,4.71,645,137,"LatePar5ScoringAverage",2008
101,101,"Will Ma Kenzie",62,4.71,457,97,"LatePar5ScoringAverage",2008
101,101,"Jesper Parnevik",88,4.71,593,126,"LatePar5ScoringAverage",2008
