"AveragePuttingDistanceAll1putts_RANKTHISWEEK_2007","AveragePuttingDistanceAll1putts_RANKLASTWEEK_2007","AveragePuttingDistanceAll1putts_PLAYERNAME_2007","AveragePuttingDistanceAll1putts_ROUNDS_2007","AveragePuttingDistanceAll1putts_AVG_2007","AveragePuttingDistanceAll1putts_DISTANCEFEET_2007","AveragePuttingDistanceAll1putts_TOTALPUTTS_2007","stat_name","year"
1,1,"Jesper Parnevik",88,NA,4710.75,558,"AveragePuttingDistanceAll1putts",2007
2,2,"Tiger Woods",63,NA,2571.917,313,"AveragePuttingDistanceAll1putts",2007
3,3,"Robert Garrigus",95,NA,4493.083,548,"AveragePuttingDistanceAll1putts",2007
3,3,"Frank Lickliter II",95,NA,4843.917,594,"AveragePuttingDistanceAll1putts",2007
5,5,"Tag Ridings",52,NA,2666.917,330,"AveragePuttingDistanceAll1putts",2007
5,5,"Joey Sindelar",75,NA,3359.417,417,"AveragePuttingDistanceAll1putts",2007
7,7,"Ryan Armour",107,NA,5079.917,633,"AveragePuttingDistanceAll1putts",2007
8,8,"Tommy Armour III",81,NA,3498.167,440,"AveragePuttingDistanceAll1putts",2007
8,8,"Dicky Pride",71,NA,3420,434,"AveragePuttingDistanceAll1putts",2007
8,8,"Michael Putnam",96,NA,3979.417,505,"AveragePuttingDistanceAll1putts",2007
11,11,"Steve Allan",63,NA,2941.417,376,"AveragePuttingDistanceAll1putts",2007
11,11,"Chad Campbell",96,NA,3621.667,464,"AveragePuttingDistanceAll1putts",2007
11,11,"Zach Johnson",76,NA,3403.167,436,"AveragePuttingDistanceAll1putts",2007
14,14,"Tim Clark",66,NA,3307.667,426,"AveragePuttingDistanceAll1putts",2007
14,14,"Lee Janzen",66,NA,2638.75,339,"AveragePuttingDistanceAll1putts",2007
14,14,"Billy Mayfair",98,NA,4217.417,542,"AveragePuttingDistanceAll1putts",2007
14,14,"Sean OHair",98,NA,4600.583,596,"AveragePuttingDistanceAll1putts",2007
14,14,"Henrik Stenson",52,NA,1994.75,258,"AveragePuttingDistanceAll1putts",2007
19,19,"Robert Allenby",90,NA,3711.667,483,"AveragePuttingDistanceAll1putts",2007
19,19,"Briny Baird",115,NA,5411.167,702,"AveragePuttingDistanceAll1putts",2007
19,19,"Jonathan Byrd",73,NA,3627.25,475,"AveragePuttingDistanceAll1putts",2007
19,19,"Stewart Cink",91,NA,3876.25,507,"AveragePuttingDistanceAll1putts",2007
19,19,"Brian Davis",101,NA,4642.5,606,"AveragePuttingDistanceAll1putts",2007
19,19,"Jason Dufner",100,NA,4531.5,592,"AveragePuttingDistanceAll1putts",2007
19,19,"Robert Gamez",88,NA,3679.333,481,"AveragePuttingDistanceAll1putts",2007
19,19,"Charles Howell III",89,NA,3422.5,446,"AveragePuttingDistanceAll1putts",2007
19,19,"Steve Lowery",74,NA,3528.667,462,"AveragePuttingDistanceAll1putts",2007
19,19,"Will Ma Kenzie",100,NA,4693.083,609,"AveragePuttingDistanceAll1putts",2007
19,19,"Shaun Micheel",91,NA,3547.167,462,"AveragePuttingDistanceAll1putts",2007
19,19,"Ryan Moore",92,NA,4171.333,542,"AveragePuttingDistanceAll1putts",2007
19,19,"Jeff Overton",60,NA,2777,361,"AveragePuttingDistanceAll1putts",2007
19,19,"Rod Pampling",92,NA,3830.583,498,"AveragePuttingDistanceAll1putts",2007
33,33,"Cameron Beckman",96,NA,4267.167,560,"AveragePuttingDistanceAll1putts",2007
33,33,"DJ Brigman",67,NA,2674.333,351,"AveragePuttingDistanceAll1putts",2007
33,33,"Bart Bryant",87,NA,3842.083,507,"AveragePuttingDistanceAll1putts",2007
33,33,"Tom Byrum",50,NA,1965,260,"AveragePuttingDistanceAll1putts",2007
33,33,"Glen Day",85,NA,3855.5,507,"AveragePuttingDistanceAll1putts",2007
33,33,"Fred Funk",65,NA,2821.583,372,"AveragePuttingDistanceAll1putts",2007
33,33,"Paul Goydos",60,NA,2747.833,362,"AveragePuttingDistanceAll1putts",2007
33,33,"Joe Ogilvie",102,NA,4845.75,641,"AveragePuttingDistanceAll1putts",2007
33,33,"Pat Perez",84,NA,3466.917,455,"AveragePuttingDistanceAll1putts",2007
33,33,"Jeff Quinney",95,NA,4490.083,589,"AveragePuttingDistanceAll1putts",2007
33,33,"Vaughn Taylor",91,NA,3990.583,527,"AveragePuttingDistanceAll1putts",2007
33,33,"Charles Warren",101,NA,4579.5,601,"AveragePuttingDistanceAll1putts",2007
45,45,"Michael Allen",74,NA,3233.083,429,"AveragePuttingDistanceAll1putts",2007
45,45,"Billy Andrade",88,NA,3954.167,527,"AveragePuttingDistanceAll1putts",2007
45,45,"Rich Beem",89,NA,3677.333,493,"AveragePuttingDistanceAll1putts",2007
45,45,"John Daly",59,NA,2511.583,336,"AveragePuttingDistanceAll1putts",2007
45,45,"Brendon de Jonge",76,NA,3344.167,447,"AveragePuttingDistanceAll1putts",2007
45,45,"Joe Durant",88,NA,3232.833,432,"AveragePuttingDistanceAll1putts",2007
45,45,"Sergio Garcia",68,NA,2964,397,"AveragePuttingDistanceAll1putts",2007
45,45,"Scott Gutschewski",67,NA,2896.75,385,"AveragePuttingDistanceAll1putts",2007
45,45,"Mark Hensby",81,NA,3937.583,525,"AveragePuttingDistanceAll1putts",2007
45,45,"Freddie Jacobson",70,NA,3763,501,"AveragePuttingDistanceAll1putts",2007
45,45,"Stephen Leaney",82,NA,3638.417,483,"AveragePuttingDistanceAll1putts",2007
45,45,"Justin Leonard",95,NA,4432.5,590,"AveragePuttingDistanceAll1putts",2007
45,45,"Jeff Maggert",79,NA,3926,522,"AveragePuttingDistanceAll1putts",2007
45,45,"Jason Schultz",63,NA,2723.667,362,"AveragePuttingDistanceAll1putts",2007
45,45,"Brett Wetterich",88,NA,3377.917,452,"AveragePuttingDistanceAll1putts",2007
45,45,"Dean Wilson",92,NA,4046.417,537,"AveragePuttingDistanceAll1putts",2007
61,61,"Eric Axley",107,NA,4896.25,659,"AveragePuttingDistanceAll1putts",2007
61,61,"Rich Barcelo",80,NA,3894.083,524,"AveragePuttingDistanceAll1putts",2007
61,61,"Luke Donald",69,NA,2804.833,377,"AveragePuttingDistanceAll1putts",2007
61,61,"Lucas Glover",98,NA,4030.5,545,"AveragePuttingDistanceAll1putts",2007
61,61,"Jeff Gove",103,NA,4225.75,569,"AveragePuttingDistanceAll1putts",2007
61,61,"Richard Johnson",93,NA,4081.5,548,"AveragePuttingDistanceAll1putts",2007
61,61,"Kent Jones",97,NA,4452.75,602,"AveragePuttingDistanceAll1putts",2007
61,61,"Troy Matteson",87,NA,3956,536,"AveragePuttingDistanceAll1putts",2007
61,61,"Parker McLachlin",83,NA,3971.583,535,"AveragePuttingDistanceAll1putts",2007
61,61,"John Merrick",92,NA,3771.667,507,"AveragePuttingDistanceAll1putts",2007
61,61,"Bryce Molder",56,NA,2526.083,341,"AveragePuttingDistanceAll1putts",2007
61,61,"Ryan Palmer",91,NA,4234.75,570,"AveragePuttingDistanceAll1putts",2007
61,61,"Tim Petrovic",106,NA,5317.333,716,"AveragePuttingDistanceAll1putts",2007
61,61,"Charlie Wi",90,NA,4286.333,576,"AveragePuttingDistanceAll1putts",2007
61,61,"Mark Wilson",87,NA,3604.083,486,"AveragePuttingDistanceAll1putts",2007
76,76,"Stephen Ames",81,NA,3090,423,"AveragePuttingDistanceAll1putts",2007
76,76,"Craig Bowden",78,NA,3551.25,486,"AveragePuttingDistanceAll1putts",2007
76,76,"Mark Calcavecchia",93,NA,4018.583,550,"AveragePuttingDistanceAll1putts",2007
76,76,"Daniel Chopra",106,NA,5065.083,692,"AveragePuttingDistanceAll1putts",2007
76,76,"Steve Elkington",87,NA,3830.75,523,"AveragePuttingDistanceAll1putts",2007
76,76,"Jason Gore",86,NA,4018.5,551,"AveragePuttingDistanceAll1putts",2007
76,76,"Tim Herron",98,NA,4076.583,557,"AveragePuttingDistanceAll1putts",2007
76,76,"Jarrod Lyle",77,NA,3547.333,486,"AveragePuttingDistanceAll1putts",2007
76,76,"George McNeill",95,NA,4328.5,587,"AveragePuttingDistanceAll1putts",2007
76,76,"Carl Pettersson",111,NA,4913.25,672,"AveragePuttingDistanceAll1putts",2007
76,76,"Jeff Sluman",60,NA,1966.417,269,"AveragePuttingDistanceAll1putts",2007
76,76,"Paul Stankowski",52,NA,2081.917,283,"AveragePuttingDistanceAll1putts",2007
76,76,"Chris Stroud",66,NA,2822.667,383,"AveragePuttingDistanceAll1putts",2007
76,76,"David Toms",80,NA,3361.167,458,"AveragePuttingDistanceAll1putts",2007
90,90,"Ben Curtis",80,NA,3219.667,444,"AveragePuttingDistanceAll1putts",2007
90,90,"Ernie Els",59,NA,2252.167,309,"AveragePuttingDistanceAll1putts",2007
90,90,"Bob Estes",88,NA,4377.833,603,"AveragePuttingDistanceAll1putts",2007
90,90,"Steve Flesch",100,NA,4503.917,621,"AveragePuttingDistanceAll1putts",2007
90,90,"Mathew Goggin",97,NA,4184.667,577,"AveragePuttingDistanceAll1putts",2007
90,90,"Bob Heintz",85,NA,3890.167,535,"AveragePuttingDistanceAll1putts",2007
90,90,"Matt Hendrix",63,NA,2564.333,352,"AveragePuttingDistanceAll1putts",2007
90,90,"Craig Kanada",109,NA,4722.25,654,"AveragePuttingDistanceAll1putts",2007
90,90,"Tom Lehman",62,NA,2278.583,314,"AveragePuttingDistanceAll1putts",2007
90,90,"Craig Lile",77,NA,3664.333,507,"AveragePuttingDistanceAll1putts",2007
90,90,"Peter Lonard",85,NA,3677.833,510,"AveragePuttingDistanceAll1putts",2007
90,90,"Davis Love III",66,NA,2396.333,331,"AveragePuttingDistanceAll1putts",2007
90,90,"Hunter Mahan",91,NA,3478.167,480,"AveragePuttingDistanceAll1putts",2007
90,90,"John Mallinger",96,NA,4661.083,644,"AveragePuttingDistanceAll1putts",2007
90,90,"Daisuke Maruyama",86,NA,3696.917,509,"AveragePuttingDistanceAll1putts",2007
90,90,"Rocco Mediate",72,NA,3395.75,468,"AveragePuttingDistanceAll1putts",2007
90,90,"Greg Owen",81,NA,3187.417,441,"AveragePuttingDistanceAll1putts",2007
90,90,"John Senden",97,NA,3809.417,524,"AveragePuttingDistanceAll1putts",2007
90,90,"Michael Sim",52,NA,2594.5,356,"AveragePuttingDistanceAll1putts",2007
90,90,"Chris Tidland",59,NA,2533.25,350,"AveragePuttingDistanceAll1putts",2007
90,90,"Camilo Villegas",82,NA,3537.917,486,"AveragePuttingDistanceAll1putts",2007
90,90,"Duffy Waldorf",69,NA,2687.75,372,"AveragePuttingDistanceAll1putts",2007
112,112,"Jeff Brehaut",59,NA,2327.667,323,"AveragePuttingDistanceAll1putts",2007
112,112,"KJ Choi",87,NA,3515.833,493,"AveragePuttingDistanceAll1putts",2007
112,112,"Gavin Coles",87,NA,3935.167,549,"AveragePuttingDistanceAll1putts",2007
112,112,"Harrison Frazar",88,NA,3538.083,496,"AveragePuttingDistanceAll1putts",2007
112,112,"Nathan Green",103,NA,4716.583,658,"AveragePuttingDistanceAll1putts",2007
112,112,"Bill Haas",93,NA,3964.667,552,"AveragePuttingDistanceAll1putts",2007
112,112,"Anders Hansen",55,NA,1581.083,221,"AveragePuttingDistanceAll1putts",2007
112,112,"Steve Marino",106,NA,4467.75,626,"AveragePuttingDistanceAll1putts",2007
112,112,"Shigeki Maruyama",84,NA,4321.167,605,"AveragePuttingDistanceAll1putts",2007
112,112,"Justin Rose",63,NA,2042.667,284,"AveragePuttingDistanceAll1putts",2007
112,112,"Heath Slocum",101,NA,4749.5,665,"AveragePuttingDistanceAll1putts",2007
112,112,"Brandt Snedeker",105,NA,4510.417,629,"AveragePuttingDistanceAll1putts",2007
112,112,"Kevin Sutherland",85,NA,3276.25,457,"AveragePuttingDistanceAll1putts",2007
112,112,"Bo Van Pelt",104,NA,4731,657,"AveragePuttingDistanceAll1putts",2007
112,112,"Johnson Wagner",97,NA,3971.667,552,"AveragePuttingDistanceAll1putts",2007
127,127,"Jason Bohn",57,NA,2550.833,361,"AveragePuttingDistanceAll1putts",2007
127,127,"Michael Boyd",61,NA,2576.75,364,"AveragePuttingDistanceAll1putts",2007
127,127,"Mark Brooks",53,NA,1900.417,269,"AveragePuttingDistanceAll1putts",2007
127,127,"Andrew Buckle",77,NA,3445.083,484,"AveragePuttingDistanceAll1putts",2007
127,127,"Mathias Gronberg",95,NA,4422.5,628,"AveragePuttingDistanceAll1putts",2007
127,127,"Padraig Harrington",64,NA,2598.75,368,"AveragePuttingDistanceAll1putts",2007
127,127,"JP Hayes",89,NA,4068.25,577,"AveragePuttingDistanceAll1putts",2007
127,127,"JJ Henry",86,NA,3020.667,427,"AveragePuttingDistanceAll1putts",2007
127,127,"Ryuji Imada",104,NA,4900.75,694,"AveragePuttingDistanceAll1putts",2007
127,127,"Anthony Kim",93,NA,3952.667,555,"AveragePuttingDistanceAll1putts",2007
127,127,"Kevin Na",84,NA,4364.667,617,"AveragePuttingDistanceAll1putts",2007
127,127,"Arron Oberholser",69,NA,2790.167,396,"AveragePuttingDistanceAll1putts",2007
127,127,"Geoff Ogilvy",84,NA,3352.417,471,"AveragePuttingDistanceAll1putts",2007
127,127,"Corey Pavin",81,NA,3611.5,510,"AveragePuttingDistanceAll1putts",2007
127,127,"Tom Pernice Jr",104,NA,4509.75,634,"AveragePuttingDistanceAll1putts",2007
127,127,"Ted Purdy",102,NA,3901.667,553,"AveragePuttingDistanceAll1putts",2007
127,127,"Kyle Reifers",71,NA,2906.333,410,"AveragePuttingDistanceAll1putts",2007
127,127,"Jim Rutledge",59,NA,1966.917,277,"AveragePuttingDistanceAll1putts",2007
127,127,"Adam Scott",69,NA,2715.083,385,"AveragePuttingDistanceAll1putts",2007
127,127,"Kevin Stadler",95,NA,3314.75,466,"AveragePuttingDistanceAll1putts",2007
127,127,"Bob Tway",103,NA,4252.917,597,"AveragePuttingDistanceAll1putts",2007
127,127,"Bubba Watson",80,NA,3328.833,471,"AveragePuttingDistanceAll1putts",2007
127,127,"Steve Wheatcroft",73,NA,2986.333,420,"AveragePuttingDistanceAll1putts",2007
150,150,"Stuart Appleby",74,NA,2922.167,419,"AveragePuttingDistanceAll1putts",2007
150,150,"Craig Barlow",52,NA,2015.833,288,"AveragePuttingDistanceAll1putts",2007
150,150,"Chris Couch",76,NA,3563.167,509,"AveragePuttingDistanceAll1putts",2007
150,150,"Jim Furyk",84,NA,3125.5,447,"AveragePuttingDistanceAll1putts",2007
150,150,"Paul Gow",70,NA,2685.083,385,"AveragePuttingDistanceAll1putts",2007
150,150,"Tripp Isenhour",86,NA,3601.5,517,"AveragePuttingDistanceAll1putts",2007
150,150,"Jerry Kelly",101,NA,3723.5,531,"AveragePuttingDistanceAll1putts",2007
150,150,"Kenny Perry",83,NA,3495.667,500,"AveragePuttingDistanceAll1putts",2007
