"FairwayBunkerTendency_RANKTHISWEEK_2016","FairwayBunkerTendency_RANKLASTWEEK_2016","FairwayBunkerTendency_PLAYERNAME_2016","FairwayBunkerTendency_ROUNDS_2016","FairwayBunkerTendency_Pct_2016","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2016","FairwayBunkerTendency_POSSIBLEFWYS_2016","FairwayBunkerTendency_RELATIVETOPAR_2016","stat_name","year"
1,1,"Brice Garnett",29,1.9,4,208,0.75,"FairwayBunkerTendency",2016
2,2,"Abraham Ancer",26,2.7,6,223,0.5,"FairwayBunkerTendency",2016
3,2,"Thomas Aiken",42,2.8,10,359,0.5,"FairwayBunkerTendency",2016
4,4,"Luke Donald",49,2.9,13,452,0.231,"FairwayBunkerTendency",2016
5,5,"Aaron Baddeley",51,3.3,16,486,-0.125,"FairwayBunkerTendency",2016
5,5,"Justin Leonard",28,3.3,10,304,0,"FairwayBunkerTendency",2016
7,7,"David Hearn",55,3.4,20,582,0.05,"FairwayBunkerTendency",2016
8,8,"Emiliano Grillo",47,4.1,20,493,0.1,"FairwayBunkerTendency",2016
8,14,"Colt Knost",56,4.1,24,586,0.083,"FairwayBunkerTendency",2016
10,14,"DH Lee",35,4.2,14,336,0.429,"FairwayBunkerTendency",2016
11,10,"Kevin Kisner",49,4.3,20,465,0.2,"FairwayBunkerTendency",2016
11,25,"Justin Rose",35,4.3,15,349,0.133,"FairwayBunkerTendency",2016
11,18,"Mark Wilson",42,4.3,21,484,0.286,"FairwayBunkerTendency",2016
14,14,"Brendon de Jonge",55,4.4,24,540,0.167,"FairwayBunkerTendency",2016
14,8,"Adam Hadwin",53,4.4,29,652,0.172,"FairwayBunkerTendency",2016
16,11,"Padraig Harrington",38,4.5,20,441,0.4,"FairwayBunkerTendency",2016
16,28,"Justin Hicks",26,4.5,15,332,0.133,"FairwayBunkerTendency",2016
18,21,"Brett Stegmaier",57,4.6,30,648,0.133,"FairwayBunkerTendency",2016
19,21,"Ken Duke",26,4.7,13,276,0.154,"FairwayBunkerTendency",2016
19,21,"Graeme McDowell",33,4.7,15,322,-0.067,"FairwayBunkerTendency",2016
21,28,"Sung Kang",51,4.8,27,564,0.148,"FairwayBunkerTendency",2016
21,25,"Andrew Landry",24,4.8,8,168,0.375,"FairwayBunkerTendency",2016
21,18,"Ryan Moore",40,4.8,18,374,0.111,"FairwayBunkerTendency",2016
21,21,"Scott Stallings",46,4.8,25,526,0.28,"FairwayBunkerTendency",2016
25,25,"George McNeill",33,4.9,19,385,0.316,"FairwayBunkerTendency",2016
26,30,"Jon Curran",55,5,28,558,0.25,"FairwayBunkerTendency",2016
26,31,"Hideki Matsuyama",40,5,18,363,0.167,"FairwayBunkerTendency",2016
28,35,"Roberto Castro",55,5.1,33,642,0.212,"FairwayBunkerTendency",2016
29,11,"Derek Ernst",36,5.2,16,306,0.188,"FairwayBunkerTendency",2016
29,31,"Russell Knox",48,5.2,21,405,0,"FairwayBunkerTendency",2016
29,11,"David Toms",38,5.2,23,446,0.087,"FairwayBunkerTendency",2016
32,59,"Alex Cejka",47,5.3,23,435,0.13,"FairwayBunkerTendency",2016
32,35,"John Huh",51,5.3,32,609,0.344,"FairwayBunkerTendency",2016
32,14,"Scott Langley",41,5.3,23,431,0.348,"FairwayBunkerTendency",2016
32,35,"Peter Malnati",53,5.3,31,589,0.097,"FairwayBunkerTendency",2016
36,35,"Jason Bohn",37,5.4,22,406,0.182,"FairwayBunkerTendency",2016
36,46,"Ben Crane",48,5.4,28,514,0.25,"FairwayBunkerTendency",2016
36,54,"Andres Gonzales",46,5.4,25,464,0.36,"FairwayBunkerTendency",2016
36,39,"Jerry Kelly",44,5.4,21,386,0.429,"FairwayBunkerTendency",2016
36,31,"Kelly Kraft",35,5.4,15,278,0,"FairwayBunkerTendency",2016
36,46,"Danny Lee",53,5.4,27,502,0.148,"FairwayBunkerTendency",2016
36,43,"Ben Martin",48,5.4,30,559,0.233,"FairwayBunkerTendency",2016
36,39,"Bryce Molder",50,5.4,29,542,0.31,"FairwayBunkerTendency",2016
36,39,"Darron Stiles",28,5.4,12,224,0.417,"FairwayBunkerTendency",2016
45,46,"Blayne Barber",44,5.5,29,528,0.379,"FairwayBunkerTendency",2016
45,46,"Chad Campbell",54,5.5,33,599,0,"FairwayBunkerTendency",2016
45,39,"Mark Hubbard",73,5.5,45,819,0.311,"FairwayBunkerTendency",2016
45,72,"Martin Laird",46,5.5,29,526,0.172,"FairwayBunkerTendency",2016
45,46,"Spencer Levin",62,5.5,37,670,0.405,"FairwayBunkerTendency",2016
50,46,"Patton Kizzire",57,5.6,34,605,-0.088,"FairwayBunkerTendency",2016
50,72,"Andrew Loupe",50,5.6,31,557,0.387,"FairwayBunkerTendency",2016
50,59,"Greg Owen",56,5.6,33,594,0.061,"FairwayBunkerTendency",2016
50,46,"Martin Piller",37,5.6,20,360,0.25,"FairwayBunkerTendency",2016
50,59,"Scott Pinckney",53,5.6,30,540,0.467,"FairwayBunkerTendency",2016
50,64,"Henrik Stenson",30,5.6,14,248,0.143,"FairwayBunkerTendency",2016
50,72,"Boo Weekley",53,5.6,32,571,0.531,"FairwayBunkerTendency",2016
57,54,"Robert Garrigus",34,5.7,18,317,0.056,"FairwayBunkerTendency",2016
57,46,"Jim Herman",55,5.7,30,529,0.4,"FairwayBunkerTendency",2016
57,43,"Jamie Lovemark",57,5.7,39,690,0.077,"FairwayBunkerTendency",2016
57,54,"William McGirt",54,5.7,38,669,0.105,"FairwayBunkerTendency",2016
57,64,"Brendon Todd",43,5.7,27,472,0.296,"FairwayBunkerTendency",2016
62,72,"Robert Allenby",35,5.8,20,343,-0.05,"FairwayBunkerTendency",2016
62,72,"Kevin Chappell",49,5.8,32,556,0.156,"FairwayBunkerTendency",2016
62,64,"Chad Collins",45,5.8,29,499,0.31,"FairwayBunkerTendency",2016
62,59,"Lucas Lee",22,5.8,12,206,0.5,"FairwayBunkerTendency",2016
62,72,"Davis Love III",40,5.8,27,462,0.074,"FairwayBunkerTendency",2016
62,83,"Will Ma Kenzie",54,5.8,32,553,0.219,"FairwayBunkerTendency",2016
68,59,"Fabian Gomez",49,5.9,35,592,0.057,"FairwayBunkerTendency",2016
68,43,"Bill Haas",42,5.9,23,389,0.174,"FairwayBunkerTendency",2016
68,64,"Freddie Jacobson",54,5.9,32,538,0.219,"FairwayBunkerTendency",2016
68,72,"Si Woo Kim",63,5.9,43,723,-0.047,"FairwayBunkerTendency",2016
68,89,"Hunter Mahan",43,5.9,25,427,-0.04,"FairwayBunkerTendency",2016
68,64,"Scott Piercy",45,5.9,23,393,0.217,"FairwayBunkerTendency",2016
68,64,"Chez Reavie",56,5.9,38,639,0.316,"FairwayBunkerTendency",2016
68,64,"Andy Sullivan",25,5.9,13,221,0.308,"FairwayBunkerTendency",2016
76,54,"Graham DeLaet",50,6,35,579,0.314,"FairwayBunkerTendency",2016
76,72,"Brian Gay",22,6,15,249,0.333,"FairwayBunkerTendency",2016
76,127,"Jason Gore",51,6,30,497,0.367,"FairwayBunkerTendency",2016
76,143,"JB Holmes",39,6,23,383,0.087,"FairwayBunkerTendency",2016
76,83,"Whee Kim",54,6,34,567,0.235,"FairwayBunkerTendency",2016
76,72,"Dicky Pride",33,6,19,319,0.368,"FairwayBunkerTendency",2016
76,72,"Nick Taylor",57,6,37,612,0.189,"FairwayBunkerTendency",2016
83,83,"Billy Horschel",45,6.1,29,474,0.069,"FairwayBunkerTendency",2016
83,110,"Sean OHair",45,6.1,34,554,-0.118,"FairwayBunkerTendency",2016
83,121,"Carlos Ortiz",47,6.1,28,461,0.357,"FairwayBunkerTendency",2016
83,83,"Andres Romero",22,6.1,11,181,0.091,"FairwayBunkerTendency",2016
87,89,"Miguel Angel Carballo",24,6.2,12,193,0.333,"FairwayBunkerTendency",2016
87,89,"KJ Choi",47,6.2,34,552,-0.059,"FairwayBunkerTendency",2016
87,93,"Harris English",51,6.2,29,470,-0.034,"FairwayBunkerTendency",2016
87,135,"Rickie Fowler",42,6.2,28,449,0.107,"FairwayBunkerTendency",2016
87,54,"Morgan Hoffmann",43,6.2,30,486,0.033,"FairwayBunkerTendency",2016
87,96,"Luke List",51,6.2,33,530,0.121,"FairwayBunkerTendency",2016
87,83,"Harold Varner III",58,6.2,42,677,0.024,"FairwayBunkerTendency",2016
94,110,"Derek Fathauer",58,6.3,37,590,0.27,"FairwayBunkerTendency",2016
94,110,"Tony Finau",49,6.3,32,508,-0.063,"FairwayBunkerTendency",2016
94,93,"Luke Guthrie",31,6.3,18,286,0.222,"FairwayBunkerTendency",2016
94,93,"Marc Leishman",41,6.3,22,347,0.182,"FairwayBunkerTendency",2016
94,103,"Sam Saunders",40,6.3,22,352,0.409,"FairwayBunkerTendency",2016
94,103,"Kevin Streelman",46,6.3,27,430,0.148,"FairwayBunkerTendency",2016
100,96,"Jason Day",36,6.4,20,311,-0.1,"FairwayBunkerTendency",2016
100,143,"James Hahn",45,6.4,33,515,0.182,"FairwayBunkerTendency",2016
100,121,"Brian Harman",60,6.4,42,656,0.024,"FairwayBunkerTendency",2016
100,96,"Billy Hurley III",22,6.4,15,235,0.133,"FairwayBunkerTendency",2016
100,96,"Chris Kirk",51,6.4,35,544,0.029,"FairwayBunkerTendency",2016
100,96,"Jordan Spieth",34,6.4,18,280,0.278,"FairwayBunkerTendency",2016
100,110,"Kyle Stanley",57,6.4,41,638,0.341,"FairwayBunkerTendency",2016
100,83,"Jhonattan Vegas",49,6.4,32,499,-0.031,"FairwayBunkerTendency",2016
100,64,"Tim Wilkinson",40,6.4,23,362,-0.043,"FairwayBunkerTendency",2016
109,72,"Paul Casey",39,6.5,21,321,0.286,"FairwayBunkerTendency",2016
109,103,"Zach Johnson",42,6.5,30,464,0.033,"FairwayBunkerTendency",2016
109,135,"David Lingmerth",54,6.5,33,507,0.061,"FairwayBunkerTendency",2016
109,103,"Seung Yul Noh",54,6.5,39,602,-0.026,"FairwayBunkerTendency",2016
109,127,"DA Points",32,6.5,18,277,0.333,"FairwayBunkerTendency",2016
109,103,"Wes Roach",33,6.5,19,293,0.105,"FairwayBunkerTendency",2016
109,127,"Patrick Rodgers",49,6.5,35,538,0.171,"FairwayBunkerTendency",2016
109,110,"Justin Thomas",53,6.5,33,511,0.121,"FairwayBunkerTendency",2016
109,96,"Will Wilcox",47,6.5,35,540,0,"FairwayBunkerTendency",2016
118,31,"Byeong Hun An",23,6.6,12,182,0.5,"FairwayBunkerTendency",2016
118,143,"Stuart Appleby",39,6.6,33,497,0.152,"FairwayBunkerTendency",2016
118,143,"Daniel Berger",52,6.6,33,498,0.182,"FairwayBunkerTendency",2016
118,110,"JJ Henry",44,6.6,37,563,0.27,"FairwayBunkerTendency",2016
118,135,"Jason Kokrak",52,6.6,37,564,0.135,"FairwayBunkerTendency",2016
118,110,"Henrik Norlander",41,6.6,24,361,0.125,"FairwayBunkerTendency",2016
118,110,"Cameron Percy",22,6.6,13,196,0.308,"FairwayBunkerTendency",2016
118,143,"Brendan Steele",48,6.6,35,530,0.171,"FairwayBunkerTendency",2016
118,110,"Steve Stricker",25,6.6,19,287,0.158,"FairwayBunkerTendency",2016
118,89,"Johnson Wagner",44,6.6,31,473,0.452,"FairwayBunkerTendency",2016
128,135,"Jonas Blixt",46,6.7,34,508,0.206,"FairwayBunkerTendency",2016
128,121,"Scott Brown",59,6.7,37,554,0.324,"FairwayBunkerTendency",2016
128,110,"Retief Goosen",37,6.7,29,436,0.241,"FairwayBunkerTendency",2016
128,135,"Matt Jones",45,6.7,26,389,0.423,"FairwayBunkerTendency",2016
128,121,"Carl Pettersson",31,6.7,26,388,0.346,"FairwayBunkerTendency",2016
128,110,"Webb Simpson",34,6.7,26,389,0.192,"FairwayBunkerTendency",2016
128,96,"Vijay Singh",42,6.7,34,509,0.353,"FairwayBunkerTendency",2016
128,169,"Brian Stuard",24,6.7,17,252,0.294,"FairwayBunkerTendency",2016
136,135,"Ricky Barnes",57,6.8,41,603,0.073,"FairwayBunkerTendency",2016
136,127,"Charlie Beljan",26,6.8,16,235,0.688,"FairwayBunkerTendency",2016
136,127,"Shane Bertsch",30,6.8,18,266,0,"FairwayBunkerTendency",2016
136,127,"Jason Dufner",53,6.8,33,484,0.091,"FairwayBunkerTendency",2016
136,143,"Ernie Els",34,6.8,26,385,0.192,"FairwayBunkerTendency",2016
136,127,"Matt Kuchar",46,6.8,29,427,0.138,"FairwayBunkerTendency",2016
136,127,"Rob Oppenheim",37,6.8,26,381,0.462,"FairwayBunkerTendency",2016
136,164,"Camilo Villegas",50,6.8,39,577,0.231,"FairwayBunkerTendency",2016
144,103,"Tyler Aldridge",53,6.9,39,568,0.256,"FairwayBunkerTendency",2016
144,157,"Chris Stroud",52,6.9,39,565,0.205,"FairwayBunkerTendency",2016
144,135,"Hudson Swafford",52,6.9,37,539,0.054,"FairwayBunkerTendency",2016
147,159,"Angel Cabrera",42,7,31,446,0.29,"FairwayBunkerTendency",2016
147,143,"Stewart Cink",45,7,32,458,0.156,"FairwayBunkerTendency",2016
147,143,"Russell Henley",42,7,36,512,0.139,"FairwayBunkerTendency",2016
147,143,"Kevin Na",52,7,32,457,0.25,"FairwayBunkerTendency",2016
147,103,"Ollie Schniederjans",23,7,18,258,0.167,"FairwayBunkerTendency",2016
147,121,"Tyrone Van Aswegen",67,7,50,712,0.24,"FairwayBunkerTendency",2016
153,153,"Smylie Kaufman",57,7.1,40,567,0.175,"FairwayBunkerTendency",2016
153,159,"Steve Wheatcroft",53,7.1,41,581,0.22,"FairwayBunkerTendency",2016
155,154,"Keegan Bradley",40,7.2,27,374,0.185,"FairwayBunkerTendency",2016
155,154,"Sergio Garcia",28,7.2,13,180,-0.077,"FairwayBunkerTendency",2016
155,121,"Steve Marino",40,7.2,27,373,0.481,"FairwayBunkerTendency",2016
155,143,"Shawn Stefani",45,7.2,35,483,0.343,"FairwayBunkerTendency",2016
155,173,"Daniel Summerhays",55,7.2,43,596,0.233,"FairwayBunkerTendency",2016
155,135,"Vaughn Taylor",30,7.2,25,346,0.36,"FairwayBunkerTendency",2016
161,164,"Zac Blair",56,7.4,43,584,0.07,"FairwayBunkerTendency",2016
161,159,"Charl Schwartzel",29,7.4,20,270,0,"FairwayBunkerTendency",2016
161,154,"John Senden",48,7.4,41,555,0.049,"FairwayBunkerTendency",2016
161,159,"Michael Thompson",46,7.4,32,434,0.25,"FairwayBunkerTendency",2016
161,159,"Cameron Tringale",47,7.4,41,554,0.098,"FairwayBunkerTendency",2016
166,171,"Jeff Overton",51,7.5,46,611,0.283,"FairwayBunkerTendency",2016
166,164,"Brandt Snedeker",47,7.5,36,478,0.222,"FairwayBunkerTendency",2016
166,164,"DJ Trahan",23,7.5,11,146,0.182,"FairwayBunkerTendency",2016
169,175,"Jamie Donaldson",28,7.6,22,290,0.091,"FairwayBunkerTendency",2016
169,174,"Charles Howell III",63,7.6,52,688,0.115,"FairwayBunkerTendency",2016
169,169,"Pat Perez",28,7.6,18,236,0.167,"FairwayBunkerTendency",2016
172,171,"Troy Merritt",41,7.7,31,404,0.258,"FairwayBunkerTendency",2016
172,164,"Patrick Reed",53,7.7,34,444,0.029,"FairwayBunkerTendency",2016
174,189,"Steven Bowditch",40,7.8,30,383,0.4,"FairwayBunkerTendency",2016
174,179,"Dawie van der Walt",48,7.8,37,473,0.081,"FairwayBunkerTendency",2016
176,185,"Bronson Burgoon",53,8,42,524,0.238,"FairwayBunkerTendency",2016
177,195,"Erik Compton",45,8.1,36,443,0.333,"FairwayBunkerTendency",2016
177,178,"Matt Every",34,8.1,32,397,0.25,"FairwayBunkerTendency",2016
177,193,"Hiroshi Iwata",51,8.1,38,469,0.263,"FairwayBunkerTendency",2016
177,179,"Francesco Molinari",36,8.1,37,457,0.243,"FairwayBunkerTendency",2016
177,175,"Kyle Reifers",63,8.1,54,666,0.315,"FairwayBunkerTendency",2016
182,179,"Rhein Gibson",36,8.2,29,355,0.241,"FairwayBunkerTendency",2016
182,185,"Lucas Glover",53,8.2,54,655,0.111,"FairwayBunkerTendency",2016
182,179,"Dustin Johnson",37,8.2,23,281,0.348,"FairwayBunkerTendency",2016
182,179,"Brooks Koepka",39,8.2,32,388,0.031,"FairwayBunkerTendency",2016
182,157,"Ian Poulter",37,8.2,26,317,0.231,"FairwayBunkerTendency",2016
187,189,"Tom Hoge",47,8.3,40,482,0.25,"FairwayBunkerTendency",2016
187,175,"Michael Kim",62,8.3,59,707,0.085,"FairwayBunkerTendency",2016
187,179,"Phil Mickelson",37,8.3,31,372,0,"FairwayBunkerTendency",2016
187,185,"Bernd Wiesberger",23,8.3,14,168,0.5,"FairwayBunkerTendency",2016
191,189,"Bubba Watson",30,8.4,20,239,0.05,"FairwayBunkerTendency",2016
192,192,"Branden Grace",31,8.5,21,247,0.143,"FairwayBunkerTendency",2016
192,195,"Rory McIlroy",37,8.5,26,305,0.115,"FairwayBunkerTendency",2016
194,202,"Chesson Hadley",51,8.6,45,523,0.156,"FairwayBunkerTendency",2016
194,185,"Gary Woodland",45,8.6,41,478,0.171,"FairwayBunkerTendency",2016
