"FairwayBunkerTendency_RANKTHISWEEK_2016","FairwayBunkerTendency_RANKLASTWEEK_2016","FairwayBunkerTendency_PLAYERNAME_2016","FairwayBunkerTendency_ROUNDS_2016","FairwayBunkerTendency_Pct_2016","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2016","FairwayBunkerTendency_POSSIBLEFWYS_2016","FairwayBunkerTendency_RELATIVETOPAR_2016","stat_name","year"
196,200,"Geoff Ogilvy",37,8.7,36,415,0.139,"FairwayBunkerTendency",2016
196,194,"Rory Sabbatini",40,8.7,30,343,0.1,"FairwayBunkerTendency",2016
198,195,"Louis Oosthuizen",25,8.8,12,136,0.167,"FairwayBunkerTendency",2016
198,195,"Ryan Palmer",46,8.8,51,579,0.196,"FairwayBunkerTendency",2016
200,199,"Matthew Fitzpatrick",23,8.9,15,168,0.267,"FairwayBunkerTendency",2016
201,203,"Cameron Smith",45,9,32,357,0.063,"FairwayBunkerTendency",2016
202,206,"Anirban Lahiri",44,9.1,33,362,0.273,"FairwayBunkerTendency",2016
203,203,"Robert Streb",51,9.2,42,459,0.286,"FairwayBunkerTendency",2016
204,201,"Charley Hoffman",49,9.3,46,497,0.087,"FairwayBunkerTendency",2016
205,203,"Adam Scott",39,9.6,32,335,0.125,"FairwayBunkerTendency",2016
206,207,"Jimmy Walker",43,10,44,442,0.182,"FairwayBunkerTendency",2016
207,208,"Shane Lowry",35,11.8,33,279,0.152,"FairwayBunkerTendency",2016
