"Front9Par3ScoringAverage_RANKTHISWEEK_2015","Front9Par3ScoringAverage_RANKLASTWEEK_2015","Front9Par3ScoringAverage_PLAYERNAME_2015","Front9Par3ScoringAverage_ROUNDS_2015","Front9Par3ScoringAverage_AVG_2015","Front9Par3ScoringAverage_TOTALSTROKES_2015","Front9Par3ScoringAverage_TOTALHOLES_2015","stat_name","year"
64,64,"Cameron Tringale",96,3.03,569,188,"Front9Par3ScoringAverage",2015
81,81,"Chad Collins",79,3.04,484,159,"Front9Par3ScoringAverage",2015
81,81,"Jason Dufner",76,3.04,432,142,"Front9Par3ScoringAverage",2015
81,81,"Chesson Hadley",101,3.04,617,203,"Front9Par3ScoringAverage",2015
81,81,"Whee Kim",71,3.04,423,139,"Front9Par3ScoringAverage",2015
81,81,"Kevin Kisner",104,3.04,629,207,"Front9Par3ScoringAverage",2015
81,81,"Marc Leishman",74,3.04,414,136,"Front9Par3ScoringAverage",2015
81,81,"Spencer Levin",99,3.04,592,195,"Front9Par3ScoringAverage",2015
81,81,"David Lingmerth",90,3.04,538,177,"Front9Par3ScoringAverage",2015
81,81,"Davis Love III",51,3.04,313,103,"Front9Par3ScoringAverage",2015
81,81,"Chez Reavie",56,3.04,344,113,"Front9Par3ScoringAverage",2015
81,81,"Bo Van Pelt",81,3.04,483,159,"Front9Par3ScoringAverage",2015
81,81,"Nick Watney",91,3.04,556,183,"Front9Par3ScoringAverage",2015
81,81,"Gary Woodland",81,3.04,438,144,"Front9Par3ScoringAverage",2015
94,94,"Roberto Castro",54,3.05,308,101,"Front9Par3ScoringAverage",2015
94,94,"Ernie Els",57,3.05,339,111,"Front9Par3ScoringAverage",2015
94,94,"Harris English",105,3.05,609,200,"Front9Par3ScoringAverage",2015
94,94,"Jim Furyk",71,3.05,381,125,"Front9Par3ScoringAverage",2015
94,94,"Retief Goosen",81,3.05,458,150,"Front9Par3ScoringAverage",2015
94,94,"Jason Gore",76,3.05,442,145,"Front9Par3ScoringAverage",2015
94,94,"James Hahn",94,3.05,570,187,"Front9Par3ScoringAverage",2015
94,94,"John Huh",102,3.05,620,203,"Front9Par3ScoringAverage",2015
94,94,"Matt Kuchar",97,3.05,562,184,"Front9Par3ScoringAverage",2015
94,94,"Seung Yul Noh",65,3.05,400,131,"Front9Par3ScoringAverage",2015
94,94,"Jeff Overton",94,3.05,561,184,"Front9Par3ScoringAverage",2015
94,94,"Ryan Palmer",80,3.05,461,151,"Front9Par3ScoringAverage",2015
94,94,"Webb Simpson",81,3.05,464,152,"Front9Par3ScoringAverage",2015
94,94,"Heath Slocum",57,3.05,326,107,"Front9Par3ScoringAverage",2015
94,94,"Jordan Spieth",91,3.05,527,173,"Front9Par3ScoringAverage",2015
94,94,"Kevin Streelman",95,3.05,552,181,"Front9Par3ScoringAverage",2015
94,94,"Michael Thompson",83,3.05,497,163,"Front9Par3ScoringAverage",2015
94,94,"Steve Wheatcroft",87,3.05,509,167,"Front9Par3ScoringAverage",2015
112,112,"Robert Allenby",63,3.06,361,118,"Front9Par3ScoringAverage",2015
112,112,"Steven Bowditch",103,3.06,622,203,"Front9Par3ScoringAverage",2015
112,112,"Rickie Fowler",76,3.06,429,140,"Front9Par3ScoringAverage",2015
112,112,"Adam Hadwin",95,3.06,569,186,"Front9Par3ScoringAverage",2015
112,112,"Matt Jones",89,3.06,517,169,"Front9Par3ScoringAverage",2015
112,112,"Francesco Molinari",56,3.06,312,102,"Front9Par3ScoringAverage",2015
112,112,"Carlos Ortiz",100,3.06,588,192,"Front9Par3ScoringAverage",2015
112,112,"Brian Stuard",97,3.06,572,187,"Front9Par3ScoringAverage",2015
112,112,"Andrew Svoboda",80,3.06,477,156,"Front9Par3ScoringAverage",2015
112,112,"Jhonattan Vegas",90,3.06,527,172,"Front9Par3ScoringAverage",2015
112,112,"Will Wilcox",58,3.06,333,109,"Front9Par3ScoringAverage",2015
123,123,"Daniel Berger",97,3.07,592,193,"Front9Par3ScoringAverage",2015
123,123,"Jonas Blixt",78,3.07,451,147,"Front9Par3ScoringAverage",2015
123,123,"Jonathan Byrd",69,3.07,402,131,"Front9Par3ScoringAverage",2015
123,123,"Paul Casey",87,3.07,491,160,"Front9Par3ScoringAverage",2015
123,123,"Ryo Ishikawa",90,3.07,541,176,"Front9Par3ScoringAverage",2015
123,123,"Brooks Koepka",84,3.07,485,158,"Front9Par3ScoringAverage",2015
123,123,"John Peterson",84,3.07,515,168,"Front9Par3ScoringAverage",2015
123,123,"Carl Pettersson",106,3.07,645,210,"Front9Par3ScoringAverage",2015
123,123,"Charl Schwartzel",67,3.07,375,122,"Front9Par3ScoringAverage",2015
123,123,"Brendan Steele",88,3.07,515,168,"Front9Par3ScoringAverage",2015
123,123,"Henrik Stenson",63,3.07,356,116,"Front9Par3ScoringAverage",2015
123,123,"Camilo Villegas",83,3.07,510,166,"Front9Par3ScoringAverage",2015
135,135,"Eric Axley",57,3.08,342,111,"Front9Par3ScoringAverage",2015
135,135,"Charlie Beljan",76,3.08,446,145,"Front9Par3ScoringAverage",2015
135,135,"Greg Chalmers",58,3.08,323,105,"Front9Par3ScoringAverage",2015
135,135,"Gonzalo Fdez Castano",81,3.08,474,154,"Front9Par3ScoringAverage",2015
135,135,"Andres Gonzales",90,3.08,532,173,"Front9Par3ScoringAverage",2015
135,135,"Brian Harman",90,3.08,549,178,"Front9Par3ScoringAverage",2015
135,135,"Charley Hoffman",97,3.08,573,186,"Front9Par3ScoringAverage",2015
135,135,"JB Holmes",89,3.08,520,169,"Front9Par3ScoringAverage",2015
135,135,"Phil Mickelson",70,3.08,419,136,"Front9Par3ScoringAverage",2015
135,135,"Kevin Na",98,3.08,576,187,"Front9Par3ScoringAverage",2015
135,135,"Sean OHair",86,3.08,533,173,"Front9Par3ScoringAverage",2015
135,135,"DA Points",72,3.08,434,141,"Front9Par3ScoringAverage",2015
135,135,"Ian Poulter",68,3.08,397,129,"Front9Par3ScoringAverage",2015
135,135,"Adam Scott",51,3.08,283,92,"Front9Par3ScoringAverage",2015
135,135,"Nicholas Thompson",90,3.08,529,172,"Front9Par3ScoringAverage",2015
135,135,"Jimmy Walker",89,3.08,520,169,"Front9Par3ScoringAverage",2015
151,151,"Kevin Chappell",86,3.09,534,173,"Front9Par3ScoringAverage",2015
151,151,"Russell Henley",87,3.09,507,164,"Front9Par3ScoringAverage",2015
151,151,"Tom Hoge",83,3.09,491,159,"Front9Par3ScoringAverage",2015
151,151,"Max Homa",78,3.09,461,149,"Front9Par3ScoringAverage",2015
151,151,"Dustin Johnson",75,3.09,436,141,"Front9Par3ScoringAverage",2015
151,151,"Troy Merritt",91,3.09,565,183,"Front9Par3ScoringAverage",2015
151,151,"Louis Oosthuizen",68,3.09,377,122,"Front9Par3ScoringAverage",2015
151,151,"Scott Stallings",60,3.09,371,120,"Front9Par3ScoringAverage",2015
151,151,"Boo Weekley",79,3.09,489,158,"Front9Par3ScoringAverage",2015
160,160,"Derek Fathauer",81,3.1,481,155,"Front9Par3ScoringAverage",2015
160,160,"Padraig Harrington",60,3.1,363,117,"Front9Par3ScoringAverage",2015
160,160,"Geoff Ogilvy",50,3.1,285,92,"Front9Par3ScoringAverage",2015
163,163,"Oscar Fraustro",58,3.11,339,109,"Front9Par3ScoringAverage",2015
163,163,"Robert Garrigus",70,3.11,414,133,"Front9Par3ScoringAverage",2015
163,163,"Bill Haas",89,3.11,528,170,"Front9Par3ScoringAverage",2015
163,163,"Morgan Hoffmann",85,3.11,523,168,"Front9Par3ScoringAverage",2015
163,163,"Billy Horschel",99,3.11,588,189,"Front9Par3ScoringAverage",2015
163,163,"Chris Kirk",76,3.11,457,147,"Front9Par3ScoringAverage",2015
163,163,"Justin Leonard",61,3.11,373,120,"Front9Par3ScoringAverage",2015
163,163,"John Merrick",78,3.11,463,149,"Front9Par3ScoringAverage",2015
163,163,"John Senden",80,3.11,454,146,"Front9Par3ScoringAverage",2015
163,163,"Lee Westwood",56,3.11,311,100,"Front9Par3ScoringAverage",2015
173,173,"Lucas Glover",79,3.12,493,158,"Front9Par3ScoringAverage",2015
173,173,"Jason Kokrak",88,3.12,553,177,"Front9Par3ScoringAverage",2015
173,173,"Tim Wilkinson",73,3.12,446,143,"Front9Par3ScoringAverage",2015
176,176,"Derek Ernst",75,3.13,447,143,"Front9Par3ScoringAverage",2015
177,177,"Blayne Barber",76,3.14,468,149,"Front9Par3ScoringAverage",2015
177,177,"Jamie Donaldson",50,3.14,283,90,"Front9Par3ScoringAverage",2015
177,177,"Andres Romero",69,3.14,415,132,"Front9Par3ScoringAverage",2015
180,180,"Ken Duke",93,3.16,565,179,"Front9Par3ScoringAverage",2015
181,181,"Matt Every",73,3.18,439,138,"Front9Par3ScoringAverage",2015
182,182,"Angel Cabrera",53,3.19,338,106,"Front9Par3ScoringAverage",2015
183,183,"Greg Owen",58,3.2,362,113,"Front9Par3ScoringAverage",2015
184,184,"Hunter Mahan",88,3.23,533,165,"Front9Par3ScoringAverage",2015
