"2PuttsperRound_RANKTHISWEEK_2010","2PuttsperRound_RANKLASTWEEK_2010","2PuttsperRound_PLAYERNAME_2010","2PuttsperRound_ROUNDS_2010","2PuttsperRound_AVG_2010","2PuttsperRound_TOTAL2PUTTS_2010","2PuttsperRound_TOTALROUNDS_2010","stat_name","year"
1,1,"Troy Matteson",84,11.43,960,84,"2PuttsperRound",2010
2,2,"Mathew Goggin",85,11.21,953,85,"2PuttsperRound",2010
3,3,"John Senden",103,11.17,1151,103,"2PuttsperRound",2010
4,4,"Kevin Sutherland",86,11.02,948,86,"2PuttsperRound",2010
5,5,"Greg Owen",69,10.93,754,69,"2PuttsperRound",2010
5,5,"Brett Wetterich",54,10.93,590,54,"2PuttsperRound",2010
7,7,"Davis Love III",79,10.91,862,79,"2PuttsperRound",2010
8,8,"Rod Pampling",77,10.84,835,77,"2PuttsperRound",2010
9,9,"DJ Trahan",92,10.79,993,92,"2PuttsperRound",2010
10,10,"Chad Campbell",95,10.78,1013,94,"2PuttsperRound",2010
11,11,"Ben Curtis",78,10.77,840,78,"2PuttsperRound",2010
12,12,"Trevor Immelman",55,10.76,592,55,"2PuttsperRound",2010
13,13,"Brett Quigley",96,10.74,1031,96,"2PuttsperRound",2010
14,14,"DA Points",90,10.72,965,90,"2PuttsperRound",2010
15,15,"Sergio Garcia",58,10.67,555,52,"2PuttsperRound",2010
16,16,"Bill Haas",87,10.66,927,87,"2PuttsperRound",2010
17,17,"Kenny Perry",69,10.65,724,68,"2PuttsperRound",2010
18,18,"Bob Estes",79,10.61,838,79,"2PuttsperRound",2010
19,19,"Adam Scott",70,10.6,721,68,"2PuttsperRound",2010
20,20,"Vaughn Taylor",87,10.59,921,87,"2PuttsperRound",2010
21,21,"Rocco Mediate",71,10.58,751,71,"2PuttsperRound",2010
22,22,"Jason Bohn",84,10.57,888,84,"2PuttsperRound",2010
22,22,"Bubba Watson",77,10.57,814,77,"2PuttsperRound",2010
24,24,"James Driscoll",78,10.55,823,78,"2PuttsperRound",2010
24,24,"Sean OHair",84,10.55,865,82,"2PuttsperRound",2010
26,26,"Lucas Glover",75,10.54,780,74,"2PuttsperRound",2010
26,26,"Will Ma Kenzie",72,10.54,759,72,"2PuttsperRound",2010
28,28,"Alex Cejka",81,10.51,851,81,"2PuttsperRound",2010
29,29,"Jonathan Byrd",85,10.49,892,85,"2PuttsperRound",2010
30,30,"Stephen Ames",75,10.47,775,74,"2PuttsperRound",2010
30,30,"Vijay Singh",75,10.47,775,74,"2PuttsperRound",2010
32,32,"Steve Marino",81,10.46,847,81,"2PuttsperRound",2010
32,32,"Tim Petrovic",105,10.46,1098,105,"2PuttsperRound",2010
32,32,"Roland Thatcher",72,10.46,753,72,"2PuttsperRound",2010
35,35,"Martin Laird",91,10.45,951,91,"2PuttsperRound",2010
36,36,"Angel Cabrera",64,10.44,658,63,"2PuttsperRound",2010
36,36,"Stewart Cink",84,10.44,835,80,"2PuttsperRound",2010
36,36,"Josh Teater",101,10.44,1054,101,"2PuttsperRound",2010
39,39,"Hunter Mahan",85,10.43,876,84,"2PuttsperRound",2010
39,39,"John Rollins",81,10.43,845,81,"2PuttsperRound",2010
41,41,"Jason Dufner",87,10.41,906,87,"2PuttsperRound",2010
41,41,"Alex Prugh",88,10.41,916,88,"2PuttsperRound",2010
43,43,"Robert Allenby",76,10.39,769,74,"2PuttsperRound",2010
43,43,"Ernie Els",72,10.39,727,70,"2PuttsperRound",2010
45,45,"Ricky Barnes",103,10.37,1068,103,"2PuttsperRound",2010
46,46,"Paul Casey",64,10.36,601,58,"2PuttsperRound",2010
47,47,"David Duval",71,10.35,735,71,"2PuttsperRound",2010
47,47,"Lee Janzen",77,10.35,797,77,"2PuttsperRound",2010
47,47,"Nick Watney",91,10.35,911,88,"2PuttsperRound",2010
50,50,"Rickie Fowler",98,10.34,1013,98,"2PuttsperRound",2010
50,50,"Retief Goosen",75,10.34,734,71,"2PuttsperRound",2010
52,52,"Briny Baird",87,10.28,894,87,"2PuttsperRound",2010
52,52,"Dustin Johnson",83,10.28,843,82,"2PuttsperRound",2010
52,52,"Scott Piercy",88,10.28,905,88,"2PuttsperRound",2010
52,52,"Mark Wilson",87,10.28,894,87,"2PuttsperRound",2010
56,56,"Jerry Kelly",99,10.27,1017,99,"2PuttsperRound",2010
56,56,"Ian Poulter",55,10.27,503,49,"2PuttsperRound",2010
56,56,"YE Yang",72,10.27,719,70,"2PuttsperRound",2010
59,59,"Marc Leishman",87,10.25,892,87,"2PuttsperRound",2010
59,59,"Nicholas Thompson",88,10.25,902,88,"2PuttsperRound",2010
61,61,"Michael Letzig",84,10.23,859,84,"2PuttsperRound",2010
62,62,"Tim Clark",88,10.22,869,85,"2PuttsperRound",2010
62,62,"Steve Lowery",67,10.22,685,67,"2PuttsperRound",2010
62,62,"Scott McCarron",90,10.22,920,90,"2PuttsperRound",2010
62,62,"Steve Stricker",73,10.22,736,72,"2PuttsperRound",2010
62,62,"Camilo Villegas",78,10.22,736,72,"2PuttsperRound",2010
67,67,"Matt Kuchar",97,10.21,970,95,"2PuttsperRound",2010
67,67,"Rory McIlroy",54,10.21,531,52,"2PuttsperRound",2010
69,69,"George McNeill",79,10.2,806,79,"2PuttsperRound",2010
