"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2015","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2015","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2015","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2015","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2015","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2015","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2015","stat_name","year"
1,1,"Bubba Watson",71,71.05,188713.5,265616,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
2,2,"Dustin Johnson",75,69.98,174026.6,248682,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
3,3,"Jason Day",75,69.65,183548.3,263536,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
4,4,"JB Holmes",89,69.3,213097.6,307482,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
5,5,"Patrick Rodgers",57,68.83,151149.7,219606,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
6,6,"Brooks Koepka",84,68.01,208394.9,306427,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
7,7,"Tony Finau",106,67.87,286008.2,421392,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
8,8,"Charley Hoffman",97,67.69,235667.1,348143,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
9,9,"Ryan Palmer",80,67.62,172196.1,254639,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
10,10,"Charles Howell III",105,67.61,306387.4,453195,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
11,11,"Jason Kokrak",88,67.6,249643,369269,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
12,12,"Adam Scott",51,67.56,100266,148406,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
13,13,"Justin Thomas",106,67.52,296374.1,438960,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
14,14,"Steven Bowditch",103,67.4,276883.6,410798,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
15,15,"Sergio Garcia",59,67.29,112615.2,167357,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
16,16,"Jimmy Walker",89,67.18,201662.2,300180,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
17,17,"Hunter Mahan",88,67.17,199552.1,297066,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
18,18,"Justin Rose",69,67.13,151572.8,225803,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
19,19,"Robert Garrigus",70,67.1,168822.5,251609,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
20,20,"Charlie Beljan",76,67.08,176450.2,263061,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
20,20,"Carlos Ortiz",100,67.08,255217.2,380439,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
22,22,"Billy Horschel",99,66.99,223495.6,333601,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
23,23,"Russell Henley",87,66.97,211789.4,316229,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
24,24,"Derek Ernst",75,66.88,196034.2,293093,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
25,25,"Gary Woodland",81,66.86,167151.7,249992,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
26,26,"Phil Mickelson",70,66.84,168493.5,252088,"PercentageofYardagecoveredbyTeeShotsPar4s",2015
