"LeftRoughTendencyRTPScore_RANKTHISWEEK_2014","LeftRoughTendencyRTPScore_RANKLASTWEEK_2014","LeftRoughTendencyRTPScore_PLAYERNAME_2014","LeftRoughTendencyRTPScore_ROUNDS_2014","LeftRoughTendencyRTPScore_RTPSCORE_2014","stat_name","year"
52,52,"Andrew Loupe",65,0.052,"LeftRoughTendencyRTPScore",2014
52,52,"Josh Teater",90,0.052,"LeftRoughTendencyRTPScore",2014
55,55,"Brendon Todd",108,0.054,"LeftRoughTendencyRTPScore",2014
56,56,"Brandt Snedeker",89,0.056,"LeftRoughTendencyRTPScore",2014
57,57,"Adam Scott",68,0.057,"LeftRoughTendencyRTPScore",2014
57,57,"Robert Streb",75,0.057,"LeftRoughTendencyRTPScore",2014
59,59,"Kevin Chappell",100,0.058,"LeftRoughTendencyRTPScore",2014
60,60,"Sangmoon Bae",76,0.061,"LeftRoughTendencyRTPScore",2014
61,61,"Gary Woodland",93,0.062,"LeftRoughTendencyRTPScore",2014
62,62,"Harris English",95,0.063,"LeftRoughTendencyRTPScore",2014
62,62,"Kevin Kisner",85,0.063,"LeftRoughTendencyRTPScore",2014
64,64,"Ben Martin",80,0.064,"LeftRoughTendencyRTPScore",2014
64,64,"Jeff Overton",80,0.064,"LeftRoughTendencyRTPScore",2014
66,66,"Robert Garrigus",80,0.065,"LeftRoughTendencyRTPScore",2014
66,66,"Jim Herman",62,0.065,"LeftRoughTendencyRTPScore",2014
68,68,"Brian Gay",81,0.066,"LeftRoughTendencyRTPScore",2014
68,68,"Billy Horschel",92,0.066,"LeftRoughTendencyRTPScore",2014
68,68,"Sean OHair",77,0.066,"LeftRoughTendencyRTPScore",2014
71,71,"Jim Furyk",84,0.067,"LeftRoughTendencyRTPScore",2014
71,71,"Vijay Singh",83,0.067,"LeftRoughTendencyRTPScore",2014
73,73,"Russell Knox",92,0.068,"LeftRoughTendencyRTPScore",2014
73,73,"Mark Wilson",69,0.068,"LeftRoughTendencyRTPScore",2014
75,75,"Henrik Stenson",56,0.069,"LeftRoughTendencyRTPScore",2014
76,76,"Scott Langley",95,0.07,"LeftRoughTendencyRTPScore",2014
77,77,"Hunter Mahan",88,0.071,"LeftRoughTendencyRTPScore",2014
77,77,"Cameron Tringale",111,0.071,"LeftRoughTendencyRTPScore",2014
79,79,"Jonathan Byrd",76,0.073,"LeftRoughTendencyRTPScore",2014
79,79,"Martin Laird",66,0.073,"LeftRoughTendencyRTPScore",2014
81,81,"Chris Kirk",105,0.074,"LeftRoughTendencyRTPScore",2014
82,82,"YE Yang",79,0.075,"LeftRoughTendencyRTPScore",2014
83,83,"Angel Cabrera",69,0.076,"LeftRoughTendencyRTPScore",2014
83,83,"Tyrone Van Aswegen",79,0.076,"LeftRoughTendencyRTPScore",2014
85,85,"William McGirt",96,0.077,"LeftRoughTendencyRTPScore",2014
86,86,"Robert Allenby",83,0.083,"LeftRoughTendencyRTPScore",2014
86,86,"Graham DeLaet",80,0.083,"LeftRoughTendencyRTPScore",2014
86,86,"Danny Lee",84,0.083,"LeftRoughTendencyRTPScore",2014
86,86,"John Merrick",87,0.083,"LeftRoughTendencyRTPScore",2014
90,90,"Patrick Reed",92,0.086,"LeftRoughTendencyRTPScore",2014
90,90,"Bo Van Pelt",83,0.086,"LeftRoughTendencyRTPScore",2014
92,92,"Charlie Beljan",76,0.09,"LeftRoughTendencyRTPScore",2014
92,92,"Russell Henley",92,0.09,"LeftRoughTendencyRTPScore",2014
92,92,"Brendan Steele",89,0.09,"LeftRoughTendencyRTPScore",2014
95,95,"Trevor Immelman",84,0.092,"LeftRoughTendencyRTPScore",2014
96,96,"Rickie Fowler",91,0.094,"LeftRoughTendencyRTPScore",2014
96,96,"JB Holmes",86,0.094,"LeftRoughTendencyRTPScore",2014
96,96,"Jim Renner",61,0.094,"LeftRoughTendencyRTPScore",2014
99,99,"Seung Yul Noh",92,0.095,"LeftRoughTendencyRTPScore",2014
100,100,"Keegan Bradley",89,0.097,"LeftRoughTendencyRTPScore",2014
101,101,"Ernie Els",85,0.098,"LeftRoughTendencyRTPScore",2014
101,101,"James Hahn",82,0.098,"LeftRoughTendencyRTPScore",2014
103,103,"Chris Stroud",88,0.1,"LeftRoughTendencyRTPScore",2014
104,104,"Troy Matteson",62,0.102,"LeftRoughTendencyRTPScore",2014
104,104,"Ted Potter Jr",68,0.102,"LeftRoughTendencyRTPScore",2014
106,106,"Roberto Castro",76,0.103,"LeftRoughTendencyRTPScore",2014
106,106,"Brian Davis",93,0.103,"LeftRoughTendencyRTPScore",2014
108,108,"Brad Fritsch",50,0.108,"LeftRoughTendencyRTPScore",2014
108,108,"Michael Putnam",106,0.108,"LeftRoughTendencyRTPScore",2014
110,110,"Justin Hicks",103,0.111,"LeftRoughTendencyRTPScore",2014
110,110,"Mike Weir",69,0.111,"LeftRoughTendencyRTPScore",2014
112,112,"Woody Austin",63,0.112,"LeftRoughTendencyRTPScore",2014
112,112,"Steven Bowditch",93,0.112,"LeftRoughTendencyRTPScore",2014
114,114,"Tommy Gainey",73,0.114,"LeftRoughTendencyRTPScore",2014
115,115,"Ryo Ishikawa",75,0.116,"LeftRoughTendencyRTPScore",2014
116,116,"Greg Chalmers",85,0.118,"LeftRoughTendencyRTPScore",2014
116,116,"Tim Clark",75,0.118,"LeftRoughTendencyRTPScore",2014
118,118,"Pat Perez",84,0.122,"LeftRoughTendencyRTPScore",2014
119,119,"Graeme McDowell",66,0.123,"LeftRoughTendencyRTPScore",2014
120,120,"Gonzalo Fdez Castano",83,0.124,"LeftRoughTendencyRTPScore",2014
121,121,"Andrew Svoboda",77,0.125,"LeftRoughTendencyRTPScore",2014
122,122,"Jordan Spieth",102,0.126,"LeftRoughTendencyRTPScore",2014
123,123,"Jonas Blixt",64,0.128,"LeftRoughTendencyRTPScore",2014
123,123,"Geoff Ogilvy",84,0.128,"LeftRoughTendencyRTPScore",2014
125,125,"Stuart Appleby",92,0.131,"LeftRoughTendencyRTPScore",2014
125,125,"Scott Brown",100,0.131,"LeftRoughTendencyRTPScore",2014
127,127,"Wes Roach",67,0.133,"LeftRoughTendencyRTPScore",2014
128,128,"Brian Harman",111,0.134,"LeftRoughTendencyRTPScore",2014
128,128,"Michael Thompson",74,0.134,"LeftRoughTendencyRTPScore",2014
130,130,"Jeff Maggert",54,0.136,"LeftRoughTendencyRTPScore",2014
131,131,"Ben Crane",81,0.137,"LeftRoughTendencyRTPScore",2014
132,132,"Nick Watney",80,0.138,"LeftRoughTendencyRTPScore",2014
133,133,"Jason Dufner",57,0.139,"LeftRoughTendencyRTPScore",2014
133,133,"Morgan Hoffmann",103,0.139,"LeftRoughTendencyRTPScore",2014
135,135,"Erik Compton",88,0.144,"LeftRoughTendencyRTPScore",2014
135,135,"Justin Leonard",75,0.144,"LeftRoughTendencyRTPScore",2014
137,137,"Kyle Stanley",87,0.145,"LeftRoughTendencyRTPScore",2014
138,138,"Lee Westwood",57,0.147,"LeftRoughTendencyRTPScore",2014
139,139,"Camilo Villegas",95,0.151,"LeftRoughTendencyRTPScore",2014
139,139,"Tim Wilkinson",86,0.151,"LeftRoughTendencyRTPScore",2014
141,141,"Bud Cauley",56,0.152,"LeftRoughTendencyRTPScore",2014
142,142,"Richard Lee",80,0.153,"LeftRoughTendencyRTPScore",2014
143,143,"Billy Hurley III",86,0.154,"LeftRoughTendencyRTPScore",2014
143,143,"Johnson Wagner",69,0.154,"LeftRoughTendencyRTPScore",2014
145,145,"Davis Love III",74,0.155,"LeftRoughTendencyRTPScore",2014
146,146,"Chesson Hadley",84,0.156,"LeftRoughTendencyRTPScore",2014
147,147,"David Lingmerth",80,0.158,"LeftRoughTendencyRTPScore",2014
148,148,"Lucas Glover",68,0.159,"LeftRoughTendencyRTPScore",2014
149,149,"Kevin Streelman",79,0.16,"LeftRoughTendencyRTPScore",2014
150,150,"Kevin Stadler",90,0.164,"LeftRoughTendencyRTPScore",2014
151,151,"George McNeill",79,0.165,"LeftRoughTendencyRTPScore",2014
152,152,"Jason Bohn",81,0.167,"LeftRoughTendencyRTPScore",2014
152,152,"Jason Day",54,0.167,"LeftRoughTendencyRTPScore",2014
154,154,"Ryan Moore",86,0.168,"LeftRoughTendencyRTPScore",2014
155,155,"Derek Ernst",80,0.17,"LeftRoughTendencyRTPScore",2014
156,156,"Chad Collins",78,0.179,"LeftRoughTendencyRTPScore",2014
156,156,"John Peterson",62,0.179,"LeftRoughTendencyRTPScore",2014
158,158,"Ben Curtis",77,0.18,"LeftRoughTendencyRTPScore",2014
158,158,"Brian Stuard",91,0.18,"LeftRoughTendencyRTPScore",2014
160,160,"Rory Sabbatini",82,0.183,"LeftRoughTendencyRTPScore",2014
161,161,"Briny Baird",50,0.184,"LeftRoughTendencyRTPScore",2014
161,161,"KJ Choi",80,0.184,"LeftRoughTendencyRTPScore",2014
163,163,"Luke Donald",57,0.191,"LeftRoughTendencyRTPScore",2014
163,163,"Spencer Levin",59,0.191,"LeftRoughTendencyRTPScore",2014
165,165,"Will Ma Kenzie",82,0.194,"LeftRoughTendencyRTPScore",2014
166,166,"Ken Duke",80,0.196,"LeftRoughTendencyRTPScore",2014
167,167,"John Huh",87,0.198,"LeftRoughTendencyRTPScore",2014
168,168,"James Driscoll",71,0.199,"LeftRoughTendencyRTPScore",2014
169,169,"David Toms",64,0.2,"LeftRoughTendencyRTPScore",2014
170,170,"DH Lee",54,0.205,"LeftRoughTendencyRTPScore",2014
171,171,"David Hearn",97,0.208,"LeftRoughTendencyRTPScore",2014
172,172,"Scott Stallings",77,0.221,"LeftRoughTendencyRTPScore",2014
173,173,"DA Points",75,0.224,"LeftRoughTendencyRTPScore",2014
174,174,"Paul Casey",56,0.235,"LeftRoughTendencyRTPScore",2014
175,175,"Martin Kaymer",65,0.253,"LeftRoughTendencyRTPScore",2014
176,176,"Nicholas Thompson",85,0.272,"LeftRoughTendencyRTPScore",2014
177,177,"Louis Oosthuizen",50,0.284,"LeftRoughTendencyRTPScore",2014
