"Round3ScoringAverage_RANKTHISWEEK_2006","Round3ScoringAverage_RANKLASTWEEK_2006","Round3ScoringAverage_PLAYERNAME_2006","Round3ScoringAverage__2006","Round3ScoringAverage_AVG_2006","Round3ScoringAverage_TOTALSTROKES_2006","Round3ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tiger Woods",NA,68.58,823,12,"Round3ScoringAverage",2006
2,2,"Trevor Immelman",NA,68.63,1304,19,"Round3ScoringAverage",2006
3,3,"Mathew Goggin",NA,68.91,758,11,"Round3ScoringAverage",2006
4,4,"Justin Rose",NA,69.3,1386,20,"Round3ScoringAverage",2006
5,5,"Bob Estes",NA,69.35,1179,17,"Round3ScoringAverage",2006
6,6,"Corey Pavin",NA,69.38,902,13,"Round3ScoringAverage",2006
7,7,"Brett Quigley",NA,69.48,1459,21,"Round3ScoringAverage",2006
8,8,"Jonathan Byrd",NA,69.5,973,14,"Round3ScoringAverage",2006
9,9,"Joe Ogilvie",NA,69.53,1182,17,"Round3ScoringAverage",2006
10,10,"Richard Johnson",NA,69.61,1253,18,"Round3ScoringAverage",2006
10,10,"Troy Matteson",NA,69.61,1253,18,"Round3ScoringAverage",2006
12,12,"Jerry Kelly",NA,69.68,1324,19,"Round3ScoringAverage",2006
13,13,"Jim Furyk",NA,69.71,1464,21,"Round3ScoringAverage",2006
13,13,"Vijay Singh",NA,69.71,1673,24,"Round3ScoringAverage",2006
15,15,"Briny Baird",NA,69.8,1047,15,"Round3ScoringAverage",2006
15,15,"Chris DiMarco",NA,69.8,1047,15,"Round3ScoringAverage",2006
17,17,"Phil Mickelson",NA,69.82,1187,17,"Round3ScoringAverage",2006
18,18,"Tom Pernice Jr",NA,69.85,1397,20,"Round3ScoringAverage",2006
19,19,"Steve Stricker",NA,69.87,1048,15,"Round3ScoringAverage",2006
20,20,"John Senden",NA,69.89,1328,19,"Round3ScoringAverage",2006
21,21,"Chris Couch",NA,69.91,769,11,"Round3ScoringAverage",2006
22,22,"Jeff Gove",NA,69.94,1119,16,"Round3ScoringAverage",2006
22,22,"Brett Wetterich",NA,69.94,1119,16,"Round3ScoringAverage",2006
24,24,"Kevin Sutherland",NA,69.95,1399,20,"Round3ScoringAverage",2006
25,25,"Daniel Chopra",NA,70,1470,21,"Round3ScoringAverage",2006
25,25,"Rory Sabbatini",NA,70,1260,18,"Round3ScoringAverage",2006
25,25,"Bubba Watson",NA,70,1050,15,"Round3ScoringAverage",2006
28,28,"Shane Bertsch",NA,70.05,1331,19,"Round3ScoringAverage",2006
29,29,"John Cook",NA,70.09,771,11,"Round3ScoringAverage",2006
30,30,"Lucas Glover",NA,70.1,1472,21,"Round3ScoringAverage",2006
31,31,"Scott Verplank",NA,70.11,1332,19,"Round3ScoringAverage",2006
32,32,"Vaughn Taylor",NA,70.17,1263,18,"Round3ScoringAverage",2006
32,32,"Kirk Triplett",NA,70.17,842,12,"Round3ScoringAverage",2006
34,34,"David Toms",NA,70.2,1053,15,"Round3ScoringAverage",2006
35,35,"Arjun Atwal",NA,70.25,1124,16,"Round3ScoringAverage",2006
35,35,"Michael Connell",NA,70.25,281,4,"Round3ScoringAverage",2006
37,37,"Mike Weir",NA,70.26,1335,19,"Round3ScoringAverage",2006
38,38,"Rich Beem",NA,70.27,1054,15,"Round3ScoringAverage",2006
38,38,"Dean Wilson",NA,70.27,1546,22,"Round3ScoringAverage",2006
40,40,"Robert Allenby",NA,70.28,1265,18,"Round3ScoringAverage",2006
41,41,"Adam Scott",NA,70.31,1125,16,"Round3ScoringAverage",2006
42,42,"Charles Warren",NA,70.32,1336,19,"Round3ScoringAverage",2006
43,43,"KJ Choi",NA,70.33,1477,21,"Round3ScoringAverage",2006
43,43,"Stephen Leaney",NA,70.33,1055,15,"Round3ScoringAverage",2006
43,43,"Mark Wilson",NA,70.33,1055,15,"Round3ScoringAverage",2006
46,46,"Heath Slocum",NA,70.35,1196,17,"Round3ScoringAverage",2006
47,47,"Carl Pettersson",NA,70.37,1337,19,"Round3ScoringAverage",2006
48,48,"Chris Riley",NA,70.38,1126,16,"Round3ScoringAverage",2006
49,49,"Shigeki Maruyama",NA,70.39,1267,18,"Round3ScoringAverage",2006
50,50,"Ian Leggatt",NA,70.4,704,10,"Round3ScoringAverage",2006
51,51,"Marco Dawson",NA,70.41,1197,17,"Round3ScoringAverage",2006
51,51,"Jonathan Kaye",NA,70.41,1197,17,"Round3ScoringAverage",2006
53,53,"Lee Janzen",NA,70.42,845,12,"Round3ScoringAverage",2006
54,54,"Jon Mills",NA,70.43,493,7,"Round3ScoringAverage",2006
55,55,"Bart Bryant",NA,70.44,1268,18,"Round3ScoringAverage",2006
55,55,"Mathias Gronberg",NA,70.44,1127,16,"Round3ScoringAverage",2006
55,55,"Pat Perez",NA,70.44,634,9,"Round3ScoringAverage",2006
58,58,"David Branshaw",NA,70.45,1409,20,"Round3ScoringAverage",2006
59,59,"Paul Stankowski",NA,70.46,916,13,"Round3ScoringAverage",2006
60,60,"Doug Barron",NA,70.5,705,10,"Round3ScoringAverage",2006
60,60,"Stewart Cink",NA,70.5,1410,20,"Round3ScoringAverage",2006
60,60,"Scott Gutschewski",NA,70.5,564,8,"Round3ScoringAverage",2006
63,63,"Luke Donald",NA,70.53,1058,15,"Round3ScoringAverage",2006
63,63,"JB Holmes",NA,70.53,1058,15,"Round3ScoringAverage",2006
65,65,"Rod Pampling",NA,70.55,1411,20,"Round3ScoringAverage",2006
66,66,"Bo Van Pelt",NA,70.57,1623,23,"Round3ScoringAverage",2006
67,67,"Jeff Overton",NA,70.6,1412,20,"Round3ScoringAverage",2006
68,68,"Harrison Frazar",NA,70.61,1271,18,"Round3ScoringAverage",2006
68,68,"John Rollins",NA,70.61,1271,18,"Round3ScoringAverage",2006
70,70,"Frank Lickliter II",NA,70.62,1483,21,"Round3ScoringAverage",2006
70,70,"David McKenzie",NA,70.62,918,13,"Round3ScoringAverage",2006
72,72,"Tommy Armour III",NA,70.64,777,11,"Round3ScoringAverage",2006
73,73,"Alex Cejka",NA,70.65,1201,17,"Round3ScoringAverage",2006
74,74,"Dudley Hart",NA,70.67,1060,15,"Round3ScoringAverage",2006
74,74,"Omar Uresti",NA,70.67,636,9,"Round3ScoringAverage",2006
76,76,"Nathan Green",NA,70.7,1626,23,"Round3ScoringAverage",2006
77,77,"Ryan Moore",NA,70.75,849,12,"Round3ScoringAverage",2006
78,78,"Steve Flesch",NA,70.76,1769,25,"Round3ScoringAverage",2006
79,79,"Greg Kraft",NA,70.77,920,13,"Round3ScoringAverage",2006
80,80,"Camilo Villegas",NA,70.79,1345,19,"Round3ScoringAverage",2006
81,81,"Mark Brooks",NA,70.8,708,10,"Round3ScoringAverage",2006
81,81,"Justin Leonard",NA,70.8,1062,15,"Round3ScoringAverage",2006
83,83,"Hunter Mahan",NA,70.81,1487,21,"Round3ScoringAverage",2006
83,83,"Geoff Ogilvy",NA,70.81,1133,16,"Round3ScoringAverage",2006
85,85,"Woody Austin",NA,70.82,1558,22,"Round3ScoringAverage",2006
86,86,"Sergio Garcia",NA,70.83,850,12,"Round3ScoringAverage",2006
86,86,"Shaun Micheel",NA,70.83,1275,18,"Round3ScoringAverage",2006
86,86,"Ian Poulter",NA,70.83,850,12,"Round3ScoringAverage",2006
89,89,"Duffy Waldorf",NA,70.84,1346,19,"Round3ScoringAverage",2006
89,89,"Nick Watney",NA,70.84,1346,19,"Round3ScoringAverage",2006
91,91,"Ernie Els",NA,70.88,1134,16,"Round3ScoringAverage",2006
92,92,"Steve Elkington",NA,70.89,638,9,"Round3ScoringAverage",2006
92,92,"Bill Haas",NA,70.89,1347,19,"Round3ScoringAverage",2006
92,92,"JP Hayes",NA,70.89,638,9,"Round3ScoringAverage",2006
92,92,"Charles Howell III",NA,70.89,1347,19,"Round3ScoringAverage",2006
96,96,"JJ Henry",NA,70.9,1418,20,"Round3ScoringAverage",2006
96,96,"Mike Sposa",NA,70.9,709,10,"Round3ScoringAverage",2006
98,98,"Danny Ellis",NA,70.91,780,11,"Round3ScoringAverage",2006
99,99,"Kenny Perry",NA,70.93,1064,15,"Round3ScoringAverage",2006
100,100,"Paul Azinger",NA,70.94,1135,16,"Round3ScoringAverage",2006
100,100,"Bubba Dickerson",NA,70.94,1277,18,"Round3ScoringAverage",2006
100,100,"Robert Gamez",NA,70.94,1206,17,"Round3ScoringAverage",2006
103,103,"Billy Andrade",NA,71,994,14,"Round3ScoringAverage",2006
103,103,"Brian Bateman",NA,71,639,9,"Round3ScoringAverage",2006
