"LatePar5ScoringAverage_RANKTHISWEEK_2005","LatePar5ScoringAverage_RANKLASTWEEK_2005","LatePar5ScoringAverage_PLAYERNAME_2005","LatePar5ScoringAverage_ROUNDS_2005","LatePar5ScoringAverage_AVG_2005","LatePar5ScoringAverage_TOTALSTROKES_2005","LatePar5ScoringAverage_TOTALHOLES_2005","stat_name","year"
34,34,"Nick Watney",91,4.6,699,152,"LatePar5ScoringAverage",2005
40,40,"Mark Calcavecchia",92,4.61,585,127,"LatePar5ScoringAverage",2005
40,40,"Dan Forsman",52,4.61,369,80,"LatePar5ScoringAverage",2005
40,40,"Lee Janzen",75,4.61,479,104,"LatePar5ScoringAverage",2005
40,40,"Bernhard Langer",67,4.61,498,108,"LatePar5ScoringAverage",2005
40,40,"Justin Leonard",78,4.61,604,131,"LatePar5ScoringAverage",2005
40,40,"Phil Mickelson",81,4.61,669,145,"LatePar5ScoringAverage",2005
40,40,"Tom Pernice Jr",111,4.61,783,170,"LatePar5ScoringAverage",2005
40,40,"Jay Williamson",53,4.61,424,92,"LatePar5ScoringAverage",2005
48,48,"Jonathan Byrd",103,4.62,665,144,"LatePar5ScoringAverage",2005
48,48,"Fred Couples",72,4.62,480,104,"LatePar5ScoringAverage",2005
48,48,"Chris DiMarco",83,4.62,638,138,"LatePar5ScoringAverage",2005
48,48,"Neal Lancaster",95,4.62,674,146,"LatePar5ScoringAverage",2005
48,48,"Billy Mayfair",114,4.62,860,186,"LatePar5ScoringAverage",2005
48,48,"Chris Smith",93,4.62,832,180,"LatePar5ScoringAverage",2005
48,48,"Kevin Stadler",96,4.62,716,155,"LatePar5ScoringAverage",2005
48,48,"Omar Uresti",84,4.62,545,118,"LatePar5ScoringAverage",2005
56,56,"Steve Allan",102,4.63,718,155,"LatePar5ScoringAverage",2005
56,56,"Stuart Appleby",84,4.63,681,147,"LatePar5ScoringAverage",2005
56,56,"Brian Bateman",98,4.63,695,150,"LatePar5ScoringAverage",2005
56,56,"Brian Davis",75,4.63,569,123,"LatePar5ScoringAverage",2005
56,56,"Brent Geiberger",61,4.63,440,95,"LatePar5ScoringAverage",2005
56,56,"Mark Hensby",70,4.63,435,94,"LatePar5ScoringAverage",2005
56,56,"Jonathan Kaye",77,4.63,565,122,"LatePar5ScoringAverage",2005
56,56,"JL Lewis",98,4.63,732,158,"LatePar5ScoringAverage",2005
56,56,"Kenny Perry",82,4.63,690,149,"LatePar5ScoringAverage",2005
56,56,"Lee Westwood",50,4.63,347,75,"LatePar5ScoringAverage",2005
66,66,"Ben Crane",78,4.64,515,111,"LatePar5ScoringAverage",2005
66,66,"Carlos Franco",78,4.64,627,135,"LatePar5ScoringAverage",2005
66,66,"Lucas Glover",88,4.64,650,140,"LatePar5ScoringAverage",2005
66,66,"Mathias Gronberg",60,4.64,483,104,"LatePar5ScoringAverage",2005
66,66,"Andrew Magee",82,4.64,599,129,"LatePar5ScoringAverage",2005
66,66,"Greg Owen",84,4.64,775,167,"LatePar5ScoringAverage",2005
66,66,"Ryan Palmer",101,4.64,673,145,"LatePar5ScoringAverage",2005
66,66,"Brenden Pappas",51,4.64,357,77,"LatePar5ScoringAverage",2005
66,66,"John Senden",101,4.64,700,151,"LatePar5ScoringAverage",2005
66,66,"Kevin Sutherland",89,4.64,636,137,"LatePar5ScoringAverage",2005
76,76,"John Cook",72,4.65,516,111,"LatePar5ScoringAverage",2005
76,76,"Paul Gow",78,4.65,488,105,"LatePar5ScoringAverage",2005
76,76,"Padraig Harrington",50,4.65,335,72,"LatePar5ScoringAverage",2005
76,76,"Brett Quigley",96,4.65,749,161,"LatePar5ScoringAverage",2005
76,76,"Loren Roberts",54,4.65,428,92,"LatePar5ScoringAverage",2005
76,76,"Heath Slocum",103,4.65,647,139,"LatePar5ScoringAverage",2005
76,76,"Darron Stiles",78,4.65,637,137,"LatePar5ScoringAverage",2005
76,76,"Dean Wilson",86,4.65,753,162,"LatePar5ScoringAverage",2005
84,84,"Jason Bohn",91,4.66,760,163,"LatePar5ScoringAverage",2005
84,84,"KJ Choi",78,4.66,583,125,"LatePar5ScoringAverage",2005
84,84,"Luke Donald",67,4.66,410,88,"LatePar5ScoringAverage",2005
84,84,"Steve Elkington",67,4.66,485,104,"LatePar5ScoringAverage",2005
84,84,"John Huston",90,4.66,708,152,"LatePar5ScoringAverage",2005
84,84,"Shigeki Maruyama",99,4.66,751,161,"LatePar5ScoringAverage",2005
84,84,"Shaun Micheel",81,4.66,666,143,"LatePar5ScoringAverage",2005
84,84,"Rod Pampling",89,4.66,578,124,"LatePar5ScoringAverage",2005
84,84,"Pat Perez",89,4.66,703,151,"LatePar5ScoringAverage",2005
84,84,"Ted Purdy",122,4.66,858,184,"LatePar5ScoringAverage",2005
84,84,"Justin Rose",99,4.66,765,164,"LatePar5ScoringAverage",2005
84,84,"Hidemichi Tanaka",106,4.66,713,153,"LatePar5ScoringAverage",2005
96,96,"Robert Allenby",95,4.67,644,138,"LatePar5ScoringAverage",2005
96,96,"Danny Briggs",70,4.67,588,126,"LatePar5ScoringAverage",2005
96,96,"Marco Dawson",82,4.67,612,131,"LatePar5ScoringAverage",2005
96,96,"Fred Funk",102,4.67,626,134,"LatePar5ScoringAverage",2005
96,96,"JJ Henry",102,4.67,696,149,"LatePar5ScoringAverage",2005
96,96,"Kent Jones",99,4.67,696,149,"LatePar5ScoringAverage",2005
96,96,"Dennis Paulson",63,4.67,402,86,"LatePar5ScoringAverage",2005
96,96,"Ian Poulter",62,4.67,364,78,"LatePar5ScoringAverage",2005
96,96,"Charles Warren",89,4.67,672,144,"LatePar5ScoringAverage",2005
105,105,"Tommy Armour III",103,4.68,706,151,"LatePar5ScoringAverage",2005
105,105,"Paul Azinger",66,4.68,426,91,"LatePar5ScoringAverage",2005
105,105,"Joe Durant",81,4.68,637,136,"LatePar5ScoringAverage",2005
105,105,"Bradley Hughes",52,4.68,365,78,"LatePar5ScoringAverage",2005
105,105,"Stephen Leaney",89,4.68,712,152,"LatePar5ScoringAverage",2005
105,105,"Jose Maria Olazabal",55,4.68,431,92,"LatePar5ScoringAverage",2005
105,105,"Jesper Parnevik",84,4.68,613,131,"LatePar5ScoringAverage",2005
105,105,"Adam Scott",72,4.68,543,116,"LatePar5ScoringAverage",2005
105,105,"Charlie Wi",67,4.68,519,111,"LatePar5ScoringAverage",2005
114,114,"Briny Baird",98,4.69,694,148,"LatePar5ScoringAverage",2005
114,114,"Doug Barron",70,4.69,549,117,"LatePar5ScoringAverage",2005
114,114,"Mark Brooks",72,4.69,464,99,"LatePar5ScoringAverage",2005
114,114,"Todd Fischer",99,4.69,779,166,"LatePar5ScoringAverage",2005
114,114,"Robert Gamez",91,4.69,633,135,"LatePar5ScoringAverage",2005
114,114,"Matt Gogel",78,4.69,535,114,"LatePar5ScoringAverage",2005
114,114,"Zach Johnson",96,4.69,737,157,"LatePar5ScoringAverage",2005
114,114,"Will Ma Kenzie",75,4.69,530,113,"LatePar5ScoringAverage",2005
114,114,"Jeff Sluman",94,4.69,717,153,"LatePar5ScoringAverage",2005
114,114,"Joey Snyder III",102,4.69,727,155,"LatePar5ScoringAverage",2005
114,114,"Hideto Tanihara",50,4.69,314,67,"LatePar5ScoringAverage",2005
114,114,"Mario Tiziani",67,4.69,441,94,"LatePar5ScoringAverage",2005
114,114,"Mike Weir",71,4.69,469,100,"LatePar5ScoringAverage",2005
127,127,"Robert Damron",89,4.7,667,142,"LatePar5ScoringAverage",2005
127,127,"Scott Gutschewski",86,4.7,545,116,"LatePar5ScoringAverage",2005
127,127,"Corey Pavin",77,4.7,550,117,"LatePar5ScoringAverage",2005
127,127,"Rory Sabbatini",81,4.7,541,115,"LatePar5ScoringAverage",2005
131,131,"Cameron Beckman",96,4.71,693,147,"LatePar5ScoringAverage",2005
131,131,"Justin Bolli",65,4.71,424,90,"LatePar5ScoringAverage",2005
131,131,"Tom Gillis",77,4.71,608,129,"LatePar5ScoringAverage",2005
131,131,"Bob Heintz",67,4.71,561,119,"LatePar5ScoringAverage",2005
131,131,"Richard Johnson",50,4.71,466,99,"LatePar5ScoringAverage",2005
131,131,"Arron Oberholser",65,4.71,527,112,"LatePar5ScoringAverage",2005
131,131,"Joey Sindelar",104,4.71,932,198,"LatePar5ScoringAverage",2005
131,131,"Duffy Waldorf",86,4.71,607,129,"LatePar5ScoringAverage",2005
139,139,"Chris Anderson",66,4.72,548,116,"LatePar5ScoringAverage",2005
139,139,"Steve Flesch",90,4.72,665,141,"LatePar5ScoringAverage",2005
139,139,"Todd Hamilton",94,4.72,666,141,"LatePar5ScoringAverage",2005
139,139,"Tim Herron",100,4.72,765,162,"LatePar5ScoringAverage",2005
139,139,"Franklin Langham",91,4.72,661,140,"LatePar5ScoringAverage",2005
139,139,"Steve Lowery",100,4.72,779,165,"LatePar5ScoringAverage",2005
139,139,"Kevin Na",88,4.72,789,167,"LatePar5ScoringAverage",2005
146,146,"Michael Allen",90,4.73,606,128,"LatePar5ScoringAverage",2005
146,146,"Chad Campbell",95,4.73,648,137,"LatePar5ScoringAverage",2005
146,146,"Hank Kuehne",84,4.73,629,133,"LatePar5ScoringAverage",2005
146,146,"Peter Lonard",85,4.73,667,141,"LatePar5ScoringAverage",2005
146,146,"Scott McCarron",78,4.73,605,128,"LatePar5ScoringAverage",2005
146,146,"Larry Mize",54,4.73,317,67,"LatePar5ScoringAverage",2005
146,146,"Bob Tway",87,4.73,639,135,"LatePar5ScoringAverage",2005
153,153,"Alex Cejka",84,4.74,593,125,"LatePar5ScoringAverage",2005
153,153,"Glen Day",80,4.74,569,120,"LatePar5ScoringAverage",2005
153,153,"Hunter Haas",83,4.74,616,130,"LatePar5ScoringAverage",2005
153,153,"JP Hayes",63,4.74,507,107,"LatePar5ScoringAverage",2005
153,153,"Scott Hend",75,4.74,592,125,"LatePar5ScoringAverage",2005
153,153,"Jerry Kelly",101,4.74,778,164,"LatePar5ScoringAverage",2005
153,153,"Rocco Mediate",73,4.74,507,107,"LatePar5ScoringAverage",2005
153,153,"Patrick Sheehan",114,4.74,787,166,"LatePar5ScoringAverage",2005
161,161,"Tom Byrum",83,4.75,589,124,"LatePar5ScoringAverage",2005
161,161,"John Daly",78,4.75,641,135,"LatePar5ScoringAverage",2005
161,161,"Bob Estes",92,4.75,570,120,"LatePar5ScoringAverage",2005
161,161,"Brian Gay",101,4.75,803,169,"LatePar5ScoringAverage",2005
161,161,"David Hearn",68,4.75,494,104,"LatePar5ScoringAverage",2005
161,161,"Ryuji Imada",78,4.75,584,123,"LatePar5ScoringAverage",2005
161,161,"Jeff Maggert",79,4.75,513,108,"LatePar5ScoringAverage",2005
161,161,"Craig Perks",67,4.75,527,111,"LatePar5ScoringAverage",2005
161,161,"Phillip Price",77,4.75,494,104,"LatePar5ScoringAverage",2005
170,170,"Thomas Levet",54,4.76,376,79,"LatePar5ScoringAverage",2005
170,170,"Mark Wilson",74,4.76,624,131,"LatePar5ScoringAverage",2005
172,172,"Jason Allred",75,4.77,563,118,"LatePar5ScoringAverage",2005
172,172,"Olin Browne",99,4.77,753,158,"LatePar5ScoringAverage",2005
172,172,"Stewart Cink",98,4.77,677,142,"LatePar5ScoringAverage",2005
172,172,"Gavin Coles",70,4.77,510,107,"LatePar5ScoringAverage",2005
172,172,"Matt Kuchar",60,4.77,496,104,"LatePar5ScoringAverage",2005
172,172,"Roland Thatcher",75,4.77,630,132,"LatePar5ScoringAverage",2005
178,178,"Stephen Ames",82,4.78,488,102,"LatePar5ScoringAverage",2005
178,178,"Craig Barlow",81,4.78,616,129,"LatePar5ScoringAverage",2005
178,178,"Jim Carter",62,4.78,416,87,"LatePar5ScoringAverage",2005
178,178,"Glen Hnatiuk",59,4.78,382,80,"LatePar5ScoringAverage",2005
182,182,"Paul Claxton",79,4.79,589,123,"LatePar5ScoringAverage",2005
182,182,"Jay Haas",54,4.79,431,90,"LatePar5ScoringAverage",2005
182,182,"Tom Lehman",69,4.79,489,102,"LatePar5ScoringAverage",2005
182,182,"Tjaart van der Walt",56,4.79,393,82,"LatePar5ScoringAverage",2005
186,186,"Rich Beem",66,4.8,485,101,"LatePar5ScoringAverage",2005
186,186,"Jeff Hart",63,4.8,504,105,"LatePar5ScoringAverage",2005
186,186,"Freddie Jacobson",72,4.8,658,137,"LatePar5ScoringAverage",2005
186,186,"Skip Kendall",80,4.8,566,118,"LatePar5ScoringAverage",2005
190,190,"Bill Glasson",54,4.81,361,75,"LatePar5ScoringAverage",2005
191,191,"Matt Davidson",53,4.82,395,82,"LatePar5ScoringAverage",2005
191,191,"John Elliott",58,4.82,395,82,"LatePar5ScoringAverage",2005
191,191,"Rob Rashell",65,4.82,468,97,"LatePar5ScoringAverage",2005
191,191,"Brett Wetterich",76,4.82,626,130,"LatePar5ScoringAverage",2005
195,195,"Kirk Triplett",55,4.83,464,96,"LatePar5ScoringAverage",2005
196,196,"Steve Jones",56,4.84,397,82,"LatePar5ScoringAverage",2005
197,197,"Brad Faxon",75,4.85,553,114,"LatePar5ScoringAverage",2005
197,197,"Chris Riley",67,4.85,466,96,"LatePar5ScoringAverage",2005
199,199,"Len Mattiace",86,4.87,653,134,"LatePar5ScoringAverage",2005
200,200,"Jose Coceres",56,4.89,474,97,"LatePar5ScoringAverage",2005
201,201,"Mark OMeara",66,4.9,539,110,"LatePar5ScoringAverage",2005
202,202,"Ben Curtis",65,4.94,603,122,"LatePar5ScoringAverage",2005
