"ConsecutiveGIR_RANKTHISWEEK_2008","ConsecutiveGIR_RANKLASTWEEK_2008","ConsecutiveGIR_PLAYERNAME_2008","ConsecutiveGIR_EVENTS_2008","ConsecutiveGIR_STREAK_2008","ConsecutiveGIR_CURRENTSTREAK_2008","ConsecutiveGIR_ROUND_2008","ConsecutiveGIR_HOLE_2008","ConsecutiveGIR_YEARTOURN_2008","stat_name","year"
55,55,"Mathew Goggin",27,20,2,4,6,2008460,"ConsecutiveGIR",2008
55,55,"Zach Johnson",25,20,NA,1,7,2008490,"ConsecutiveGIR",2008
55,55,"Anthony Kim",22,20,4,3,11,2008400,"ConsecutiveGIR",2008
55,55,"Brett Quigley",25,20,NA,1,11,2008270,"ConsecutiveGIR",2008
55,55,"John Riegger",24,20,4,3,12,2008370,"ConsecutiveGIR",2008
55,55,"Tom Scherrer",20,20,NA,2,15,2008410,"ConsecutiveGIR",2008
55,55,"Heath Slocum",29,20,2,1,2,2008210,"ConsecutiveGIR",2008
55,55,"Kevin Streelman",32,20,1,4,5,2008460,"ConsecutiveGIR",2008
55,55,"Vaughn Taylor",32,20,2,4,18,2008030,"ConsecutiveGIR",2008
55,55,"Charles Warren",29,20,12,2,18,2008460,"ConsecutiveGIR",2008
55,55,"Brett Wetterich",11,20,NA,3,3,2008040,"ConsecutiveGIR",2008
68,68,"Woody Austin",30,19,1,1,7,2008460,"ConsecutiveGIR",2008
68,68,"Brian Bateman",18,19,NA,2,17,2008100,"ConsecutiveGIR",2008
68,68,"Daniel Chopra",27,19,4,4,18,2008010,"ConsecutiveGIR",2008
68,68,"Gavin Coles",16,19,2,3,3,2008310,"ConsecutiveGIR",2008
68,68,"Joe Durant",28,19,NA,4,7,2008450,"ConsecutiveGIR",2008
68,68,"Kenneth Ferrie",25,19,6,2,7,2008450,"ConsecutiveGIR",2008
68,68,"Fred Funk",14,19,2,3,10,2008010,"ConsecutiveGIR",2008
68,68,"Jim Furyk",26,19,1,3,5,2008010,"ConsecutiveGIR",2008
68,68,"Bob Heintz",17,19,1,1,11,2008490,"ConsecutiveGIR",2008
68,68,"Charley Hoffman",29,19,9,3,10,2008010,"ConsecutiveGIR",2008
68,68,"Charles Howell III",31,19,NA,3,14,2008280,"ConsecutiveGIR",2008
68,68,"Dustin Johnson",30,19,3,4,16,2008030,"ConsecutiveGIR",2008
68,68,"Justin Leonard",25,19,6,1,2,2008030,"ConsecutiveGIR",2008
68,68,"Joe Ogilvie",29,19,2,1,11,2008310,"ConsecutiveGIR",2008
68,68,"Tom Pernice Jr",30,19,NA,2,12,2008450,"ConsecutiveGIR",2008
68,68,"Kenny Perry",26,19,1,2,5,2008220,"ConsecutiveGIR",2008
84,84,"Eric Axley",35,18,NA,2,17,2008450,"ConsecutiveGIR",2008
84,84,"Alex Cejka",25,18,3,1,6,2008120,"ConsecutiveGIR",2008
84,84,"Tim Clark",27,18,1,1,15,2008390,"ConsecutiveGIR",2008
84,84,"Jason Day",28,18,NA,4,6,2008460,"ConsecutiveGIR",2008
84,84,"Todd Demsey",25,18,1,2,2,2008460,"ConsecutiveGIR",2008
84,84,"Paul Goydos",25,18,NA,1,1,2008450,"ConsecutiveGIR",2008
84,84,"Dudley Hart",22,18,2,3,14,2008400,"ConsecutiveGIR",2008
84,84,"JB Holmes",26,18,NA,4,1,2008380,"ConsecutiveGIR",2008
84,84,"Ryuji Imada",25,18,6,1,17,2008370,"ConsecutiveGIR",2008
84,84,"Stephen Leaney",17,18,3,2,11,2008270,"ConsecutiveGIR",2008
84,84,"Billy Mayfair",29,18,NA,2,6,2008100,"ConsecutiveGIR",2008
84,84,"John Merrick",28,18,NA,2,18,2008150,"ConsecutiveGIR",2008
84,84,"Chris Stroud",29,18,NA,2,12,2008490,"ConsecutiveGIR",2008
84,84,"Johnson Wagner",26,18,1,2,17,2008240,"ConsecutiveGIR",2008
98,98,"Brad Adamonis",29,17,4,1,3,2008040,"ConsecutiveGIR",2008
98,98,"Steve Allan",21,17,NA,4,16,2008450,"ConsecutiveGIR",2008
98,98,"Ryan Armour",32,17,6,3,14,2008440,"ConsecutiveGIR",2008
98,98,"Aaron Baddeley",22,17,5,4,3,2008010,"ConsecutiveGIR",2008
98,98,"Justin Bolli",28,17,2,3,15,2008370,"ConsecutiveGIR",2008
98,98,"Alejandro Canizares",16,17,7,2,18,2008450,"ConsecutiveGIR",2008
98,98,"KJ Choi",21,17,1,2,3,2008020,"ConsecutiveGIR",2008
98,98,"Robert Gamez",26,17,NA,4,13,2008450,"ConsecutiveGIR",2008
98,98,"Jason Gore",33,17,NA,2,11,2008150,"ConsecutiveGIR",2008
98,98,"Todd Hamilton",28,17,2,2,10,2008280,"ConsecutiveGIR",2008
98,98,"JP Hayes",26,17,4,2,1,2008410,"ConsecutiveGIR",2008
98,98,"Richard Johnson",21,17,NA,1,5,2008450,"ConsecutiveGIR",2008
98,98,"Kent Jones",23,17,6,1,9,2008270,"ConsecutiveGIR",2008
98,98,"Brendan Jones",5,17,NA,3,14,2008140,"ConsecutiveGIR",2008
98,98,"Davis Love III",23,17,NA,4,1,2008470,"ConsecutiveGIR",2008
98,98,"Steve Lowery",25,17,3,3,13,2008060,"ConsecutiveGIR",2008
98,98,"Spike McRoy",4,17,3,1,7,2008220,"ConsecutiveGIR",2008
98,98,"Geoff Ogilvy",20,17,NA,4,14,2008170,"ConsecutiveGIR",2008
98,98,"Tim Petrovic",32,17,NA,4,1,2008490,"ConsecutiveGIR",2008
98,98,"Ted Purdy",25,17,1,2,10,2008490,"ConsecutiveGIR",2008
98,98,"Tag Ridings",29,17,3,2,7,2008480,"ConsecutiveGIR",2008
98,98,"DJ Trahan",27,17,NA,3,4,2008270,"ConsecutiveGIR",2008
98,98,"Omar Uresti",24,17,2,3,17,2008460,"ConsecutiveGIR",2008
121,121,"Rich Beem",29,16,1,4,3,2008030,"ConsecutiveGIR",2008
121,121,"Jonathan Byrd",27,16,2,1,1,2008470,"ConsecutiveGIR",2008
121,121,"Jason Dufner",16,16,1,1,1,2008330,"ConsecutiveGIR",2008
121,121,"Bob Estes",28,16,11,4,5,2008460,"ConsecutiveGIR",2008
121,121,"Nathan Green",30,16,1,1,1,2008450,"ConsecutiveGIR",2008
121,121,"Lee Janzen",28,16,4,3,8,2008490,"ConsecutiveGIR",2008
121,121,"Craig Kanada",23,16,NA,1,1,2008220,"ConsecutiveGIR",2008
121,121,"Jerry Kelly",31,16,NA,3,13,2008300,"ConsecutiveGIR",2008
121,121,"John Mallinger",29,16,NA,3,11,2008310,"ConsecutiveGIR",2008
121,121,"Ryan Moore",24,16,4,2,10,2008460,"ConsecutiveGIR",2008
121,121,"Kevin Na",29,16,2,1,15,2008380,"ConsecutiveGIR",2008
121,121,"Scott Verplank",24,16,3,2,9,2008030,"ConsecutiveGIR",2008
121,121,"Tim Wilkinson",29,16,NA,4,7,2008480,"ConsecutiveGIR",2008
121,121,"Dean Wilson",32,16,2,1,5,2008310,"ConsecutiveGIR",2008
121,121,"Casey Wittenberg",4,16,3,1,17,2008410,"ConsecutiveGIR",2008
136,136,"Shane Bertsch",29,15,NA,2,10,2008490,"ConsecutiveGIR",2008
136,136,"Bart Bryant",23,15,1,2,8,2008230,"ConsecutiveGIR",2008
136,136,"Paul Claxton",23,15,2,2,10,2008460,"ConsecutiveGIR",2008
136,136,"Glen Day",19,15,1,3,9,2008280,"ConsecutiveGIR",2008
136,136,"James Driscoll",28,15,6,3,10,2008220,"ConsecutiveGIR",2008
136,136,"Steve Flesch",29,15,2,3,18,2008220,"ConsecutiveGIR",2008
136,136,"Sergio Garcia",19,15,8,2,18,2008260,"ConsecutiveGIR",2008
136,136,"Freddie Jacobson",24,15,NA,4,6,2008400,"ConsecutiveGIR",2008
136,136,"Cliff Kresge",28,15,4,3,15,2008030,"ConsecutiveGIR",2008
136,136,"Frank Lickliter II",32,15,NA,2,7,2008410,"ConsecutiveGIR",2008
136,136,"Peter Lonard",30,15,NA,1,18,2008150,"ConsecutiveGIR",2008
136,136,"Shigeki Maruyama",18,15,1,1,16,2008280,"ConsecutiveGIR",2008
136,136,"Jon Mills",32,15,3,3,17,2008370,"ConsecutiveGIR",2008
136,136,"Sean OHair",25,15,2,2,6,2008470,"ConsecutiveGIR",2008
136,136,"Kevin Stadler",30,15,2,2,13,2008290,"ConsecutiveGIR",2008
136,136,"Kyle Thompson",26,15,NA,1,18,2008490,"ConsecutiveGIR",2008
136,136,"Bob Tway",20,15,NA,3,16,2008280,"ConsecutiveGIR",2008
136,136,"Bubba Watson",29,15,NA,2,14,2008030,"ConsecutiveGIR",2008
136,136,"Mike Weir",26,15,5,4,1,2008030,"ConsecutiveGIR",2008
136,136,"Mark Wilson",29,15,2,2,14,2008330,"ConsecutiveGIR",2008
157,157,"Billy Andrade",24,14,NA,1,16,2008280,"ConsecutiveGIR",2008
157,157,"Craig Barlow",15,14,NA,3,10,2008280,"ConsecutiveGIR",2008
157,157,"Cameron Beckman",29,14,9,1,16,2008150,"ConsecutiveGIR",2008
157,157,"Mark Brooks",17,14,4,2,2,2008300,"ConsecutiveGIR",2008
157,157,"Angel Cabrera",17,14,NA,3,14,2008010,"ConsecutiveGIR",2008
157,157,"Paul Casey",16,14,1,3,17,2008350,"ConsecutiveGIR",2008
157,157,"Kris Cox",8,14,2,3,6,2008060,"ConsecutiveGIR",2008
157,157,"Nick Dougherty",8,14,NA,2,13,2008170,"ConsecutiveGIR",2008
157,157,"Brad Elder",23,14,NA,1,7,2008460,"ConsecutiveGIR",2008
157,157,"Carlos Franco",25,14,NA,4,7,2008150,"ConsecutiveGIR",2008
157,157,"Harrison Frazar",23,14,NA,1,18,2008470,"ConsecutiveGIR",2008
157,157,"Robert Garrigus",29,14,6,3,3,2008490,"ConsecutiveGIR",2008
157,157,"Mark Hensby",26,14,1,2,17,2008280,"ConsecutiveGIR",2008
157,157,"Matt Jones",31,14,NA,4,16,2008040,"ConsecutiveGIR",2008
157,157,"Skip Kendall",6,14,NA,2,1,2008220,"ConsecutiveGIR",2008
157,157,"Greg Kraft",21,14,NA,4,3,2008410,"ConsecutiveGIR",2008
157,157,"Doug LaBelle II",22,14,4,2,1,2008280,"ConsecutiveGIR",2008
157,157,"David Lutterus",23,14,1,2,15,2008370,"ConsecutiveGIR",2008
157,157,"Scott McCarron",22,14,1,2,15,2008470,"ConsecutiveGIR",2008
157,157,"Jim McGovern",26,14,7,1,6,2008370,"ConsecutiveGIR",2008
157,157,"Rocco Mediate",27,14,1,3,10,2008280,"ConsecutiveGIR",2008
157,157,"Phil Mickelson",21,14,2,4,16,2008120,"ConsecutiveGIR",2008
157,157,"Larry Mize",16,14,6,2,9,2008410,"ConsecutiveGIR",2008
157,157,"Arron Oberholser",10,14,5,2,1,2008280,"ConsecutiveGIR",2008
157,157,"Jin Park",30,14,NA,2,6,2008280,"ConsecutiveGIR",2008
157,157,"Jesper Parnevik",29,14,NA,2,6,2008460,"ConsecutiveGIR",2008
157,157,"Pat Perez",27,14,2,1,5,2008200,"ConsecutiveGIR",2008
157,157,"Travis Perkins",23,14,6,2,10,2008030,"ConsecutiveGIR",2008
157,157,"Carl Pettersson",29,14,NA,1,10,2008390,"ConsecutiveGIR",2008
157,157,"Ian Poulter",15,14,NA,4,7,2008140,"ConsecutiveGIR",2008
157,157,"Dustin Risdon",1,14,NA,1,7,2008330,"ConsecutiveGIR",2008
157,157,"Adam Scott",15,14,1,3,5,2008170,"ConsecutiveGIR",2008
157,157,"Bob Sowards",22,14,NA,4,15,2008450,"ConsecutiveGIR",2008
157,157,"Henrik Stenson",9,14,1,3,17,2008010,"ConsecutiveGIR",2008
157,157,"Nicholas Thompson",36,14,4,1,10,2008300,"ConsecutiveGIR",2008
157,157,"Esteban Toledo",3,14,NA,2,11,2008220,"ConsecutiveGIR",2008
157,157,"Jhonattan Vegas",1,14,2,3,1,2008450,"ConsecutiveGIR",2008
157,157,"Ron Whittaker",22,14,4,2,13,2008480,"ConsecutiveGIR",2008
195,195,"Jason Allred",23,13,NA,1,4,2008280,"ConsecutiveGIR",2008
195,195,"Darren Clarke",2,13,NA,4,10,2008350,"ConsecutiveGIR",2008
195,195,"Erik Compton",1,13,NA,2,12,2008490,"ConsecutiveGIR",2008
195,195,"John Daly",17,13,NA,2,5,2008370,"ConsecutiveGIR",2008
195,195,"Steve Elkington",25,13,6,4,3,2008220,"ConsecutiveGIR",2008
195,195,"Jeff Gove",18,13,1,1,10,2008300,"ConsecutiveGIR",2008
195,195,"Anders Hansen",6,13,NA,1,6,2008160,"ConsecutiveGIR",2008
195,195,"Martin Laird",29,13,NA,1,7,2008390,"ConsecutiveGIR",2008
195,195,"Neal Lancaster",9,13,7,4,12,2008310,"ConsecutiveGIR",2008
195,195,"Danny Lee",2,13,NA,2,2,2008370,"ConsecutiveGIR",2008
195,195,"Michael Letzig",29,13,3,3,10,2008300,"ConsecutiveGIR",2008
195,195,"Will Ma Kenzie",21,13,NA,2,18,2008440,"ConsecutiveGIR",2008
195,195,"Daisuke Maruyama",4,13,NA,4,14,2008060,"ConsecutiveGIR",2008
195,195,"Rod Pampling",28,13,1,2,7,2008280,"ConsecutiveGIR",2008
195,195,"John Rollins",28,13,NA,2,4,2008280,"ConsecutiveGIR",2008
195,195,"Andres Romero",20,13,5,1,16,2008060,"ConsecutiveGIR",2008
195,195,"Justin Rose",15,13,NA,1,5,2008170,"ConsecutiveGIR",2008
195,195,"Roland Thatcher",15,13,2,1,10,2008220,"ConsecutiveGIR",2008
195,195,"Michael Thompson",4,13,1,1,12,2008270,"ConsecutiveGIR",2008
195,195,"Marc Turnesa",29,13,NA,4,5,2008460,"ConsecutiveGIR",2008
195,195,"Jimmy Walker",24,13,NA,2,5,2008280,"ConsecutiveGIR",2008
195,195,"Garrett Willis",11,13,4,2,15,2008370,"ConsecutiveGIR",2008
217,217,"Bob Burns",7,12,NA,1,13,2008340,"ConsecutiveGIR",2008
217,217,"Ben Curtis",22,12,1,1,9,2008390,"ConsecutiveGIR",2008
217,217,"Marco Dawson",21,12,2,1,3,2008480,"ConsecutiveGIR",2008
217,217,"Ernie Els",16,12,NA,1,10,2008100,"ConsecutiveGIR",2008
217,217,"Dan Forsman",11,12,4,3,10,2008220,"ConsecutiveGIR",2008
217,217,"Retief Goosen",18,12,4,4,10,2008220,"ConsecutiveGIR",2008
217,217,"Soren Hansen",9,12,NA,3,1,2008140,"ConsecutiveGIR",2008
217,217,"Trevor Immelman",22,12,1,2,8,2008100,"ConsecutiveGIR",2008
217,217,"Brandt Jobe",19,12,1,4,14,2008440,"ConsecutiveGIR",2008
217,217,"Robert Karlsson",8,12,NA,1,11,2008170,"ConsecutiveGIR",2008
217,217,"Jonathan Kaye",8,12,NA,4,13,2008220,"ConsecutiveGIR",2008
217,217,"Soren Kjeldsen",3,12,NA,4,1,2008140,"ConsecutiveGIR",2008
217,217,"Andrew Magee",3,12,NA,2,10,2008060,"ConsecutiveGIR",2008
217,217,"Graeme McDowell",4,12,1,2,4,2008360,"ConsecutiveGIR",2008
217,217,"David Ogrin",1,12,1,2,11,2008450,"ConsecutiveGIR",2008
217,217,"Michael Sim",7,12,12,4,7,2008480,"ConsecutiveGIR",2008
217,217,"Bruce Smith",1,12,4,2,2,2008450,"ConsecutiveGIR",2008
217,217,"Brandt Snedeker",26,12,2,1,13,2008120,"ConsecutiveGIR",2008
217,217,"Chip Sullivan",6,12,NA,1,8,2008440,"ConsecutiveGIR",2008
217,217,"Charlie Wi",27,12,1,1,2,2008390,"ConsecutiveGIR",2008
217,217,"Tiger Woods",6,12,2,2,9,2008040,"ConsecutiveGIR",2008
238,238,"Ronnie Black",2,11,NA,1,11,2008220,"ConsecutiveGIR",2008
238,238,"Andrew Buckle",15,11,NA,3,18,2008220,"ConsecutiveGIR",2008
238,238,"Kevin Chappell",2,11,3,1,14,2008370,"ConsecutiveGIR",2008
238,238,"Ross Fisher",6,11,NA,3,9,2008060,"ConsecutiveGIR",2008
238,238,"Cody Freeman",26,11,2,2,9,2008310,"ConsecutiveGIR",2008
238,238,"Rob Grube",1,11,2,1,15,2008340,"ConsecutiveGIR",2008
238,238,"Miguel Angel Jimenez",8,11,NA,1,11,2008350,"ConsecutiveGIR",2008
238,238,"Chris Kirk",3,11,1,3,12,2008220,"ConsecutiveGIR",2008
238,238,"Tom Lehman",17,11,NA,1,9,2008050,"ConsecutiveGIR",2008
238,238,"Jamie Lovemark",5,11,NA,1,4,2008370,"ConsecutiveGIR",2008
238,238,"Pablo Martin Benavides",3,11,2,1,5,2008120,"ConsecutiveGIR",2008
238,238,"Colin Montgomerie",7,11,1,1,5,2008120,"ConsecutiveGIR",2008
238,238,"Savio Nazareth",1,11,2,1,3,2008370,"ConsecutiveGIR",2008
238,238,"Louis Oosthuizen",3,11,1,1,6,2008160,"ConsecutiveGIR",2008
238,238,"Deane Pappas",3,11,2,4,15,2008310,"ConsecutiveGIR",2008
238,238,"DA Points",3,11,1,3,15,2008060,"ConsecutiveGIR",2008
238,238,"Dicky Pride",14,11,1,2,3,2008370,"ConsecutiveGIR",2008
238,238,"Mike Ruiz",1,11,3,3,11,2008460,"ConsecutiveGIR",2008
238,238,"Richard Sterne",8,11,NA,4,17,2008140,"ConsecutiveGIR",2008
238,238,"Toru Taniguchi",7,11,NA,3,4,2008070,"ConsecutiveGIR",2008
238,238,"Camilo Villegas",22,11,2,2,13,2008290,"ConsecutiveGIR",2008
238,238,"Grant Waite",8,11,2,2,15,2008410,"ConsecutiveGIR",2008
238,238,"Duffy Waldorf",4,11,1,2,12,2008040,"ConsecutiveGIR",2008
238,238,"Steve Webster",3,11,NA,1,16,2008350,"ConsecutiveGIR",2008
262,262,"Paul Azinger",9,10,2,1,8,2008040,"ConsecutiveGIR",2008
262,262,"Chad Collins",24,10,4,2,18,2008450,"ConsecutiveGIR",2008
262,262,"Jay Delsing",8,10,1,1,14,2008340,"ConsecutiveGIR",2008
262,262,"David Duval",20,10,5,3,11,2008410,"ConsecutiveGIR",2008
262,262,"Brad Faxon",3,10,NA,1,10,2008480,"ConsecutiveGIR",2008
262,262,"Brent Geiberger",12,10,2,1,1,2008270,"ConsecutiveGIR",2008
262,262,"Padraig Harrington",15,10,NA,4,13,2008320,"ConsecutiveGIR",2008
262,262,"Mike Heinen",7,10,1,1,15,2008250,"ConsecutiveGIR",2008
262,262,"Gabriel Hjertstedt",4,10,2,1,11,2008220,"ConsecutiveGIR",2008
262,262,"Peter Karmis",1,10,NA,1,15,2008270,"ConsecutiveGIR",2008
262,262,"JL Lewis",16,10,1,3,11,2008450,"ConsecutiveGIR",2008
262,262,"Len Mattiace",11,10,3,2,18,2008060,"ConsecutiveGIR",2008
262,262,"Andrew Parr",2,10,1,2,5,2008160,"ConsecutiveGIR",2008
262,262,"Steve Pate",3,10,3,3,4,2008060,"ConsecutiveGIR",2008
262,262,"Corey Pavin",20,10,NA,1,15,2008220,"ConsecutiveGIR",2008
262,262,"Scott Piercy",2,10,1,1,7,2008260,"ConsecutiveGIR",2008
262,262,"Stephen Poole",1,10,2,3,8,2008370,"ConsecutiveGIR",2008
262,262,"Jeff Quinney",28,10,NA,1,12,2008390,"ConsecutiveGIR",2008
262,262,"Rob Rashell",1,10,1,2,14,2008260,"ConsecutiveGIR",2008
262,262,"Webb Simpson",6,10,NA,1,7,2008280,"ConsecutiveGIR",2008
262,262,"Jeev Milkha Singh",5,10,NA,1,8,2008140,"ConsecutiveGIR",2008
262,262,"Paul Stankowski",13,10,2,1,12,2008410,"ConsecutiveGIR",2008
262,262,"Nick Taylor",2,10,1,2,18,2008330,"ConsecutiveGIR",2008
262,262,"Drew Weaver",4,10,2,1,15,2008370,"ConsecutiveGIR",2008
262,262,"Lee Westwood",10,10,NA,1,8,2008170,"ConsecutiveGIR",2008
287,287,"Fulton Allem",1,9,NA,2,5,2008230,"ConsecutiveGIR",2008
287,287,"Notah Begay III",9,9,4,1,10,2008290,"ConsecutiveGIR",2008
287,287,"Guy Boros",6,9,3,1,15,2008410,"ConsecutiveGIR",2008
287,287,"Mark Brown",3,9,NA,3,5,2008360,"ConsecutiveGIR",2008
287,287,"Jeff Cuzzort",1,9,4,1,9,2008280,"ConsecutiveGIR",2008
287,287,"Luke Donald",11,9,1,1,15,2008140,"ConsecutiveGIR",2008
287,287,"John Douma",1,9,2,2,8,2008470,"ConsecutiveGIR",2008
287,287,"Scott Dunlap",1,9,NA,2,12,2008220,"ConsecutiveGIR",2008
287,287,"Niclas Fasth",10,9,1,2,12,2008170,"ConsecutiveGIR",2008
287,287,"Philip Francis",1,9,1,3,15,2008300,"ConsecutiveGIR",2008
287,287,"Richard Green",9,9,NA,4,3,2008240,"ConsecutiveGIR",2008
287,287,"Gregory Havret",2,9,5,1,3,2008140,"ConsecutiveGIR",2008
287,287,"Ian Leggatt",5,9,2,1,6,2008340,"ConsecutiveGIR",2008
287,287,"Andrew McLardy",2,9,NA,2,18,2008370,"ConsecutiveGIR",2008
287,287,"John Morse",7,9,1,2,17,2008220,"ConsecutiveGIR",2008
287,287,"Rod Perry",1,9,1,2,7,2008480,"ConsecutiveGIR",2008
287,287,"Joey Sindelar",5,9,3,3,2,2008440,"ConsecutiveGIR",2008
287,287,"Jeff Sluman",2,9,7,3,3,2008030,"ConsecutiveGIR",2008
287,287,"Chris Smith",5,9,8,1,8,2008310,"ConsecutiveGIR",2008
287,287,"Oliver Wilson",4,9,NA,3,17,2008350,"ConsecutiveGIR",2008
307,307,"Michael Campbell",6,8,NA,1,18,2008360,"ConsecutiveGIR",2008
307,307,"Jose Coceres",13,8,NA,2,12,2008230,"ConsecutiveGIR",2008
307,307,"Bubba Dickerson",1,8,8,4,11,2008150,"ConsecutiveGIR",2008
307,307,"Derek Fathauer",1,8,NA,1,17,2008260,"ConsecutiveGIR",2008
307,307,"David Frost",3,8,NA,3,6,2008060,"ConsecutiveGIR",2008
307,307,"Anton Haig",2,8,1,1,5,2008240,"ConsecutiveGIR",2008
307,307,"Peter Hanson",4,8,NA,1,1,2008140,"ConsecutiveGIR",2008
307,307,"Matt Harmon",1,8,NA,1,10,2008280,"ConsecutiveGIR",2008
307,307,"David Howell",3,8,NA,2,11,2008320,"ConsecutiveGIR",2008
307,307,"Joel Kribel",1,8,3,3,7,2008060,"ConsecutiveGIR",2008
307,307,"Bernhard Langer",2,8,NA,1,16,2008170,"ConsecutiveGIR",2008
307,307,"Prayad Marksaeng",4,8,NA,1,14,2008350,"ConsecutiveGIR",2008
307,307,"Bob May",4,8,NA,2,18,2008250,"ConsecutiveGIR",2008
307,307,"Shaun Micheel",16,8,NA,1,13,2008020,"ConsecutiveGIR",2008
