"Approachesfrom125150yards_RANKTHISWEEK_2010","Approachesfrom125150yards_RANKLASTWEEK_2010","Approachesfrom125150yards_PLAYERNAME_2010","Approachesfrom125150yards_ROUNDS_2010","Approachesfrom125150yards_AVG_2010","Approachesfrom125150yards_TOTALDISTANCEFEET_2010","Approachesfrom125150yards_OFATTEMPTS_2010","Approachesfrom125150yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Scott Verplank",74,NA,2403.833,122,-21,"Approachesfrom125150yards",2010
2,2,"Mark Calcavecchia",50,NA,1104.167,56,3,"Approachesfrom125150yards",2010
2,2,"Phil Mickelson",76,NA,1838,93,-10,"Approachesfrom125150yards",2010
2,2,"Nick Watney",91,NA,2963.417,150,-31,"Approachesfrom125150yards",2010
5,5,"Justin Leonard",89,NA,3467.083,174,-34,"Approachesfrom125150yards",2010
6,6,"Cliff Kresge",50,NA,2295.417,114,-15,"Approachesfrom125150yards",2010
6,6,"Mike Weir",59,NA,1449,72,-15,"Approachesfrom125150yards",2010
8,8,"Brett Quigley",96,NA,3463.083,171,-25,"Approachesfrom125150yards",2010
9,9,"Steve Stricker",73,NA,2141.333,105,-23,"Approachesfrom125150yards",2010
9,9,"David Toms",86,NA,3485.917,171,-28,"Approachesfrom125150yards",2010
11,11,"Brendon de Jonge",114,NA,3992.667,194,-24,"Approachesfrom125150yards",2010
11,11,"Steve Flesch",78,NA,2820.333,137,-11,"Approachesfrom125150yards",2010
11,11,"Adam Scott",70,NA,2081.083,101,-8,"Approachesfrom125150yards",2010
14,14,"Brandt Snedeker",89,NA,3062.167,148,-36,"Approachesfrom125150yards",2010
15,15,"Kevin Na",94,NA,3170.917,153,-35,"Approachesfrom125150yards",2010
16,16,"Brian Gay",101,NA,3521,169,-27,"Approachesfrom125150yards",2010
16,16,"Rocco Mediate",71,NA,2857.917,137,-17,"Approachesfrom125150yards",2010
18,18,"Luke Donald",71,NA,2086.167,99,-14,"Approachesfrom125150yards",2010
18,18,"Richard Johnson",90,NA,3584.667,170,-23,"Approachesfrom125150yards",2010
18,18,"Omar Uresti",74,NA,2511.75,119,-10,"Approachesfrom125150yards",2010
21,21,"JP Hayes",79,NA,3176.583,150,-26,"Approachesfrom125150yards",2010
21,21,"Cameron Percy",73,NA,2562,121,-24,"Approachesfrom125150yards",2010
21,21,"Jeff Quinney",91,NA,3829.5,181,-28,"Approachesfrom125150yards",2010
24,24,"Trevor Immelman",55,NA,1871.917,88,-15,"Approachesfrom125150yards",2010
24,24,"Ian Poulter",55,NA,1656.833,78,-13,"Approachesfrom125150yards",2010
26,26,"Woody Austin",93,NA,4012.167,188,-14,"Approachesfrom125150yards",2010
26,26,"Tim Clark",88,NA,2945.25,138,-18,"Approachesfrom125150yards",2010
28,28,"Chad Campbell",95,NA,4220.083,197,-29,"Approachesfrom125150yards",2010
28,28,"Joe Durant",67,NA,2974.917,139,-21,"Approachesfrom125150yards",2010
28,28,"Zach Johnson",93,NA,3642.333,170,-29,"Approachesfrom125150yards",2010
31,31,"Charley Hoffman",85,NA,3716.5,173,-27,"Approachesfrom125150yards",2010
31,31,"Jerry Kelly",99,NA,4531.75,211,-17,"Approachesfrom125150yards",2010
31,31,"Vance Veazey",58,NA,2153.667,100,-13,"Approachesfrom125150yards",2010
34,34,"Josh Teater",101,NA,3883.917,180,-18,"Approachesfrom125150yards",2010
35,35,"Carl Pettersson",99,NA,4008.583,185,-25,"Approachesfrom125150yards",2010
36,36,"Jeff Maggert",76,NA,2931,135,-12,"Approachesfrom125150yards",2010
37,37,"Cameron Beckman",68,NA,2729.667,125,-14,"Approachesfrom125150yards",2010
37,37,"Tom Pernice Jr",74,NA,3013,138,-18,"Approachesfrom125150yards",2010
37,37,"YE Yang",72,NA,2684.25,123,-19,"Approachesfrom125150yards",2010
40,40,"Ryan Moore",80,NA,2831.083,129,-17,"Approachesfrom125150yards",2010
40,40,"Rory Sabbatini",79,NA,2893.75,132,-9,"Approachesfrom125150yards",2010
42,42,"Alex Cejka",81,NA,2681.25,122,-12,"Approachesfrom125150yards",2010
42,42,"Lee Janzen",77,NA,3680.333,167,-23,"Approachesfrom125150yards",2010
44,44,"Lucas Glover",75,NA,2782.583,126,-18,"Approachesfrom125150yards",2010
44,44,"Tim Petrovic",105,NA,4654.25,211,-39,"Approachesfrom125150yards",2010
44,44,"Kevin Stadler",86,NA,3423.583,155,-15,"Approachesfrom125150yards",2010
44,44,"Johnson Wagner",85,NA,3684.333,167,-27,"Approachesfrom125150yards",2010
44,44,"Jay Williamson",76,NA,3119.25,141,-6,"Approachesfrom125150yards",2010
49,49,"Robert Allenby",76,NA,2922.833,132,-20,"Approachesfrom125150yards",2010
49,49,"Ben Curtis",78,NA,3236.833,146,-18,"Approachesfrom125150yards",2010
49,49,"Heath Slocum",97,NA,3880.5,175,-22,"Approachesfrom125150yards",2010
49,49,"Dean Wilson",54,NA,2487.083,112,-16,"Approachesfrom125150yards",2010
53,53,"Stewart Cink",84,NA,2934.5,132,-15,"Approachesfrom125150yards",2010
53,53,"Chris DiMarco",88,NA,3734.083,168,-20,"Approachesfrom125150yards",2010
53,53,"Skip Kendall",58,NA,2473.833,111,-13,"Approachesfrom125150yards",2010
53,53,"John Merrick",109,NA,4670.167,210,-31,"Approachesfrom125150yards",2010
53,53,"Chris Stroud",90,NA,3298.75,148,-4,"Approachesfrom125150yards",2010
58,58,"Pat Perez",90,NA,3993.833,179,-17,"Approachesfrom125150yards",2010
58,58,"DJ Trahan",92,NA,3210.167,144,-5,"Approachesfrom125150yards",2010
60,60,"Brian Davis",101,NA,4243,189,-14,"Approachesfrom125150yards",2010
60,60,"Brent Delahoussaye",57,NA,2132.917,95,-5,"Approachesfrom125150yards",2010
60,60,"David Duval",71,NA,2490.667,111,-15,"Approachesfrom125150yards",2010
60,60,"Matt Every",60,NA,2447.25,109,-13,"Approachesfrom125150yards",2010
60,60,"Rickie Fowler",98,NA,3986.25,178,-15,"Approachesfrom125150yards",2010
60,60,"Bill Haas",87,NA,3319.25,148,-16,"Approachesfrom125150yards",2010
60,60,"Matt Kuchar",97,NA,3472.083,155,-30,"Approachesfrom125150yards",2010
60,60,"Aron Price",70,NA,3385.167,151,-18,"Approachesfrom125150yards",2010
68,68,"Michael Bradley",77,NA,2969.583,132,-10,"Approachesfrom125150yards",2010
68,68,"KJ Choi",82,NA,2972.167,132,-9,"Approachesfrom125150yards",2010
68,68,"Michael Connell",89,NA,4096.25,182,-27,"Approachesfrom125150yards",2010
68,68,"Webb Simpson",98,NA,4480.167,199,-16,"Approachesfrom125150yards",2010
72,72,"Jason Bohn",84,NA,4093.083,181,-21,"Approachesfrom125150yards",2010
72,72,"Steve Marino",81,NA,2689.167,119,-19,"Approachesfrom125150yards",2010
74,74,"Stephen Ames",75,NA,3333.667,147,-17,"Approachesfrom125150yards",2010
74,74,"Ricky Barnes",103,NA,3580,158,-28,"Approachesfrom125150yards",2010
74,74,"Matt Bettencourt",91,NA,2905.5,128,-18,"Approachesfrom125150yards",2010
74,74,"Jim Furyk",76,NA,2881,127,-20,"Approachesfrom125150yards",2010
74,74,"Michael Letzig",84,NA,3826.75,169,-25,"Approachesfrom125150yards",2010
74,74,"Billy Mayfair",78,NA,3314.417,146,-3,"Approachesfrom125150yards",2010
80,80,"Greg Chalmers",93,NA,3914.583,172,-14,"Approachesfrom125150yards",2010
80,80,"Nathan Green",86,NA,3552.667,156,-10,"Approachesfrom125150yards",2010
80,80,"Brenden Pappas",66,NA,2680.5,118,-17,"Approachesfrom125150yards",2010
80,80,"Bubba Watson",77,NA,2954,130,-15,"Approachesfrom125150yards",2010
84,84,"Stuart Appleby",101,NA,3966.75,174,-17,"Approachesfrom125150yards",2010
84,84,"Jonathan Byrd",85,NA,3420.167,150,-12,"Approachesfrom125150yards",2010
84,84,"Troy Matteson",84,NA,3633.75,159,-20,"Approachesfrom125150yards",2010
84,84,"DA Points",90,NA,4048.167,177,-6,"Approachesfrom125150yards",2010
84,84,"Charles Warren",64,NA,2600.667,114,-11,"Approachesfrom125150yards",2010
89,89,"James Nitties",92,NA,3735.5,163,-28,"Approachesfrom125150yards",2010
89,89,"Vijay Singh",75,NA,2473.833,108,-7,"Approachesfrom125150yards",2010
91,91,"Paul Goydos",78,NA,2969.833,129,-20,"Approachesfrom125150yards",2010
91,91,"Dustin Johnson",83,NA,2644.083,115,-18,"Approachesfrom125150yards",2010
91,91,"Marc Leishman",87,NA,3082.917,134,-4,"Approachesfrom125150yards",2010
91,91,"Greg Owen",69,NA,3055.083,133,-19,"Approachesfrom125150yards",2010
91,91,"Scott Piercy",88,NA,3408.25,148,-26,"Approachesfrom125150yards",2010
91,91,"Paul Stankowski",62,NA,3260.083,142,-20,"Approachesfrom125150yards",2010
97,97,"Ben Crane",85,NA,3435,149,-21,"Approachesfrom125150yards",2010
97,97,"Retief Goosen",75,NA,2650.583,115,-17,"Approachesfrom125150yards",2010
97,97,"Spencer Levin",110,NA,4617.5,200,-22,"Approachesfrom125150yards",2010
97,97,"Hunter Mahan",85,NA,3711.083,161,-7,"Approachesfrom125150yards",2010
97,97,"Ryan Palmer",84,NA,3486.417,151,-15,"Approachesfrom125150yards",2010
102,102,"Bob Estes",79,NA,3378.75,146,-2,"Approachesfrom125150yards",2010
102,102,"Ted Purdy",86,NA,3656.667,158,-5,"Approachesfrom125150yards",2010
102,102,"Andres Romero",73,NA,3224.167,139,-18,"Approachesfrom125150yards",2010
105,105,"John Daly",63,NA,1836.667,79,-5,"Approachesfrom125150yards",2010
105,105,"Greg Kraft",52,NA,2348.667,101,-1,"Approachesfrom125150yards",2010
105,105,"Alex Prugh",88,NA,3533.25,152,-14,"Approachesfrom125150yards",2010
105,105,"Kevin Sutherland",86,NA,4539.833,195,-26,"Approachesfrom125150yards",2010
109,109,"John Senden",103,NA,4440.25,190,-27,"Approachesfrom125150yards",2010
110,110,"Briny Baird",87,NA,4074.5,174,-22,"Approachesfrom125150yards",2010
110,110,"Kenny Perry",69,NA,2859.5,122,-17,"Approachesfrom125150yards",2010
110,110,"Chris Riley",73,NA,3348,143,-8,"Approachesfrom125150yards",2010
110,110,"Jimmy Walker",82,NA,2828.5,121,3,"Approachesfrom125150yards",2010
114,114,"Craig Bowden",56,NA,2302.083,98,-2,"Approachesfrom125150yards",2010
114,114,"Brian Stuard",81,NA,3637.833,155,-16,"Approachesfrom125150yards",2010
114,114,"Camilo Villegas",78,NA,2606.75,111,-8,"Approachesfrom125150yards",2010
117,117,"Chad Collins",87,NA,3632.75,154,-32,"Approachesfrom125150yards",2010
117,117,"Robert Garrigus",71,NA,3303.167,140,-12,"Approachesfrom125150yards",2010
117,117,"Padraig Harrington",57,NA,1817,77,-2,"Approachesfrom125150yards",2010
120,120,"Jeff Overton",89,NA,3110.583,131,-16,"Approachesfrom125150yards",2010
120,120,"Rod Pampling",77,NA,3557.833,150,1,"Approachesfrom125150yards",2010
120,120,"Roland Thatcher",72,NA,2735.583,115,-5,"Approachesfrom125150yards",2010
120,120,"Nicholas Thompson",88,NA,3750.917,158,-3,"Approachesfrom125150yards",2010
124,124,"Will Ma Kenzie",72,NA,3478.083,146,-13,"Approachesfrom125150yards",2010
124,124,"Rory McIlroy",54,NA,2194.417,92,-8,"Approachesfrom125150yards",2010
124,124,"John Rollins",81,NA,3475.667,146,-8,"Approachesfrom125150yards",2010
127,127,"Mathew Goggin",85,NA,4064.583,170,-13,"Approachesfrom125150yards",2010
127,127,"JB Holmes",100,NA,4083.667,171,-20,"Approachesfrom125150yards",2010
127,127,"Bo Van Pelt",104,NA,3921.333,164,-31,"Approachesfrom125150yards",2010
127,127,"Charlie Wi",95,NA,4538.167,190,-14,"Approachesfrom125150yards",2010
131,131,"Tim Herron",79,NA,3237.5,135,-19,"Approachesfrom125150yards",2010
131,131,"Freddie Jacobson",83,NA,3870.167,161,-24,"Approachesfrom125150yards",2010
131,131,"Kevin Johnson",62,NA,2642,110,1,"Approachesfrom125150yards",2010
131,131,"Shaun Micheel",70,NA,2757.667,115,-15,"Approachesfrom125150yards",2010
131,131,"Geoff Ogilvy",62,NA,2377.167,99,-7,"Approachesfrom125150yards",2010
136,136,"Angel Cabrera",64,NA,2189.5,91,-8,"Approachesfrom125150yards",2010
136,136,"Ernie Els",72,NA,2142.167,89,-20,"Approachesfrom125150yards",2010
136,136,"Davis Love III",79,NA,4021,167,-10,"Approachesfrom125150yards",2010
136,136,"Sean OHair",84,NA,3036.333,126,-8,"Approachesfrom125150yards",2010
140,140,"Justin Rose",78,NA,3039.917,126,-10,"Approachesfrom125150yards",2010
140,140,"Jerod Turner",54,NA,1813.583,75,-10,"Approachesfrom125150yards",2010
140,140,"Brett Wetterich",54,NA,2880.333,119,-10,"Approachesfrom125150yards",2010
143,143,"Jason Dufner",87,NA,3610.583,149,-5,"Approachesfrom125150yards",2010
143,143,"Bill Lunde",79,NA,3393.167,140,5,"Approachesfrom125150yards",2010
143,143,"Bryce Molder",84,NA,3416,141,-8,"Approachesfrom125150yards",2010
143,143,"Garth Mulroy",53,NA,2256.833,93,1,"Approachesfrom125150yards",2010
143,143,"Jeev Milkha Singh",59,NA,2816.917,116,-6,"Approachesfrom125150yards",2010
143,143,"Garrett Willis",82,NA,3949,163,-11,"Approachesfrom125150yards",2010
149,149,"Paul Casey",64,NA,2580.917,106,-17,"Approachesfrom125150yards",2010
149,149,"Steve Elkington",74,NA,3086.917,127,-13,"Approachesfrom125150yards",2010
149,149,"Vaughn Taylor",87,NA,4181.667,172,-21,"Approachesfrom125150yards",2010
152,152,"Mathias Gronberg",61,NA,2931.25,120,-18,"Approachesfrom125150yards",2010
152,152,"Kevin Streelman",90,NA,4466.167,183,-22,"Approachesfrom125150yards",2010
152,152,"Boo Weekley",88,NA,4199.167,172,-14,"Approachesfrom125150yards",2010
155,155,"Rich Barcelo",70,NA,2622.167,107,-7,"Approachesfrom125150yards",2010
155,155,"Andrew McLardy",52,NA,2551.917,104,-11,"Approachesfrom125150yards",2010
155,155,"Michael Sim",64,NA,2327.25,95,-8,"Approachesfrom125150yards",2010
158,158,"Ryuji Imada",90,NA,4211.333,171,-18,"Approachesfrom125150yards",2010
158,158,"Matt Jones",89,NA,3705.75,150,-16,"Approachesfrom125150yards",2010
160,160,"Kris Blanks",91,NA,3789.167,153,-4,"Approachesfrom125150yards",2010
160,160,"Justin Bolli",55,NA,2548.333,103,0,"Approachesfrom125150yards",2010
162,162,"JJ Henry",92,NA,4793,193,-22,"Approachesfrom125150yards",2010
163,163,"Jeff Gove",57,NA,2592.5,104,-2,"Approachesfrom125150yards",2010
164,164,"Graham DeLaet",88,NA,4252.667,170,-19,"Approachesfrom125150yards",2010
164,164,"Troy Merritt",86,NA,3974.833,159,-14,"Approachesfrom125150yards",2010
164,164,"Steve Wheatcroft",74,NA,2897.333,116,-3,"Approachesfrom125150yards",2010
167,167,"Tom Gillis",97,NA,4915.25,196,-7,"Approachesfrom125150yards",2010
167,167,"Steve Lowery",67,NA,3209,128,2,"Approachesfrom125150yards",2010
169,169,"Brad Faxon",58,NA,2153.25,85,0,"Approachesfrom125150yards",2010
170,170,"Aaron Baddeley",94,NA,4496.083,177,-11,"Approachesfrom125150yards",2010
171,171,"George McNeill",79,NA,3298,129,-12,"Approachesfrom125150yards",2010
171,171,"Joe Ogilvie",99,NA,4420,173,-21,"Approachesfrom125150yards",2010
173,173,"Jason Day",82,NA,3998,156,-17,"Approachesfrom125150yards",2010
174,174,"Chris Wilson",65,NA,2931.167,114,5,"Approachesfrom125150yards",2010
175,175,"Cameron Tringale",55,NA,2150.25,83,3,"Approachesfrom125150yards",2010
176,176,"James Driscoll",78,NA,4086.667,157,-14,"Approachesfrom125150yards",2010
176,176,"Martin Laird",91,NA,3662.167,141,3,"Approachesfrom125150yards",2010
176,176,"Derek Lamely",81,NA,2729.583,105,0,"Approachesfrom125150yards",2010
179,179,"Martin Flores",75,NA,2997.583,115,-5,"Approachesfrom125150yards",2010
179,179,"Mark Wilson",87,NA,4570.333,175,-10,"Approachesfrom125150yards",2010
181,181,"Jarrod Lyle",54,NA,2541.5,97,-8,"Approachesfrom125150yards",2010
182,182,"Roger Tambellini",77,NA,3811.5,145,7,"Approachesfrom125150yards",2010
183,183,"David Lutterus",69,NA,3272.667,124,-3,"Approachesfrom125150yards",2010
