"Front9Par3ScoringAverage_RANKTHISWEEK_2013","Front9Par3ScoringAverage_RANKLASTWEEK_2013","Front9Par3ScoringAverage_PLAYERNAME_2013","Front9Par3ScoringAverage_ROUNDS_2013","Front9Par3ScoringAverage_AVG_2013","Front9Par3ScoringAverage_TOTALSTROKES_2013","Front9Par3ScoringAverage_TOTALHOLES_2013","stat_name","year"
156,156,"Steven Bowditch",67,3.13,410,131,"Front9Par3ScoringAverage",2013
156,156,"Geoff Ogilvy",57,3.13,360,115,"Front9Par3ScoringAverage",2013
156,156,"Bubba Watson",76,3.13,457,146,"Front9Par3ScoringAverage",2013
159,159,"Tommy Gainey",84,3.14,531,169,"Front9Par3ScoringAverage",2013
159,159,"Tom Gillis",69,3.14,411,131,"Front9Par3ScoringAverage",2013
159,159,"Padraig Harrington",52,3.14,311,99,"Front9Par3ScoringAverage",2013
159,159,"Martin Kaymer",61,3.14,364,116,"Front9Par3ScoringAverage",2013
159,159,"Luke List",65,3.14,386,123,"Front9Par3ScoringAverage",2013
159,159,"Ryan Palmer",79,3.14,499,159,"Front9Par3ScoringAverage",2013
159,159,"Scott Piercy",78,3.14,471,150,"Front9Par3ScoringAverage",2013
159,159,"Alistair Presnell",59,3.14,361,115,"Front9Par3ScoringAverage",2013
159,159,"Mike Weir",60,3.14,367,117,"Front9Par3ScoringAverage",2013
168,168,"David Lynn",70,3.15,435,138,"Front9Par3ScoringAverage",2013
168,168,"Rod Pampling",46,3.15,268,85,"Front9Par3ScoringAverage",2013
170,170,"Vijay Singh",61,3.16,389,123,"Front9Par3ScoringAverage",2013
171,171,"Charlie Beljan",62,3.17,396,125,"Front9Par3ScoringAverage",2013
171,171,"Bo Van Pelt",72,3.17,444,140,"Front9Par3ScoringAverage",2013
171,171,"Aaron Watkins",46,3.17,282,89,"Front9Par3ScoringAverage",2013
174,174,"Troy Matteson",68,3.18,420,132,"Front9Par3ScoringAverage",2013
174,174,"Darron Stiles",51,3.18,315,99,"Front9Par3ScoringAverage",2013
174,174,"Mark Wilson",56,3.18,331,104,"Front9Par3ScoringAverage",2013
177,177,"Nicolas Colsaerts",50,3.2,301,94,"Front9Par3ScoringAverage",2013
177,177,"Freddie Jacobson",63,3.2,387,121,"Front9Par3ScoringAverage",2013
177,177,"Eric Meierdierks",48,3.2,298,93,"Front9Par3ScoringAverage",2013
180,180,"Derek Ernst",58,3.23,378,117,"Front9Par3ScoringAverage",2013
