"AccuracyRating_RANKTHISWEEK_2013","AccuracyRating_RANKLASTWEEK_2013","AccuracyRating_PLAYERNAME_2013","AccuracyRating_EVENTS_2013","AccuracyRating_RATING_2013","stat_name","year"
1,1,"Woody Austin",1,8.5,"AccuracyRating",2013
1,1,"Blayne Barber",1,8.5,"AccuracyRating",2013
1,1,"David Branshaw",1,8.5,"AccuracyRating",2013
4,4,"Billy Andrade",1,8.4,"AccuracyRating",2013
5,5,"Chris Riley",1,8.3,"AccuracyRating",2013
5,5,"Hideto Tanihara",1,8.3,"AccuracyRating",2013
7,7,"Kent Jones",1,8.1,"AccuracyRating",2013
8,8,"Glen Day",2,8,"AccuracyRating",2013
8,8,"Ross Fisher",7,8,"AccuracyRating",2013
8,8,"Heath Slocum",4,8,"AccuracyRating",2013
11,11,"Joe Durant",2,7.9,"AccuracyRating",2013
11,11,"Jim Furyk",16,7.9,"AccuracyRating",2013
13,13,"Cameron Beckman",2,7.8,"AccuracyRating",2013
13,13,"John Kimbell",1,7.8,"AccuracyRating",2013
13,13,"Kenny Perry",2,7.8,"AccuracyRating",2013
13,13,"Chez Reavie",14,7.8,"AccuracyRating",2013
13,13,"Richard Sterne",2,7.8,"AccuracyRating",2013
18,18,"Miguel Angel Jimenez",1,7.7,"AccuracyRating",2013
18,18,"Russell Knox",5,7.7,"AccuracyRating",2013
18,18,"Peter Lonard",1,7.7,"AccuracyRating",2013
18,18,"Jeff Maggert",11,7.7,"AccuracyRating",2013
18,18,"Justin Rose",11,7.7,"AccuracyRating",2013
18,18,"Joey Snyder III",2,7.7,"AccuracyRating",2013
18,18,"Darron Stiles",5,7.7,"AccuracyRating",2013
18,18,"Tom Watson",1,7.7,"AccuracyRating",2013
18,18,"Mark Wilson",8,7.7,"AccuracyRating",2013
27,27,"KJ Choi",14,7.6,"AccuracyRating",2013
27,27,"Gary Christian",2,7.6,"AccuracyRating",2013
27,27,"Justin Hicks",14,7.6,"AccuracyRating",2013
27,27,"John Rollins",13,7.6,"AccuracyRating",2013
27,27,"Sam Saunders",1,7.6,"AccuracyRating",2013
27,27,"Peter Tomasulo",7,7.6,"AccuracyRating",2013
33,33,"Bud Cauley",8,7.5,"AccuracyRating",2013
33,33,"Tim Clark",8,7.5,"AccuracyRating",2013
33,33,"Zach Johnson",16,7.5,"AccuracyRating",2013
33,33,"Michael Kim",1,7.5,"AccuracyRating",2013
33,33,"Hideki Matsuyama",3,7.5,"AccuracyRating",2013
33,33,"Kevin Stadler",14,7.5,"AccuracyRating",2013
33,33,"Steve Stricker",9,7.5,"AccuracyRating",2013
33,33,"Brian Stuard",11,7.5,"AccuracyRating",2013
41,41,"Jason Bohn",12,7.4,"AccuracyRating",2013
41,41,"Patrick Cantlay",1,7.4,"AccuracyRating",2013
41,41,"Graham DeLaet",19,7.4,"AccuracyRating",2013
41,41,"Ken Duke",13,7.4,"AccuracyRating",2013
41,41,"Francesco Molinari",3,7.4,"AccuracyRating",2013
41,41,"Nick OHern",6,7.4,"AccuracyRating",2013
41,41,"Nicholas Thompson",18,7.4,"AccuracyRating",2013
41,41,"David Toms",6,7.4,"AccuracyRating",2013
41,41,"Bo Van Pelt",11,7.4,"AccuracyRating",2013
41,41,"Tiger Woods",11,7.4,"AccuracyRating",2013
51,51,"Brendon de Jonge",23,7.3,"AccuracyRating",2013
51,51,"Jerry Kelly",14,7.3,"AccuracyRating",2013
51,51,"Ben Kohles",10,7.3,"AccuracyRating",2013
51,51,"Shane Lowry",2,7.3,"AccuracyRating",2013
51,51,"Alexander Noren",1,7.3,"AccuracyRating",2013
51,51,"Ryan Palmer",16,7.3,"AccuracyRating",2013
51,51,"Paul Stankowski",1,7.3,"AccuracyRating",2013
51,51,"Kyle Stanley",10,7.3,"AccuracyRating",2013
51,51,"Henrik Stenson",10,7.3,"AccuracyRating",2013
51,51,"Kevin Streelman",16,7.3,"AccuracyRating",2013
51,51,"Nick Watney",17,7.3,"AccuracyRating",2013
51,51,"Boo Weekley",20,7.3,"AccuracyRating",2013
51,51,"Lee Westwood",13,7.3,"AccuracyRating",2013
64,64,"Arjun Atwal",2,7.2,"AccuracyRating",2013
64,64,"Roberto Castro",17,7.2,"AccuracyRating",2013
64,64,"Kevin Chappell",14,7.2,"AccuracyRating",2013
64,64,"James Hahn",12,7.2,"AccuracyRating",2013
64,64,"Jim Herman",7,7.2,"AccuracyRating",2013
64,64,"Brandt Jobe",11,7.2,"AccuracyRating",2013
64,64,"Chris Kirk",19,7.2,"AccuracyRating",2013
64,64,"Davis Love III",6,7.2,"AccuracyRating",2013
64,64,"Billy Mayfair",2,7.2,"AccuracyRating",2013
64,64,"Ryan Moore",12,7.2,"AccuracyRating",2013
64,64,"Rory Sabbatini",14,7.2,"AccuracyRating",2013
64,64,"Charl Schwartzel",13,7.2,"AccuracyRating",2013
64,64,"Wes Short Jr",3,7.2,"AccuracyRating",2013
64,64,"Vijay Singh",9,7.2,"AccuracyRating",2013
64,64,"Brandt Snedeker",13,7.2,"AccuracyRating",2013
64,64,"Jordan Spieth",16,7.2,"AccuracyRating",2013
64,64,"Andre Stolz",1,7.2,"AccuracyRating",2013
64,64,"Brendon Todd",6,7.2,"AccuracyRating",2013
64,64,"Marc Turnesa",1,7.2,"AccuracyRating",2013
64,64,"Jeremiah Wooding",1,7.2,"AccuracyRating",2013
84,84,"Ricky Barnes",9,7.1,"AccuracyRating",2013
84,84,"Stewart Cink",11,7.1,"AccuracyRating",2013
84,84,"Brian Davis",17,7.1,"AccuracyRating",2013
84,84,"Jason Dufner",14,7.1,"AccuracyRating",2013
84,84,"Bob Estes",15,7.1,"AccuracyRating",2013
84,84,"Brad Fritsch",14,7.1,"AccuracyRating",2013
84,84,"Robert Gamez",1,7.1,"AccuracyRating",2013
84,84,"Scott Gardiner",7,7.1,"AccuracyRating",2013
84,84,"Robert Garrigus",10,7.1,"AccuracyRating",2013
84,84,"John Huh",14,7.1,"AccuracyRating",2013
84,84,"Dustin Johnson",11,7.1,"AccuracyRating",2013
84,84,"Matt Jones",15,7.1,"AccuracyRating",2013
84,84,"Martin Kaymer",9,7.1,"AccuracyRating",2013
84,84,"Steve LeBrun",9,7.1,"AccuracyRating",2013
84,84,"Graeme McDowell",7,7.1,"AccuracyRating",2013
84,84,"George McNeill",13,7.1,"AccuracyRating",2013
84,84,"Louis Oosthuizen",4,7.1,"AccuracyRating",2013
84,84,"Greg Owen",12,7.1,"AccuracyRating",2013
84,84,"Ted Potter Jr",10,7.1,"AccuracyRating",2013
84,84,"Patrick Rodgers",1,7.1,"AccuracyRating",2013
84,84,"Adam Scott",11,7.1,"AccuracyRating",2013
84,84,"Webb Simpson",17,7.1,"AccuracyRating",2013
84,84,"Scott Stallings",11,7.1,"AccuracyRating",2013
84,84,"Vaughn Taylor",7,7.1,"AccuracyRating",2013
108,108,"Mark Anderson",1,7,"AccuracyRating",2013
108,108,"Todd Baek",1,7,"AccuracyRating",2013
108,108,"Shane Bertsch",1,7,"AccuracyRating",2013
108,108,"Will Claxton",7,7,"AccuracyRating",2013
108,108,"Retief Goosen",5,7,"AccuracyRating",2013
108,108,"Bill Haas",16,7,"AccuracyRating",2013
108,108,"Russell Henley",15,7,"AccuracyRating",2013
108,108,"Robert Karlsson",6,7,"AccuracyRating",2013
