"LateRound4ScoringAverage_RANKTHISWEEK_2012","LateRound4ScoringAverage_RANKLASTWEEK_2012","LateRound4ScoringAverage_PLAYERNAME_2012","LateRound4ScoringAverage__2012","LateRound4ScoringAverage_AVG_2012","LateRound4ScoringAverage_TOTALSTROKES_2012","LateRound4ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"DJ Trahan",NA,67.5,135,2,"LateRound4ScoringAverage",2012
2,2,"Robert Allenby",NA,67.75,271,4,"LateRound4ScoringAverage",2012
2,2,"Mark Wilson",NA,67.75,271,4,"LateRound4ScoringAverage",2012
4,4,"Luke Donald",NA,68.27,751,11,"LateRound4ScoringAverage",2012
5,5,"Michael Thompson",NA,68.5,274,4,"LateRound4ScoringAverage",2012
5,5,"David Toms",NA,68.5,411,6,"LateRound4ScoringAverage",2012
7,7,"Rory McIlroy",NA,68.9,689,10,"LateRound4ScoringAverage",2012
8,8,"Scott Brown",NA,69,207,3,"LateRound4ScoringAverage",2012
8,8,"JJ Henry",NA,69,276,4,"LateRound4ScoringAverage",2012
8,8,"Dicky Pride",NA,69,483,7,"LateRound4ScoringAverage",2012
8,8,"Kyle Thompson",NA,69,69,1,"LateRound4ScoringAverage",2012
8,8,"Steve Wheatcroft",NA,69,138,2,"LateRound4ScoringAverage",2012
13,13,"Bud Cauley",NA,69.11,622,9,"LateRound4ScoringAverage",2012
14,14,"Mark Anderson",NA,69.25,277,4,"LateRound4ScoringAverage",2012
15,15,"Scott Piercy",NA,69.33,624,9,"LateRound4ScoringAverage",2012
16,16,"Heath Slocum",NA,69.43,486,7,"LateRound4ScoringAverage",2012
17,17,"Robert Garrigus",NA,69.45,764,11,"LateRound4ScoringAverage",2012
18,18,"John Merrick",NA,69.5,417,6,"LateRound4ScoringAverage",2012
18,18,"Tom Pernice Jr",NA,69.5,139,2,"LateRound4ScoringAverage",2012
20,20,"Chad Campbell",NA,69.67,627,9,"LateRound4ScoringAverage",2012
21,21,"Seung Yul Noh",NA,69.69,906,13,"LateRound4ScoringAverage",2012
22,22,"John Huh",NA,69.75,837,12,"LateRound4ScoringAverage",2012
22,22,"Troy Kelly",NA,69.75,279,4,"LateRound4ScoringAverage",2012
24,24,"Brian Gay",NA,70,490,7,"LateRound4ScoringAverage",2012
24,24,"Troy Matteson",NA,70,630,9,"LateRound4ScoringAverage",2012
24,24,"William McGirt",NA,70,630,9,"LateRound4ScoringAverage",2012
24,24,"Alexandre Rocha",NA,70,140,2,"LateRound4ScoringAverage",2012
24,24,"Andres Romero",NA,70,210,3,"LateRound4ScoringAverage",2012
24,24,"Justin Rose",NA,70,770,11,"LateRound4ScoringAverage",2012
24,24,"Roland Thatcher",NA,70,210,3,"LateRound4ScoringAverage",2012
31,31,"Jim Furyk",NA,70.07,981,14,"LateRound4ScoringAverage",2012
32,32,"Jonas Blixt",NA,70.13,561,8,"LateRound4ScoringAverage",2012
33,33,"Jason Day",NA,70.14,491,7,"LateRound4ScoringAverage",2012
34,34,"Jason Bohn",NA,70.17,421,6,"LateRound4ScoringAverage",2012
34,34,"Davis Love III",NA,70.17,421,6,"LateRound4ScoringAverage",2012
36,36,"Carl Pettersson",NA,70.18,772,11,"LateRound4ScoringAverage",2012
37,37,"Dustin Johnson",NA,70.2,702,10,"LateRound4ScoringAverage",2012
38,38,"Ben Curtis",NA,70.22,632,9,"LateRound4ScoringAverage",2012
38,38,"Lee Westwood",NA,70.22,632,9,"LateRound4ScoringAverage",2012
40,40,"Jerry Kelly",NA,70.25,281,4,"LateRound4ScoringAverage",2012
40,40,"Rocco Mediate",NA,70.25,281,4,"LateRound4ScoringAverage",2012
42,42,"Tim Clark",NA,70.29,492,7,"LateRound4ScoringAverage",2012
42,42,"Ben Crane",NA,70.29,492,7,"LateRound4ScoringAverage",2012
44,44,"Phil Mickelson",NA,70.31,914,13,"LateRound4ScoringAverage",2012
45,45,"Aaron Baddeley",NA,70.33,422,6,"LateRound4ScoringAverage",2012
45,45,"Jason Kokrak",NA,70.33,211,3,"LateRound4ScoringAverage",2012
47,47,"Martin Flores",NA,70.4,352,5,"LateRound4ScoringAverage",2012
48,48,"Bubba Watson",NA,70.44,634,9,"LateRound4ScoringAverage",2012
49,49,"KJ Choi",NA,70.5,282,4,"LateRound4ScoringAverage",2012
49,49,"Charl Schwartzel",NA,70.5,423,6,"LateRound4ScoringAverage",2012
51,51,"Steve Stricker",NA,70.54,917,13,"LateRound4ScoringAverage",2012
52,52,"Will Claxton",NA,70.55,776,11,"LateRound4ScoringAverage",2012
52,52,"Padraig Harrington",NA,70.55,776,11,"LateRound4ScoringAverage",2012
54,54,"Roberto Castro",NA,70.57,494,7,"LateRound4ScoringAverage",2012
54,54,"Bo Van Pelt",NA,70.57,988,14,"LateRound4ScoringAverage",2012
56,56,"Brandt Snedeker",NA,70.58,847,12,"LateRound4ScoringAverage",2012
57,57,"Erik Compton",NA,70.6,353,5,"LateRound4ScoringAverage",2012
57,57,"Harrison Frazar",NA,70.6,353,5,"LateRound4ScoringAverage",2012
59,59,"Sung Kang",NA,70.67,212,3,"LateRound4ScoringAverage",2012
59,59,"Chris Stroud",NA,70.67,636,9,"LateRound4ScoringAverage",2012
59,59,"Boo Weekley",NA,70.67,212,3,"LateRound4ScoringAverage",2012
62,62,"Scott Stallings",NA,70.71,495,7,"LateRound4ScoringAverage",2012
63,63,"Blake Adams",NA,70.75,566,8,"LateRound4ScoringAverage",2012
63,63,"Charley Hoffman",NA,70.75,566,8,"LateRound4ScoringAverage",2012
65,65,"Bill Lunde",NA,70.8,354,5,"LateRound4ScoringAverage",2012
65,65,"Kevin Stadler",NA,70.8,708,10,"LateRound4ScoringAverage",2012
67,67,"John Senden",NA,70.82,779,11,"LateRound4ScoringAverage",2012
68,68,"George McNeill",NA,70.83,425,6,"LateRound4ScoringAverage",2012
68,68,"Geoff Ogilvy",NA,70.83,425,6,"LateRound4ScoringAverage",2012
70,70,"DA Points",NA,70.86,496,7,"LateRound4ScoringAverage",2012
70,70,"Adam Scott",NA,70.86,496,7,"LateRound4ScoringAverage",2012
70,70,"Daniel Summerhays",NA,70.86,496,7,"LateRound4ScoringAverage",2012
73,73,"David Hearn",NA,70.88,567,8,"LateRound4ScoringAverage",2012
74,74,"Ernie Els",NA,70.9,709,10,"LateRound4ScoringAverage",2012
74,74,"John Rollins",NA,70.9,709,10,"LateRound4ScoringAverage",2012
76,76,"Keegan Bradley",NA,70.91,780,11,"LateRound4ScoringAverage",2012
76,76,"Chris Kirk",NA,70.91,780,11,"LateRound4ScoringAverage",2012
78,78,"Angel Cabrera",NA,71,142,2,"LateRound4ScoringAverage",2012
78,78,"Gavin Coles",NA,71,284,4,"LateRound4ScoringAverage",2012
78,78,"Scott Dunlap",NA,71,355,5,"LateRound4ScoringAverage",2012
78,78,"Bobby Gates",NA,71,426,6,"LateRound4ScoringAverage",2012
78,78,"Billy Hurley III",NA,71,142,2,"LateRound4ScoringAverage",2012
78,78,"Brandt Jobe",NA,71,213,3,"LateRound4ScoringAverage",2012
78,78,"Robert Karlsson",NA,71,142,2,"LateRound4ScoringAverage",2012
78,78,"Kevin Kisner",NA,71,355,5,"LateRound4ScoringAverage",2012
78,78,"Russell Knox",NA,71,284,4,"LateRound4ScoringAverage",2012
78,78,"Justin Leonard",NA,71,142,2,"LateRound4ScoringAverage",2012
78,78,"Rory Sabbatini",NA,71,426,6,"LateRound4ScoringAverage",2012
78,78,"Tiger Woods",NA,71,781,11,"LateRound4ScoringAverage",2012
90,90,"Nathan Green",NA,71.13,569,8,"LateRound4ScoringAverage",2012
91,91,"Tim Herron",NA,71.17,427,6,"LateRound4ScoringAverage",2012
91,91,"Ian Poulter",NA,71.17,427,6,"LateRound4ScoringAverage",2012
93,93,"Charlie Beljan",NA,71.2,356,5,"LateRound4ScoringAverage",2012
