"AverageApproachShotDistance_RANKTHISWEEK_2006","AverageApproachShotDistance_RANKLASTWEEK_2006","AverageApproachShotDistance_PLAYERNAME_2006","AverageApproachShotDistance_ROUNDS_2006","AverageApproachShotDistance_AVG_2006","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2006","AverageApproachShotDistance_TOTALHOLES_2006","stat_name","year"
21,21,"Robert Gamez",94,159.3,8425688,1469,"AverageApproachShotDistance",2006
22,22,"Alex Aragon",63,159.4,5537465,965,"AverageApproachShotDistance",2006
22,22,"Jerry Smith",94,159.4,8666246,1510,"AverageApproachShotDistance",2006
24,24,"JB Holmes",81,159.5,6458946,1125,"AverageApproachShotDistance",2006
25,25,"Tommy Armour III",65,159.6,5446502,948,"AverageApproachShotDistance",2006
26,26,"Joe Ogilvie",95,159.7,8031407,1397,"AverageApproachShotDistance",2006
27,27,"Fred Couples",52,159.8,3302560,574,"AverageApproachShotDistance",2006
27,27,"Kris Cox",83,159.8,7403581,1287,"AverageApproachShotDistance",2006
29,29,"James Driscoll",80,159.9,7807574,1356,"AverageApproachShotDistance",2006
29,29,"Heath Slocum",96,159.9,8657261,1504,"AverageApproachShotDistance",2006
31,31,"Mark Wilson",79,160,7430641,1290,"AverageApproachShotDistance",2006
32,32,"Mark Brooks",90,160.1,7637103,1325,"AverageApproachShotDistance",2006
32,32,"Todd Hamilton",72,160.1,5792132,1005,"AverageApproachShotDistance",2006
32,32,"Chris Smith",67,160.1,6079612,1055,"AverageApproachShotDistance",2006
35,35,"John Engler Jr",69,160.2,6510726,1129,"AverageApproachShotDistance",2006
35,35,"Bob May",65,160.2,5541654,961,"AverageApproachShotDistance",2006
37,37,"Zach Johnson",98,160.3,7959610,1379,"AverageApproachShotDistance",2006
37,37,"Tjaart van der Walt",60,160.3,5391040,934,"AverageApproachShotDistance",2006
39,39,"Robert Damron",91,160.4,8488602,1470,"AverageApproachShotDistance",2006
39,39,"David Duval",71,160.4,5469083,947,"AverageApproachShotDistance",2006
39,39,"Danny Ellis",68,160.4,6171007,1069,"AverageApproachShotDistance",2006
42,42,"Peter Lonard",77,160.5,6833899,1183,"AverageApproachShotDistance",2006
43,43,"Bart Bryant",87,160.6,7370546,1275,"AverageApproachShotDistance",2006
43,43,"Greg Chalmers",71,160.6,5886312,1018,"AverageApproachShotDistance",2006
45,45,"John Huston",74,160.7,6750662,1167,"AverageApproachShotDistance",2006
45,45,"David McKenzie",82,160.7,7157648,1237,"AverageApproachShotDistance",2006
45,45,"Chris Riley",86,160.7,7140603,1234,"AverageApproachShotDistance",2006
48,48,"Tim Herron",82,160.8,6432037,1111,"AverageApproachShotDistance",2006
48,48,"Mark OMeara",52,160.8,3745493,647,"AverageApproachShotDistance",2006
48,48,"Patrick Sheehan",104,160.8,9002347,1555,"AverageApproachShotDistance",2006
51,51,"Tim Clark",80,160.9,6019496,1039,"AverageApproachShotDistance",2006
51,51,"JL Lewis",57,160.9,5201808,898,"AverageApproachShotDistance",2006
51,51,"Bubba Watson",83,160.9,7477065,1291,"AverageApproachShotDistance",2006
54,54,"Harrison Frazar",95,161.1,7747062,1336,"AverageApproachShotDistance",2006
54,54,"Brian Gay",107,161.1,10382533,1790,"AverageApproachShotDistance",2006
54,54,"Bob Tway",81,161.1,6972364,1202,"AverageApproachShotDistance",2006
57,57,"Olin Browne",108,161.2,8916084,1536,"AverageApproachShotDistance",2006
58,58,"Steve Elkington",52,161.3,4774174,822,"AverageApproachShotDistance",2006
58,58,"Rod Pampling",89,161.3,6752310,1163,"AverageApproachShotDistance",2006
58,58,"Wes Short Jr",96,161.3,8812139,1518,"AverageApproachShotDistance",2006
61,61,"Doug Barron",74,161.4,6973306,1200,"AverageApproachShotDistance",2006
61,61,"John Senden",96,161.4,8209641,1413,"AverageApproachShotDistance",2006
63,63,"Woody Austin",107,161.5,9667900,1663,"AverageApproachShotDistance",2006
63,63,"Chris DiMarco",83,161.5,6335972,1090,"AverageApproachShotDistance",2006
63,63,"Ryuji Imada",105,161.5,9062498,1559,"AverageApproachShotDistance",2006
63,63,"Justin Rose",98,161.5,8947160,1539,"AverageApproachShotDistance",2006
67,67,"Ben Crane",85,161.6,6335519,1089,"AverageApproachShotDistance",2006
67,67,"Jason Gore",86,161.6,7453167,1281,"AverageApproachShotDistance",2006
69,69,"Billy Andrade",78,161.7,6246999,1073,"AverageApproachShotDistance",2006
69,69,"Freddie Jacobson",56,161.7,5636062,968,"AverageApproachShotDistance",2006
69,69,"Will Ma Kenzie",91,161.7,7825629,1344,"AverageApproachShotDistance",2006
69,69,"Paul Stankowski",70,161.7,6547671,1125,"AverageApproachShotDistance",2006
69,69,"Brett Wetterich",82,161.7,7612188,1308,"AverageApproachShotDistance",2006
74,74,"Kent Jones",103,161.8,9182158,1576,"AverageApproachShotDistance",2006
75,75,"Todd Fischer",101,161.9,9378255,1609,"AverageApproachShotDistance",2006
75,75,"Jeff Gove",91,161.9,8458755,1451,"AverageApproachShotDistance",2006
75,75,"Paul Goydos",72,161.9,6680870,1146,"AverageApproachShotDistance",2006
78,78,"Arjun Atwal",97,162,8570587,1470,"AverageApproachShotDistance",2006
78,78,"Bo Van Pelt",102,162,9398406,1612,"AverageApproachShotDistance",2006
78,78,"Scott Verplank",88,162,7114721,1220,"AverageApproachShotDistance",2006
81,81,"Mike Sposa",68,162.1,6056991,1038,"AverageApproachShotDistance",2006
82,82,"Marco Dawson",87,162.2,8036625,1376,"AverageApproachShotDistance",2006
82,82,"Adam Scott",70,162.2,5353757,917,"AverageApproachShotDistance",2006
84,84,"Tag Ridings",103,162.3,9402632,1609,"AverageApproachShotDistance",2006
85,85,"Stewart Cink",93,162.4,7663451,1311,"AverageApproachShotDistance",2006
85,85,"Dudley Hart",83,162.4,7452522,1275,"AverageApproachShotDistance",2006
85,85,"Richard Johnson",94,162.4,8872506,1518,"AverageApproachShotDistance",2006
85,85,"Jeff Sluman",101,162.4,8689635,1486,"AverageApproachShotDistance",2006
85,85,"Vaughn Taylor",88,162.4,8056813,1378,"AverageApproachShotDistance",2006
90,90,"Luke Donald",66,162.5,4522707,773,"AverageApproachShotDistance",2006
90,90,"Retief Goosen",68,162.5,4813255,823,"AverageApproachShotDistance",2006
92,92,"Brian Bateman",69,162.6,6183225,1056,"AverageApproachShotDistance",2006
92,92,"Arron Oberholser",82,162.6,6510106,1112,"AverageApproachShotDistance",2006
94,94,"Bubba Dickerson",98,162.7,8989641,1535,"AverageApproachShotDistance",2006
94,94,"Jonathan Kaye",95,162.7,9008889,1538,"AverageApproachShotDistance",2006
96,96,"Stephen Ames",63,162.8,4628817,790,"AverageApproachShotDistance",2006
96,96,"Paul Azinger",87,162.8,8368126,1428,"AverageApproachShotDistance",2006
96,96,"Brent Geiberger",99,162.8,9425914,1608,"AverageApproachShotDistance",2006
96,96,"JJ Henry",96,162.8,8093858,1381,"AverageApproachShotDistance",2006
96,96,"Jerry Kelly",100,162.8,8818040,1505,"AverageApproachShotDistance",2006
96,96,"Shigeki Maruyama",94,162.8,8417947,1436,"AverageApproachShotDistance",2006
96,96,"Nicholas Thompson",96,162.8,8215448,1402,"AverageApproachShotDistance",2006
103,103,"Briny Baird",81,162.9,7366271,1256,"AverageApproachShotDistance",2006
103,103,"Henrik Bjornstad",97,162.9,9336288,1592,"AverageApproachShotDistance",2006
103,103,"Chad Campbell",91,162.9,7059058,1204,"AverageApproachShotDistance",2006
103,103,"Jason Schultz",77,162.9,6818676,1163,"AverageApproachShotDistance",2006
103,103,"Joey Sindelar",90,162.9,7995117,1363,"AverageApproachShotDistance",2006
108,108,"Jason Bohn",104,163,9384698,1599,"AverageApproachShotDistance",2006
108,108,"Brian Davis",92,163,8503994,1449,"AverageApproachShotDistance",2006
108,108,"Bob Estes",85,163,7903312,1347,"AverageApproachShotDistance",2006
108,108,"Scott Gutschewski",53,163,4728566,806,"AverageApproachShotDistance",2006
108,108,"Mike Weir",88,163,6642136,1132,"AverageApproachShotDistance",2006
113,113,"Daniel Chopra",110,163.1,9440347,1608,"AverageApproachShotDistance",2006
113,113,"Lee Janzen",79,163.1,7163006,1220,"AverageApproachShotDistance",2006
113,113,"Roger Tambellini",64,163.1,5576622,950,"AverageApproachShotDistance",2006
113,113,"Ron Whittaker",81,163.1,7466565,1272,"AverageApproachShotDistance",2006
117,117,"Jeff Overton",95,163.2,9133848,1555,"AverageApproachShotDistance",2006
118,118,"Ben Curtis",86,163.3,7059848,1201,"AverageApproachShotDistance",2006
118,118,"Matt Hansen",68,163.3,6089856,1036,"AverageApproachShotDistance",2006
118,118,"Ian Poulter",53,163.3,4422102,752,"AverageApproachShotDistance",2006
118,118,"Rory Sabbatini",84,163.3,6729602,1145,"AverageApproachShotDistance",2006
118,118,"Charles Warren",93,163.3,8522289,1450,"AverageApproachShotDistance",2006
123,123,"Eric Axley",91,163.4,8313033,1413,"AverageApproachShotDistance",2006
123,123,"Jim Furyk",89,163.4,7139407,1214,"AverageApproachShotDistance",2006
125,125,"Rich Beem",85,163.6,6857121,1164,"AverageApproachShotDistance",2006
125,125,"Trevor Immelman",86,163.6,7701284,1308,"AverageApproachShotDistance",2006
127,127,"Steve Flesch",119,163.7,10852498,1842,"AverageApproachShotDistance",2006
127,127,"Ian Leggatt",80,163.7,7368351,1250,"AverageApproachShotDistance",2006
127,127,"Tom Lehman",70,163.7,4973375,844,"AverageApproachShotDistance",2006
127,127,"Jimmy Walker",60,163.7,5915648,1004,"AverageApproachShotDistance",2006
131,131,"Stuart Appleby",83,163.8,6770788,1148,"AverageApproachShotDistance",2006
131,131,"Alex Cejka",93,163.8,8419960,1428,"AverageApproachShotDistance",2006
131,131,"KJ Choi",93,163.8,8333077,1413,"AverageApproachShotDistance",2006
131,131,"John Daly",51,163.8,4315929,732,"AverageApproachShotDistance",2006
131,131,"Camilo Villegas",95,163.8,8609475,1460,"AverageApproachShotDistance",2006
136,136,"John Rollins",93,163.9,7982285,1353,"AverageApproachShotDistance",2006
137,137,"Jeff Brehaut",100,164,8986114,1522,"AverageApproachShotDistance",2006
137,137,"Stephen Leaney",84,164,8138018,1378,"AverageApproachShotDistance",2006
137,137,"Daisuke Maruyama",83,164,7416848,1256,"AverageApproachShotDistance",2006
137,137,"Brett Quigley",109,164,9960446,1687,"AverageApproachShotDistance",2006
137,137,"Kevin Sutherland",100,164,9202710,1559,"AverageApproachShotDistance",2006
142,142,"Brad Faxon",78,164.1,7727017,1308,"AverageApproachShotDistance",2006
142,142,"Frank Lickliter II",99,164.1,8977264,1520,"AverageApproachShotDistance",2006
142,142,"Dean Wilson",115,164.1,9864645,1670,"AverageApproachShotDistance",2006
145,145,"David Howell",52,164.2,3169227,536,"AverageApproachShotDistance",2006
145,145,"Geoff Ogilvy",76,164.2,5479613,927,"AverageApproachShotDistance",2006
145,145,"Pat Perez",50,164.2,4451332,753,"AverageApproachShotDistance",2006
148,148,"Robert Garrigus",85,164.3,7814794,1321,"AverageApproachShotDistance",2006
148,148,"Padraig Harrington",54,164.3,4027697,681,"AverageApproachShotDistance",2006
148,148,"Steve Jones",83,164.3,7317206,1237,"AverageApproachShotDistance",2006
148,148,"Shaun Micheel",96,164.3,8237342,1393,"AverageApproachShotDistance",2006
148,148,"Phil Mickelson",74,164.3,4993424,844,"AverageApproachShotDistance",2006
153,153,"Lucas Glover",105,164.4,9144110,1545,"AverageApproachShotDistance",2006
153,153,"Bernhard Langer",77,164.4,6255732,1057,"AverageApproachShotDistance",2006
155,155,"Carl Pettersson",95,164.5,7958999,1344,"AverageApproachShotDistance",2006
155,155,"Duffy Waldorf",96,164.5,8692742,1468,"AverageApproachShotDistance",2006
157,157,"Charley Hoffman",100,164.6,9391220,1585,"AverageApproachShotDistance",2006
158,158,"David Branshaw",98,164.7,9241400,1559,"AverageApproachShotDistance",2006
159,159,"Ryan Moore",68,164.8,6153953,1037,"AverageApproachShotDistance",2006
160,160,"Craig Barlow",77,164.9,6191161,1043,"AverageApproachShotDistance",2006
160,160,"Steve Lowery",99,164.9,8854526,1492,"AverageApproachShotDistance",2006
162,162,"Joe Durant",101,165,10199991,1717,"AverageApproachShotDistance",2006
162,162,"Hunter Mahan",98,165,9487039,1597,"AverageApproachShotDistance",2006
164,164,"Charles Howell III",96,165.2,8428042,1417,"AverageApproachShotDistance",2006
164,164,"DA Points",82,165.2,7578942,1274,"AverageApproachShotDistance",2006
164,164,"DJ Trahan",92,165.2,8092365,1361,"AverageApproachShotDistance",2006
167,167,"Chris Couch",75,165.3,7115795,1196,"AverageApproachShotDistance",2006
167,167,"Mathias Gronberg",92,165.3,8374506,1407,"AverageApproachShotDistance",2006
167,167,"Bill Haas",99,165.3,9376093,1576,"AverageApproachShotDistance",2006
167,167,"Jeff Maggert",81,165.3,7200449,1210,"AverageApproachShotDistance",2006
167,167,"Tim Petrovic",95,165.3,8845457,1486,"AverageApproachShotDistance",2006
172,172,"Jonathan Byrd",66,165.4,5758429,967,"AverageApproachShotDistance",2006
173,173,"Brandt Jobe",91,165.5,7465438,1253,"AverageApproachShotDistance",2006
173,173,"Corey Pavin",74,165.5,6107755,1025,"AverageApproachShotDistance",2006
175,175,"Mark Calcavecchia",94,165.6,8422450,1413,"AverageApproachShotDistance",2006
176,176,"Vijay Singh",103,165.7,8990864,1507,"AverageApproachShotDistance",2006
177,177,"Davis Love III",85,165.8,6065607,1016,"AverageApproachShotDistance",2006
177,177,"Troy Matteson",101,165.8,9391740,1573,"AverageApproachShotDistance",2006
179,179,"Billy Mayfair",94,165.9,8246751,1381,"AverageApproachShotDistance",2006
179,179,"Jose Maria Olazabal",62,165.9,4157308,696,"AverageApproachShotDistance",2006
181,181,"Carlos Franco",86,166,8235686,1378,"AverageApproachShotDistance",2006
182,182,"Tom Pernice Jr",108,166.5,9347388,1559,"AverageApproachShotDistance",2006
183,183,"Ryan Palmer",101,166.6,8779096,1464,"AverageApproachShotDistance",2006
184,184,"Ted Purdy",103,166.9,8628453,1436,"AverageApproachShotDistance",2006
185,185,"Thomas Levet",53,167,5174912,861,"AverageApproachShotDistance",2006
186,186,"Robert Allenby",79,167.4,6464893,1073,"AverageApproachShotDistance",2006
187,187,"Sean OHair",100,167.7,8208426,1360,"AverageApproachShotDistance",2006
188,188,"Sergio Garcia",59,167.8,4203377,696,"AverageApproachShotDistance",2006
189,189,"Aaron Baddeley",78,168,7358238,1217,"AverageApproachShotDistance",2006
189,189,"Ernie Els",69,168,5079947,840,"AverageApproachShotDistance",2006
191,191,"Nick Watney",97,168.4,9315355,1537,"AverageApproachShotDistance",2006
192,192,"Nathan Green",108,168.5,10154744,1674,"AverageApproachShotDistance",2006
192,192,"Jesper Parnevik",84,168.5,7929958,1307,"AverageApproachShotDistance",2006
194,194,"Mathew Goggin",72,168.8,6318077,1040,"AverageApproachShotDistance",2006
194,194,"Greg Owen",79,168.8,6743469,1110,"AverageApproachShotDistance",2006
196,196,"Tiger Woods",55,169.3,4054138,665,"AverageApproachShotDistance",2006
