"AverageApproachShotDistance_RANKTHISWEEK_2006","AverageApproachShotDistance_RANKLASTWEEK_2006","AverageApproachShotDistance_PLAYERNAME_2006","AverageApproachShotDistance_ROUNDS_2006","AverageApproachShotDistance_AVG_2006","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2006","AverageApproachShotDistance_TOTALHOLES_2006","stat_name","year"
1,1,"JP Hayes",55,155.8,4991467,890,"AverageApproachShotDistance",2006
2,2,"Ryan Hietala",61,157.3,5153708,910,"AverageApproachShotDistance",2006
2,2,"Justin Leonard",83,157.3,6573519,1161,"AverageApproachShotDistance",2006
4,4,"Kirk Triplett",58,157.4,4963539,876,"AverageApproachShotDistance",2006
5,5,"John Cook",67,157.7,5580765,983,"AverageApproachShotDistance",2006
6,6,"Len Mattiace",59,157.9,5281245,929,"AverageApproachShotDistance",2006
7,7,"Omar Uresti",61,158,5180906,911,"AverageApproachShotDistance",2006
8,8,"Hidemichi Tanaka",74,158.1,6589783,1158,"AverageApproachShotDistance",2006
9,9,"Vance Veazey",59,158.2,5466025,960,"AverageApproachShotDistance",2006
10,10,"Michael Allen",84,158.3,7324894,1285,"AverageApproachShotDistance",2006
10,10,"Jon Mills",68,158.3,5498190,965,"AverageApproachShotDistance",2006
12,12,"Greg Kraft",79,158.5,6845739,1200,"AverageApproachShotDistance",2006
13,13,"Steve Stricker",64,158.6,5305321,929,"AverageApproachShotDistance",2006
14,14,"Shane Bertsch",104,158.7,9179608,1607,"AverageApproachShotDistance",2006
14,14,"Fred Funk",106,158.7,8705675,1524,"AverageApproachShotDistance",2006
16,16,"Michael Connell",51,158.8,4281090,749,"AverageApproachShotDistance",2006
17,17,"Skip Kendall",72,158.9,6007363,1050,"AverageApproachShotDistance",2006
17,17,"Kenny Perry",73,158.9,6144316,1074,"AverageApproachShotDistance",2006
19,19,"Larry Mize",53,159.2,4200401,733,"AverageApproachShotDistance",2006
19,19,"David Toms",76,159.2,6361443,1110,"AverageApproachShotDistance",2006
