"SandSavesfrom2030yards_RANKTHISWEEK_2008","SandSavesfrom2030yards_RANKLASTWEEK_2008","SandSavesfrom2030yards_PLAYERNAME_2008","SandSavesfrom2030yards_ROUNDS_2008","SandSavesfrom2030yards_Pct_2008","SandSavesfrom2030yards_OFSAVES_2008","SandSavesfrom2030yards_OFBUNKERS_2008","stat_name","year"
1,1,"Rocco Mediate",87,75,18,24,"SandSavesfrom2030yards",2008
2,2,"Mike Weir",88,70.37,19,27,"SandSavesfrom2030yards",2008
3,3,"Bob Tway",70,68.42,13,19,"SandSavesfrom2030yards",2008
4,4,"Glen Day",64,66.67,16,24,"SandSavesfrom2030yards",2008
4,4,"Padraig Harrington",52,66.67,12,18,"SandSavesfrom2030yards",2008
6,6,"Sergio Garcia",72,65.22,15,23,"SandSavesfrom2030yards",2008
6,6,"Tim Herron",97,65.22,30,46,"SandSavesfrom2030yards",2008
8,8,"Steve Stricker",75,64,16,25,"SandSavesfrom2030yards",2008
9,9,"Aaron Baddeley",76,62.07,18,29,"SandSavesfrom2030yards",2008
10,10,"Tommy Armour III",77,61.9,13,21,"SandSavesfrom2030yards",2008
11,11,"David Duval",51,61.54,8,13,"SandSavesfrom2030yards",2008
11,11,"Adam Scott",51,61.54,8,13,"SandSavesfrom2030yards",2008
13,13,"Billy Mayfair",103,61.22,30,49,"SandSavesfrom2030yards",2008
14,14,"Retief Goosen",59,60.71,17,28,"SandSavesfrom2030yards",2008
14,14,"Matt Kuchar",88,60.71,17,28,"SandSavesfrom2030yards",2008
16,16,"Jeff Gove",50,60,6,10,"SandSavesfrom2030yards",2008
16,16,"Nathan Green",95,60,27,45,"SandSavesfrom2030yards",2008
18,18,"Ryuji Imada",80,59.46,22,37,"SandSavesfrom2030yards",2008
19,19,"Cameron Beckman",87,58.33,14,24,"SandSavesfrom2030yards",2008
19,19,"Jerry Kelly",89,58.33,21,36,"SandSavesfrom2030yards",2008
21,21,"Joe Ogilvie",100,57.89,22,38,"SandSavesfrom2030yards",2008
22,22,"Tom Scherrer",56,57.14,4,7,"SandSavesfrom2030yards",2008
23,23,"Steve Flesch",95,56.67,17,30,"SandSavesfrom2030yards",2008
23,23,"Mark Hensby",71,56.67,17,30,"SandSavesfrom2030yards",2008
25,25,"Phil Mickelson",80,56.52,13,23,"SandSavesfrom2030yards",2008
26,26,"Briny Baird",113,56.41,22,39,"SandSavesfrom2030yards",2008
27,27,"Jesper Parnevik",88,56.25,18,32,"SandSavesfrom2030yards",2008
