"PresidentsCupInternational_RANKTHISWEEK_2007","PresidentsCupInternational_RANKLASTWEEK_2007","PresidentsCupInternational_PLAYERNAME_2007","PresidentsCupInternational_EVENTS_2007","PresidentsCupInternational_AVGPOINTS_2007","PresidentsCupInternational_TOTALPOINTS_2007","PresidentsCupInternational_POINTSLOST_2007","PresidentsCupInternational_POINTSGAINED_2007","stat_name","year"
1,1,"Ernie Els",50,7.67,383.67,-149.84,245.79,"PresidentsCupInternational",2007
2,2,"Adam Scott",50,6.48,323.96,-183.48,141.7,"PresidentsCupInternational",2007
3,3,"Vijay Singh",63,5.88,370.62,-224.52,266.37,"PresidentsCupInternational",2007
4,4,"Geoff Ogilvy",48,5.49,263.31,-147.37,141.48,"PresidentsCupInternational",2007
5,5,"KJ Choi",61,5.09,310.22,-97.37,226.85,"PresidentsCupInternational",2007
6,6,"Rory Sabbatini",52,4.96,257.93,-80.7,208.7,"PresidentsCupInternational",2007
7,7,"Retief Goosen",62,4.47,277.27,-208.4,147.25,"PresidentsCupInternational",2007
8,8,"Trevor Immelman",54,4.24,228.97,-122.31,102.28,"PresidentsCupInternational",2007
9,9,"Angel Cabrera",48,4.16,199.72,-90.2,134.81,"PresidentsCupInternational",2007
10,10,"Stuart Appleby",60,3.21,192.47,-99.29,116.54,"PresidentsCupInternational",2007
11,11,"Nick OHern",55,3.18,174.67,-95.67,103.23,"PresidentsCupInternational",2007
12,12,"Andres Romero",50,3.11,155.51,-28.22,123.82,"PresidentsCupInternational",2007
13,13,"Richard Green",47,3.04,142.93,-52.54,93.6,"PresidentsCupInternational",2007
14,14,"Aaron Baddeley",55,3.04,167.26,-56.57,136.42,"PresidentsCupInternational",2007
15,15,"Robert Allenby",59,2.77,163.56,-98.48,103.17,"PresidentsCupInternational",2007
16,16,"Stephen Ames",45,2.77,124.54,-67.81,74.64,"PresidentsCupInternational",2007
17,17,"Richard Sterne",49,2.72,133.11,-31.8,124.22,"PresidentsCupInternational",2007
18,18,"Rod Pampling",60,2.71,162.37,-89.92,88.64,"PresidentsCupInternational",2007
19,19,"Tim Clark",49,2.68,131.27,-105.52,65.98,"PresidentsCupInternational",2007
20,20,"Mike Weir",50,2.5,125.17,-63.07,68.22,"PresidentsCupInternational",2007
21,21,"John Senden",61,2.39,145.95,-60.86,88.31,"PresidentsCupInternational",2007
22,22,"Shingo Katayama",55,2.19,120.67,-84.53,36.28,"PresidentsCupInternational",2007
23,23,"Charl Schwartzel",58,2.14,123.98,-60.19,52.54,"PresidentsCupInternational",2007
24,24,"Toru Taniguchi",55,2.03,111.4,-42.42,56.2,"PresidentsCupInternational",2007
25,25,"Jeev Milkha Singh",79,2,158.21,-71.59,36.59,"PresidentsCupInternational",2007
26,26,"YE Yang",52,1.75,90.85,-55.71,9.05,"PresidentsCupInternational",2007
27,27,"Peter Lonard",60,1.69,101.46,-50.29,63.68,"PresidentsCupInternational",2007
28,28,"Jose Coceres",40,1.68,67.02,-14.82,61.16,"PresidentsCupInternational",2007
29,29,"Nathan Green",70,1.64,115.04,-50.54,50.98,"PresidentsCupInternational",2007
30,30,"WC Liang",59,1.61,95,-34.53,64.58,"PresidentsCupInternational",2007
31,31,"Jyoti Randhawa",53,1.6,84.59,-36.07,42.43,"PresidentsCupInternational",2007
32,32,"Camilo Villegas",64,1.58,101.08,-46.15,60.71,"PresidentsCupInternational",2007
33,33,"Louis Oosthuizen",48,1.48,71.07,-17.05,64.35,"PresidentsCupInternational",2007
34,34,"Thongchai Jaidee",58,1.44,83.79,-45.59,37.76,"PresidentsCupInternational",2007
35,35,"Peter OMalley",50,1.39,69.28,-29.25,34.2,"PresidentsCupInternational",2007
36,36,"Michael Campbell",54,1.35,72.72,-107.34,11.97,"PresidentsCupInternational",2007
37,37,"Prayad Marksaeng",63,1.26,79.33,-36.14,46.24,"PresidentsCupInternational",2007
38,38,"Hideto Tanihara",48,1.22,58.68,-34.23,12.16,"PresidentsCupInternational",2007
39,39,"Anton Haig",48,1.19,56.98,-14.82,47.94,"PresidentsCupInternational",2007
40,40,"Tetsuji Hiratsuka",56,1.18,66.26,-35.44,27.31,"PresidentsCupInternational",2007
41,41,"Stephen Leaney",59,1.17,68.9,-28.11,48.01,"PresidentsCupInternational",2007
42,42,"Brendan Jones",46,1.13,52.08,-20,38.93,"PresidentsCupInternational",2007
43,43,"Tomohiro Kondo",51,1.13,57.55,-27.07,27.53,"PresidentsCupInternational",2007
44,44,"Mathew Goggin",63,1.09,68.73,-35.82,30.59,"PresidentsCupInternational",2007
45,45,"DH Lee",40,1.08,43.18,-6.02,34.24,"PresidentsCupInternational",2007
46,46,"Ryuji Imada",65,1.06,69.21,-31.54,44.96,"PresidentsCupInternational",2007
47,47,"Andrew Buckle",56,1.05,58.69,-38.58,21.1,"PresidentsCupInternational",2007
48,48,"Taichi Teshima",54,1.05,56.46,-39.55,10.85,"PresidentsCupInternational",2007
49,49,"Steve Elkington",47,1,47,-36.39,41.16,"PresidentsCupInternational",2007
50,50,"Jason Day",40,0.98,39.13,-3.45,35.71,"PresidentsCupInternational",2007
51,51,"Charlie Wi",57,0.96,54.9,-24.29,31.25,"PresidentsCupInternational",2007
52,52,"Nick Flanagan",45,0.96,43.27,-10.26,34.36,"PresidentsCupInternational",2007
53,53,"Hidemasa Hoshino",44,0.95,41.81,-35.79,4.4,"PresidentsCupInternational",2007
54,54,"Andrew McLardy",48,0.95,45.43,-17.48,39.61,"PresidentsCupInternational",2007
