"Round4ScoringAverage_RANKTHISWEEK_2013","Round4ScoringAverage_RANKLASTWEEK_2013","Round4ScoringAverage_PLAYERNAME_2013","Round4ScoringAverage__2013","Round4ScoringAverage_AVG_2013","Round4ScoringAverage_TOTALSTROKES_2013","Round4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Aaron Watkins",NA,67.67,203,3,"Round4ScoringAverage",2013
2,2,"Justin Bolli",NA,69,276,4,"Round4ScoringAverage",2013
2,2,"Robert Streb",NA,69,759,11,"Round4ScoringAverage",2013
4,4,"Jordan Spieth",NA,69.22,1246,18,"Round4ScoringAverage",2013
5,5,"Bryce Molder",NA,69.24,1177,17,"Round4ScoringAverage",2013
6,6,"David Toms",NA,69.38,555,8,"Round4ScoringAverage",2013
7,7,"Matt Jones",NA,69.53,1182,17,"Round4ScoringAverage",2013
8,8,"Keegan Bradley",NA,69.63,1323,19,"Round4ScoringAverage",2013
8,8,"Webb Simpson",NA,69.63,1323,19,"Round4ScoringAverage",2013
10,10,"Brendon de Jonge",NA,69.68,1742,25,"Round4ScoringAverage",2013
11,11,"DJ Trahan",NA,69.71,488,7,"Round4ScoringAverage",2013
12,12,"Phil Mickelson",NA,69.78,1256,18,"Round4ScoringAverage",2013
13,13,"John Rollins",NA,69.85,908,13,"Round4ScoringAverage",2013
14,14,"Patrick Reed",NA,69.86,978,14,"Round4ScoringAverage",2013
15,15,"Rory Sabbatini",NA,69.87,1048,15,"Round4ScoringAverage",2013
16,16,"Kevin Streelman",NA,69.89,1258,18,"Round4ScoringAverage",2013
16,16,"Jimmy Walker",NA,69.89,1258,18,"Round4ScoringAverage",2013
18,18,"Jason Day",NA,69.9,1398,20,"Round4ScoringAverage",2013
19,19,"Henrik Stenson",NA,70,1050,15,"Round4ScoringAverage",2013
19,19,"Brian Stuard",NA,70,840,12,"Round4ScoringAverage",2013
21,21,"Russell Henley",NA,70.06,1121,16,"Round4ScoringAverage",2013
22,22,"DH Lee",NA,70.09,771,11,"Round4ScoringAverage",2013
23,23,"Ricky Barnes",NA,70.11,631,9,"Round4ScoringAverage",2013
23,23,"Bud Cauley",NA,70.11,631,9,"Round4ScoringAverage",2013
25,25,"Martin Flores",NA,70.13,1122,16,"Round4ScoringAverage",2013
25,25,"Luke List",NA,70.13,561,8,"Round4ScoringAverage",2013
25,25,"Cameron Tringale",NA,70.13,1122,16,"Round4ScoringAverage",2013
28,28,"Doug LaBelle II",NA,70.15,912,13,"Round4ScoringAverage",2013
29,29,"Scott Piercy",NA,70.21,983,14,"Round4ScoringAverage",2013
29,29,"Justin Rose",NA,70.21,983,14,"Round4ScoringAverage",2013
31,31,"Michael Thompson",NA,70.27,773,11,"Round4ScoringAverage",2013
32,32,"Zach Johnson",NA,70.28,1265,18,"Round4ScoringAverage",2013
33,33,"Dicky Pride",NA,70.3,703,10,"Round4ScoringAverage",2013
33,33,"Boo Weekley",NA,70.3,1617,23,"Round4ScoringAverage",2013
35,35,"Ernie Els",NA,70.31,914,13,"Round4ScoringAverage",2013
36,36,"Ted Potter Jr",NA,70.33,633,9,"Round4ScoringAverage",2013
36,36,"Kevin Stadler",NA,70.33,1055,15,"Round4ScoringAverage",2013
38,38,"Rory McIlroy",NA,70.38,915,13,"Round4ScoringAverage",2013
38,38,"Jeff Overton",NA,70.38,1126,16,"Round4ScoringAverage",2013
40,40,"Graham DeLaet",NA,70.43,1479,21,"Round4ScoringAverage",2013
40,40,"Derek Ernst",NA,70.43,493,7,"Round4ScoringAverage",2013
42,42,"Stewart Cink",NA,70.46,916,13,"Round4ScoringAverage",2013
42,42,"Jason Kokrak",NA,70.46,916,13,"Round4ScoringAverage",2013
44,44,"David Hearn",NA,70.47,1198,17,"Round4ScoringAverage",2013
44,44,"Ryan Palmer",NA,70.47,1198,17,"Round4ScoringAverage",2013
44,44,"Adam Scott",NA,70.47,1057,15,"Round4ScoringAverage",2013
47,47,"Charles Howell III",NA,70.5,1269,18,"Round4ScoringAverage",2013
47,47,"Brandt Snedeker",NA,70.5,1128,16,"Round4ScoringAverage",2013
49,49,"Matt Kuchar",NA,70.52,1481,21,"Round4ScoringAverage",2013
50,50,"Brian Davis",NA,70.53,1199,17,"Round4ScoringAverage",2013
50,50,"Nick Watney",NA,70.53,1199,17,"Round4ScoringAverage",2013
52,52,"Billy Horschel",NA,70.55,1552,22,"Round4ScoringAverage",2013
53,53,"Chris Stroud",NA,70.59,1200,17,"Round4ScoringAverage",2013
54,54,"Aaron Baddeley",NA,70.6,706,10,"Round4ScoringAverage",2013
54,54,"DA Points",NA,70.6,1059,15,"Round4ScoringAverage",2013
54,54,"Camilo Villegas",NA,70.6,1059,15,"Round4ScoringAverage",2013
57,57,"Harris English",NA,70.62,1483,21,"Round4ScoringAverage",2013
58,58,"Brendan Steele",NA,70.63,1130,16,"Round4ScoringAverage",2013
58,58,"Lee Williams",NA,70.63,565,8,"Round4ScoringAverage",2013
60,60,"Chris Kirk",NA,70.65,1413,20,"Round4ScoringAverage",2013
61,61,"Stephen Ames",NA,70.67,424,6,"Round4ScoringAverage",2013
61,61,"Geoff Ogilvy",NA,70.67,636,9,"Round4ScoringAverage",2013
63,63,"Kevin Chappell",NA,70.73,1061,15,"Round4ScoringAverage",2013
63,63,"Jerry Kelly",NA,70.73,1061,15,"Round4ScoringAverage",2013
63,63,"Steve Stricker",NA,70.73,778,11,"Round4ScoringAverage",2013
66,66,"Jason Bohn",NA,70.75,849,12,"Round4ScoringAverage",2013
67,67,"Luke Donald",NA,70.77,920,13,"Round4ScoringAverage",2013
67,67,"William McGirt",NA,70.77,920,13,"Round4ScoringAverage",2013
67,67,"George McNeill",NA,70.77,920,13,"Round4ScoringAverage",2013
70,70,"Jim Herman",NA,70.78,637,9,"Round4ScoringAverage",2013
71,71,"Roberto Castro",NA,70.79,1345,19,"Round4ScoringAverage",2013
71,71,"Dustin Johnson",NA,70.79,991,14,"Round4ScoringAverage",2013
73,73,"Matt Every",NA,70.8,1062,15,"Round4ScoringAverage",2013
74,74,"Charlie Beljan",NA,70.83,425,6,"Round4ScoringAverage",2013
75,75,"Martin Kaymer",NA,70.85,921,13,"Round4ScoringAverage",2013
75,75,"Martin Laird",NA,70.85,921,13,"Round4ScoringAverage",2013
77,77,"Bob Estes",NA,70.87,1063,15,"Round4ScoringAverage",2013
78,78,"Steven Bowditch",NA,70.91,780,11,"Round4ScoringAverage",2013
78,78,"Scott Brown",NA,70.91,780,11,"Round4ScoringAverage",2013
78,78,"Morgan Hoffmann",NA,70.91,780,11,"Round4ScoringAverage",2013
81,81,"Chad Campbell",NA,70.92,922,13,"Round4ScoringAverage",2013
81,81,"Scott Stallings",NA,70.92,851,12,"Round4ScoringAverage",2013
83,83,"Jason Dufner",NA,70.94,1206,17,"Round4ScoringAverage",2013
83,83,"Bill Haas",NA,70.94,1206,17,"Round4ScoringAverage",2013
83,83,"Charl Schwartzel",NA,70.94,1135,16,"Round4ScoringAverage",2013
86,86,"KJ Choi",NA,70.95,1348,19,"Round4ScoringAverage",2013
87,87,"Erik Compton",NA,71,852,12,"Round4ScoringAverage",2013
87,87,"Bobby Gates",NA,71,213,3,"Round4ScoringAverage",2013
87,87,"Andres Romero",NA,71,639,9,"Round4ScoringAverage",2013
90,90,"Stuart Appleby",NA,71.06,1279,18,"Round4ScoringAverage",2013
91,91,"Bo Van Pelt",NA,71.07,995,14,"Round4ScoringAverage",2013
92,92,"Freddie Jacobson",NA,71.08,853,12,"Round4ScoringAverage",2013
93,93,"Shawn Stefani",NA,71.09,782,11,"Round4ScoringAverage",2013
94,94,"Graeme McDowell",NA,71.11,640,9,"Round4ScoringAverage",2013
95,95,"Brian Gay",NA,71.13,1138,16,"Round4ScoringAverage",2013
95,95,"Daniel Summerhays",NA,71.13,1067,15,"Round4ScoringAverage",2013
95,95,"Tiger Woods",NA,71.13,1067,15,"Round4ScoringAverage",2013
98,98,"Brian Harman",NA,71.14,996,14,"Round4ScoringAverage",2013
98,98,"Mike Weir",NA,71.14,498,7,"Round4ScoringAverage",2013
100,100,"Jonas Blixt",NA,71.15,925,13,"Round4ScoringAverage",2013
100,100,"James Driscoll",NA,71.15,925,13,"Round4ScoringAverage",2013
102,102,"Jim Furyk",NA,71.17,1281,18,"Round4ScoringAverage",2013
103,103,"Tim Clark",NA,71.18,783,11,"Round4ScoringAverage",2013
104,104,"Darron Stiles",NA,71.2,356,5,"Round4ScoringAverage",2013
105,105,"Chez Reavie",NA,71.21,997,14,"Round4ScoringAverage",2013
106,106,"Brandt Jobe",NA,71.27,784,11,"Round4ScoringAverage",2013
107,107,"Pat Perez",NA,71.31,927,13,"Round4ScoringAverage",2013
108,108,"Robert Garrigus",NA,71.33,856,12,"Round4ScoringAverage",2013
108,108,"James Hahn",NA,71.33,856,12,"Round4ScoringAverage",2013
108,108,"John Huh",NA,71.33,1070,15,"Round4ScoringAverage",2013
