"GIRPercentage175200yards_RANKTHISWEEK_2011","GIRPercentage175200yards_RANKLASTWEEK_2011","GIRPercentage175200yards_PLAYERNAME_2011","GIRPercentage175200yards_ROUNDS_2011","GIRPercentage175200yards_Pct_2011","GIRPercentage175200yards_GREENSHIT_2011","GIRPercentage175200yards_TOTALHOLES_2011","GIRPercentage175200yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Gary Woodland",93,67.68,134,198,-0.1,"GIRPercentage175200yards",2011
2,2,"Joe Durant",71,64.15,136,212,-0.1,"GIRPercentage175200yards",2011
3,3,"John Senden",94,63.97,174,272,-0.19,"GIRPercentage175200yards",2011
4,4,"Tom Gillis",55,63.33,95,150,-0.14,"GIRPercentage175200yards",2011
5,5,"Chad Campbell",99,63.32,183,289,-0.09,"GIRPercentage175200yards",2011
6,6,"Jerry Kelly",85,63.08,164,260,-0.13,"GIRPercentage175200yards",2011
7,7,"Ben Martin",74,62.5,125,200,-0.14,"GIRPercentage175200yards",2011
7,7,"Heath Slocum",89,62.5,155,248,-0.14,"GIRPercentage175200yards",2011
9,9,"Bo Van Pelt",92,62.31,124,199,-0.07,"GIRPercentage175200yards",2011
10,10,"Justin Rose",79,61.79,131,212,-0.13,"GIRPercentage175200yards",2011
11,11,"David Toms",78,61.76,126,204,-0.21,"GIRPercentage175200yards",2011
12,12,"Charl Schwartzel",58,61.74,71,115,-0.18,"GIRPercentage175200yards",2011
13,13,"Retief Goosen",50,61.72,79,128,-0.14,"GIRPercentage175200yards",2011
14,14,"DJ Trahan",91,61.7,145,235,-0.01,"GIRPercentage175200yards",2011
15,15,"John Merrick",71,61.29,114,186,-0.14,"GIRPercentage175200yards",2011
16,16,"Trevor Immelman",84,61.14,140,229,-0.12,"GIRPercentage175200yards",2011
17,17,"Alex Cejka",59,61.05,105,172,-0.08,"GIRPercentage175200yards",2011
18,18,"Billy Mayfair",94,61,183,300,-0.15,"GIRPercentage175200yards",2011
19,19,"Ricky Barnes",78,60.8,121,199,-0.06,"GIRPercentage175200yards",2011
19,19,"Sergio Garcia",61,60.8,76,125,-0.16,"GIRPercentage175200yards",2011
21,21,"JJ Henry",96,60.78,141,232,-0.09,"GIRPercentage175200yards",2011
22,22,"Zach Johnson",79,60.62,137,226,-0.16,"GIRPercentage175200yards",2011
23,23,"Kevin Stadler",88,60.55,132,218,-0.1,"GIRPercentage175200yards",2011
24,24,"Woody Austin",59,60.54,89,147,-0.09,"GIRPercentage175200yards",2011
25,25,"Jimmy Walker",79,60.31,158,262,-0.11,"GIRPercentage175200yards",2011
26,26,"Jim Furyk",87,60.25,144,239,-0.17,"GIRPercentage175200yards",2011
27,27,"Chez Reavie",92,60.16,151,251,-0.19,"GIRPercentage175200yards",2011
28,28,"Jim Herman",69,60.12,98,163,-0.12,"GIRPercentage175200yards",2011
29,29,"Kent Jones",76,60,141,235,-0.09,"GIRPercentage175200yards",2011
29,29,"Matt McQuillan",59,60,93,155,-0.17,"GIRPercentage175200yards",2011
31,31,"Ernie Els",71,59.89,112,187,-0.13,"GIRPercentage175200yards",2011
32,32,"Garrett Willis",71,59.81,125,209,-0.15,"GIRPercentage175200yards",2011
33,33,"Brian Gay",90,59.54,156,262,-0.07,"GIRPercentage175200yards",2011
34,34,"Webb Simpson",98,59.29,150,253,-0.18,"GIRPercentage175200yards",2011
35,35,"Kyle Stanley",98,59.23,138,233,-0.16,"GIRPercentage175200yards",2011
36,36,"Spencer Levin",113,59,177,300,-0.15,"GIRPercentage175200yards",2011
37,37,"Cameron Tringale",110,58.82,170,289,-0.14,"GIRPercentage175200yards",2011
38,38,"Boo Weekley",66,58.79,97,165,-0.01,"GIRPercentage175200yards",2011
