"Scrambling1020ydsRTPScore_RANKTHISWEEK_2011","Scrambling1020ydsRTPScore_RANKLASTWEEK_2011","Scrambling1020ydsRTPScore_PLAYERNAME_2011","Scrambling1020ydsRTPScore_ROUNDS_2011","Scrambling1020ydsRTPScore_AVGRTP_2011","Scrambling1020ydsRTPScore_TOTALHOLES_2011","Scrambling1020ydsRTPScore_TOTALRTP_2011","stat_name","year"
22,NA,"Webb Simpson",98,0.289,180,52,"Scrambling1020ydsRTPScore",2011
23,NA,"Bryce Molder",82,0.292,171,50,"Scrambling1020ydsRTPScore",2011
24,NA,"Matt Kuchar",94,0.293,164,48,"Scrambling1020ydsRTPScore",2011
25,NA,"Rod Pampling",72,0.296,169,50,"Scrambling1020ydsRTPScore",2011
26,NA,"Freddie Jacobson",92,0.297,185,55,"Scrambling1020ydsRTPScore",2011
26,NA,"Lee Janzen",62,0.297,138,41,"Scrambling1020ydsRTPScore",2011
28,NA,"Jim Renner",65,0.298,131,39,"Scrambling1020ydsRTPScore",2011
29,NA,"Blake Adams",116,0.299,271,81,"Scrambling1020ydsRTPScore",2011
30,NA,"Retief Goosen",50,0.304,102,31,"Scrambling1020ydsRTPScore",2011
31,NA,"Nick OHern",89,0.305,177,54,"Scrambling1020ydsRTPScore",2011
32,NA,"Matt McQuillan",59,0.307,114,35,"Scrambling1020ydsRTPScore",2011
33,NA,"Bio Kim",71,0.308,182,56,"Scrambling1020ydsRTPScore",2011
33,NA,"Tim Petrovic",88,0.308,214,66,"Scrambling1020ydsRTPScore",2011
35,NA,"Stuart Appleby",65,0.312,170,53,"Scrambling1020ydsRTPScore",2011
35,NA,"Sergio Garcia",61,0.312,125,39,"Scrambling1020ydsRTPScore",2011
37,NA,"Charlie Wi",83,0.313,201,63,"Scrambling1020ydsRTPScore",2011
38,NA,"Aaron Baddeley",77,0.314,159,50,"Scrambling1020ydsRTPScore",2011
38,NA,"Ben Curtis",66,0.314,169,53,"Scrambling1020ydsRTPScore",2011
38,NA,"Phil Mickelson",79,0.314,137,43,"Scrambling1020ydsRTPScore",2011
41,NA,"Robert Karlsson",61,0.317,123,39,"Scrambling1020ydsRTPScore",2011
41,NA,"Brandt Snedeker",85,0.317,189,60,"Scrambling1020ydsRTPScore",2011
43,NA,"Chris Riley",76,0.318,192,61,"Scrambling1020ydsRTPScore",2011
44,NA,"KJ Choi",77,0.319,141,45,"Scrambling1020ydsRTPScore",2011
45,NA,"Trevor Immelman",84,0.32,150,48,"Scrambling1020ydsRTPScore",2011
46,NA,"Jonathan Byrd",83,0.322,180,58,"Scrambling1020ydsRTPScore",2011
47,NA,"Ian Poulter",52,0.324,111,36,"Scrambling1020ydsRTPScore",2011
48,NA,"Zack Miller",86,0.327,214,70,"Scrambling1020ydsRTPScore",2011
48,NA,"Scott Piercy",78,0.327,150,49,"Scrambling1020ydsRTPScore",2011
50,NA,"Marc Leishman",87,0.328,198,65,"Scrambling1020ydsRTPScore",2011
50,NA,"Tag Ridings",87,0.328,189,62,"Scrambling1020ydsRTPScore",2011
52,NA,"James Driscoll",71,0.329,167,55,"Scrambling1020ydsRTPScore",2011
52,NA,"Hunter Mahan",92,0.329,173,57,"Scrambling1020ydsRTPScore",2011
54,NA,"Nate Smith",66,0.331,145,48,"Scrambling1020ydsRTPScore",2011
55,NA,"Steve Flesch",88,0.332,247,82,"Scrambling1020ydsRTPScore",2011
55,NA,"Vaughn Taylor",89,0.332,205,68,"Scrambling1020ydsRTPScore",2011
57,NA,"Luke Donald",73,0.333,111,37,"Scrambling1020ydsRTPScore",2011
57,NA,"Ryan Palmer",82,0.333,147,49,"Scrambling1020ydsRTPScore",2011
57,NA,"Jimmy Walker",79,0.333,195,65,"Scrambling1020ydsRTPScore",2011
60,NA,"Martin Laird",77,0.335,161,54,"Scrambling1020ydsRTPScore",2011
60,NA,"Justin Rose",79,0.335,155,52,"Scrambling1020ydsRTPScore",2011
62,NA,"Jim Furyk",87,0.338,145,49,"Scrambling1020ydsRTPScore",2011
62,NA,"William McGirt",103,0.338,231,78,"Scrambling1020ydsRTPScore",2011
62,NA,"Cameron Tringale",110,0.338,234,79,"Scrambling1020ydsRTPScore",2011
65,NA,"Briny Baird",60,0.339,112,38,"Scrambling1020ydsRTPScore",2011
65,NA,"DA Points",89,0.339,230,78,"Scrambling1020ydsRTPScore",2011
65,NA,"Alexandre Rocha",65,0.339,112,38,"Scrambling1020ydsRTPScore",2011
68,NA,"Steve Marino",76,0.34,147,50,"Scrambling1020ydsRTPScore",2011
68,NA,"Vijay Singh",79,0.34,209,71,"Scrambling1020ydsRTPScore",2011
70,NA,"Stewart Cink",72,0.341,129,44,"Scrambling1020ydsRTPScore",2011
71,NA,"Jason Bohn",74,0.342,161,55,"Scrambling1020ydsRTPScore",2011
71,NA,"Chris DiMarco",93,0.342,193,66,"Scrambling1020ydsRTPScore",2011
73,NA,"Spencer Levin",113,0.343,236,81,"Scrambling1020ydsRTPScore",2011
74,NA,"Shane Bertsch",62,0.346,133,46,"Scrambling1020ydsRTPScore",2011
75,NA,"Steve Elkington",50,0.347,121,42,"Scrambling1020ydsRTPScore",2011
75,NA,"Aron Price",58,0.347,124,43,"Scrambling1020ydsRTPScore",2011
77,NA,"Tim Herron",85,0.348,204,71,"Scrambling1020ydsRTPScore",2011
77,NA,"Anthony Kim",72,0.348,141,49,"Scrambling1020ydsRTPScore",2011
79,NA,"Cameron Beckman",71,0.349,172,60,"Scrambling1020ydsRTPScore",2011
79,NA,"Bill Haas",93,0.349,169,59,"Scrambling1020ydsRTPScore",2011
81,NA,"Scott McCarron",65,0.35,157,55,"Scrambling1020ydsRTPScore",2011
81,NA,"Pat Perez",76,0.35,203,71,"Scrambling1020ydsRTPScore",2011
83,NA,"Arjun Atwal",91,0.351,211,74,"Scrambling1020ydsRTPScore",2011
83,NA,"David Hearn",88,0.351,174,61,"Scrambling1020ydsRTPScore",2011
85,NA,"Joe Ogilvie",75,0.352,165,58,"Scrambling1020ydsRTPScore",2011
86,NA,"Scott Gutschewski",67,0.354,158,56,"Scrambling1020ydsRTPScore",2011
87,NA,"Hunter Haas",96,0.356,222,79,"Scrambling1020ydsRTPScore",2011
88,NA,"Keegan Bradley",91,0.359,209,75,"Scrambling1020ydsRTPScore",2011
88,NA,"Tom Gillis",55,0.359,128,46,"Scrambling1020ydsRTPScore",2011
90,NA,"Sean OHair",71,0.36,172,62,"Scrambling1020ydsRTPScore",2011
90,NA,"John Rollins",85,0.36,172,62,"Scrambling1020ydsRTPScore",2011
92,NA,"Davis Love III",70,0.361,133,48,"Scrambling1020ydsRTPScore",2011
92,NA,"Troy Merritt",63,0.361,158,57,"Scrambling1020ydsRTPScore",2011
92,NA,"Michael Thompson",79,0.361,183,66,"Scrambling1020ydsRTPScore",2011
95,NA,"Woody Austin",59,0.362,130,47,"Scrambling1020ydsRTPScore",2011
96,NA,"Rickie Fowler",84,0.364,176,64,"Scrambling1020ydsRTPScore",2011
96,NA,"Billy Mayfair",94,0.364,195,71,"Scrambling1020ydsRTPScore",2011
98,NA,"Kevin Chappell",78,0.365,159,58,"Scrambling1020ydsRTPScore",2011
98,NA,"Charl Schwartzel",58,0.365,96,35,"Scrambling1020ydsRTPScore",2011
98,NA,"Kevin Streelman",90,0.365,170,62,"Scrambling1020ydsRTPScore",2011
98,NA,"Chris Stroud",88,0.365,200,73,"Scrambling1020ydsRTPScore",2011
98,NA,"Daniel Summerhays",75,0.365,192,70,"Scrambling1020ydsRTPScore",2011
103,NA,"Carl Pettersson",95,0.368,228,84,"Scrambling1020ydsRTPScore",2011
104,NA,"Matt Jones",71,0.369,179,66,"Scrambling1020ydsRTPScore",2011
105,NA,"Jim Herman",69,0.37,138,51,"Scrambling1020ydsRTPScore",2011
105,NA,"David Mathis",83,0.37,192,71,"Scrambling1020ydsRTPScore",2011
105,NA,"Ryan Moore",79,0.37,165,61,"Scrambling1020ydsRTPScore",2011
105,NA,"Will Strickler",51,0.37,127,47,"Scrambling1020ydsRTPScore",2011
105,NA,"Gary Woodland",93,0.37,162,60,"Scrambling1020ydsRTPScore",2011
110,NA,"George McNeill",69,0.376,178,67,"Scrambling1020ydsRTPScore",2011
111,NA,"Ryuji Imada",83,0.378,185,70,"Scrambling1020ydsRTPScore",2011
111,NA,"Ben Martin",74,0.378,185,70,"Scrambling1020ydsRTPScore",2011
113,NA,"Michael Putnam",67,0.379,145,55,"Scrambling1020ydsRTPScore",2011
113,NA,"David Toms",78,0.379,124,47,"Scrambling1020ydsRTPScore",2011
115,NA,"Graeme McDowell",50,0.382,110,42,"Scrambling1020ydsRTPScore",2011
116,NA,"Kent Jones",76,0.383,167,64,"Scrambling1020ydsRTPScore",2011
116,NA,"DJ Trahan",91,0.383,196,75,"Scrambling1020ydsRTPScore",2011
118,NA,"Bo Van Pelt",92,0.384,159,61,"Scrambling1020ydsRTPScore",2011
119,NA,"Michael Connell",76,0.385,195,75,"Scrambling1020ydsRTPScore",2011
120,NA,"Heath Slocum",89,0.386,166,64,"Scrambling1020ydsRTPScore",2011
121,NA,"Brendon de Jonge",105,0.387,222,86,"Scrambling1020ydsRTPScore",2011
122,NA,"Jason Dufner",78,0.388,170,66,"Scrambling1020ydsRTPScore",2011
123,NA,"John Senden",94,0.389,144,56,"Scrambling1020ydsRTPScore",2011
124,NA,"YE Yang",63,0.392,120,47,"Scrambling1020ydsRTPScore",2011
125,NA,"Michael Bradley",74,0.393,140,55,"Scrambling1020ydsRTPScore",2011
125,NA,"JP Hayes",56,0.393,145,57,"Scrambling1020ydsRTPScore",2011
125,NA,"JJ Henry",96,0.393,183,72,"Scrambling1020ydsRTPScore",2011
125,NA,"Dean Wilson",62,0.393,173,68,"Scrambling1020ydsRTPScore",2011
129,NA,"Rocco Mediate",53,0.394,132,52,"Scrambling1020ydsRTPScore",2011
130,NA,"Joe Durant",71,0.395,152,60,"Scrambling1020ydsRTPScore",2011
131,NA,"Richard Johnson",64,0.397,146,58,"Scrambling1020ydsRTPScore",2011
132,NA,"Derek Lamely",65,0.398,128,51,"Scrambling1020ydsRTPScore",2011
133,NA,"Brian Davis",105,0.399,228,91,"Scrambling1020ydsRTPScore",2011
133,NA,"Roland Thatcher",67,0.399,163,65,"Scrambling1020ydsRTPScore",2011
135,NA,"Andres Romero",77,0.401,187,75,"Scrambling1020ydsRTPScore",2011
136,NA,"Charley Hoffman",93,0.402,189,76,"Scrambling1020ydsRTPScore",2011
137,NA,"Alex Cejka",59,0.403,129,52,"Scrambling1020ydsRTPScore",2011
137,NA,"Bill Lunde",92,0.403,181,73,"Scrambling1020ydsRTPScore",2011
139,NA,"Chris Kirk",87,0.404,198,80,"Scrambling1020ydsRTPScore",2011
139,NA,"Jhonattan Vegas",84,0.404,166,67,"Scrambling1020ydsRTPScore",2011
141,NA,"Kris Blanks",92,0.407,216,88,"Scrambling1020ydsRTPScore",2011
141,NA,"Colt Knost",80,0.407,182,74,"Scrambling1020ydsRTPScore",2011
143,NA,"Tommy Gainey",104,0.408,218,89,"Scrambling1020ydsRTPScore",2011
143,NA,"Josh Teater",104,0.408,223,91,"Scrambling1020ydsRTPScore",2011
145,NA,"Rich Beem",53,0.41,122,50,"Scrambling1020ydsRTPScore",2011
146,NA,"Chris Couch",73,0.412,194,80,"Scrambling1020ydsRTPScore",2011
146,NA,"Ernie Els",71,0.412,114,47,"Scrambling1020ydsRTPScore",2011
148,NA,"Stephen Ames",69,0.414,162,67,"Scrambling1020ydsRTPScore",2011
149,NA,"Chad Campbell",99,0.416,173,72,"Scrambling1020ydsRTPScore",2011
149,NA,"Martin Piller",63,0.416,154,64,"Scrambling1020ydsRTPScore",2011
151,NA,"Camilo Villegas",69,0.423,142,60,"Scrambling1020ydsRTPScore",2011
152,NA,"JB Holmes",57,0.424,118,50,"Scrambling1020ydsRTPScore",2011
152,NA,"John Merrick",71,0.424,151,64,"Scrambling1020ydsRTPScore",2011
152,NA,"Jeff Overton",92,0.424,177,75,"Scrambling1020ydsRTPScore",2011
155,NA,"DJ Brigman",67,0.426,155,66,"Scrambling1020ydsRTPScore",2011
155,NA,"Marc Turnesa",54,0.426,115,49,"Scrambling1020ydsRTPScore",2011
157,NA,"Joseph Bramlett",73,0.433,157,68,"Scrambling1020ydsRTPScore",2011
157,NA,"Harrison Frazar",58,0.433,127,55,"Scrambling1020ydsRTPScore",2011
157,NA,"Troy Matteson",91,0.433,208,90,"Scrambling1020ydsRTPScore",2011
160,NA,"Kevin Kisner",70,0.434,173,75,"Scrambling1020ydsRTPScore",2011
161,NA,"Matt Bettencourt",84,0.435,216,94,"Scrambling1020ydsRTPScore",2011
161,NA,"Johnson Wagner",81,0.435,170,74,"Scrambling1020ydsRTPScore",2011
163,NA,"Ricky Barnes",78,0.436,149,65,"Scrambling1020ydsRTPScore",2011
164,NA,"Angel Cabrera",50,0.44,100,44,"Scrambling1020ydsRTPScore",2011
165,NA,"Adam Scott",60,0.441,93,41,"Scrambling1020ydsRTPScore",2011
166,NA,"Steven Bowditch",86,0.442,217,96,"Scrambling1020ydsRTPScore",2011
167,NA,"David Duval",67,0.446,139,62,"Scrambling1020ydsRTPScore",2011
167,NA,"Andres Gonzales",60,0.446,112,50,"Scrambling1020ydsRTPScore",2011
169,NA,"Bubba Watson",85,0.45,131,59,"Scrambling1020ydsRTPScore",2011
170,NA,"Paul Goydos",81,0.451,195,88,"Scrambling1020ydsRTPScore",2011
171,NA,"Kevin Stadler",88,0.452,168,76,"Scrambling1020ydsRTPScore",2011
172,NA,"Brendan Steele",89,0.454,207,94,"Scrambling1020ydsRTPScore",2011
173,NA,"Chez Reavie",92,0.455,211,96,"Scrambling1020ydsRTPScore",2011
174,NA,"Scott Stallings",84,0.459,172,79,"Scrambling1020ydsRTPScore",2011
175,NA,"Garrett Willis",71,0.462,169,78,"Scrambling1020ydsRTPScore",2011
176,NA,"Billy Horschel",75,0.463,149,69,"Scrambling1020ydsRTPScore",2011
177,NA,"Boo Weekley",66,0.464,138,64,"Scrambling1020ydsRTPScore",2011
178,NA,"Sung Kang",63,0.469,128,60,"Scrambling1020ydsRTPScore",2011
179,NA,"Lucas Glover",74,0.471,155,73,"Scrambling1020ydsRTPScore",2011
180,NA,"Bobby Gates",82,0.48,177,85,"Scrambling1020ydsRTPScore",2011
181,NA,"Justin Hicks",60,0.484,126,61,"Scrambling1020ydsRTPScore",2011
182,NA,"Dustin Johnson",72,0.492,128,63,"Scrambling1020ydsRTPScore",2011
183,NA,"Fabian Gomez",84,0.494,164,81,"Scrambling1020ydsRTPScore",2011
183,NA,"Alex Prugh",82,0.494,168,83,"Scrambling1020ydsRTPScore",2011
185,NA,"Robert Garrigus",83,0.508,181,92,"Scrambling1020ydsRTPScore",2011
186,NA,"Kyle Stanley",98,0.528,197,104,"Scrambling1020ydsRTPScore",2011
