"ScoringRating_RANKTHISWEEK_2015","ScoringRating_RANKLASTWEEK_2015","ScoringRating_PLAYERNAME_2015","ScoringRating_EVENTS_2015","ScoringRating_RATING_2015","stat_name","year"
80,80,"Carl Pettersson",21,8.1,"ScoringRating",2015
80,80,"Scott Piercy",16,8.1,"ScoringRating",2015
80,80,"Ian Poulter",11,8.1,"ScoringRating",2015
80,80,"Chez Reavie",8,8.1,"ScoringRating",2015
80,80,"Patrick Reed",19,8.1,"ScoringRating",2015
80,80,"Rory Sabbatini",13,8.1,"ScoringRating",2015
80,80,"John Senden",9,8.1,"ScoringRating",2015
80,80,"Marcel Siem",4,8.1,"ScoringRating",2015
80,80,"Webb Simpson",15,8.1,"ScoringRating",2015
80,80,"Michael Smith",1,8.1,"ScoringRating",2015
80,80,"Brandt Snedeker",19,8.1,"ScoringRating",2015
80,80,"Shawn Stefani",20,8.1,"ScoringRating",2015
80,80,"Daniel Summerhays",19,8.1,"ScoringRating",2015
80,80,"Hudson Swafford",17,8.1,"ScoringRating",2015
80,80,"Camilo Villegas",14,8.1,"ScoringRating",2015
80,80,"Marc Warren",4,8.1,"ScoringRating",2015
80,80,"Boo Weekley",13,8.1,"ScoringRating",2015
80,80,"Mark Wilson",15,8.1,"ScoringRating",2015
80,80,"YE Yang",2,8.1,"ScoringRating",2015
135,135,"Blayne Barber",10,8,"ScoringRating",2015
135,135,"Zac Blair",16,8,"ScoringRating",2015
135,135,"Erik Compton",14,8,"ScoringRating",2015
135,135,"Brendon de Jonge",20,8,"ScoringRating",2015
135,135,"Jamie Donaldson",6,8,"ScoringRating",2015
135,135,"Ken Duke",14,8,"ScoringRating",2015
135,135,"Derek Ernst",10,8,"ScoringRating",2015
135,135,"Brice Garnett",8,8,"ScoringRating",2015
135,135,"Lucas Glover",12,8,"ScoringRating",2015
135,135,"Branden Grace",8,8,"ScoringRating",2015
135,135,"Bill Haas",17,8,"ScoringRating",2015
135,135,"Chesson Hadley",18,8,"ScoringRating",2015
135,135,"Dudley Hart",2,8,"ScoringRating",2015
135,135,"Charley Hoffman",18,8,"ScoringRating",2015
135,135,"Morgan Hoffmann",14,8,"ScoringRating",2015
135,135,"Max Homa",9,8,"ScoringRating",2015
135,135,"Billy Horschel",17,8,"ScoringRating",2015
135,135,"John Huh",18,8,"ScoringRating",2015
135,135,"Matt Jones",16,8,"ScoringRating",2015
135,135,"Andrew Loupe",5,8,"ScoringRating",2015
135,135,"Jamie Lovemark",1,8,"ScoringRating",2015
135,135,"Joost Luiten",5,8,"ScoringRating",2015
135,135,"Jarrod Lyle",2,8,"ScoringRating",2015
135,135,"Sean OHair",17,8,"ScoringRating",2015
135,135,"Carlos Ortiz",16,8,"ScoringRating",2015
135,135,"Jeff Overton",14,8,"ScoringRating",2015
135,135,"Rod Pampling",3,8,"ScoringRating",2015
135,135,"John Peterson",16,8,"ScoringRating",2015
135,135,"Alex Prugh",14,8,"ScoringRating",2015
135,135,"Jonathan Randolph",8,8,"ScoringRating",2015
135,135,"Andres Romero",8,8,"ScoringRating",2015
135,135,"Sam Saunders",11,8,"ScoringRating",2015
135,135,"Charl Schwartzel",8,8,"ScoringRating",2015
135,135,"Adam Scott",6,8,"ScoringRating",2015
135,135,"Vijay Singh",15,8,"ScoringRating",2015
135,135,"Steve Stricker",6,8,"ScoringRating",2015
135,135,"Cameron Tringale",17,8,"ScoringRating",2015
135,135,"Bo Van Pelt",10,8,"ScoringRating",2015
135,135,"Nick Watney",17,8,"ScoringRating",2015
135,135,"Gary Woodland",11,8,"ScoringRating",2015
135,135,"Tiger Woods",5,8,"ScoringRating",2015
176,176,"Steven Alker",8,7.9,"ScoringRating",2015
176,176,"Robert Allenby",6,7.9,"ScoringRating",2015
176,176,"Woody Austin",2,7.9,"ScoringRating",2015
176,176,"Aaron Baddeley",12,7.9,"ScoringRating",2015
176,176,"Ricky Barnes",10,7.9,"ScoringRating",2015
176,176,"Rafa Cabrera Bello",1,7.9,"ScoringRating",2015
176,176,"KJ Choi",12,7.9,"ScoringRating",2015
176,176,"Tim Clark",6,7.9,"ScoringRating",2015
176,176,"Victor Dubuisson",4,7.9,"ScoringRating",2015
176,176,"Ernie Els",6,7.9,"ScoringRating",2015
176,176,"Martin Flores",15,7.9,"ScoringRating",2015
176,176,"Tom Gillis",6,7.9,"ScoringRating",2015
176,176,"Fabian Gomez",13,7.9,"ScoringRating",2015
176,176,"James Hahn",18,7.9,"ScoringRating",2015
176,176,"Wes Homan",2,7.9,"ScoringRating",2015
176,176,"Trevor Immelman",2,7.9,"ScoringRating",2015
176,176,"Smylie Kaufman",1,7.9,"ScoringRating",2015
176,176,"Hyung Sung Kim",1,7.9,"ScoringRating",2015
176,176,"Chris Kirk",13,7.9,"ScoringRating",2015
176,176,"Patton Kizzire",1,7.9,"ScoringRating",2015
176,176,"Doug LaBelle II",1,7.9,"ScoringRating",2015
176,176,"Marc Leishman",10,7.9,"ScoringRating",2015
176,176,"Justin Leonard",8,7.9,"ScoringRating",2015
176,176,"Spencer Levin",17,7.9,"ScoringRating",2015
176,176,"Davis Love III",6,7.9,"ScoringRating",2015
176,176,"Hunter Mahan",16,7.9,"ScoringRating",2015
176,176,"Troy Matteson",1,7.9,"ScoringRating",2015
176,176,"Phil Mickelson",13,7.9,"ScoringRating",2015
176,176,"Bryce Molder",18,7.9,"ScoringRating",2015
176,176,"Seung Yul Noh",9,7.9,"ScoringRating",2015
176,176,"SJ Park",12,7.9,"ScoringRating",2015
176,176,"Andy Pope",1,7.9,"ScoringRating",2015
176,176,"Michael Putnam",13,7.9,"ScoringRating",2015
176,176,"Wes Roach",1,7.9,"ScoringRating",2015
176,176,"Patrick Rodgers",9,7.9,"ScoringRating",2015
176,176,"Kyle Stanley",6,7.9,"ScoringRating",2015
176,176,"Josh Teater",3,7.9,"ScoringRating",2015
176,176,"Michael Thompson",14,7.9,"ScoringRating",2015
176,176,"David Toms",10,7.9,"ScoringRating",2015
176,176,"Steve Wheatcroft",12,7.9,"ScoringRating",2015
176,176,"Tim Wilkinson",6,7.9,"ScoringRating",2015
176,176,"Danny Willett",4,7.9,"ScoringRating",2015
218,218,"Eric Axley",6,7.8,"ScoringRating",2015
218,218,"Sangmoon Bae",18,7.8,"ScoringRating",2015
218,218,"Angel Cabrera",6,7.8,"ScoringRating",2015
218,218,"Roberto Castro",7,7.8,"ScoringRating",2015
218,218,"Brian Davis",11,7.8,"ScoringRating",2015
218,218,"Jason Dufner",11,7.8,"ScoringRating",2015
218,218,"Gonzalo Fdez Castano",9,7.8,"ScoringRating",2015
218,218,"Oscar Fraustro",4,7.8,"ScoringRating",2015
218,218,"Luke Guthrie",12,7.8,"ScoringRating",2015
218,218,"Charles Howell III",22,7.8,"ScoringRating",2015
218,218,"Billy Hurley III",10,7.8,"ScoringRating",2015
218,218,"Ryo Ishikawa",14,7.8,"ScoringRating",2015
218,218,"Scott Langley",16,7.8,"ScoringRating",2015
218,218,"Alexander Levy",1,7.8,"ScoringRating",2015
218,218,"Bill Lunde",5,7.8,"ScoringRating",2015
218,218,"Chris Naegel",1,7.8,"ScoringRating",2015
218,218,"Geoff Ogilvy",7,7.8,"ScoringRating",2015
218,218,"Scott Pinckney",15,7.8,"ScoringRating",2015
218,218,"Andrew Putnam",8,7.8,"ScoringRating",2015
218,218,"Alexandre Rocha",1,7.8,"ScoringRating",2015
218,218,"Kevin Streelman",16,7.8,"ScoringRating",2015
218,218,"Andrew Svoboda",9,7.8,"ScoringRating",2015
218,218,"Tyrone Van Aswegen",6,7.8,"ScoringRating",2015
218,218,"Jhonattan Vegas",14,7.8,"ScoringRating",2015
218,218,"Bernd Wiesberger",3,7.8,"ScoringRating",2015
218,218,"Garrett Willis",1,7.8,"ScoringRating",2015
244,244,"Kiradech Aphibarnrat",2,7.7,"ScoringRating",2015
244,244,"Charlie Beljan",8,7.7,"ScoringRating",2015
244,244,"Alex Cejka",16,7.7,"ScoringRating",2015
244,244,"Andres Gonzales",14,7.7,"ScoringRating",2015
244,244,"Retief Goosen",12,7.7,"ScoringRating",2015
244,244,"Scott Gutschewski",1,7.7,"ScoringRating",2015
244,244,"JJ Henry",14,7.7,"ScoringRating",2015
244,244,"Mark Hubbard",13,7.7,"ScoringRating",2015
244,244,"Mikko Ilonen",3,7.7,"ScoringRating",2015
244,244,"Freddie Jacobson",8,7.7,"ScoringRating",2015
244,244,"Anirban Lahiri",4,7.7,"ScoringRating",2015
244,244,"Scott McCarron",1,7.7,"ScoringRating",2015
244,244,"Jim Renner",5,7.7,"ScoringRating",2015
244,244,"Brian Stuard",14,7.7,"ScoringRating",2015
244,244,"Nick Taylor",15,7.7,"ScoringRating",2015
244,244,"Charlie Wi",1,7.7,"ScoringRating",2015
260,260,"Arjun Atwal",3,7.6,"ScoringRating",2015
260,260,"Greg Chalmers",8,7.6,"ScoringRating",2015
260,260,"Ben Crane",8,7.6,"ScoringRating",2015
260,260,"Matt Every",9,7.6,"ScoringRating",2015
260,260,"Derek Fathauer",11,7.6,"ScoringRating",2015
260,260,"Harrison Frazar",2,7.6,"ScoringRating",2015
260,260,"Tommy Gainey",3,7.6,"ScoringRating",2015
260,260,"Stephen Gallacher",4,7.6,"ScoringRating",2015
260,260,"Robert Garrigus",8,7.6,"ScoringRating",2015
260,260,"Graeme McDowell",4,7.6,"ScoringRating",2015
260,260,"Nicholas Thompson",11,7.6,"ScoringRating",2015
271,271,"Byeong Hun An",2,7.5,"ScoringRating",2015
271,271,"Cameron Beckman",2,7.5,"ScoringRating",2015
271,271,"Sebastian Cappelen",1,7.5,"ScoringRating",2015
271,271,"Ben Curtis",2,7.5,"ScoringRating",2015
271,271,"Padraig Harrington",7,7.5,"ScoringRating",2015
271,271,"Parker McLachlin",1,7.5,"ScoringRating",2015
271,271,"Troy Merritt",15,7.5,"ScoringRating",2015
278,278,"Hiroshi Iwata",1,7.4,"ScoringRating",2015
278,278,"Maverick McNealy",2,7.4,"ScoringRating",2015
278,278,"Shaun Micheel",1,7.4,"ScoringRating",2015
278,278,"Roger Sloan",5,7.4,"ScoringRating",2015
278,278,"Byron Smith",6,7.4,"ScoringRating",2015
278,278,"Scott Stallings",9,7.4,"ScoringRating",2015
278,278,"Kevin Tway",1,7.4,"ScoringRating",2015
278,278,"Scott Vincent",1,7.4,"ScoringRating",2015
286,286,"Michael Block",2,7.3,"ScoringRating",2015
286,286,"Glen Day",3,7.3,"ScoringRating",2015
286,286,"Steve Flesch",1,7.3,"ScoringRating",2015
286,286,"Pablo Larrazabal",1,7.3,"ScoringRating",2015
286,286,"Richard Sterne",1,7.3,"ScoringRating",2015
291,291,"Jason Allred",1,7.2,"ScoringRating",2015
291,291,"Brandt Jobe",1,7.2,"ScoringRating",2015
291,291,"Troy Kelly",1,7.2,"ScoringRating",2015
291,291,"Steve Lowery",1,7.2,"ScoringRating",2015
291,291,"Cory Renfrew",1,7.2,"ScoringRating",2015
296,296,"Thomas Bjorn",2,7.1,"ScoringRating",2015
296,296,"Alexander Noren",1,7.1,"ScoringRating",2015
296,296,"DJ Trahan",2,7.1,"ScoringRating",2015
296,296,"Richy Werenski",1,7.1,"ScoringRating",2015
300,300,"Lee McCoy",1,7,"ScoringRating",2015
300,300,"Chris Riley",1,7,"ScoringRating",2015
300,300,"Scott Verplank",2,7,"ScoringRating",2015
300,300,"Tom Watson",1,7,"ScoringRating",2015
304,304,"Koumei Oda",3,6.9,"ScoringRating",2015
304,304,"Heath Slocum",4,6.9,"ScoringRating",2015
304,304,"Gunn Yang",1,6.9,"ScoringRating",2015
307,307,"Brian Gaffney",1,6.8,"ScoringRating",2015
308,308,"Matt Bettencourt",2,6.7,"ScoringRating",2015
308,308,"Zack Sucher",4,6.7,"ScoringRating",2015
310,310,"Thongchai Jaidee",2,6.6,"ScoringRating",2015
311,311,"Thomas Birdsey",1,6.5,"ScoringRating",2015
311,311,"Andrew Dodt",1,6.5,"ScoringRating",2015
311,311,"Dicky Pride",1,6.5,"ScoringRating",2015
311,311,"Oliver Wilson",1,6.5,"ScoringRating",2015
315,315,"David Lipsky",2,6.4,"ScoringRating",2015
315,315,"James Morrison",1,6.4,"ScoringRating",2015
317,317,"WC Liang",2,6.3,"ScoringRating",2015
317,317,"Gary Stal",2,6.3,"ScoringRating",2015
317,317,"Danie van Tonder",1,6.3,"ScoringRating",2015
320,320,"Steven Jeffress",1,6.2,"ScoringRating",2015
321,321,"Nick Cullen",1,6,"ScoringRating",2015
321,321,"Brandon Hagy",1,6,"ScoringRating",2015
323,323,"Tommy Fleetwood",1,5.7,"ScoringRating",2015
324,324,"Daniel Miernicki",1,5.4,"ScoringRating",2015
325,325,"Hiroyuki Fujita",1,4.4,"ScoringRating",2015
