"Approachesfrominside100yardsRgh_RANKTHISWEEK_2015","Approachesfrominside100yardsRgh_RANKLASTWEEK_2015","Approachesfrominside100yardsRgh_PLAYERNAME_2015","Approachesfrominside100yardsRgh_ROUNDS_2015","Approachesfrominside100yardsRgh_AVG_2015","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2015","Approachesfrominside100yardsRgh_OFATTEMPTS_2015","Approachesfrominside100yardsRgh_RELATIVETOPAR_2015","stat_name","year"
23,23,"Chad Campbell",97,NA,756.833,35,7,"Approachesfrominside100yardsRgh",2015
23,23,"George McNeill",93,NA,474.5,22,3,"Approachesfrominside100yardsRgh",2015
23,23,"Bubba Watson",71,NA,1055.667,49,-12,"Approachesfrominside100yardsRgh",2015
26,26,"Jason Dufner",76,NA,303.75,14,0,"Approachesfrominside100yardsRgh",2015
26,26,"Sean OHair",86,NA,605.917,28,-2,"Approachesfrominside100yardsRgh",2015
28,28,"Jonathan Byrd",69,NA,434.5,20,0,"Approachesfrominside100yardsRgh",2015
28,28,"Luke Guthrie",84,NA,629.667,29,1,"Approachesfrominside100yardsRgh",2015
30,30,"Retief Goosen",81,NA,502.583,23,6,"Approachesfrominside100yardsRgh",2015
31,31,"Zac Blair",108,NA,590.75,27,5,"Approachesfrominside100yardsRgh",2015
31,31,"Colt Knost",90,NA,350.083,16,5,"Approachesfrominside100yardsRgh",2015
31,31,"Cameron Percy",72,NA,526.417,24,-2,"Approachesfrominside100yardsRgh",2015
34,34,"Roberto Castro",54,NA,154.083,7,2,"Approachesfrominside100yardsRgh",2015
34,34,"Mark Hubbard",79,NA,483.75,22,5,"Approachesfrominside100yardsRgh",2015
34,34,"Matt Kuchar",97,NA,880.083,40,6,"Approachesfrominside100yardsRgh",2015
34,34,"Steve Wheatcroft",87,NA,991.667,45,12,"Approachesfrominside100yardsRgh",2015
38,38,"Bryce Molder",91,NA,492.333,22,4,"Approachesfrominside100yardsRgh",2015
39,39,"Derek Ernst",75,NA,427.083,19,5,"Approachesfrominside100yardsRgh",2015
39,39,"Cameron Tringale",96,NA,652.667,29,8,"Approachesfrominside100yardsRgh",2015
41,41,"Sergio Garcia",59,NA,410.083,18,6,"Approachesfrominside100yardsRgh",2015
42,42,"Brendon de Jonge",106,NA,710.833,31,3,"Approachesfrominside100yardsRgh",2015
42,42,"Byron Smith",59,NA,343.25,15,2,"Approachesfrominside100yardsRgh",2015
44,44,"Brandt Snedeker",98,NA,647.167,28,5,"Approachesfrominside100yardsRgh",2015
45,45,"KJ Choi",66,NA,603.167,26,8,"Approachesfrominside100yardsRgh",2015
45,45,"Jim Furyk",71,NA,301.583,13,4,"Approachesfrominside100yardsRgh",2015
47,47,"Hunter Mahan",88,NA,910.5,39,9,"Approachesfrominside100yardsRgh",2015
48,48,"Chris Kirk",76,NA,351.833,15,0,"Approachesfrominside100yardsRgh",2015
49,49,"Max Homa",78,NA,751.75,32,6,"Approachesfrominside100yardsRgh",2015
50,50,"Vijay Singh",78,NA,637.5,27,5,"Approachesfrominside100yardsRgh",2015
51,51,"Chez Reavie",56,NA,260.75,11,-3,"Approachesfrominside100yardsRgh",2015
52,52,"Charley Hoffman",97,NA,901.667,38,8,"Approachesfrominside100yardsRgh",2015
53,53,"Nicholas Thompson",90,NA,691.333,29,14,"Approachesfrominside100yardsRgh",2015
54,54,"Whee Kim",71,NA,552.417,23,5,"Approachesfrominside100yardsRgh",2015
55,55,"Chad Collins",79,NA,603,25,3,"Approachesfrominside100yardsRgh",2015
55,55,"Spencer Levin",99,NA,602.417,25,6,"Approachesfrominside100yardsRgh",2015
55,55,"David Toms",62,NA,385.167,16,2,"Approachesfrominside100yardsRgh",2015
58,58,"Lucas Glover",79,NA,437.417,18,11,"Approachesfrominside100yardsRgh",2015
58,58,"Daniel Summerhays",101,NA,753.417,31,5,"Approachesfrominside100yardsRgh",2015
60,60,"Brian Davis",86,NA,1000.5,41,7,"Approachesfrominside100yardsRgh",2015
61,61,"Justin Thomas",106,NA,1151.667,47,11,"Approachesfrominside100yardsRgh",2015
62,62,"Kyle Reifers",96,NA,762.75,31,2,"Approachesfrominside100yardsRgh",2015
63,63,"Aaron Baddeley",76,NA,419.25,17,1,"Approachesfrominside100yardsRgh",2015
63,63,"Adam Hadwin",95,NA,616.917,25,4,"Approachesfrominside100yardsRgh",2015
65,65,"Billy Hurley III",83,NA,719.25,29,6,"Approachesfrominside100yardsRgh",2015
65,65,"Ryan Palmer",80,NA,646.25,26,3,"Approachesfrominside100yardsRgh",2015
65,65,"Nick Taylor",91,NA,1143.917,46,3,"Approachesfrominside100yardsRgh",2015
68,68,"Jeff Overton",94,NA,971.75,39,7,"Approachesfrominside100yardsRgh",2015
68,68,"Michael Putnam",87,NA,696.833,28,5,"Approachesfrominside100yardsRgh",2015
68,68,"Adam Scott",51,NA,474,19,7,"Approachesfrominside100yardsRgh",2015
68,68,"Kevin Streelman",95,NA,798.333,32,5,"Approachesfrominside100yardsRgh",2015
68,68,"Jimmy Walker",89,NA,821.25,33,3,"Approachesfrominside100yardsRgh",2015
73,73,"Jason Day",75,NA,1075,43,-6,"Approachesfrominside100yardsRgh",2015
73,73,"Andres Gonzales",90,NA,873.833,35,12,"Approachesfrominside100yardsRgh",2015
75,75,"Angel Cabrera",53,NA,325.667,13,4,"Approachesfrominside100yardsRgh",2015
75,75,"Carlos Ortiz",100,NA,852.833,34,6,"Approachesfrominside100yardsRgh",2015
75,75,"Henrik Stenson",63,NA,326.333,13,-2,"Approachesfrominside100yardsRgh",2015
78,78,"Erik Compton",86,NA,655.25,26,7,"Approachesfrominside100yardsRgh",2015
78,78,"Kevin Na",98,NA,628.667,25,6,"Approachesfrominside100yardsRgh",2015
78,78,"Hudson Swafford",97,NA,628.25,25,4,"Approachesfrominside100yardsRgh",2015
81,81,"Ernie Els",57,NA,530.083,21,5,"Approachesfrominside100yardsRgh",2015
81,81,"Matt Every",73,NA,631.417,25,7,"Approachesfrominside100yardsRgh",2015
81,81,"Brooks Koepka",84,NA,858.333,34,-1,"Approachesfrominside100yardsRgh",2015
81,81,"Mark Wilson",89,NA,707.167,28,9,"Approachesfrominside100yardsRgh",2015
85,85,"Keegan Bradley",87,NA,531.333,21,4,"Approachesfrominside100yardsRgh",2015
85,85,"Derek Fathauer",81,NA,834.75,33,9,"Approachesfrominside100yardsRgh",2015
85,85,"Greg Owen",58,NA,455.5,18,2,"Approachesfrominside100yardsRgh",2015
88,88,"Daniel Berger",97,NA,863.583,34,-2,"Approachesfrominside100yardsRgh",2015
88,88,"Jonas Blixt",78,NA,610.833,24,9,"Approachesfrominside100yardsRgh",2015
88,88,"Jason Kokrak",88,NA,939.333,37,-1,"Approachesfrominside100yardsRgh",2015
91,91,"Bill Haas",89,NA,661.917,26,-2,"Approachesfrominside100yardsRgh",2015
91,91,"Justin Rose",69,NA,433.75,17,8,"Approachesfrominside100yardsRgh",2015
93,93,"Gonzalo Fdez Castano",81,NA,616.667,24,8,"Approachesfrominside100yardsRgh",2015
93,93,"Brice Garnett",81,NA,615.083,24,6,"Approachesfrominside100yardsRgh",2015
93,93,"Robert Garrigus",70,NA,768.75,30,3,"Approachesfrominside100yardsRgh",2015
93,93,"Davis Love III",51,NA,436.917,17,3,"Approachesfrominside100yardsRgh",2015
97,97,"Alex Cejka",94,NA,825.25,32,10,"Approachesfrominside100yardsRgh",2015
97,97,"David Lingmerth",90,NA,720.417,28,5,"Approachesfrominside100yardsRgh",2015
99,99,"Steven Bowditch",103,NA,1372.25,53,11,"Approachesfrominside100yardsRgh",2015
100,100,"Patrick Reed",103,NA,1506.167,58,8,"Approachesfrominside100yardsRgh",2015
101,101,"Steven Alker",62,NA,286.917,11,7,"Approachesfrominside100yardsRgh",2015
101,101,"Martin Flores",95,NA,911.583,35,1,"Approachesfrominside100yardsRgh",2015
103,103,"Charlie Beljan",76,NA,602.417,23,1,"Approachesfrominside100yardsRgh",2015
103,103,"Greg Chalmers",58,NA,392.667,15,1,"Approachesfrominside100yardsRgh",2015
103,103,"Boo Weekley",79,NA,628.417,24,0,"Approachesfrominside100yardsRgh",2015
106,106,"Rory Sabbatini",81,NA,681.833,26,6,"Approachesfrominside100yardsRgh",2015
106,106,"Chris Stroud",84,NA,656.417,25,9,"Approachesfrominside100yardsRgh",2015
106,106,"Nick Watney",91,NA,498.917,19,4,"Approachesfrominside100yardsRgh",2015
109,109,"Tony Finau",106,NA,1213.083,46,6,"Approachesfrominside100yardsRgh",2015
109,109,"William McGirt",103,NA,1053.917,40,1,"Approachesfrominside100yardsRgh",2015
109,109,"Phil Mickelson",70,NA,975,37,7,"Approachesfrominside100yardsRgh",2015
112,112,"Roger Sloan",56,NA,636.25,24,10,"Approachesfrominside100yardsRgh",2015
113,113,"Kevin Kisner",104,NA,1038.25,39,16,"Approachesfrominside100yardsRgh",2015
114,114,"Danny Lee",120,NA,1172.417,44,2,"Approachesfrominside100yardsRgh",2015
115,115,"Marc Leishman",74,NA,642,24,3,"Approachesfrominside100yardsRgh",2015
115,115,"Andrew Svoboda",80,NA,669.417,25,11,"Approachesfrominside100yardsRgh",2015
115,115,"Jhonattan Vegas",90,NA,830.167,31,3,"Approachesfrominside100yardsRgh",2015
118,118,"Robert Allenby",63,NA,322.167,12,7,"Approachesfrominside100yardsRgh",2015
118,118,"Geoff Ogilvy",50,NA,375.083,14,4,"Approachesfrominside100yardsRgh",2015
118,118,"Camilo Villegas",83,NA,590.417,22,4,"Approachesfrominside100yardsRgh",2015
121,121,"Sangmoon Bae",98,NA,1406.583,52,2,"Approachesfrominside100yardsRgh",2015
121,121,"Webb Simpson",81,NA,650.417,24,5,"Approachesfrominside100yardsRgh",2015
123,123,"Robert Streb",110,NA,1467.667,54,5,"Approachesfrominside100yardsRgh",2015
124,124,"Padraig Harrington",60,NA,654.667,24,11,"Approachesfrominside100yardsRgh",2015
124,124,"John Huh",102,NA,654.083,24,9,"Approachesfrominside100yardsRgh",2015
126,126,"Jon Curran",83,NA,656.917,24,11,"Approachesfrominside100yardsRgh",2015
126,126,"Scott Pinckney",88,NA,901,33,2,"Approachesfrominside100yardsRgh",2015
128,128,"Michael Thompson",83,NA,795.667,29,11,"Approachesfrominside100yardsRgh",2015
128,128,"Lee Westwood",56,NA,576.083,21,4,"Approachesfrominside100yardsRgh",2015
130,130,"Ian Poulter",68,NA,495.5,18,5,"Approachesfrominside100yardsRgh",2015
131,131,"Harris English",105,NA,938,34,12,"Approachesfrominside100yardsRgh",2015
132,132,"Paul Casey",87,NA,664.083,24,6,"Approachesfrominside100yardsRgh",2015
133,133,"JJ Henry",94,NA,721.667,26,2,"Approachesfrominside100yardsRgh",2015
134,134,"Pat Perez",96,NA,926.167,33,11,"Approachesfrominside100yardsRgh",2015
134,134,"Tyrone Van Aswegen",58,NA,562.333,20,0,"Approachesfrominside100yardsRgh",2015
136,136,"Troy Merritt",91,NA,761.5,27,12,"Approachesfrominside100yardsRgh",2015
137,137,"Oscar Fraustro",58,NA,593.083,21,5,"Approachesfrominside100yardsRgh",2015
138,138,"Shawn Stefani",94,NA,1251.583,44,19,"Approachesfrominside100yardsRgh",2015
139,139,"Jason Bohn",95,NA,799.417,28,13,"Approachesfrominside100yardsRgh",2015
139,139,"Fabian Gomez",83,NA,942.333,33,15,"Approachesfrominside100yardsRgh",2015
139,139,"Andres Romero",69,NA,799.167,28,1,"Approachesfrominside100yardsRgh",2015
139,139,"Charl Schwartzel",67,NA,601,21,3,"Approachesfrominside100yardsRgh",2015
143,143,"Brian Harman",90,NA,1181.25,41,12,"Approachesfrominside100yardsRgh",2015
143,143,"Jerry Kelly",79,NA,692.417,24,2,"Approachesfrominside100yardsRgh",2015
145,145,"Tom Hoge",83,NA,810.583,28,5,"Approachesfrominside100yardsRgh",2015
145,145,"Ryan Moore",81,NA,664.417,23,2,"Approachesfrominside100yardsRgh",2015
145,145,"Jonathan Randolph",72,NA,780.75,27,6,"Approachesfrominside100yardsRgh",2015
148,148,"Ricky Barnes",82,NA,579.333,20,7,"Approachesfrominside100yardsRgh",2015
149,149,"Kevin Chappell",86,NA,755.333,26,0,"Approachesfrominside100yardsRgh",2015
149,149,"David Hearn",97,NA,1017.417,35,4,"Approachesfrominside100yardsRgh",2015
149,149,"Billy Horschel",99,NA,900.417,31,9,"Approachesfrominside100yardsRgh",2015
149,149,"Martin Laird",77,NA,990.083,34,9,"Approachesfrominside100yardsRgh",2015
149,149,"DA Points",72,NA,640.417,22,-1,"Approachesfrominside100yardsRgh",2015
154,154,"Charles Howell III",105,NA,1234.5,42,15,"Approachesfrominside100yardsRgh",2015
154,154,"John Senden",80,NA,441,15,2,"Approachesfrominside100yardsRgh",2015
156,156,"Russell Henley",87,NA,917.333,31,5,"Approachesfrominside100yardsRgh",2015
156,156,"Francesco Molinari",56,NA,325.167,11,1,"Approachesfrominside100yardsRgh",2015
156,156,"Scott Stallings",60,NA,502.917,17,5,"Approachesfrominside100yardsRgh",2015
159,159,"Heath Slocum",57,NA,445.5,15,7,"Approachesfrominside100yardsRgh",2015
160,160,"Matt Jones",89,NA,743.917,25,6,"Approachesfrominside100yardsRgh",2015
161,161,"Carl Pettersson",106,NA,1405.917,47,11,"Approachesfrominside100yardsRgh",2015
162,162,"Dustin Johnson",75,NA,1019.75,34,1,"Approachesfrominside100yardsRgh",2015
162,162,"Russell Knox",96,NA,599.917,20,-2,"Approachesfrominside100yardsRgh",2015
164,164,"Will Wilcox",58,NA,301.917,10,2,"Approachesfrominside100yardsRgh",2015
165,165,"Brian Stuard",97,NA,759.167,25,11,"Approachesfrominside100yardsRgh",2015
166,166,"Alex Prugh",84,NA,729.333,24,10,"Approachesfrominside100yardsRgh",2015
167,167,"Ryo Ishikawa",90,NA,853.083,28,8,"Approachesfrominside100yardsRgh",2015
168,168,"Jim Herman",88,NA,585.083,19,4,"Approachesfrominside100yardsRgh",2015
168,168,"Brendon Todd",96,NA,1016.667,33,5,"Approachesfrominside100yardsRgh",2015
170,170,"Scott Piercy",90,NA,1102.75,35,11,"Approachesfrominside100yardsRgh",2015
171,171,"Bill Lunde",50,NA,411,13,3,"Approachesfrominside100yardsRgh",2015
172,172,"Hideki Matsuyama",95,NA,887.833,28,5,"Approachesfrominside100yardsRgh",2015
173,173,"JB Holmes",89,NA,1561,49,14,"Approachesfrominside100yardsRgh",2015
174,174,"Bo Van Pelt",81,NA,961,30,8,"Approachesfrominside100yardsRgh",2015
175,175,"Graham DeLaet",65,NA,676.667,21,7,"Approachesfrominside100yardsRgh",2015
176,176,"Zach Johnson",90,NA,742.917,23,2,"Approachesfrominside100yardsRgh",2015
177,177,"Johnson Wagner",68,NA,651.417,20,6,"Approachesfrominside100yardsRgh",2015
178,178,"James Hahn",94,NA,985.917,30,7,"Approachesfrominside100yardsRgh",2015
178,178,"Gary Woodland",81,NA,427.25,13,1,"Approachesfrominside100yardsRgh",2015
180,180,"Luke Donald",71,NA,625.083,19,2,"Approachesfrominside100yardsRgh",2015
181,181,"Patrick Rodgers",57,NA,984.417,29,6,"Approachesfrominside100yardsRgh",2015
182,182,"Andrew Putnam",68,NA,838.75,24,11,"Approachesfrominside100yardsRgh",2015
183,183,"Justin Leonard",61,NA,458.417,13,5,"Approachesfrominside100yardsRgh",2015
184,184,"Ben Martin",93,NA,1219,29,9,"Approachesfrominside100yardsRgh",2015
