"Approachesfrom100yardsRgh_RANKTHISWEEK_2007","Approachesfrom100yardsRgh_RANKLASTWEEK_2007","Approachesfrom100yardsRgh_PLAYERNAME_2007","Approachesfrom100yardsRgh_ROUNDS_2007","Approachesfrom100yardsRgh_AVG_2007","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2007","Approachesfrom100yardsRgh_OFATTEMPTS_2007","Approachesfrom100yardsRgh_RELATIVETOPAR_2007","stat_name","year"
1,1,"Pat Perez",84,NA,9042.917,217,28,"Approachesfrom100yardsRgh",2007
2,2,"Bob Heintz",85,NA,8468.417,203,23,"Approachesfrom100yardsRgh",2007
3,3,"Joey Sindelar",75,NA,7415.167,175,25,"Approachesfrom100yardsRgh",2007
4,4,"Steve Flesch",100,NA,11021.417,259,33,"Approachesfrom100yardsRgh",2007
5,5,"Ernie Els",59,NA,6661.833,156,8,"Approachesfrom100yardsRgh",2007
6,6,"Luke Donald",69,NA,5173.667,121,11,"Approachesfrom100yardsRgh",2007
6,6,"Brett Wetterich",88,NA,9786.75,229,14,"Approachesfrom100yardsRgh",2007
8,8,"Kyle Reifers",71,NA,8050.083,187,39,"Approachesfrom100yardsRgh",2007
9,9,"Jason Schultz",63,NA,6703.917,155,20,"Approachesfrom100yardsRgh",2007
10,10,"Tiger Woods",63,NA,6372.583,147,-11,"Approachesfrom100yardsRgh",2007
11,11,"Jeff Sluman",60,NA,5520,127,37,"Approachesfrom100yardsRgh",2007
12,12,"Daniel Chopra",106,NA,14929.667,342,15,"Approachesfrom100yardsRgh",2007
12,12,"Sergio Garcia",68,NA,8996.25,206,6,"Approachesfrom100yardsRgh",2007
14,14,"Tim Clark",66,NA,5428.917,124,22,"Approachesfrom100yardsRgh",2007
14,14,"David Toms",80,NA,7658.75,175,18,"Approachesfrom100yardsRgh",2007
16,16,"David Branshaw",83,NA,9859.917,225,51,"Approachesfrom100yardsRgh",2007
16,16,"Michael Putnam",96,NA,11447.917,261,28,"Approachesfrom100yardsRgh",2007
18,18,"Craig Bowden",78,NA,7030.333,160,25,"Approachesfrom100yardsRgh",2007
18,18,"Vijay Singh",102,NA,11323,258,17,"Approachesfrom100yardsRgh",2007
20,20,"Tommy Armour III",81,NA,6511.75,148,7,"Approachesfrom100yardsRgh",2007
21,21,"Greg Owen",81,NA,8641.25,196,38,"Approachesfrom100yardsRgh",2007
22,22,"Davis Love III",66,NA,8367.833,189,18,"Approachesfrom100yardsRgh",2007
23,23,"Cameron Beckman",96,NA,9219.333,208,26,"Approachesfrom100yardsRgh",2007
23,23,"Ken Duke",112,NA,11031.167,249,-4,"Approachesfrom100yardsRgh",2007
23,23,"Robert Garrigus",95,NA,14862.583,335,18,"Approachesfrom100yardsRgh",2007
23,23,"Padraig Harrington",64,NA,6869.75,155,-14,"Approachesfrom100yardsRgh",2007
23,23,"Heath Slocum",101,NA,9404.667,212,14,"Approachesfrom100yardsRgh",2007
28,28,"Craig Barlow",52,NA,6215.583,140,22,"Approachesfrom100yardsRgh",2007
29,29,"John Senden",97,NA,10944.5,246,18,"Approachesfrom100yardsRgh",2007
30,30,"Steve Allan",63,NA,8062.583,181,6,"Approachesfrom100yardsRgh",2007
31,31,"Jeff Brehaut",59,NA,5275.083,118,11,"Approachesfrom100yardsRgh",2007
31,31,"Charley Hoffman",97,NA,11835.917,265,41,"Approachesfrom100yardsRgh",2007
31,31,"Bob Tway",103,NA,12096,271,18,"Approachesfrom100yardsRgh",2007
34,34,"Michael Allen",74,NA,7969.583,178,42,"Approachesfrom100yardsRgh",2007
34,34,"Michael Boyd",61,NA,5505.917,123,9,"Approachesfrom100yardsRgh",2007
36,36,"Robert Allenby",90,NA,11828.833,264,25,"Approachesfrom100yardsRgh",2007
36,36,"Charles Warren",101,NA,10452.667,233,44,"Approachesfrom100yardsRgh",2007
38,38,"Jason Bohn",57,NA,7359.75,164,29,"Approachesfrom100yardsRgh",2007
38,38,"Frank Lickliter II",95,NA,9796.667,218,46,"Approachesfrom100yardsRgh",2007
40,40,"Bob Estes",88,NA,9803.667,218,23,"Approachesfrom100yardsRgh",2007
41,41,"Bubba Watson",80,NA,10055.5,223,12,"Approachesfrom100yardsRgh",2007
42,42,"Jesper Parnevik",88,NA,10247,227,4,"Approachesfrom100yardsRgh",2007
42,42,"Dicky Pride",71,NA,8033.167,178,41,"Approachesfrom100yardsRgh",2007
42,42,"DJ Trahan",99,NA,10744.333,238,37,"Approachesfrom100yardsRgh",2007
45,45,"Jose Coceres",50,NA,3850.417,85,23,"Approachesfrom100yardsRgh",2007
45,45,"George McNeill",95,NA,11244.5,248,28,"Approachesfrom100yardsRgh",2007
45,45,"Sean OHair",98,NA,10567,233,14,"Approachesfrom100yardsRgh",2007
48,48,"Ted Purdy",102,NA,10227.917,225,29,"Approachesfrom100yardsRgh",2007
49,49,"JP Hayes",89,NA,11271.5,247,29,"Approachesfrom100yardsRgh",2007
49,49,"Charles Howell III",89,NA,12201,267,19,"Approachesfrom100yardsRgh",2007
49,49,"John Rollins",102,NA,9956.833,218,17,"Approachesfrom100yardsRgh",2007
52,52,"Troy Matteson",87,NA,11578.833,253,32,"Approachesfrom100yardsRgh",2007
53,53,"Harrison Frazar",88,NA,11960.917,261,45,"Approachesfrom100yardsRgh",2007
53,53,"Geoff Ogilvy",84,NA,8853,193,11,"Approachesfrom100yardsRgh",2007
53,53,"Kenny Perry",83,NA,8988.083,196,23,"Approachesfrom100yardsRgh",2007
56,56,"Briny Baird",115,NA,12362,269,37,"Approachesfrom100yardsRgh",2007
56,56,"Carl Pettersson",111,NA,13541.75,295,24,"Approachesfrom100yardsRgh",2007
58,58,"Mark Brooks",53,NA,3586.333,78,20,"Approachesfrom100yardsRgh",2007
58,58,"Vaughn Taylor",91,NA,9378.583,204,15,"Approachesfrom100yardsRgh",2007
60,60,"Brandt Snedeker",105,NA,11667.25,253,28,"Approachesfrom100yardsRgh",2007
