"GIRPuttingInside5_RANKTHISWEEK_2009","GIRPuttingInside5_RANKLASTWEEK_2009","GIRPuttingInside5_PLAYERNAME_2009","GIRPuttingInside5_ROUNDS_2009","GIRPuttingInside5_Pct_2009","GIRPuttingInside5_ATTEMPTS_2009","GIRPuttingInside5_PUTTSMADE_2009","stat_name","year"
70,70,"Martin Laird",72,84.78,46,39,"GIRPuttingInside5",2009
71,71,"Kenny Perry",92,84.62,52,44,"GIRPuttingInside5",2009
71,71,"Brian Vranesh",51,84.62,26,22,"GIRPuttingInside5",2009
73,73,"Scott McCarron",91,84.44,45,38,"GIRPuttingInside5",2009
74,74,"Brendon Todd",53,84.21,19,16,"GIRPuttingInside5",2009
75,75,"Brian Bateman",55,84,25,21,"GIRPuttingInside5",2009
75,75,"Brendon de Jonge",90,84,50,42,"GIRPuttingInside5",2009
75,75,"Brad Faxon",59,84,25,21,"GIRPuttingInside5",2009
75,75,"Todd Hamilton",83,84,25,21,"GIRPuttingInside5",2009
79,79,"Zach Johnson",94,83.67,49,41,"GIRPuttingInside5",2009
80,80,"Lucas Glover",93,83.33,36,30,"GIRPuttingInside5",2009
80,80,"Padraig Harrington",66,83.33,24,20,"GIRPuttingInside5",2009
80,80,"John Rollins",92,83.33,48,40,"GIRPuttingInside5",2009
83,83,"Chris DiMarco",97,83.02,53,44,"GIRPuttingInside5",2009
84,84,"Billy Mayfair",83,82.93,41,34,"GIRPuttingInside5",2009
85,85,"Ian Poulter",59,82.61,23,19,"GIRPuttingInside5",2009
85,85,"Aron Price",89,82.61,46,38,"GIRPuttingInside5",2009
87,87,"Brian Davis",103,82.54,63,52,"GIRPuttingInside5",2009
88,88,"Mark Calcavecchia",72,82.5,40,33,"GIRPuttingInside5",2009
88,88,"Jason Gore",74,82.5,40,33,"GIRPuttingInside5",2009
88,88,"Jeff Quinney",78,82.5,40,33,"GIRPuttingInside5",2009
91,91,"Bart Bryant",58,82.35,34,28,"GIRPuttingInside5",2009
91,91,"Parker McLachlin",71,82.35,34,28,"GIRPuttingInside5",2009
91,91,"Tim Petrovic",97,82.35,51,42,"GIRPuttingInside5",2009
94,94,"Ken Duke",87,82.22,45,37,"GIRPuttingInside5",2009
94,94,"Bill Haas",91,82.22,45,37,"GIRPuttingInside5",2009
96,96,"Peter Tomasulo",61,82.14,28,23,"GIRPuttingInside5",2009
97,97,"John Mallinger",90,82,50,41,"GIRPuttingInside5",2009
98,98,"Jarrod Lyle",65,81.82,22,18,"GIRPuttingInside5",2009
98,98,"Nicholas Thompson",96,81.82,66,54,"GIRPuttingInside5",2009
98,98,"Marc Turnesa",77,81.82,33,27,"GIRPuttingInside5",2009
101,101,"Alex Cejka",82,81.63,49,40,"GIRPuttingInside5",2009
102,102,"Robert Allenby",71,81.48,27,22,"GIRPuttingInside5",2009
103,103,"Bob Estes",78,81.4,43,35,"GIRPuttingInside5",2009
103,103,"Sean OHair",80,81.4,43,35,"GIRPuttingInside5",2009
103,103,"Rory Sabbatini",81,81.4,43,35,"GIRPuttingInside5",2009
103,103,"Kevin Sutherland",96,81.4,43,35,"GIRPuttingInside5",2009
107,107,"Steve Marino",98,81.36,59,48,"GIRPuttingInside5",2009
108,108,"JJ Henry",97,81.13,53,43,"GIRPuttingInside5",2009
109,109,"KJ Choi",65,81.08,37,30,"GIRPuttingInside5",2009
110,110,"Rod Pampling",72,80.95,42,34,"GIRPuttingInside5",2009
110,110,"Adam Scott",53,80.95,21,17,"GIRPuttingInside5",2009
110,110,"Bubba Watson",73,80.95,42,34,"GIRPuttingInside5",2009
113,113,"Ben Curtis",63,80.77,26,21,"GIRPuttingInside5",2009
113,113,"Matt Jones",56,80.77,26,21,"GIRPuttingInside5",2009
115,115,"Joe Durant",62,80.65,31,25,"GIRPuttingInside5",2009
115,115,"John Merrick",91,80.65,31,25,"GIRPuttingInside5",2009
115,115,"Camilo Villegas",76,80.65,31,25,"GIRPuttingInside5",2009
118,118,"Scott Piercy",85,80.49,41,33,"GIRPuttingInside5",2009
118,118,"Dean Wilson",81,80.49,41,33,"GIRPuttingInside5",2009
120,120,"Matt Bettencourt",98,80.3,66,53,"GIRPuttingInside5",2009
121,121,"Woody Austin",84,80,45,36,"GIRPuttingInside5",2009
121,121,"Harrison Frazar",93,80,50,40,"GIRPuttingInside5",2009
121,121,"Paul Goydos",79,80,35,28,"GIRPuttingInside5",2009
121,121,"Patrick Sheehan",51,80,25,20,"GIRPuttingInside5",2009
121,121,"DJ Trahan",96,80,60,48,"GIRPuttingInside5",2009
121,121,"Mark Wilson",99,80,50,40,"GIRPuttingInside5",2009
127,127,"Scott Verplank",88,79.55,44,35,"GIRPuttingInside5",2009
128,128,"Hunter Mahan",94,79.31,58,46,"GIRPuttingInside5",2009
128,128,"Corey Pavin",73,79.31,29,23,"GIRPuttingInside5",2009
130,130,"Steve Stricker",81,79.17,48,38,"GIRPuttingInside5",2009
131,131,"Rich Beem",77,78.95,38,30,"GIRPuttingInside5",2009
131,131,"John Senden",100,78.95,38,30,"GIRPuttingInside5",2009
133,133,"Cameron Beckman",87,78.57,42,33,"GIRPuttingInside5",2009
133,133,"Lee Janzen",74,78.57,28,22,"GIRPuttingInside5",2009
135,135,"Matt Weibring",65,78.38,37,29,"GIRPuttingInside5",2009
136,136,"Rick Price",54,78.26,23,18,"GIRPuttingInside5",2009
137,137,"Michael Letzig",96,78,50,39,"GIRPuttingInside5",2009
138,138,"Jeff Maggert",79,77.78,54,42,"GIRPuttingInside5",2009
138,138,"Kevin Streelman",97,77.78,54,42,"GIRPuttingInside5",2009
140,140,"Greg Owen",97,77.5,40,31,"GIRPuttingInside5",2009
141,141,"David Toms",98,77.08,48,37,"GIRPuttingInside5",2009
142,142,"JB Holmes",74,76.92,39,30,"GIRPuttingInside5",2009
142,142,"Leif Olson",51,76.92,26,20,"GIRPuttingInside5",2009
144,144,"Nick OHern",90,76.47,51,39,"GIRPuttingInside5",2009
145,145,"Ernie Els",70,76.32,38,29,"GIRPuttingInside5",2009
145,145,"Dustin Johnson",85,76.32,38,29,"GIRPuttingInside5",2009
147,147,"Casey Wittenberg",71,75.76,33,25,"GIRPuttingInside5",2009
148,148,"Steve Flesch",77,75.68,37,28,"GIRPuttingInside5",2009
149,149,"Webb Simpson",94,75.56,45,34,"GIRPuttingInside5",2009
149,149,"Boo Weekley",79,75.56,45,34,"GIRPuttingInside5",2009
151,151,"Marc Leishman",91,75.51,49,37,"GIRPuttingInside5",2009
152,152,"Tommy Armour III",58,75,44,33,"GIRPuttingInside5",2009
152,152,"Glen Day",79,75,28,21,"GIRPuttingInside5",2009
152,152,"Nathan Green",104,75,40,30,"GIRPuttingInside5",2009
152,152,"Davis Love III",89,75,44,33,"GIRPuttingInside5",2009
152,152,"Darron Stiles",52,75,28,21,"GIRPuttingInside5",2009
157,157,"Briny Baird",89,74.42,43,32,"GIRPuttingInside5",2009
158,158,"Stuart Appleby",79,74.29,35,26,"GIRPuttingInside5",2009
159,159,"Derek Fathauer",63,74.07,27,20,"GIRPuttingInside5",2009
159,159,"Kevin Stadler",65,74.07,27,20,"GIRPuttingInside5",2009
161,161,"Michael Allen",73,73.91,46,34,"GIRPuttingInside5",2009
161,161,"Jay Williamson",69,73.91,23,17,"GIRPuttingInside5",2009
163,163,"Bill Lunde",83,73.68,38,28,"GIRPuttingInside5",2009
164,164,"Gary Woodland",53,73.33,15,11,"GIRPuttingInside5",2009
165,165,"Bob Heintz",59,72.73,22,16,"GIRPuttingInside5",2009
166,166,"Ricky Barnes",67,72.5,40,29,"GIRPuttingInside5",2009
167,167,"Steve Elkington",70,72.41,29,21,"GIRPuttingInside5",2009
168,168,"David Duval",56,72.22,18,13,"GIRPuttingInside5",2009
169,169,"Sergio Garcia",59,71.88,32,23,"GIRPuttingInside5",2009
170,170,"Ryuji Imada",85,71.05,38,27,"GIRPuttingInside5",2009
171,171,"Jonathan Byrd",89,70.83,48,34,"GIRPuttingInside5",2009
172,172,"Rocco Mediate",79,69.44,36,25,"GIRPuttingInside5",2009
173,173,"Robert Garrigus",83,68.89,45,31,"GIRPuttingInside5",2009
174,174,"Tom Pernice Jr",82,68.29,41,28,"GIRPuttingInside5",2009
175,175,"Spencer Levin",75,68.18,22,15,"GIRPuttingInside5",2009
176,176,"Fred Couples",54,67.86,28,19,"GIRPuttingInside5",2009
177,177,"Phil Mickelson",66,67.65,34,23,"GIRPuttingInside5",2009
178,178,"Greg Kraft",51,66.67,21,14,"GIRPuttingInside5",2009
178,178,"Troy Matteson",95,66.67,27,18,"GIRPuttingInside5",2009
180,180,"Tag Ridings",50,64,25,16,"GIRPuttingInside5",2009
181,181,"Johnson Wagner",81,63.64,44,28,"GIRPuttingInside5",2009
182,182,"Kirk Triplett",60,63.16,38,24,"GIRPuttingInside5",2009
183,183,"Tom Lehman",55,57.89,19,11,"GIRPuttingInside5",2009
184,184,"Will Ma Kenzie",69,55.88,34,19,"GIRPuttingInside5",2009
