"ScramblingfromtheFringe_RANKTHISWEEK_2015","ScramblingfromtheFringe_RANKLASTWEEK_2015","ScramblingfromtheFringe_PLAYERNAME_2015","ScramblingfromtheFringe_ROUNDS_2015","ScramblingfromtheFringe_Pct_2015","ScramblingfromtheFringe_SUCCESSES_2015","ScramblingfromtheFringe_ATTEMPTS_2015","stat_name","year"
1,1,"Ben Crane",62,100,31,31,"ScramblingfromtheFringe",2015
1,1,"Jamie Donaldson",50,100,23,23,"ScramblingfromtheFringe",2015
3,3,"Stewart Cink",77,97.67,42,43,"ScramblingfromtheFringe",2015
4,4,"Bill Lunde",50,96.67,29,30,"ScramblingfromtheFringe",2015
5,5,"Justin Rose",69,96.55,28,29,"ScramblingfromtheFringe",2015
6,6,"Martin Laird",77,96.49,55,57,"ScramblingfromtheFringe",2015
7,7,"Blayne Barber",76,96.15,75,78,"ScramblingfromtheFringe",2015
8,8,"Charley Hoffman",97,95.92,47,49,"ScramblingfromtheFringe",2015
9,9,"Luke Donald",71,95.56,43,45,"ScramblingfromtheFringe",2015
9,9,"Jim Furyk",71,95.56,43,45,"ScramblingfromtheFringe",2015
11,11,"Billy Horschel",99,95.52,64,67,"ScramblingfromtheFringe",2015
12,12,"Rickie Fowler",76,95.45,42,44,"ScramblingfromtheFringe",2015
13,13,"Retief Goosen",81,94.92,56,59,"ScramblingfromtheFringe",2015
14,14,"Angel Cabrera",53,94.87,37,39,"ScramblingfromtheFringe",2015
15,15,"Chris Kirk",76,94.59,35,37,"ScramblingfromtheFringe",2015
16,16,"Jim Herman",88,94.55,52,55,"ScramblingfromtheFringe",2015
17,17,"Oscar Fraustro",58,94.44,51,54,"ScramblingfromtheFringe",2015
17,17,"Hideki Matsuyama",95,94.44,51,54,"ScramblingfromtheFringe",2015
17,17,"Kevin Streelman",95,94.44,68,72,"ScramblingfromtheFringe",2015
20,20,"KJ Choi",66,94.34,50,53,"ScramblingfromtheFringe",2015
21,21,"Troy Merritt",91,94.32,83,88,"ScramblingfromtheFringe",2015
22,22,"Seung Yul Noh",65,94.29,33,35,"ScramblingfromtheFringe",2015
23,23,"Ryan Palmer",80,94,47,50,"ScramblingfromtheFringe",2015
23,23,"Mark Wilson",89,94,47,50,"ScramblingfromtheFringe",2015
25,25,"Luke Guthrie",84,93.94,62,66,"ScramblingfromtheFringe",2015
25,25,"Bryce Molder",91,93.94,62,66,"ScramblingfromtheFringe",2015
27,27,"John Senden",80,93.88,46,49,"ScramblingfromtheFringe",2015
28,28,"Justin Thomas",106,93.83,76,81,"ScramblingfromtheFringe",2015
29,29,"JB Holmes",89,93.75,60,64,"ScramblingfromtheFringe",2015
30,30,"Adam Hadwin",95,93.59,73,78,"ScramblingfromtheFringe",2015
31,31,"Colt Knost",90,93.55,58,62,"ScramblingfromtheFringe",2015
31,31,"Andres Romero",69,93.55,58,62,"ScramblingfromtheFringe",2015
33,33,"Vijay Singh",78,93.44,57,61,"ScramblingfromtheFringe",2015
34,34,"Kevin Kisner",104,93.33,70,75,"ScramblingfromtheFringe",2015
34,34,"Cameron Percy",72,93.33,56,60,"ScramblingfromtheFringe",2015
36,36,"Jerry Kelly",79,93.24,69,74,"ScramblingfromtheFringe",2015
36,36,"Hunter Mahan",88,93.24,69,74,"ScramblingfromtheFringe",2015
38,38,"Bill Haas",89,93.22,55,59,"ScramblingfromtheFringe",2015
39,39,"Davis Love III",51,93.18,41,44,"ScramblingfromtheFringe",2015
40,40,"Max Homa",78,92.98,53,57,"ScramblingfromtheFringe",2015
41,41,"Charl Schwartzel",67,92.68,38,41,"ScramblingfromtheFringe",2015
42,42,"Boo Weekley",79,92.59,50,54,"ScramblingfromtheFringe",2015
43,43,"Scott Piercy",90,92.54,62,67,"ScramblingfromtheFringe",2015
44,44,"Brooks Koepka",84,92.5,37,40,"ScramblingfromtheFringe",2015
44,44,"Phil Mickelson",70,92.5,37,40,"ScramblingfromtheFringe",2015
46,46,"Kyle Reifers",96,92.42,61,66,"ScramblingfromtheFringe",2015
47,47,"Patrick Rodgers",57,92.31,36,39,"ScramblingfromtheFringe",2015
47,47,"Will Wilcox",58,92.31,36,39,"ScramblingfromtheFringe",2015
49,49,"Brendon de Jonge",106,92.22,83,90,"ScramblingfromtheFringe",2015
50,50,"Carlos Ortiz",100,92.19,59,64,"ScramblingfromtheFringe",2015
51,51,"Jon Curran",83,92.16,47,51,"ScramblingfromtheFringe",2015
51,51,"Russell Henley",87,92.16,47,51,"ScramblingfromtheFringe",2015
53,53,"Roberto Castro",54,92.11,35,38,"ScramblingfromtheFringe",2015
53,53,"Bubba Watson",71,92.11,35,38,"ScramblingfromtheFringe",2015
55,55,"Daniel Berger",97,92.06,58,63,"ScramblingfromtheFringe",2015
55,55,"Jeff Overton",94,92.06,58,63,"ScramblingfromtheFringe",2015
57,57,"Chesson Hadley",101,92,69,75,"ScramblingfromtheFringe",2015
57,57,"Kevin Na",98,92,46,50,"ScramblingfromtheFringe",2015
59,59,"Patrick Reed",103,91.94,57,62,"ScramblingfromtheFringe",2015
60,60,"Carl Pettersson",106,91.92,91,99,"ScramblingfromtheFringe",2015
61,61,"Eric Axley",57,91.67,44,48,"ScramblingfromtheFringe",2015
61,61,"Justin Leonard",61,91.67,44,48,"ScramblingfromtheFringe",2015
61,61,"John Peterson",84,91.67,77,84,"ScramblingfromtheFringe",2015
64,64,"Brian Stuard",97,91.4,85,93,"ScramblingfromtheFringe",2015
65,65,"Greg Chalmers",58,91.3,42,46,"ScramblingfromtheFringe",2015
65,65,"Brendan Steele",88,91.3,63,69,"ScramblingfromtheFringe",2015
67,67,"Scott Brown",97,91.21,83,91,"ScramblingfromtheFringe",2015
68,68,"Gary Woodland",81,91.07,51,56,"ScramblingfromtheFringe",2015
69,69,"Steven Alker",62,90.91,40,44,"ScramblingfromtheFringe",2015
70,70,"David Lingmerth",90,90.8,79,87,"ScramblingfromtheFringe",2015
71,71,"Zac Blair",108,90.79,69,76,"ScramblingfromtheFringe",2015
71,71,"Jason Bohn",95,90.79,69,76,"ScramblingfromtheFringe",2015
73,73,"Brian Harman",90,90.74,49,54,"ScramblingfromtheFringe",2015
73,73,"Zach Johnson",90,90.74,49,54,"ScramblingfromtheFringe",2015
73,73,"Jordan Spieth",91,90.74,49,54,"ScramblingfromtheFringe",2015
76,76,"Jason Day",75,90.7,39,43,"ScramblingfromtheFringe",2015
77,77,"Michael Putnam",87,90.63,58,64,"ScramblingfromtheFringe",2015
77,77,"Webb Simpson",81,90.63,58,64,"ScramblingfromtheFringe",2015
79,79,"JJ Henry",94,90.54,67,74,"ScramblingfromtheFringe",2015
80,80,"Adam Scott",51,90.48,19,21,"ScramblingfromtheFringe",2015
80,80,"Bo Van Pelt",81,90.48,57,63,"ScramblingfromtheFringe",2015
82,82,"Andrew Svoboda",80,90.41,66,73,"ScramblingfromtheFringe",2015
83,83,"Billy Hurley III",83,90.28,65,72,"ScramblingfromtheFringe",2015
83,83,"Cameron Tringale",96,90.28,65,72,"ScramblingfromtheFringe",2015
85,85,"Dustin Johnson",75,90.2,46,51,"ScramblingfromtheFringe",2015
86,86,"Sangmoon Bae",98,90.14,64,71,"ScramblingfromtheFringe",2015
86,86,"Morgan Hoffmann",85,90.14,64,71,"ScramblingfromtheFringe",2015
88,88,"Steven Bowditch",103,90.11,82,91,"ScramblingfromtheFringe",2015
89,89,"Whee Kim",71,90,45,50,"ScramblingfromtheFringe",2015
89,89,"Heath Slocum",57,90,27,30,"ScramblingfromtheFringe",2015
91,91,"Tony Finau",106,89.87,71,79,"ScramblingfromtheFringe",2015
92,92,"Gonzalo Fdez Castano",81,89.86,62,69,"ScramblingfromtheFringe",2015
92,92,"James Hahn",94,89.86,62,69,"ScramblingfromtheFringe",2015
94,94,"Steve Wheatcroft",87,89.83,53,59,"ScramblingfromtheFringe",2015
95,95,"Spencer Levin",99,89.77,79,88,"ScramblingfromtheFringe",2015
96,96,"David Hearn",97,89.74,70,78,"ScramblingfromtheFringe",2015
96,96,"Hudson Swafford",97,89.74,70,78,"ScramblingfromtheFringe",2015
98,98,"Brandt Snedeker",98,89.71,61,68,"ScramblingfromtheFringe",2015
99,99,"Ricky Barnes",82,89.66,52,58,"ScramblingfromtheFringe",2015
99,99,"Henrik Stenson",63,89.66,26,29,"ScramblingfromtheFringe",2015
101,101,"Jim Renner",68,89.58,43,48,"ScramblingfromtheFringe",2015
102,102,"Johnson Wagner",68,89.55,60,67,"ScramblingfromtheFringe",2015
103,103,"Jason Gore",76,89.47,51,57,"ScramblingfromtheFringe",2015
103,103,"Louis Oosthuizen",68,89.47,34,38,"ScramblingfromtheFringe",2015
103,103,"Shawn Stefani",94,89.47,68,76,"ScramblingfromtheFringe",2015
106,106,"Rory Sabbatini",81,89.39,59,66,"ScramblingfromtheFringe",2015
107,107,"Paul Casey",87,89.19,33,37,"ScramblingfromtheFringe",2015
107,107,"Daniel Summerhays",101,89.19,66,74,"ScramblingfromtheFringe",2015
109,109,"John Merrick",78,89.09,49,55,"ScramblingfromtheFringe",2015
110,110,"Russell Knox",96,89.06,57,64,"ScramblingfromtheFringe",2015
110,110,"Jhonattan Vegas",90,89.06,57,64,"ScramblingfromtheFringe",2015
112,112,"Nick Watney",91,89.02,73,82,"ScramblingfromtheFringe",2015
113,113,"Sergio Garcia",59,88.89,32,36,"ScramblingfromtheFringe",2015
113,113,"Tom Hoge",83,88.89,48,54,"ScramblingfromtheFringe",2015
113,113,"Charles Howell III",105,88.89,88,99,"ScramblingfromtheFringe",2015
116,116,"Mark Hubbard",79,88.68,47,53,"ScramblingfromtheFringe",2015
116,116,"Danny Lee",120,88.68,94,106,"ScramblingfromtheFringe",2015
116,116,"Chez Reavie",56,88.68,47,53,"ScramblingfromtheFringe",2015
119,119,"Harris English",105,88.61,70,79,"ScramblingfromtheFringe",2015
119,119,"Nick Taylor",91,88.61,70,79,"ScramblingfromtheFringe",2015
121,121,"Jonathan Byrd",69,88.57,31,35,"ScramblingfromtheFringe",2015
121,121,"Erik Compton",86,88.57,62,70,"ScramblingfromtheFringe",2015
121,121,"Fabian Gomez",83,88.57,62,70,"ScramblingfromtheFringe",2015
124,124,"Derek Fathauer",81,88.52,54,61,"ScramblingfromtheFringe",2015
124,124,"SJ Park",79,88.52,54,61,"ScramblingfromtheFringe",2015
126,126,"Jonas Blixt",78,88.46,46,52,"ScramblingfromtheFringe",2015
127,127,"Brian Davis",86,88.33,53,60,"ScramblingfromtheFringe",2015
127,127,"Matt Kuchar",97,88.33,53,60,"ScramblingfromtheFringe",2015
129,129,"Graham DeLaet",65,88.24,30,34,"ScramblingfromtheFringe",2015
129,129,"Ian Poulter",68,88.24,30,34,"ScramblingfromtheFringe",2015
131,131,"William McGirt",103,88.1,74,84,"ScramblingfromtheFringe",2015
132,132,"Robert Garrigus",70,88,44,50,"ScramblingfromtheFringe",2015
133,133,"George McNeill",93,87.91,80,91,"ScramblingfromtheFringe",2015
134,134,"Alex Cejka",94,87.84,65,74,"ScramblingfromtheFringe",2015
134,134,"Jason Kokrak",88,87.84,65,74,"ScramblingfromtheFringe",2015
136,136,"Matt Every",73,87.8,36,41,"ScramblingfromtheFringe",2015
137,137,"Alex Prugh",84,87.76,43,49,"ScramblingfromtheFringe",2015
138,138,"Jimmy Walker",89,87.72,50,57,"ScramblingfromtheFringe",2015
139,139,"Sam Saunders",83,87.32,62,71,"ScramblingfromtheFringe",2015
140,140,"Nicholas Thompson",90,87.04,47,54,"ScramblingfromtheFringe",2015
141,141,"Aaron Baddeley",76,86.67,52,60,"ScramblingfromtheFringe",2015
141,141,"Ken Duke",93,86.67,52,60,"ScramblingfromtheFringe",2015
143,143,"DA Points",72,86.44,51,59,"ScramblingfromtheFringe",2015
144,144,"David Toms",62,86.36,57,66,"ScramblingfromtheFringe",2015
145,145,"Brice Garnett",81,86.21,50,58,"ScramblingfromtheFringe",2015
145,145,"Ryo Ishikawa",90,86.21,50,58,"ScramblingfromtheFringe",2015
147,147,"Ernie Els",57,86.11,31,36,"ScramblingfromtheFringe",2015
148,148,"Kevin Chappell",86,85.94,55,64,"ScramblingfromtheFringe",2015
149,149,"Derek Ernst",75,85.71,54,63,"ScramblingfromtheFringe",2015
149,149,"Sean OHair",86,85.71,66,77,"ScramblingfromtheFringe",2015
151,151,"Chad Collins",79,85.51,59,69,"ScramblingfromtheFringe",2015
152,152,"Chad Campbell",97,85.29,58,68,"ScramblingfromtheFringe",2015
152,152,"Francesco Molinari",56,85.29,29,34,"ScramblingfromtheFringe",2015
154,154,"Pat Perez",96,85.14,63,74,"ScramblingfromtheFringe",2015
155,155,"Keegan Bradley",87,84.44,38,45,"ScramblingfromtheFringe",2015
156,156,"Padraig Harrington",60,84.21,48,57,"ScramblingfromtheFringe",2015
156,156,"Ben Martin",93,84.21,48,57,"ScramblingfromtheFringe",2015
158,158,"Scott Stallings",60,83.87,26,31,"ScramblingfromtheFringe",2015
159,159,"Chris Stroud",84,83.54,66,79,"ScramblingfromtheFringe",2015
160,160,"Andrew Putnam",68,83.33,50,60,"ScramblingfromtheFringe",2015
160,160,"Jonathan Randolph",72,83.33,60,72,"ScramblingfromtheFringe",2015
160,160,"Brendon Todd",96,83.33,45,54,"ScramblingfromtheFringe",2015
163,163,"Camilo Villegas",83,83.08,54,65,"ScramblingfromtheFringe",2015
164,164,"Charlie Beljan",76,82.98,39,47,"ScramblingfromtheFringe",2015
164,164,"Roger Sloan",56,82.98,39,47,"ScramblingfromtheFringe",2015
166,166,"Tyrone Van Aswegen",58,82.76,24,29,"ScramblingfromtheFringe",2015
167,167,"Michael Thompson",83,82.69,43,52,"ScramblingfromtheFringe",2015
168,168,"Greg Owen",58,82.61,38,46,"ScramblingfromtheFringe",2015
169,169,"Scott Pinckney",88,82.35,42,51,"ScramblingfromtheFringe",2015
170,170,"Matt Jones",89,82.09,55,67,"ScramblingfromtheFringe",2015
171,171,"Byron Smith",59,82.05,32,39,"ScramblingfromtheFringe",2015
172,172,"Martin Flores",95,81.71,67,82,"ScramblingfromtheFringe",2015
173,173,"Ryan Moore",81,81.48,44,54,"ScramblingfromtheFringe",2015
174,174,"Jason Dufner",76,80.95,34,42,"ScramblingfromtheFringe",2015
175,175,"Robert Allenby",63,80.85,38,47,"ScramblingfromtheFringe",2015
176,176,"Lee Westwood",56,80.77,21,26,"ScramblingfromtheFringe",2015
177,177,"Scott Langley",94,80.68,71,88,"ScramblingfromtheFringe",2015
178,178,"John Huh",102,80.41,78,97,"ScramblingfromtheFringe",2015
179,179,"Robert Streb",110,80.39,41,51,"ScramblingfromtheFringe",2015
180,180,"Lucas Glover",79,79.63,43,54,"ScramblingfromtheFringe",2015
181,181,"Tim Wilkinson",73,79.49,31,39,"ScramblingfromtheFringe",2015
182,182,"Andres Gonzales",90,77.78,42,54,"ScramblingfromtheFringe",2015
183,183,"Geoff Ogilvy",50,76.47,26,34,"ScramblingfromtheFringe",2015
184,184,"Marc Leishman",74,75.68,28,37,"ScramblingfromtheFringe",2015
