"Total1Putts2025_RANKTHISWEEK_2014","Total1Putts2025_RANKLASTWEEK_2014","Total1Putts2025_PLAYERNAME_2014","Total1Putts2025_ROUNDS_2014","Total1Putts2025_TOTAL_2014","Total1Putts2025_TOTALFORALLDISTANCES_2014","Total1Putts2025_PCTOFALL1PUTTS_2014","stat_name","year"
1,1,"Graham DeLaet",80,24,423,5.7,"Total1Putts2025",2014
1,1,"Vijay Singh",83,24,516,4.7,"Total1Putts2025",2014
3,3,"Freddie Jacobson",91,23,611,3.8,"Total1Putts2025",2014
3,3,"Daniel Summerhays",98,23,608,3.8,"Total1Putts2025",2014
5,5,"Luke Guthrie",85,22,581,3.8,"Total1Putts2025",2014
5,5,"Brendon Todd",108,22,697,3.2,"Total1Putts2025",2014
7,7,"Scott Brown",100,21,606,3.5,"Total1Putts2025",2014
7,7,"Chris Kirk",105,21,659,3.2,"Total1Putts2025",2014
7,7,"Pat Perez",84,21,540,3.9,"Total1Putts2025",2014
10,10,"Brian Harman",111,20,724,2.8,"Total1Putts2025",2014
11,11,"Seung Yul Noh",92,19,534,3.6,"Total1Putts2025",2014
12,12,"Morgan Hoffmann",103,18,671,2.7,"Total1Putts2025",2014
12,12,"Charles Howell III",106,18,648,2.8,"Total1Putts2025",2014
12,12,"Matt Kuchar",91,18,558,3.2,"Total1Putts2025",2014
12,12,"William McGirt",96,18,608,3,"Total1Putts2025",2014
12,12,"Jordan Spieth",102,18,659,2.7,"Total1Putts2025",2014
17,17,"Sangmoon Bae",76,17,486,3.5,"Total1Putts2025",2014
17,17,"KJ Choi",80,17,502,3.4,"Total1Putts2025",2014
17,17,"Kevin Na",94,17,586,2.9,"Total1Putts2025",2014
17,17,"Patrick Reed",92,17,544,3.1,"Total1Putts2025",2014
17,17,"Webb Simpson",87,17,541,3.1,"Total1Putts2025",2014
17,17,"Camilo Villegas",95,17,600,2.8,"Total1Putts2025",2014
17,17,"Gary Woodland",93,17,504,3.4,"Total1Putts2025",2014
24,24,"Ricky Barnes",92,16,576,2.8,"Total1Putts2025",2014
24,24,"Justin Hicks",103,16,572,2.8,"Total1Putts2025",2014
24,24,"Billy Horschel",92,16,441,3.6,"Total1Putts2025",2014
24,24,"Graeme McDowell",66,16,350,4.6,"Total1Putts2025",2014
24,24,"John Merrick",87,16,443,3.6,"Total1Putts2025",2014
24,24,"Ryan Moore",86,16,445,3.6,"Total1Putts2025",2014
24,24,"Geoff Ogilvy",84,16,517,3.1,"Total1Putts2025",2014
24,24,"Kevin Streelman",79,16,442,3.6,"Total1Putts2025",2014
32,32,"Stuart Appleby",92,15,625,2.4,"Total1Putts2025",2014
32,32,"Keegan Bradley",89,15,483,3.1,"Total1Putts2025",2014
32,32,"Chad Campbell",57,15,277,5.4,"Total1Putts2025",2014
32,32,"Kevin Chappell",100,15,607,2.5,"Total1Putts2025",2014
32,32,"Ernie Els",85,15,474,3.2,"Total1Putts2025",2014
32,32,"Martin Flores",85,15,467,3.2,"Total1Putts2025",2014
32,32,"Chesson Hadley",84,15,504,3,"Total1Putts2025",2014
32,32,"David Hearn",97,15,591,2.5,"Total1Putts2025",2014
32,32,"Scott Langley",95,15,582,2.6,"Total1Putts2025",2014
32,32,"Hunter Mahan",88,15,507,3,"Total1Putts2025",2014
32,32,"Bryce Molder",77,15,457,3.3,"Total1Putts2025",2014
32,32,"Michael Putnam",106,15,606,2.5,"Total1Putts2025",2014
32,32,"Brendan Steele",89,15,499,3,"Total1Putts2025",2014
32,32,"Chris Stroud",88,15,536,2.8,"Total1Putts2025",2014
32,32,"Michael Thompson",74,15,433,3.5,"Total1Putts2025",2014
32,32,"Jimmy Walker",98,15,539,2.8,"Total1Putts2025",2014
48,48,"Greg Chalmers",85,14,577,2.4,"Total1Putts2025",2014
48,48,"Brendon de Jonge",109,14,634,2.2,"Total1Putts2025",2014
48,48,"Robert Garrigus",80,14,515,2.7,"Total1Putts2025",2014
48,48,"Russell Knox",92,14,571,2.5,"Total1Putts2025",2014
48,48,"Andrew Svoboda",77,14,427,3.3,"Total1Putts2025",2014
48,48,"Nick Watney",80,14,385,3.6,"Total1Putts2025",2014
54,54,"Charlie Beljan",76,13,449,2.9,"Total1Putts2025",2014
54,54,"Steven Bowditch",93,13,563,2.3,"Total1Putts2025",2014
54,54,"Stewart Cink",91,13,494,2.6,"Total1Putts2025",2014
54,54,"Tim Clark",75,13,459,2.8,"Total1Putts2025",2014
54,54,"Bill Haas",107,13,569,2.3,"Total1Putts2025",2014
54,54,"Russell Henley",92,13,524,2.5,"Total1Putts2025",2014
54,54,"JB Holmes",86,13,598,2.2,"Total1Putts2025",2014
54,54,"John Huh",87,13,482,2.7,"Total1Putts2025",2014
54,54,"Zach Johnson",97,13,611,2.1,"Total1Putts2025",2014
54,54,"Matt Jones",83,13,429,3,"Total1Putts2025",2014
54,54,"Kevin Kisner",85,13,495,2.6,"Total1Putts2025",2014
54,54,"Will Ma Kenzie",82,13,512,2.5,"Total1Putts2025",2014
54,54,"George McNeill",79,13,502,2.6,"Total1Putts2025",2014
