"GIRPuttingAvg2530_RANKTHISWEEK_2009","GIRPuttingAvg2530_RANKLASTWEEK_2009","GIRPuttingAvg2530_PLAYERNAME_2009","GIRPuttingAvg2530_ROUNDS_2009","GIRPuttingAvg2530_PctMADE_2009","GIRPuttingAvg2530_ATTEMPTS_2009","GIRPuttingAvg2530_PUTTSMADE_2009","stat_name","year"
1,1,"Steve Flesch",77,2.03,59,12,"GIRPuttingAvg2530",2009
2,2,"Cameron Beckman",87,1.79,78,14,"GIRPuttingAvg2530",2009
3,3,"Matt Weibring",65,1.64,61,10,"GIRPuttingAvg2530",2009
4,4,"Webb Simpson",94,1.46,89,13,"GIRPuttingAvg2530",2009
5,5,"Ryuji Imada",85,1.45,62,9,"GIRPuttingAvg2530",2009
5,5,"Parker McLachlin",71,1.45,69,10,"GIRPuttingAvg2530",2009
5,5,"Charlie Wi",92,1.45,69,10,"GIRPuttingAvg2530",2009
8,8,"Lee Janzen",74,1.43,56,8,"GIRPuttingAvg2530",2009
8,8,"DA Points",99,1.43,98,14,"GIRPuttingAvg2530",2009
8,8,"Mark Wilson",99,1.43,98,14,"GIRPuttingAvg2530",2009
11,11,"YE Yang",83,1.41,64,9,"GIRPuttingAvg2530",2009
12,12,"Mark Brooks",55,1.38,29,4,"GIRPuttingAvg2530",2009
12,12,"Ted Purdy",101,1.38,109,15,"GIRPuttingAvg2530",2009
14,14,"Luke Donald",79,1.31,61,8,"GIRPuttingAvg2530",2009
15,15,"Ryan Moore",89,1.3,92,12,"GIRPuttingAvg2530",2009
16,16,"Greg Chalmers",85,1.29,62,8,"GIRPuttingAvg2530",2009
17,17,"Ben Crane",93,1.27,71,9,"GIRPuttingAvg2530",2009
17,17,"Spencer Levin",75,1.27,79,10,"GIRPuttingAvg2530",2009
19,19,"Stewart Cink",79,1.25,56,7,"GIRPuttingAvg2530",2009
19,19,"Peter Lonard",86,1.25,80,10,"GIRPuttingAvg2530",2009
19,19,"Will Ma Kenzie",69,1.25,56,7,"GIRPuttingAvg2530",2009
19,19,"Adam Scott",53,1.25,48,6,"GIRPuttingAvg2530",2009
19,19,"Dean Wilson",81,1.25,80,10,"GIRPuttingAvg2530",2009
24,24,"Robert Allenby",71,1.23,57,7,"GIRPuttingAvg2530",2009
24,24,"Jason Day",61,1.23,57,7,"GIRPuttingAvg2530",2009
24,24,"Brad Faxon",59,1.23,57,7,"GIRPuttingAvg2530",2009
24,24,"George McNeill",82,1.23,65,8,"GIRPuttingAvg2530",2009
28,28,"Chad Campbell",90,1.21,66,8,"GIRPuttingAvg2530",2009
28,28,"David Mathis",82,1.21,58,7,"GIRPuttingAvg2530",2009
30,30,"Aaron Baddeley",66,1.19,59,7,"GIRPuttingAvg2530",2009
30,30,"Geoff Ogilvy",78,1.19,67,8,"GIRPuttingAvg2530",2009
30,30,"Rod Pampling",72,1.19,67,8,"GIRPuttingAvg2530",2009
33,33,"Stuart Appleby",79,1.18,51,6,"GIRPuttingAvg2530",2009
33,33,"Steve Stricker",81,1.18,51,6,"GIRPuttingAvg2530",2009
35,35,"Brian Davis",103,1.17,111,13,"GIRPuttingAvg2530",2009
36,36,"Daniel Chopra",89,1.15,78,9,"GIRPuttingAvg2530",2009
37,37,"Jeff Overton",92,1.14,88,10,"GIRPuttingAvg2530",2009
37,37,"Scott Sterling",51,1.14,44,5,"GIRPuttingAvg2530",2009
37,37,"Kirk Triplett",60,1.14,70,8,"GIRPuttingAvg2530",2009
40,40,"Michael Letzig",96,1.13,62,7,"GIRPuttingAvg2530",2009
41,41,"Jason Dufner",90,1.12,89,10,"GIRPuttingAvg2530",2009
42,42,"Jason Bohn",88,1.11,90,10,"GIRPuttingAvg2530",2009
42,42,"KJ Choi",65,1.11,45,5,"GIRPuttingAvg2530",2009
42,42,"Ben Curtis",63,1.11,45,5,"GIRPuttingAvg2530",2009
42,42,"Derek Fathauer",63,1.11,54,6,"GIRPuttingAvg2530",2009
42,42,"Sergio Garcia",59,1.11,45,5,"GIRPuttingAvg2530",2009
42,42,"Ian Poulter",59,1.11,45,5,"GIRPuttingAvg2530",2009
42,42,"Brendon Todd",53,1.11,36,4,"GIRPuttingAvg2530",2009
49,49,"Harrison Frazar",93,1.09,92,10,"GIRPuttingAvg2530",2009
50,50,"John Merrick",91,1.07,84,9,"GIRPuttingAvg2530",2009
