"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2012","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2012","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2012","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2012","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2012","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2012","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2012","stat_name","year"
1,1,"Bubba Watson",68,57.58,53306.2,92579,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
2,2,"Robert Garrigus",89,56.65,72741.6,128412,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
3,3,"Rory McIlroy",60,56.35,37456.7,66467,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
4,4,"JB Holmes",90,56.26,75891.9,134885,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
5,5,"Dustin Johnson",70,56.24,50837.3,90393,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
6,6,"Gary Woodland",70,56.09,53631.1,95618,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
7,7,"Charlie Beljan",61,55.93,37898.3,67761,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
8,8,"Kyle Stanley",86,55.87,64642.7,115707,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
9,9,"John Daly",50,55.67,31199.8,56049,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
10,10,"Scott Stallings",78,55.09,63215.2,114747,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
11,11,"Adam Scott",59,55.03,39398.5,71593,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
12,12,"Scott Piercy",95,54.78,82656.2,150876,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
12,12,"Jhonattan Vegas",77,54.78,63884.9,116615,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
14,14,"Sean OHair",84,54.76,69177.1,126325,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
15,15,"Graham DeLaet",79,54.74,63213.6,115488,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
16,16,"Keegan Bradley",90,54.66,65215.1,119319,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
16,16,"Jason Day",57,54.66,44282.6,81017,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
18,18,"Martin Laird",77,54.57,55961.3,102556,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
19,19,"Ryan Palmer",81,54.54,66511.1,121951,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
20,20,"Jason Kokrak",79,54.52,61874.5,113488,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
21,21,"Josh Teater",97,54.48,79083.2,145148,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
22,22,"Davis Love III",64,54.2,43768.4,80755,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
23,23,"Charles Howell III",98,54.19,69154.5,127619,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
24,24,"Seung Yul Noh",105,54.17,77469.8,143003,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
25,25,"Martin Flores",95,54.16,73757,136182,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
26,26,"Angel Cabrera",54,54.03,34661,64146,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
27,27,"Troy Matteson",100,54,76515.6,141699,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
28,28,"Bobby Gates",87,53.97,69652.6,129050,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
29,29,"Tiger Woods",69,53.94,45716.2,84747,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
30,30,"Harrison Frazar",56,53.9,42841.4,79481,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
31,31,"Chris Couch",61,53.83,49763.7,92438,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
31,31,"Harris English",98,53.83,81360.9,151158,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
33,33,"Robert Karlsson",54,53.77,37429.3,69607,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
33,33,"Nick Watney",97,53.77,74796.8,139109,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
35,35,"Erik Compton",81,53.69,57601.5,107287,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
36,36,"Louis Oosthuizen",65,53.64,43978.6,81988,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
37,37,"Jimmy Walker",101,53.6,87256.4,162791,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
38,38,"Sergio Garcia",57,53.59,40564.9,75701,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
39,39,"Bill Haas",79,53.53,58921.4,110062,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
40,40,"Brandt Jobe",57,53.51,42579.8,79575,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
41,41,"Edward Loar",59,53.5,35931.4,67157,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
42,42,"Troy Kelly",68,53.44,45379.2,84922,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
43,43,"Bo Van Pelt",84,53.42,59816.2,111971,"PercentageofYardagecoveredbyTeeShotsPar5s",2012
