"HangTime_RANKTHISWEEK_2015","HangTime_RANKLASTWEEK_2015","HangTime_PLAYERNAME_2015","HangTime_ROUNDS_2015","HangTime_AVG_2015","HangTime_TOTALACTUALHANGTIME_2015","HangTime_TOTALATTEMPTS_2015","HangTime_LONGESTACTHANGTIME_2015","HangTime_SHORTESTACTHANGTIME_2015","stat_name","year"
1,1,"Patrick Rodgers",57,7.2,324.9,45,8.2,5.8,"HangTime",2015
2,2,"Charley Hoffman",97,7.1,587,83,8.1,5.5,"HangTime",2015
3,3,"Keegan Bradley",87,7,574.6,82,8.5,3.6,"HangTime",2015
3,3,"Brooks Koepka",84,7,587,84,8,1.1,"HangTime",2015
3,3,"Justin Thomas",106,7,694.5,99,8.3,5.4,"HangTime",2015
6,6,"Rickie Fowler",76,6.9,446.4,65,8.2,2,"HangTime",2015
6,6,"JB Holmes",89,6.9,478,69,8.4,2.1,"HangTime",2015
6,6,"Ryan Palmer",80,6.9,458.2,66,7.9,5.7,"HangTime",2015
6,6,"Alex Prugh",84,6.9,541.9,79,7.8,5.2,"HangTime",2015
10,10,"Jason Gore",76,6.8,427.5,63,7.9,5.3,"HangTime",2015
10,10,"James Hahn",94,6.8,506.6,75,8,3.7,"HangTime",2015
10,10,"Morgan Hoffmann",85,6.8,530.9,78,8.1,3.8,"HangTime",2015
10,10,"Davis Love III",51,6.8,284.1,42,7.8,4.9,"HangTime",2015
10,10,"Phil Mickelson",70,6.8,335.3,49,8,4.8,"HangTime",2015
10,10,"Scott Piercy",90,6.8,582.9,86,7.9,4.1,"HangTime",2015
10,10,"Roger Sloan",56,6.8,276.9,41,7.7,3.7,"HangTime",2015
10,10,"Hudson Swafford",97,6.8,574.8,85,8.3,1.1,"HangTime",2015
18,18,"Charlie Beljan",76,6.7,382.6,57,7.9,4.6,"HangTime",2015
18,18,"Angel Cabrera",53,6.7,328.4,49,7.9,5.4,"HangTime",2015
18,18,"Graham DeLaet",65,6.7,349.6,52,7.7,4.4,"HangTime",2015
18,18,"Luke Donald",71,6.7,344,51,8.7,4.4,"HangTime",2015
18,18,"Tony Finau",106,6.7,596.8,89,8.1,4.2,"HangTime",2015
18,18,"Adam Hadwin",95,6.7,596.8,89,7.8,4.2,"HangTime",2015
18,18,"Padraig Harrington",60,6.7,383.9,57,8.1,4.4,"HangTime",2015
18,18,"Russell Henley",87,6.7,549.6,82,7.6,4.2,"HangTime",2015
18,18,"David Lingmerth",90,6.7,567.3,85,7.6,5.2,"HangTime",2015
18,18,"Troy Merritt",91,6.7,515.7,77,7.9,4.3,"HangTime",2015
18,18,"Jordan Spieth",91,6.7,453,68,7.8,4.2,"HangTime",2015
18,18,"Kevin Streelman",95,6.7,533.5,80,7.4,4.7,"HangTime",2015
18,18,"Nicholas Thompson",90,6.7,545.1,81,8,5.2,"HangTime",2015
18,18,"Nick Watney",91,6.7,586.1,88,7.7,4.6,"HangTime",2015
32,32,"Kevin Chappell",86,6.6,409.6,62,7.9,2.6,"HangTime",2015
32,32,"Harris English",105,6.6,650.4,98,7.9,3.3,"HangTime",2015
32,32,"Oscar Fraustro",58,6.6,250.1,38,7.7,3.5,"HangTime",2015
32,32,"Luke Guthrie",84,6.6,511.3,78,7.5,3.8,"HangTime",2015
32,32,"Bill Haas",89,6.6,522.3,79,7.8,4.7,"HangTime",2015
32,32,"JJ Henry",94,6.6,471.8,72,7.6,4.6,"HangTime",2015
32,32,"Billy Horschel",99,6.6,574,87,7.7,4.3,"HangTime",2015
32,32,"Mark Hubbard",79,6.6,412.9,63,7.6,4.7,"HangTime",2015
32,32,"Hunter Mahan",88,6.6,474.1,72,7.6,4.6,"HangTime",2015
32,32,"Francesco Molinari",56,6.6,321.9,49,7.5,5.5,"HangTime",2015
32,32,"Seung Yul Noh",65,6.6,377.5,57,8,3.8,"HangTime",2015
32,32,"Geoff Ogilvy",50,6.6,263.7,40,7.6,5,"HangTime",2015
32,32,"Carlos Ortiz",100,6.6,645.9,98,8.1,2.3,"HangTime",2015
32,32,"Sam Saunders",83,6.6,468.9,71,7.7,3.7,"HangTime",2015
32,32,"Brendan Steele",88,6.6,608,92,7.8,1.8,"HangTime",2015
32,32,"Michael Thompson",83,6.6,538.9,82,8.8,2.2,"HangTime",2015
32,32,"Cameron Tringale",96,6.6,569.1,86,7.7,3.4,"HangTime",2015
32,32,"Bubba Watson",71,6.6,344.5,52,7.5,3.4,"HangTime",2015
50,50,"Blayne Barber",76,6.5,446.3,69,7.8,4.5,"HangTime",2015
50,50,"Zac Blair",108,6.5,674.1,104,7.5,3.6,"HangTime",2015
50,50,"Paul Casey",87,6.5,411.5,63,7.9,3.3,"HangTime",2015
50,50,"Roberto Castro",54,6.5,248.4,38,7.7,3,"HangTime",2015
50,50,"Brian Davis",86,6.5,532.2,82,7.4,4.6,"HangTime",2015
50,50,"Jason Day",75,6.5,398,61,7.9,1.1,"HangTime",2015
50,50,"Matt Every",73,6.5,453.3,70,7.5,2.9,"HangTime",2015
50,50,"Martin Flores",95,6.5,572.4,88,7.9,0.9,"HangTime",2015
