"SmashFactor_RANKTHISWEEK_2013","SmashFactor_RANKLASTWEEK_2013","SmashFactor_PLAYERNAME_2013","SmashFactor_ROUNDS_2013","SmashFactor_AVG_2013","SmashFactor_TOTALSMASHFACTOR_2013","SmashFactor_TOTALATTEMPTS_2013","SmashFactor_HIGHESTVALUE_2013","SmashFactor_LOWESTVALUE_2013","stat_name","year"
19,19,"Seung Yul Noh",71,1.484,89.068,60,1.485,1.474,"SmashFactor",2013
19,19,"Henrik Norlander",70,1.484,81.608,55,1.485,1.461,"SmashFactor",2013
19,19,"Jeff Overton",78,1.484,109.828,74,1.485,1.45,"SmashFactor",2013
19,19,"Ryan Palmer",79,1.484,93.499,63,1.492,1.432,"SmashFactor",2013
19,19,"Ian Poulter",59,1.484,53.426,36,1.485,1.466,"SmashFactor",2013
19,19,"Chez Reavie",72,1.484,108.307,73,1.485,1.464,"SmashFactor",2013
19,19,"Adam Scott",61,1.484,56.402,38,1.485,1.457,"SmashFactor",2013
19,19,"Vijay Singh",61,1.484,71.251,48,1.485,1.469,"SmashFactor",2013
19,19,"Jordan Spieth",82,1.484,105.343,71,1.485,1.463,"SmashFactor",2013
19,19,"Steve Stricker",51,1.484,51.957,35,1.49,1.466,"SmashFactor",2013
19,19,"Brian Stuard",78,1.484,99.459,67,1.485,1.456,"SmashFactor",2013
19,19,"Vaughn Taylor",50,1.484,57.86,39,1.485,1.453,"SmashFactor",2013
19,19,"Josh Teater",86,1.484,90.51,61,1.485,1.456,"SmashFactor",2013
19,19,"Nicholas Thompson",99,1.484,129.095,87,1.485,1.455,"SmashFactor",2013
19,19,"Michael Thompson",66,1.484,75.697,51,1.485,1.472,"SmashFactor",2013
19,19,"Bo Van Pelt",72,1.484,78.638,53,1.485,1.43,"SmashFactor",2013
19,19,"Bubba Watson",76,1.484,77.188,52,1.489,1.453,"SmashFactor",2013
51,51,"Robert Allenby",58,1.483,69.706,47,1.485,1.457,"SmashFactor",2013
51,51,"Aaron Baddeley",68,1.483,71.188,48,1.485,1.448,"SmashFactor",2013
51,51,"Chad Campbell",78,1.483,100.813,68,1.485,1.459,"SmashFactor",2013
51,51,"Will Claxton",67,1.483,86.012,58,1.485,1.442,"SmashFactor",2013
51,51,"Erik Compton",74,1.483,93.421,63,1.485,1.459,"SmashFactor",2013
51,51,"Scott Gardiner",61,1.483,81.575,55,1.485,1.462,"SmashFactor",2013
51,51,"Brian Harman",89,1.483,118.67,80,1.485,1.461,"SmashFactor",2013
51,51,"Padraig Harrington",52,1.483,47.456,32,1.485,1.47,"SmashFactor",2013
51,51,"David Hearn",88,1.483,114.175,77,1.485,1.454,"SmashFactor",2013
51,51,"Tim Herron",45,1.483,60.812,41,1.485,1.45,"SmashFactor",2013
51,51,"Morgan Hoffmann",64,1.483,78.622,53,1.485,1.464,"SmashFactor",2013
51,51,"Zach Johnson",84,1.483,105.272,71,1.496,1.456,"SmashFactor",2013
51,51,"Scott Langley",79,1.483,93.42,63,1.485,1.453,"SmashFactor",2013
51,51,"Rory McIlroy",56,1.483,51.915,35,1.485,1.463,"SmashFactor",2013
51,51,"Bryce Molder",82,1.483,106.81,72,1.485,1.448,"SmashFactor",2013
51,51,"Geoff Ogilvy",57,1.483,60.809,41,1.485,1.448,"SmashFactor",2013
51,51,"Tag Ridings",69,1.483,71.173,48,1.485,1.463,"SmashFactor",2013
51,51,"Rory Sabbatini",86,1.483,109.765,74,1.485,1.417,"SmashFactor",2013
51,51,"Scott Stallings",79,1.483,91.927,62,1.485,1.449,"SmashFactor",2013
51,51,"Darron Stiles",51,1.483,59.326,40,1.485,1.453,"SmashFactor",2013
51,51,"Chris Stroud",88,1.483,118.664,80,1.485,1.461,"SmashFactor",2013
51,51,"Nick Watney",88,1.483,108.271,73,1.497,1.456,"SmashFactor",2013
73,73,"Scott Brown",65,1.482,84.45,57,1.485,1.429,"SmashFactor",2013
73,73,"Luke Donald",60,1.482,66.671,45,1.485,1.448,"SmashFactor",2013
73,73,"Brad Fritsch",81,1.482,105.201,71,1.485,1.416,"SmashFactor",2013
73,73,"Brian Gay",79,1.482,111.126,75,1.485,1.438,"SmashFactor",2013
73,73,"Bill Haas",85,1.482,103.72,70,1.49,1.458,"SmashFactor",2013
73,73,"Charley Hoffman",84,1.482,112.654,76,1.493,1.446,"SmashFactor",2013
73,73,"Matt Jones",83,1.482,103.738,70,1.485,1.461,"SmashFactor",2013
73,73,"Robert Karlsson",56,1.482,56.302,38,1.485,1.457,"SmashFactor",2013
73,73,"Jason Kokrak",78,1.482,93.335,63,1.485,1.418,"SmashFactor",2013
73,73,"Matt Kuchar",93,1.482,112.66,76,1.485,1.434,"SmashFactor",2013
73,73,"Doug LaBelle II",72,1.482,90.409,61,1.485,1.445,"SmashFactor",2013
73,73,"Troy Matteson",68,1.482,81.521,55,1.485,1.449,"SmashFactor",2013
73,73,"Eric Meierdierks",48,1.482,54.816,37,1.485,1.425,"SmashFactor",2013
73,73,"Kevin Stadler",83,1.482,108.191,73,1.485,1.398,"SmashFactor",2013
73,73,"Brendan Steele",86,1.482,111.159,75,1.485,1.454,"SmashFactor",2013
73,73,"Robert Streb",75,1.482,91.909,62,1.485,1.423,"SmashFactor",2013
73,73,"Daniel Summerhays",83,1.482,123.03,83,1.501,1.458,"SmashFactor",2013
73,73,"Aaron Watkins",46,1.482,53.34,36,1.485,1.431,"SmashFactor",2013
73,73,"Lee Westwood",70,1.482,82.99,56,1.485,1.448,"SmashFactor",2013
73,73,"Casey Wittenberg",72,1.482,93.35,63,1.485,1.44,"SmashFactor",2013
93,93,"Jonas Blixt",76,1.481,106.645,72,1.485,1.445,"SmashFactor",2013
93,93,"Justin Bolli",59,1.481,69.623,47,1.485,1.436,"SmashFactor",2013
93,93,"Ben Curtis",59,1.481,71.096,48,1.485,1.444,"SmashFactor",2013
93,93,"Jason Dufner",78,1.481,97.735,66,1.485,1.451,"SmashFactor",2013
93,93,"Bob Estes",66,1.481,75.508,51,1.485,1.445,"SmashFactor",2013
93,93,"Martin Flores",83,1.481,115.537,78,1.485,1.423,"SmashFactor",2013
93,93,"Rickie Fowler",75,1.481,87.407,59,1.485,1.453,"SmashFactor",2013
93,93,"Peter Hanson",45,1.481,50.343,34,1.485,1.45,"SmashFactor",2013
93,93,"Brandt Jobe",62,1.481,74.046,50,1.485,1.447,"SmashFactor",2013
93,93,"Jerry Kelly",75,1.481,97.746,66,1.485,1.439,"SmashFactor",2013
93,93,"George McNeill",68,1.481,88.854,60,1.485,1.455,"SmashFactor",2013
93,93,"Sean OHair",56,1.481,59.233,40,1.485,1.449,"SmashFactor",2013
93,93,"DA Points",87,1.481,100.733,68,1.485,1.431,"SmashFactor",2013
93,93,"Dicky Pride",71,1.481,91.849,62,1.485,1.461,"SmashFactor",2013
93,93,"Webb Simpson",92,1.481,96.254,65,1.485,1.437,"SmashFactor",2013
93,93,"Jimmy Walker",84,1.481,111.077,75,1.485,1.425,"SmashFactor",2013
109,109,"Stuart Appleby",88,1.48,112.463,76,1.485,1.431,"SmashFactor",2013
109,109,"Jason Bohn",70,1.48,103.595,70,1.485,1.45,"SmashFactor",2013
109,109,"Angel Cabrera",73,1.48,81.426,55,1.485,1.433,"SmashFactor",2013
109,109,"Fabian Gomez",65,1.48,82.868,56,1.485,1.411,"SmashFactor",2013
109,109,"Charles Howell III",87,1.48,119.861,81,1.485,1.443,"SmashFactor",2013
109,109,"Graeme McDowell",53,1.48,59.216,40,1.485,1.444,"SmashFactor",2013
109,109,"William McGirt",75,1.48,106.567,72,1.485,1.417,"SmashFactor",2013
109,109,"Rod Pampling",46,1.48,53.27,36,1.485,1.46,"SmashFactor",2013
109,109,"Alistair Presnell",59,1.48,71.036,48,1.485,1.439,"SmashFactor",2013
109,109,"John Senden",79,1.48,88.792,60,1.485,1.402,"SmashFactor",2013
109,109,"Brandt Snedeker",79,1.48,87.322,59,1.49,1.441,"SmashFactor",2013
109,109,"Boo Weekley",100,1.48,128.777,87,1.485,1.446,"SmashFactor",2013
109,109,"Tiger Woods",61,1.48,45.867,31,1.485,1.44,"SmashFactor",2013
122,122,"Steven Bowditch",67,1.479,87.255,59,1.485,1.445,"SmashFactor",2013
122,122,"Keegan Bradley",88,1.479,90.206,61,1.485,1.448,"SmashFactor",2013
122,122,"Ken Duke",87,1.479,106.481,72,1.485,1.436,"SmashFactor",2013
122,122,"Lucas Glover",65,1.479,72.456,49,1.485,1.418,"SmashFactor",2013
122,122,"James Hahn",78,1.479,97.615,66,1.485,1.373,"SmashFactor",2013
122,122,"David Mathis",71,1.479,90.247,61,1.485,1.423,"SmashFactor",2013
122,122,"Andres Romero",63,1.479,69.519,47,1.485,1.431,"SmashFactor",2013
122,122,"Kyle Stanley",71,1.479,82.803,56,1.485,1.35,"SmashFactor",2013
122,122,"DJ Trahan",48,1.479,53.247,36,1.485,1.46,"SmashFactor",2013
131,131,"Graham DeLaet",94,1.478,104.934,71,1.485,1.435,"SmashFactor",2013
131,131,"Dustin Johnson",71,1.478,59.117,40,1.485,1.42,"SmashFactor",2013
131,131,"Cameron Percy",68,1.478,82.793,56,1.485,1.435,"SmashFactor",2013
131,131,"John Rollins",77,1.478,97.542,66,1.485,1.422,"SmashFactor",2013
131,131,"Charl Schwartzel",69,1.478,72.429,49,1.485,1.446,"SmashFactor",2013
131,131,"Charlie Wi",75,1.478,96.102,65,1.485,1.424,"SmashFactor",2013
137,137,"KJ Choi",85,1.477,88.645,60,1.485,1.432,"SmashFactor",2013
137,137,"Steve LeBrun",66,1.477,75.336,51,1.485,1.421,"SmashFactor",2013
137,137,"Ryan Moore",72,1.477,90.095,61,1.485,1.432,"SmashFactor",2013
137,137,"Gary Woodland",94,1.477,81.245,55,1.485,1.445,"SmashFactor",2013
141,141,"Bud Cauley",67,1.476,76.776,52,1.485,1.386,"SmashFactor",2013
141,141,"Stewart Cink",71,1.476,60.513,41,1.485,1.398,"SmashFactor",2013
141,141,"Justin Rose",62,1.476,59.05,40,1.485,1.445,"SmashFactor",2013
141,141,"Johnson Wagner",64,1.476,76.738,52,1.485,1.429,"SmashFactor",2013
141,141,"YE Yang",56,1.476,60.508,41,1.485,1.421,"SmashFactor",2013
146,146,"Brendon de Jonge",110,1.475,134.2,91,1.485,1.423,"SmashFactor",2013
146,146,"DH Lee",65,1.475,87.039,59,1.485,1.35,"SmashFactor",2013
146,146,"Greg Owen",73,1.475,95.861,65,1.485,1.429,"SmashFactor",2013
146,146,"Andrew Svoboda",46,1.475,54.583,37,1.485,1.423,"SmashFactor",2013
150,150,"Sangmoon Bae",83,1.474,107.632,73,1.485,1.423,"SmashFactor",2013
150,150,"Luke List",65,1.474,75.177,51,1.485,1.437,"SmashFactor",2013
150,150,"Mark Wilson",56,1.474,75.178,51,1.485,1.432,"SmashFactor",2013
153,153,"Roberto Castro",97,1.473,116.397,79,1.485,1.42,"SmashFactor",2013
153,153,"Matt Every",89,1.473,129.63,88,1.49,1.35,"SmashFactor",2013
153,153,"Patrick Reed",83,1.473,100.133,68,1.485,1.377,"SmashFactor",2013
153,153,"Shawn Stefani",63,1.473,64.812,44,1.485,1.414,"SmashFactor",2013
153,153,"Mike Weir",60,1.473,66.265,45,1.485,1.421,"SmashFactor",2013
158,158,"Ricky Barnes",74,1.472,86.862,59,1.485,1.437,"SmashFactor",2013
158,158,"Jason Day",86,1.472,70.653,48,1.485,1.412,"SmashFactor",2013
158,158,"James Driscoll",76,1.472,91.287,62,1.485,1.392,"SmashFactor",2013
158,158,"Ryo Ishikawa",72,1.472,82.431,56,1.485,1.422,"SmashFactor",2013
158,158,"Colt Knost",69,1.472,89.787,61,1.485,1.434,"SmashFactor",2013
163,163,"Jim Furyk",80,1.471,100.009,68,1.485,1.42,"SmashFactor",2013
163,163,"Phil Mickelson",78,1.471,38.256,26,1.485,1.439,"SmashFactor",2013
163,163,"Kevin Streelman",86,1.471,104.461,71,1.485,1.414,"SmashFactor",2013
166,166,"Ben Kohles",75,1.469,91.107,62,1.485,1.428,"SmashFactor",2013
166,166,"Ted Potter Jr",65,1.469,83.735,57,1.485,1.423,"SmashFactor",2013
168,168,"Stephen Ames",49,1.468,58.734,40,1.485,1.396,"SmashFactor",2013
168,168,"Kevin Chappell",80,1.468,85.17,58,1.485,1.432,"SmashFactor",2013
170,170,"Tom Gillis",69,1.466,89.453,61,1.485,1.419,"SmashFactor",2013
171,171,"Charlie Beljan",62,1.464,65.89,45,1.485,1.4,"SmashFactor",2013
172,172,"Freddie Jacobson",63,1.463,71.688,49,1.485,1.42,"SmashFactor",2013
172,172,"Martin Kaymer",61,1.463,65.823,45,1.485,1.392,"SmashFactor",2013
174,174,"Cameron Tringale",80,1.462,100.862,69,1.485,1.375,"SmashFactor",2013
175,175,"Derek Ernst",58,1.46,78.845,54,1.485,1.364,"SmashFactor",2013
175,175,"Sergio Garcia",65,1.46,54.014,37,1.485,1.406,"SmashFactor",2013
175,175,"Bobby Gates",49,1.46,58.389,40,1.485,1.427,"SmashFactor",2013
178,178,"Henrik Stenson",65,1.459,33.553,23,1.485,1.391,"SmashFactor",2013
179,179,"Trevor Immelman",73,1.455,84.371,58,1.485,1.367,"SmashFactor",2013
180,180,"Pat Perez",69,1.443,93.791,65,1.485,1.368,"SmashFactor",2013
