"Approachesfrom100125yards_RANKTHISWEEK_2016","Approachesfrom100125yards_RANKLASTWEEK_2016","Approachesfrom100125yards_PLAYERNAME_2016","Approachesfrom100125yards_ROUNDS_2016","Approachesfrom100125yards_AVG_2016","Approachesfrom100125yards_TOTALDISTANCEFEET_2016","Approachesfrom100125yards_OFATTEMPTS_2016","Approachesfrom100125yards_RELATIVETOPAR_2016","stat_name","year"
1,2,"Dustin Johnson",37,NA,259.917,18,-5,"Approachesfrom100125yards",2016
2,4,"Chris Kirk",51,NA,711.5,48,-15,"Approachesfrom100125yards",2016
3,3,"Will Ma Kenzie",54,NA,932.5,62,-15,"Approachesfrom100125yards",2016
4,1,"Luke Donald",49,NA,641.167,42,-7,"Approachesfrom100125yards",2016
5,7,"Daniel Berger",52,NA,525.833,33,-4,"Approachesfrom100125yards",2016
6,6,"JB Holmes",39,NA,483.667,30,-7,"Approachesfrom100125yards",2016
7,8,"Tom Hoge",47,NA,1069.667,66,-5,"Approachesfrom100125yards",2016
8,9,"Dawie van der Walt",48,NA,975,60,-21,"Approachesfrom100125yards",2016
9,19,"Adam Scott",39,NA,322,19,-3,"Approachesfrom100125yards",2016
10,10,"Steve Stricker",25,NA,441.583,26,-6,"Approachesfrom100125yards",2016
11,5,"Steven Bowditch",40,NA,461.75,27,-9,"Approachesfrom100125yards",2016
12,11,"Pat Perez",28,NA,258.917,15,-2,"Approachesfrom100125yards",2016
13,12,"Stuart Appleby",39,NA,951.667,55,-9,"Approachesfrom100125yards",2016
14,14,"Padraig Harrington",38,NA,715.833,41,-5,"Approachesfrom100125yards",2016
14,20,"Vaughn Taylor",30,NA,628.833,36,-7,"Approachesfrom100125yards",2016
16,15,"Stewart Cink",45,NA,790.083,45,-10,"Approachesfrom100125yards",2016
16,20,"Camilo Villegas",50,NA,949.25,54,-7,"Approachesfrom100125yards",2016
18,16,"Charl Schwartzel",29,NA,283,16,-4,"Approachesfrom100125yards",2016
18,16,"Bernd Wiesberger",23,NA,265.25,15,-2,"Approachesfrom100125yards",2016
20,12,"Ryan Moore",40,NA,568.583,32,-10,"Approachesfrom100125yards",2016
