"Last5EventsShortGame_RANKTHISWEEK_2010","Last5EventsShortGame_RANKLASTWEEK_2010","Last5EventsShortGame_PLAYERNAME_2010","Last5EventsShortGame_EVENTS_2010","Last5EventsShortGame_RATING_2010","stat_name","year"
1,1,"Rich Barcelo",1,8.8,"Last5EventsShortGame",2010
2,2,"Robert Karlsson",1,8.6,"Last5EventsShortGame",2010
3,3,"Chad Collins",3,8.2,"Last5EventsShortGame",2010
4,5,"Tim Clark",3,8,"Last5EventsShortGame",2010
4,5,"Roger Tambellini",1,8,"Last5EventsShortGame",2010
6,7,"Tom Byrum",1,7.9,"Last5EventsShortGame",2010
6,4,"Steve Stricker",3,7.9,"Last5EventsShortGame",2010
6,7,"Vance Veazey",1,7.9,"Last5EventsShortGame",2010
6,7,"Tim Wilkinson",1,7.9,"Last5EventsShortGame",2010
10,37,"KJ Choi",2,7.7,"Last5EventsShortGame",2010
10,10,"Robert Damron",1,7.7,"Last5EventsShortGame",2010
10,10,"Ross Fisher",1,7.7,"Last5EventsShortGame",2010
10,10,"Spencer Levin",3,7.7,"Last5EventsShortGame",2010
10,10,"Dicky Pride",2,7.7,"Last5EventsShortGame",2010
15,14,"Soren Kjeldsen",1,7.6,"Last5EventsShortGame",2010
15,165,"Davis Love III",2,7.6,"Last5EventsShortGame",2010
15,14,"Warren Schutte",1,7.6,"Last5EventsShortGame",2010
15,14,"Kevin Stadler",2,7.6,"Last5EventsShortGame",2010
19,17,"Cameron Beckman",2,7.5,"Last5EventsShortGame",2010
19,17,"Kevin Chappell",1,7.5,"Last5EventsShortGame",2010
19,17,"Jay Delsing",1,7.5,"Last5EventsShortGame",2010
19,17,"Luke Donald",2,7.5,"Last5EventsShortGame",2010
19,17,"Charles Howell III",5,7.5,"Last5EventsShortGame",2010
19,17,"Miguel Angel Jimenez",1,7.5,"Last5EventsShortGame",2010
19,17,"John Merrick",2,7.5,"Last5EventsShortGame",2010
19,17,"Chris Rogers",1,7.5,"Last5EventsShortGame",2010
19,17,"John Senden",3,7.5,"Last5EventsShortGame",2010
19,17,"Marc Turnesa",1,7.5,"Last5EventsShortGame",2010
19,17,"Steve Wheatcroft",1,7.5,"Last5EventsShortGame",2010
30,28,"Marcus Fraser",1,7.4,"Last5EventsShortGame",2010
30,28,"Vaughn Taylor",2,7.4,"Last5EventsShortGame",2010
32,30,"Michael Bradley",1,7.3,"Last5EventsShortGame",2010
32,85,"David Duval",2,7.3,"Last5EventsShortGame",2010
32,30,"Carlos Franco",2,7.3,"Last5EventsShortGame",2010
32,30,"Bob Heintz",2,7.3,"Last5EventsShortGame",2010
32,30,"Michael ONeal",1,7.3,"Last5EventsShortGame",2010
32,30,"Alistair Presnell",1,7.3,"Last5EventsShortGame",2010
32,30,"Ted Purdy",1,7.3,"Last5EventsShortGame",2010
32,30,"Vijay Singh",3,7.3,"Last5EventsShortGame",2010
40,37,"Robin Freeman",1,7.2,"Last5EventsShortGame",2010
40,37,"Charley Hoffman",4,7.2,"Last5EventsShortGame",2010
40,37,"Jeff Quinney",1,7.2,"Last5EventsShortGame",2010
40,37,"Chris Riley",2,7.2,"Last5EventsShortGame",2010
40,37,"Justin Rose",3,7.2,"Last5EventsShortGame",2010
40,37,"Brandt Snedeker",3,7.2,"Last5EventsShortGame",2010
46,44,"Jonathan Byrd",4,7.1,"Last5EventsShortGame",2010
46,44,"Alex Hamilton",1,7.1,"Last5EventsShortGame",2010
46,44,"Anthony Kim",1,7.1,"Last5EventsShortGame",2010
46,44,"Corey Pavin",4,7.1,"Last5EventsShortGame",2010
50,48,"John Ellis",1,7,"Last5EventsShortGame",2010
50,48,"Lucas Glover",2,7,"Last5EventsShortGame",2010
50,48,"Ryuji Imada",3,7,"Last5EventsShortGame",2010
50,48,"Billy Mayfair",2,7,"Last5EventsShortGame",2010
50,48,"Webb Simpson",4,7,"Last5EventsShortGame",2010
50,48,"Danny Wax",1,7,"Last5EventsShortGame",2010
50,48,"Matt Weibring",1,7,"Last5EventsShortGame",2010
57,56,"Brad Adamonis",1,6.9,"Last5EventsShortGame",2010
57,56,"Stephen Ames",3,6.9,"Last5EventsShortGame",2010
57,56,"Stewart Cink",3,6.9,"Last5EventsShortGame",2010
57,56,"Robert Gamez",1,6.9,"Last5EventsShortGame",2010
57,56,"Retief Goosen",3,6.9,"Last5EventsShortGame",2010
57,56,"Matt Jones",3,6.9,"Last5EventsShortGame",2010
