"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2010","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2010","AveragePuttingDistanceAll3putts_PLAYERNAME_2010","AveragePuttingDistanceAll3putts_ROUNDS_2010","AveragePuttingDistanceAll3putts_AVG_2010","AveragePuttingDistanceAll3putts_DISTANCEFEET_2010","AveragePuttingDistanceAll3putts_TOTALPUTTS_2010","stat_name","year"
1,1,"Dean Wilson",54,NA,808.083,16,"AveragePuttingDistanceAll3putts",2010
2,2,"Paul Stankowski",62,NA,1200,24,"AveragePuttingDistanceAll3putts",2010
3,3,"Retief Goosen",75,NA,497.5,10,"AveragePuttingDistanceAll3putts",2010
4,4,"Scott McCarron",90,NA,1948.5,40,"AveragePuttingDistanceAll3putts",2010
5,5,"Carl Pettersson",99,NA,1201.583,25,"AveragePuttingDistanceAll3putts",2010
6,6,"Jason Bohn",84,NA,1197.75,25,"AveragePuttingDistanceAll3putts",2010
7,7,"JJ Henry",92,NA,1370.917,29,"AveragePuttingDistanceAll3putts",2010
8,8,"Skip Kendall",58,NA,1084,23,"AveragePuttingDistanceAll3putts",2010
9,9,"Ryuji Imada",90,NA,1595.417,34,"AveragePuttingDistanceAll3putts",2010
10,10,"Angel Cabrera",64,NA,1356.083,29,"AveragePuttingDistanceAll3putts",2010
11,11,"Derek Lamely",81,NA,1490.583,32,"AveragePuttingDistanceAll3putts",2010
12,12,"Steve Elkington",74,NA,976.417,21,"AveragePuttingDistanceAll3putts",2010
13,13,"Chris Tidland",77,NA,1923.167,42,"AveragePuttingDistanceAll3putts",2010
14,14,"Webb Simpson",98,NA,1679.083,37,"AveragePuttingDistanceAll3putts",2010
15,15,"Michael Sim",64,NA,858.917,19,"AveragePuttingDistanceAll3putts",2010
16,16,"Robert Allenby",76,NA,1481.667,33,"AveragePuttingDistanceAll3putts",2010
16,16,"Kevin Na",94,NA,1301.5,29,"AveragePuttingDistanceAll3putts",2010
18,18,"Andrew McLardy",52,NA,1076.917,24,"AveragePuttingDistanceAll3putts",2010
19,19,"Jarrod Lyle",54,NA,1072.417,24,"AveragePuttingDistanceAll3putts",2010
19,19,"Bryce Molder",84,NA,1561.917,35,"AveragePuttingDistanceAll3putts",2010
19,19,"Johnson Wagner",85,NA,2144.417,48,"AveragePuttingDistanceAll3putts",2010
22,22,"Henrik Bjornstad",72,NA,1692.917,38,"AveragePuttingDistanceAll3putts",2010
23,23,"Jim Furyk",76,NA,933.667,21,"AveragePuttingDistanceAll3putts",2010
23,23,"Scott Verplank",74,NA,1023.667,23,"AveragePuttingDistanceAll3putts",2010
25,25,"Chris DiMarco",88,NA,1639.917,37,"AveragePuttingDistanceAll3putts",2010
26,26,"Spencer Levin",110,NA,1899.667,43,"AveragePuttingDistanceAll3putts",2010
27,27,"Ernie Els",72,NA,968.75,22,"AveragePuttingDistanceAll3putts",2010
28,28,"John Senden",103,NA,2260.75,52,"AveragePuttingDistanceAll3putts",2010
28,28,"Roger Tambellini",77,NA,1956.25,45,"AveragePuttingDistanceAll3putts",2010
30,30,"James Driscoll",78,NA,1388.917,32,"AveragePuttingDistanceAll3putts",2010
30,30,"Joe Ogilvie",99,NA,1953.583,45,"AveragePuttingDistanceAll3putts",2010
32,32,"Jeff Overton",89,NA,1379.833,32,"AveragePuttingDistanceAll3putts",2010
33,33,"Jeff Gove",57,NA,1635.5,38,"AveragePuttingDistanceAll3putts",2010
34,34,"David Toms",86,NA,1244,29,"AveragePuttingDistanceAll3putts",2010
35,35,"Paul Casey",64,NA,513.5,12,"AveragePuttingDistanceAll3putts",2010
35,35,"JB Holmes",100,NA,2014.083,47,"AveragePuttingDistanceAll3putts",2010
35,35,"John Merrick",109,NA,2354.75,55,"AveragePuttingDistanceAll3putts",2010
38,38,"Jerod Turner",54,NA,940.833,22,"AveragePuttingDistanceAll3putts",2010
