"TenthTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyRound4ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyRound4ScoringAverage__2014","TenthTeeEarlyRound4ScoringAverage_AVG_2014","TenthTeeEarlyRound4ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyRound4ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Webb Simpson",NA,64,64,1,"TenthTeeEarlyRound4ScoringAverage",2014
2,2,"Hudson Swafford",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2014
3,3,"William McGirt",NA,66,132,2,"TenthTeeEarlyRound4ScoringAverage",2014
3,3,"Adam Scott",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2014
3,3,"Nick Watney",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2014
6,6,"Brian Davis",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2014
6,6,"Harris English",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2014
6,6,"Justin Hicks",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2014
6,6,"Graeme McDowell",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2014
10,10,"Robert Allenby",NA,67.5,135,2,"TenthTeeEarlyRound4ScoringAverage",2014
10,10,"Russell Knox",NA,67.5,135,2,"TenthTeeEarlyRound4ScoringAverage",2014
10,10,"Will Ma Kenzie",NA,67.5,135,2,"TenthTeeEarlyRound4ScoringAverage",2014
13,13,"Johnson Wagner",NA,67.67,203,3,"TenthTeeEarlyRound4ScoringAverage",2014
14,14,"Woody Austin",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2014
14,14,"Jonas Blixt",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2014
14,14,"Troy Merritt",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2014
17,17,"Brendan Steele",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2014
17,17,"David Toms",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2014
17,17,"Gary Woodland",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2014
20,20,"Morgan Hoffmann",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2014
20,20,"Boo Weekley",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2014
22,22,"Rickie Fowler",NA,68.75,275,4,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Ricky Barnes",NA,69,207,3,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Charlie Beljan",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Jason Bohn",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Chad Collins",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Gonzalo Fdez Castano",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Charles Howell III",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Kevin Kisner",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Matt Kuchar",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Ben Martin",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Troy Matteson",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Geoff Ogilvy",NA,69,207,3,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Carl Pettersson",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Charl Schwartzel",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Kevin Stadler",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Daniel Summerhays",NA,69,276,4,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Josh Teater",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Bo Van Pelt",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"Bubba Watson",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2014
23,23,"YE Yang",NA,69,207,3,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"James Hahn",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Brian Harman",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Freddie Jacobson",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Jeff Overton",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Pat Perez",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Tyrone Van Aswegen",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2014
42,42,"Jimmy Walker",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Roberto Castro",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Ken Duke",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Zach Johnson",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"DH Lee",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Patrick Reed",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Vijay Singh",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Brandt Snedeker",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Kevin Streelman",NA,70,210,3,"TenthTeeEarlyRound4ScoringAverage",2014
49,49,"Charlie Wi",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2014
58,58,"Steven Bowditch",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2014
58,58,"Kevin Chappell",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2014
58,58,"Brice Garnett",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2014
58,58,"Luke Guthrie",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2014
58,58,"Billy Hurley III",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2014
