"Roundsinthe60s_RANKTHISWEEK_2014","Roundsinthe60s_RANKLASTWEEK_2014","Roundsinthe60s_PLAYERNAME_2014","Roundsinthe60s_EVENTS_2014","Roundsinthe60s_TOTALRNDS_2014","stat_name","year"
1,1,"Charles Howell III",29,48,"Roundsinthe60s",2014
1,1,"Brendon Todd",29,48,"Roundsinthe60s",2014
3,3,"Brian Harman",32,47,"Roundsinthe60s",2014
4,4,"Keegan Bradley",26,44,"Roundsinthe60s",2014
4,4,"Matt Kuchar",24,44,"Roundsinthe60s",2014
4,4,"Jimmy Walker",27,44,"Roundsinthe60s",2014
7,7,"Harris English",28,43,"Roundsinthe60s",2014
8,8,"Bill Haas",28,42,"Roundsinthe60s",2014
8,8,"Chris Kirk",28,42,"Roundsinthe60s",2014
8,8,"Chris Stroud",25,42,"Roundsinthe60s",2014
11,11,"Jim Furyk",21,40,"Roundsinthe60s",2014
11,11,"Charley Hoffman",25,40,"Roundsinthe60s",2014
11,11,"Adam Scott",17,40,"Roundsinthe60s",2014
14,14,"John Senden",27,39,"Roundsinthe60s",2014
14,14,"Daniel Summerhays",27,39,"Roundsinthe60s",2014
16,16,"Graham DeLaet",24,38,"Roundsinthe60s",2014
16,16,"William McGirt",29,38,"Roundsinthe60s",2014
16,16,"Ryan Moore",24,38,"Roundsinthe60s",2014
16,16,"Ryan Palmer",23,38,"Roundsinthe60s",2014
20,20,"Rickie Fowler",26,37,"Roundsinthe60s",2014
20,20,"Kevin Kisner",26,37,"Roundsinthe60s",2014
20,20,"Cameron Tringale",31,37,"Roundsinthe60s",2014
20,20,"Bubba Watson",21,37,"Roundsinthe60s",2014
24,24,"Ricky Barnes",27,36,"Roundsinthe60s",2014
24,24,"Kevin Chappell",28,36,"Roundsinthe60s",2014
24,24,"Jerry Kelly",23,36,"Roundsinthe60s",2014
24,24,"Kevin Na",27,36,"Roundsinthe60s",2014
24,24,"Jordan Spieth",27,36,"Roundsinthe60s",2014
29,29,"Brendon de Jonge",31,35,"Roundsinthe60s",2014
29,29,"Matt Every",26,35,"Roundsinthe60s",2014
29,29,"Justin Hicks",30,35,"Roundsinthe60s",2014
29,29,"Billy Horschel",27,35,"Roundsinthe60s",2014
29,29,"Rory McIlroy",17,35,"Roundsinthe60s",2014
29,29,"George McNeill",24,35,"Roundsinthe60s",2014
29,29,"Carl Pettersson",28,35,"Roundsinthe60s",2014
29,29,"Michael Putnam",30,35,"Roundsinthe60s",2014
37,37,"Scott Brown",30,34,"Roundsinthe60s",2014
37,37,"Brice Garnett",28,34,"Roundsinthe60s",2014
37,37,"Freddie Jacobson",27,34,"Roundsinthe60s",2014
37,37,"Zach Johnson",26,34,"Roundsinthe60s",2014
37,37,"Seung Yul Noh",27,34,"Roundsinthe60s",2014
37,37,"Camilo Villegas",29,34,"Roundsinthe60s",2014
43,43,"Stuart Appleby",29,33,"Roundsinthe60s",2014
43,43,"Retief Goosen",26,33,"Roundsinthe60s",2014
43,43,"Luke Guthrie",26,33,"Roundsinthe60s",2014
43,43,"Russell Knox",26,33,"Roundsinthe60s",2014
43,43,"Gary Woodland",25,33,"Roundsinthe60s",2014
48,48,"Marc Leishman",24,32,"Roundsinthe60s",2014
48,48,"Webb Simpson",25,32,"Roundsinthe60s",2014
48,48,"Brian Stuard",29,32,"Roundsinthe60s",2014
51,51,"Ben Crane",25,31,"Roundsinthe60s",2014
51,51,"David Hearn",28,31,"Roundsinthe60s",2014
51,51,"Billy Hurley III",26,31,"Roundsinthe60s",2014
51,51,"Jeff Overton",24,31,"Roundsinthe60s",2014
51,51,"Patrick Reed",28,31,"Roundsinthe60s",2014
51,51,"Vijay Singh",25,31,"Roundsinthe60s",2014
51,51,"David Toms",20,31,"Roundsinthe60s",2014
58,58,"Chesson Hadley",29,30,"Roundsinthe60s",2014
58,58,"Morgan Hoffmann",32,30,"Roundsinthe60s",2014
58,58,"Will Ma Kenzie",27,30,"Roundsinthe60s",2014
58,58,"Brandt Snedeker",25,30,"Roundsinthe60s",2014
58,58,"Kevin Stadler",26,30,"Roundsinthe60s",2014
58,58,"Brendan Steele",26,30,"Roundsinthe60s",2014
58,58,"Robert Streb",21,30,"Roundsinthe60s",2014
58,58,"Andrew Svoboda",24,30,"Roundsinthe60s",2014
58,58,"Tyrone Van Aswegen",25,30,"Roundsinthe60s",2014
67,67,"Stewart Cink",25,29,"Roundsinthe60s",2014
67,67,"Erik Compton",28,29,"Roundsinthe60s",2014
67,67,"Sergio Garcia",16,29,"Roundsinthe60s",2014
67,67,"Dustin Johnson",17,29,"Roundsinthe60s",2014
67,67,"Matt Jones",25,29,"Roundsinthe60s",2014
67,67,"Ben Martin",26,29,"Roundsinthe60s",2014
67,67,"Hideki Matsuyama",24,29,"Roundsinthe60s",2014
67,67,"Josh Teater",28,29,"Roundsinthe60s",2014
75,75,"Jason Bohn",25,28,"Roundsinthe60s",2014
75,75,"Steven Bowditch",30,28,"Roundsinthe60s",2014
75,75,"Greg Chalmers",27,28,"Roundsinthe60s",2014
75,75,"James Hahn",27,28,"Roundsinthe60s",2014
75,75,"JJ Henry",28,28,"Roundsinthe60s",2014
75,75,"JB Holmes",24,28,"Roundsinthe60s",2014
75,75,"Scott Langley",29,28,"Roundsinthe60s",2014
75,75,"Danny Lee",28,28,"Roundsinthe60s",2014
75,75,"Charl Schwartzel",18,28,"Roundsinthe60s",2014
75,75,"Bo Van Pelt",25,28,"Roundsinthe60s",2014
85,85,"Ernie Els",24,27,"Roundsinthe60s",2014
85,85,"Ryo Ishikawa",24,27,"Roundsinthe60s",2014
85,85,"Jason Kokrak",19,27,"Roundsinthe60s",2014
85,85,"Justin Rose",19,27,"Roundsinthe60s",2014
85,85,"Heath Slocum",23,27,"Roundsinthe60s",2014
85,85,"Jhonattan Vegas",23,27,"Roundsinthe60s",2014
91,91,"KJ Choi",23,26,"Roundsinthe60s",2014
91,91,"Brian Davis",28,26,"Roundsinthe60s",2014
91,91,"Martin Flores",26,26,"Roundsinthe60s",2014
91,91,"Bryce Molder",25,26,"Roundsinthe60s",2014
91,91,"Pat Perez",25,26,"Roundsinthe60s",2014
91,91,"Hudson Swafford",26,26,"Roundsinthe60s",2014
91,91,"Nick Watney",25,26,"Roundsinthe60s",2014
91,91,"Charlie Wi",25,26,"Roundsinthe60s",2014
99,99,"Sangmoon Bae",24,25,"Roundsinthe60s",2014
99,99,"Charlie Beljan",26,25,"Roundsinthe60s",2014
99,99,"Tim Clark",26,25,"Roundsinthe60s",2014
99,99,"Russell Henley",29,25,"Roundsinthe60s",2014
99,99,"Graeme McDowell",17,25,"Roundsinthe60s",2014
99,99,"Rory Sabbatini",26,25,"Roundsinthe60s",2014
99,99,"Tim Wilkinson",25,25,"Roundsinthe60s",2014
106,106,"Robert Allenby",29,24,"Roundsinthe60s",2014
106,106,"Chad Campbell",18,24,"Roundsinthe60s",2014
106,106,"Gonzalo Fdez Castano",25,24,"Roundsinthe60s",2014
106,106,"Andres Romero",26,24,"Roundsinthe60s",2014
106,106,"Shawn Stefani",17,24,"Roundsinthe60s",2014
111,111,"Angel Cabrera",23,23,"Roundsinthe60s",2014
111,111,"Chad Collins",28,23,"Roundsinthe60s",2014
111,111,"James Driscoll",25,23,"Roundsinthe60s",2014
111,111,"Robert Garrigus",25,23,"Roundsinthe60s",2014
111,111,"John Huh",28,23,"Roundsinthe60s",2014
111,111,"Trevor Immelman",28,23,"Roundsinthe60s",2014
111,111,"Davis Love III",22,23,"Roundsinthe60s",2014
111,111,"John Rollins",28,23,"Roundsinthe60s",2014
111,111,"Kyle Stanley",28,23,"Roundsinthe60s",2014
111,111,"Kevin Streelman",24,23,"Roundsinthe60s",2014
111,111,"Boo Weekley",24,23,"Roundsinthe60s",2014
111,111,"Will Wilcox",16,23,"Roundsinthe60s",2014
123,123,"Bud Cauley",19,22,"Roundsinthe60s",2014
123,123,"Ken Duke",25,22,"Roundsinthe60s",2014
123,123,"Brooks Koepka",16,22,"Roundsinthe60s",2014
123,123,"David Lingmerth",26,22,"Roundsinthe60s",2014
123,123,"Phil Mickelson",21,22,"Roundsinthe60s",2014
123,123,"Geoff Ogilvy",26,22,"Roundsinthe60s",2014
123,123,"Michael Thompson",22,22,"Roundsinthe60s",2014
130,130,"Jonathan Byrd",24,21,"Roundsinthe60s",2014
130,130,"Paul Casey",16,21,"Roundsinthe60s",2014
130,130,"Ben Curtis",24,21,"Roundsinthe60s",2014
130,130,"Jason Day",15,21,"Roundsinthe60s",2014
130,130,"Richard Lee",27,21,"Roundsinthe60s",2014
130,130,"Spencer Levin",20,21,"Roundsinthe60s",2014
130,130,"Hunter Mahan",25,21,"Roundsinthe60s",2014
130,130,"John Merrick",25,21,"Roundsinthe60s",2014
130,130,"Nicholas Thompson",30,21,"Roundsinthe60s",2014
139,139,"Tommy Gainey",26,20,"Roundsinthe60s",2014
139,139,"Martin Laird",20,20,"Roundsinthe60s",2014
139,139,"Justin Leonard",22,20,"Roundsinthe60s",2014
139,139,"Troy Merritt",20,20,"Roundsinthe60s",2014
139,139,"Sean OHair",25,20,"Roundsinthe60s",2014
139,139,"Henrik Stenson",15,20,"Roundsinthe60s",2014
145,145,"Aaron Baddeley",24,19,"Roundsinthe60s",2014
145,145,"Derek Ernst",28,19,"Roundsinthe60s",2014
145,145,"Martin Kaymer",19,19,"Roundsinthe60s",2014
145,145,"Jamie Lovemark",20,19,"Roundsinthe60s",2014
145,145,"Ted Potter Jr",24,19,"Roundsinthe60s",2014
145,145,"Scott Stallings",28,19,"Roundsinthe60s",2014
145,145,"Johnson Wagner",24,19,"Roundsinthe60s",2014
145,145,"YE Yang",28,19,"Roundsinthe60s",2014
153,153,"Jason Dufner",17,18,"Roundsinthe60s",2014
153,153,"Joe Durant",15,18,"Roundsinthe60s",2014
153,153,"Brad Fritsch",18,18,"Roundsinthe60s",2014
153,153,"Peter Malnati",18,18,"Roundsinthe60s",2014
157,157,"Brian Gay",26,17,"Roundsinthe60s",2014
157,157,"Steve Marino",13,17,"Roundsinthe60s",2014
157,157,"John Peterson",25,17,"Roundsinthe60s",2014
157,157,"Wes Roach",22,17,"Roundsinthe60s",2014
157,157,"Mark Wilson",25,17,"Roundsinthe60s",2014
162,162,"Roberto Castro",27,16,"Roundsinthe60s",2014
162,162,"Jim Herman",21,16,"Roundsinthe60s",2014
162,162,"Andrew Loupe",22,16,"Roundsinthe60s",2014
165,165,"Luke Donald",17,15,"Roundsinthe60s",2014
165,165,"Francesco Molinari",12,15,"Roundsinthe60s",2014
165,165,"DA Points",27,15,"Roundsinthe60s",2014
168,168,"Lucas Glover",26,14,"Roundsinthe60s",2014
168,168,"Tim Herron",15,14,"Roundsinthe60s",2014
168,168,"Robert Karlsson",7,14,"Roundsinthe60s",2014
168,168,"Troy Matteson",23,14,"Roundsinthe60s",2014
168,168,"Scott Piercy",12,14,"Roundsinthe60s",2014
168,168,"Ian Poulter",17,14,"Roundsinthe60s",2014
168,168,"Steve Stricker",11,14,"Roundsinthe60s",2014
175,175,"Scott Gardiner",18,13,"Roundsinthe60s",2014
175,175,"Lee Westwood",18,13,"Roundsinthe60s",2014
177,177,"Jonas Blixt",21,12,"Roundsinthe60s",2014
177,177,"Jeff Maggert",19,12,"Roundsinthe60s",2014
177,177,"Louis Oosthuizen",16,12,"Roundsinthe60s",2014
180,180,"Eric Axley",10,11,"Roundsinthe60s",2014
180,180,"Victor Dubuisson",10,11,"Roundsinthe60s",2014
180,180,"Alex Prugh",16,11,"Roundsinthe60s",2014
180,180,"Kevin Tway",23,11,"Roundsinthe60s",2014
180,180,"Lee Williams",13,11,"Roundsinthe60s",2014
185,185,"Jason Allred",9,10,"Roundsinthe60s",2014
185,185,"Woody Austin",22,10,"Roundsinthe60s",2014
185,185,"Briny Baird",17,10,"Roundsinthe60s",2014
185,185,"Jamie Donaldson",12,10,"Roundsinthe60s",2014
185,185,"Ryuji Imada",9,10,"Roundsinthe60s",2014
185,185,"DH Lee",20,10,"Roundsinthe60s",2014
185,185,"Jim Renner",25,10,"Roundsinthe60s",2014
192,192,"Stephen Ames",18,9,"Roundsinthe60s",2014
192,192,"Cameron Beckman",12,9,"Roundsinthe60s",2014
192,192,"Thomas Bjorn",9,9,"Roundsinthe60s",2014
192,192,"John Daly",15,9,"Roundsinthe60s",2014
192,192,"Jason Gore",7,9,"Roundsinthe60s",2014
192,192,"Padraig Harrington",16,9,"Roundsinthe60s",2014
192,192,"Bronson La Cassie",18,9,"Roundsinthe60s",2014
192,192,"Mike Weir",25,9,"Roundsinthe60s",2014
200,200,"Blake Adams",8,8,"Roundsinthe60s",2014
200,200,"Miguel Angel Carballo",15,8,"Roundsinthe60s",2014
200,200,"Nicolas Colsaerts",12,8,"Roundsinthe60s",2014
200,200,"David Duval",15,8,"Roundsinthe60s",2014
200,200,"Branden Grace",11,8,"Roundsinthe60s",2014
200,200,"Peter Hanson",13,8,"Roundsinthe60s",2014
200,200,"Edward Loar",19,8,"Roundsinthe60s",2014
200,200,"Tim Petrovic",10,8,"Roundsinthe60s",2014
208,208,"Kiradech Aphibarnrat",9,7,"Roundsinthe60s",2014
208,208,"Kevin Foley",15,7,"Roundsinthe60s",2014
208,208,"Paul Goydos",19,7,"Roundsinthe60s",2014
208,208,"Max Homa",8,7,"Roundsinthe60s",2014
208,208,"Matteo Manassero",10,7,"Roundsinthe60s",2014
208,208,"Greg Owen",8,7,"Roundsinthe60s",2014
208,208,"Dicky Pride",13,7,"Roundsinthe60s",2014
208,208,"Patrick Rodgers",7,7,"Roundsinthe60s",2014
216,216,"Matt Bettencourt",14,6,"Roundsinthe60s",2014
216,216,"Patrick Cantlay",5,6,"Roundsinthe60s",2014
216,216,"Daniel Chopra",16,6,"Roundsinthe60s",2014
216,216,"Mikko Ilonen",5,6,"Roundsinthe60s",2014
216,216,"Joe Ogilvie",13,6,"Roundsinthe60s",2014
221,221,"Rafa Cabrera Bello",5,5,"Roundsinthe60s",2014
221,221,"Alex Cejka",6,5,"Roundsinthe60s",2014
221,221,"Will Claxton",8,5,"Roundsinthe60s",2014
221,221,"Jose Coceres",6,5,"Roundsinthe60s",2014
221,221,"Harrison Frazar",15,5,"Roundsinthe60s",2014
221,221,"Doug LaBelle II",12,5,"Roundsinthe60s",2014
221,221,"Joost Luiten",9,5,"Roundsinthe60s",2014
221,221,"John Mallinger",14,5,"Roundsinthe60s",2014
221,221,"Thorbjorn Olesen",14,5,"Roundsinthe60s",2014
221,221,"Kenny Perry",5,5,"Roundsinthe60s",2014
221,221,"Marc Turnesa",6,5,"Roundsinthe60s",2014
221,221,"Tiger Woods",7,5,"Roundsinthe60s",2014
221,221,"Bobby Wyatt",5,5,"Roundsinthe60s",2014
234,234,"Justin Bolli",6,4,"Roundsinthe60s",2014
234,234,"Darren Clarke",15,4,"Roundsinthe60s",2014
234,234,"Glen Day",5,4,"Roundsinthe60s",2014
234,234,"Bob Estes",2,4,"Roundsinthe60s",2014
234,234,"Andres Gonzales",2,4,"Roundsinthe60s",2014
234,234,"Nathan Green",4,4,"Roundsinthe60s",2014
234,234,"Lee Janzen",8,4,"Roundsinthe60s",2014
234,234,"Miguel Angel Jimenez",8,4,"Roundsinthe60s",2014
234,234,"Shane Lowry",3,4,"Roundsinthe60s",2014
234,234,"David Lynn",11,4,"Roundsinthe60s",2014
234,234,"Len Mattiace",4,4,"Roundsinthe60s",2014
234,234,"Scott McCarron",12,4,"Roundsinthe60s",2014
234,234,"Jay McLuen",2,4,"Roundsinthe60s",2014
234,234,"Edoardo Molinari",2,4,"Roundsinthe60s",2014
234,234,"Koumei Oda",2,4,"Roundsinthe60s",2014
234,234,"Chez Reavie",2,4,"Roundsinthe60s",2014
234,234,"Richard Sterne",7,4,"Roundsinthe60s",2014
234,234,"Justin Thomas",7,4,"Roundsinthe60s",2014
234,234,"Scott Verplank",12,4,"Roundsinthe60s",2014
234,234,"Tom Watson",5,4,"Roundsinthe60s",2014
254,254,"Mark Anderson",8,3,"Roundsinthe60s",2014
254,254,"Alex Aragon",18,3,"Roundsinthe60s",2014
254,254,"Kris Blanks",8,3,"Roundsinthe60s",2014
254,254,"Gregory Bourdy",2,3,"Roundsinthe60s",2014
254,254,"Mark Calcavecchia",8,3,"Roundsinthe60s",2014
254,254,"Rafael Campos",1,3,"Roundsinthe60s",2014
254,254,"Stephen Gallacher",12,3,"Roundsinthe60s",2014
254,254,"Oliver Goss",7,3,"Roundsinthe60s",2014
254,254,"Todd Hamilton",4,3,"Roundsinthe60s",2014
254,254,"Dudley Hart",4,3,"Roundsinthe60s",2014
254,254,"Steven Ihm",1,3,"Roundsinthe60s",2014
254,254,"Thongchai Jaidee",9,3,"Roundsinthe60s",2014
254,254,"Alexander Levy",2,3,"Roundsinthe60s",2014
254,254,"Jordan Niebrugge",2,3,"Roundsinthe60s",2014
254,254,"Taylor Pendrith",1,3,"Roundsinthe60s",2014
254,254,"Alvaro Quiros",2,3,"Roundsinthe60s",2014
254,254,"Scottie Scheffler",2,3,"Roundsinthe60s",2014
254,254,"Hideto Tanihara",3,3,"Roundsinthe60s",2014
