"Back9Par4ScoringAverage_RANKTHISWEEK_2016","Back9Par4ScoringAverage_RANKLASTWEEK_2016","Back9Par4ScoringAverage_PLAYERNAME_2016","Back9Par4ScoringAverage_ROUNDS_2016","Back9Par4ScoringAverage_AVG_2016","Back9Par4ScoringAverage_TOTALSTROKES_2016","Back9Par4ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,2,"Rickie Fowler",42,3.92,795,203,"Back9Par4ScoringAverage",2016
1,1,"Tim Wilkinson",40,3.92,824,210,"Back9Par4ScoringAverage",2016
3,2,"Bubba Watson",30,3.93,543,138,"Back9Par4ScoringAverage",2016
3,2,"Bernd Wiesberger",23,3.93,401,102,"Back9Par4ScoringAverage",2016
5,6,"Lucas Glover",53,3.94,1084,275,"Back9Par4ScoringAverage",2016
5,6,"Marc Leishman",41,3.94,781,198,"Back9Par4ScoringAverage",2016
7,8,"Shane Bertsch",30,3.95,624,158,"Back9Par4ScoringAverage",2016
7,2,"Emiliano Grillo",47,3.95,917,232,"Back9Par4ScoringAverage",2016
9,13,"Aaron Baddeley",51,3.96,1042,263,"Back9Par4ScoringAverage",2016
9,8,"Daniel Berger",52,3.96,978,247,"Back9Par4ScoringAverage",2016
9,13,"Paul Casey",39,3.96,736,186,"Back9Par4ScoringAverage",2016
9,13,"Russell Henley",42,3.96,863,218,"Back9Par4ScoringAverage",2016
9,13,"Brooks Koepka",39,3.96,701,177,"Back9Par4ScoringAverage",2016
9,13,"Brandt Snedeker",47,3.96,891,225,"Back9Par4ScoringAverage",2016
9,21,"Henrik Stenson",30,3.96,578,146,"Back9Par4ScoringAverage",2016
9,8,"Nick Taylor",57,3.96,1145,289,"Back9Par4ScoringAverage",2016
17,13,"Jason Bohn",37,3.97,771,194,"Back9Par4ScoringAverage",2016
17,8,"Graham DeLaet",50,3.97,1023,258,"Back9Par4ScoringAverage",2016
17,13,"Sean OHair",45,3.97,937,236,"Back9Par4ScoringAverage",2016
17,13,"Adam Scott",39,3.97,747,188,"Back9Par4ScoringAverage",2016
17,21,"Jordan Spieth",34,3.97,592,149,"Back9Par4ScoringAverage",2016
17,21,"Steve Stricker",25,3.97,492,124,"Back9Par4ScoringAverage",2016
17,21,"Andy Sullivan",25,3.97,453,114,"Back9Par4ScoringAverage",2016
