"ProximitytoHolefrom1020yards_RANKTHISWEEK_2009","ProximitytoHolefrom1020yards_RANKLASTWEEK_2009","ProximitytoHolefrom1020yards_PLAYERNAME_2009","ProximitytoHolefrom1020yards_ROUNDS_2009","ProximitytoHolefrom1020yards_AVGDTP_2009","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2009","ProximitytoHolefrom1020yards_OFSHOTS_2009","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2009","stat_name","year"
1,1,"Chris Riley",77,NA,1079.5,209,9,"ProximitytoHolefrom1020yards",2009
2,2,"Ian Poulter",59,NA,837.583,153,4,"ProximitytoHolefrom1020yards",2009
3,3,"Chris DiMarco",97,NA,1457.167,257,15,"ProximitytoHolefrom1020yards",2009
3,3,"Zach Johnson",94,NA,1237.667,220,31,"ProximitytoHolefrom1020yards",2009
3,3,"Rod Pampling",72,NA,1104.75,194,74,"ProximitytoHolefrom1020yards",2009
3,3,"Scott Sterling",51,NA,566.25,100,44,"ProximitytoHolefrom1020yards",2009
7,7,"Briny Baird",89,NA,1080.083,187,126,"ProximitytoHolefrom1020yards",2009
7,7,"Brian Gay",96,NA,1302.417,227,7,"ProximitytoHolefrom1020yards",2009
9,9,"Matt Jones",56,NA,769.25,130,22,"ProximitytoHolefrom1020yards",2009
9,9,"Justin Rose",71,NA,1122.5,189,87,"ProximitytoHolefrom1020yards",2009
9,9,"Steve Stricker",81,NA,1048.417,176,2,"ProximitytoHolefrom1020yards",2009
12,12,"Jim Furyk",86,NA,1105.667,184,8,"ProximitytoHolefrom1020yards",2009
12,12,"Anthony Kim",76,NA,1062.167,176,124,"ProximitytoHolefrom1020yards",2009
12,12,"Bryce Molder",69,NA,839.833,140,37,"ProximitytoHolefrom1020yards",2009
12,12,"Brett Quigley",92,NA,1278.25,212,76,"ProximitytoHolefrom1020yards",2009
12,12,"Chez Reavie",81,NA,1294.583,217,71,"ProximitytoHolefrom1020yards",2009
12,12,"Rory Sabbatini",81,NA,1114.417,187,129,"ProximitytoHolefrom1020yards",2009
18,18,"Bob Estes",78,NA,1211.083,198,28,"ProximitytoHolefrom1020yards",2009
18,18,"Bob Heintz",59,NA,975.583,160,26,"ProximitytoHolefrom1020yards",2009
18,18,"Lee Janzen",74,NA,1193.917,195,66,"ProximitytoHolefrom1020yards",2009
18,18,"Jerry Kelly",90,NA,1361.083,225,45,"ProximitytoHolefrom1020yards",2009
18,18,"Jeff Klauk",97,NA,1495.667,245,34,"ProximitytoHolefrom1020yards",2009
18,18,"Jeff Overton",92,NA,1584.583,260,95,"ProximitytoHolefrom1020yards",2009
18,18,"Tom Pernice Jr",82,NA,1527.833,250,12,"ProximitytoHolefrom1020yards",2009
18,18,"Darron Stiles",52,NA,824.5,136,133,"ProximitytoHolefrom1020yards",2009
26,26,"Greg Chalmers",85,NA,1353.167,219,55,"ProximitytoHolefrom1020yards",2009
26,26,"Fred Couples",54,NA,775.917,126,175,"ProximitytoHolefrom1020yards",2009
26,26,"Charley Hoffman",97,NA,1681.167,272,79,"ProximitytoHolefrom1020yards",2009
26,26,"Justin Leonard",95,NA,1224.333,199,63,"ProximitytoHolefrom1020yards",2009
26,26,"Bill Lunde",83,NA,1316.667,214,49,"ProximitytoHolefrom1020yards",2009
26,26,"Corey Pavin",73,NA,1074.833,174,80,"ProximitytoHolefrom1020yards",2009
26,26,"Kevin Sutherland",96,NA,1383,223,81,"ProximitytoHolefrom1020yards",2009
26,26,"Tiger Woods",64,NA,842.5,137,1,"ProximitytoHolefrom1020yards",2009
34,34,"Mark Brooks",55,NA,731.833,117,10,"ProximitytoHolefrom1020yards",2009
34,34,"Steve Flesch",77,NA,1074.75,172,50,"ProximitytoHolefrom1020yards",2009
34,34,"Peter Lonard",86,NA,1388.667,221,144,"ProximitytoHolefrom1020yards",2009
34,34,"John Mallinger",90,NA,1399.417,223,104,"ProximitytoHolefrom1020yards",2009
34,34,"Jimmy Walker",74,NA,1330.917,213,27,"ProximitytoHolefrom1020yards",2009
34,34,"Mike Weir",85,NA,1277.75,205,14,"ProximitytoHolefrom1020yards",2009
