"FedExCupSeasonPoints_RANKTHISWEEK_2013","FedExCupSeasonPoints_RANKLASTWEEK_2013","FedExCupSeasonPoints_PLAYERNAME_2013","FedExCupSeasonPoints_EVENTS_2013","FedExCupSeasonPoints_POINTS_2013","FedExCupSeasonPoints_OFWINS_2013","FedExCupSeasonPoints_OFTOP10S_2013","FedExCupSeasonPoints_POINTSBEHINDLEAD_2013","FedExCupSeasonPoints_RESETPOINTS_2013","stat_name","year"
64,64,"Kyle Stanley",22,662,NA,3,2397,NA,"FedExCupSeasonPoints",2013
65,65,"John Huh",25,661,NA,2,2398,NA,"FedExCupSeasonPoints",2013
66,66,"Freddie Jacobson",17,659,NA,3,2400,NA,"FedExCupSeasonPoints",2013
67,67,"Cameron Tringale",22,654,NA,1,2405,NA,"FedExCupSeasonPoints",2013
68,68,"Ryan Moore",19,653,NA,3,2406,NA,"FedExCupSeasonPoints",2013
69,69,"Marc Leishman",20,648,NA,4,2411,NA,"FedExCupSeasonPoints",2013
70,70,"Ian Poulter",13,645,NA,3,2414,NA,"FedExCupSeasonPoints",2013
71,71,"Brian Davis",25,622,NA,3,2437,NA,"FedExCupSeasonPoints",2013
72,72,"Luke Guthrie",25,607,NA,2,2452,NA,"FedExCupSeasonPoints",2013
73,73,"Robert Garrigus",20,601,NA,2,2458,NA,"FedExCupSeasonPoints",2013
74,74,"Derek Ernst",19,598,1,1,2461,NA,"FedExCupSeasonPoints",2013
75,75,"Daniel Summerhays",23,594,NA,4,2465,NA,"FedExCupSeasonPoints",2013
76,76,"Scott Brown",19,588,1,1,2471,NA,"FedExCupSeasonPoints",2013
77,77,"Nicholas Thompson",26,585,NA,2,2474,NA,"FedExCupSeasonPoints",2013
78,78,"Brian Stuard",23,583,NA,4,2476,NA,"FedExCupSeasonPoints",2013
79,79,"Jerry Kelly",20,580,NA,2,2479,NA,"FedExCupSeasonPoints",2013
80,80,"Brian Harman",27,578,NA,2,2481,NA,"FedExCupSeasonPoints",2013
81,81,"Brendan Steele",23,574,NA,2,2485,NA,"FedExCupSeasonPoints",2013
82,82,"Ernie Els",16,571,NA,1,2488,NA,"FedExCupSeasonPoints",2013
83,83,"Stewart Cink",20,568,NA,3,2491,NA,"FedExCupSeasonPoints",2013
84,84,"Richard Lee",22,565,NA,2,2494,NA,"FedExCupSeasonPoints",2013
85,85,"Rory Sabbatini",24,553,NA,5,2506,NA,"FedExCupSeasonPoints",2013
86,86,"Martin Flores",23,552,NA,2,2507,NA,"FedExCupSeasonPoints",2013
87,87,"Kevin Stadler",22,547,NA,2,2512,NA,"FedExCupSeasonPoints",2013
88,88,"Matt Every",25,545,NA,3,2514,NA,"FedExCupSeasonPoints",2013
89,89,"Pat Perez",20,544,NA,4,2515,NA,"FedExCupSeasonPoints",2013
90,90,"Bo Van Pelt",20,542,NA,1,2517,NA,"FedExCupSeasonPoints",2013
91,91,"Justin Leonard",22,536,NA,1,2523,NA,"FedExCupSeasonPoints",2013
92,92,"William McGirt",22,533,NA,2,2526,NA,"FedExCupSeasonPoints",2013
93,93,"James Driscoll",22,524,NA,2,2535,NA,"FedExCupSeasonPoints",2013
94,94,"Bob Estes",16,523,NA,2,2536,NA,"FedExCupSeasonPoints",2013
95,95,"Jason Kokrak",22,521,NA,3,2538,NA,"FedExCupSeasonPoints",2013
96,96,"Ted Potter Jr",21,518,NA,2,2541,NA,"FedExCupSeasonPoints",2013
97,97,"JJ Henry",25,516,NA,2,2543,NA,"FedExCupSeasonPoints",2013
98,98,"Bryce Molder",21,504,NA,NA,2555,NA,"FedExCupSeasonPoints",2013
99,99,"Geoff Ogilvy",18,492,NA,1,2567,NA,"FedExCupSeasonPoints",2013
100,100,"Jeff Overton",23,484,NA,2,2575,NA,"FedExCupSeasonPoints",2013
101,101,"James Hahn",25,480,NA,2,2579,NA,"FedExCupSeasonPoints",2013
102,102,"Mark Wilson",18,476,NA,3,2583,NA,"FedExCupSeasonPoints",2013
103,103,"Martin Kaymer",15,474,NA,3,2585,NA,"FedExCupSeasonPoints",2013
104,104,"Charlie Beljan",23,459,NA,1,2600,NA,"FedExCupSeasonPoints",2013
105,105,"John Senden",24,458,NA,NA,2601,NA,"FedExCupSeasonPoints",2013
106,106,"Jason Bohn",22,454,NA,2,2605,NA,"FedExCupSeasonPoints",2013
107,107,"Lucas Glover",22,454,NA,2,2605,NA,"FedExCupSeasonPoints",2013
108,108,"Jeff Maggert",20,453,NA,2,2606,NA,"FedExCupSeasonPoints",2013
109,109,"Justin Hicks",24,451,NA,1,2608,NA,"FedExCupSeasonPoints",2013
110,110,"Camilo Villegas",21,450,NA,2,2609,NA,"FedExCupSeasonPoints",2013
111,111,"Morgan Hoffmann",19,444,NA,3,2615,NA,"FedExCupSeasonPoints",2013
112,112,"Chez Reavie",21,439,NA,NA,2620,NA,"FedExCupSeasonPoints",2013
113,113,"Carl Pettersson",23,439,NA,1,2620,NA,"FedExCupSeasonPoints",2013
114,114,"DH Lee",21,432,NA,3,2627,NA,"FedExCupSeasonPoints",2013
115,115,"Andres Romero",20,430,NA,2,2629,NA,"FedExCupSeasonPoints",2013
116,116,"Johnson Wagner",23,430,NA,2,2629,NA,"FedExCupSeasonPoints",2013
117,117,"Erik Compton",22,422,NA,1,2637,NA,"FedExCupSeasonPoints",2013
118,118,"Charlie Wi",22,401,NA,1,2658,NA,"FedExCupSeasonPoints",2013
119,119,"Aaron Baddeley",23,401,NA,2,2658,NA,"FedExCupSeasonPoints",2013
120,120,"Steven Bowditch",21,400,NA,1,2659,NA,"FedExCupSeasonPoints",2013
121,121,"George McNeill",20,399,NA,NA,2660,NA,"FedExCupSeasonPoints",2013
122,122,"Greg Chalmers",23,395,NA,2,2664,NA,"FedExCupSeasonPoints",2013
123,123,"Stuart Appleby",23,395,NA,1,2664,NA,"FedExCupSeasonPoints",2013
124,124,"Scott Langley",26,386,NA,1,2673,NA,"FedExCupSeasonPoints",2013
125,125,"Ben Crane",20,369,NA,2,2690,NA,"FedExCupSeasonPoints",2013
126,126,"Robert Streb",25,359,NA,NA,2700,NA,"FedExCupSeasonPoints",2013
127,127,"Peter Hanson",15,356,NA,1,2703,NA,"FedExCupSeasonPoints",2013
128,128,"Nicolas Colsaerts",17,353,NA,3,2706,NA,"FedExCupSeasonPoints",2013
129,129,"Brad Fritsch",24,350,NA,1,2709,NA,"FedExCupSeasonPoints",2013
130,130,"Padraig Harrington",17,345,NA,3,2714,NA,"FedExCupSeasonPoints",2013
131,131,"Bud Cauley",24,343,NA,NA,2716,NA,"FedExCupSeasonPoints",2013
132,132,"Ricky Barnes",26,342,NA,NA,2717,NA,"FedExCupSeasonPoints",2013
133,133,"Fabian Gomez",23,339,NA,1,2720,NA,"FedExCupSeasonPoints",2013
134,134,"Greg Owen",24,336,NA,NA,2723,NA,"FedExCupSeasonPoints",2013
135,135,"Shawn Stefani",21,333,NA,2,2726,NA,"FedExCupSeasonPoints",2013
136,136,"Chad Campbell",25,330,NA,1,2729,NA,"FedExCupSeasonPoints",2013
137,137,"Woody Austin",8,326,1,1,2733,NA,"FedExCupSeasonPoints",2013
138,138,"David Toms",16,326,NA,1,2733,NA,"FedExCupSeasonPoints",2013
139,139,"Jim Herman",19,325,NA,2,2734,NA,"FedExCupSeasonPoints",2013
140,140,"Tommy Gainey",28,324,NA,1,2735,NA,"FedExCupSeasonPoints",2013
141,141,"Ryo Ishikawa",23,298,NA,1,2761,NA,"FedExCupSeasonPoints",2013
142,142,"Tag Ridings",24,295,NA,1,2764,NA,"FedExCupSeasonPoints",2013
143,143,"Trevor Immelman",24,295,NA,1,2764,NA,"FedExCupSeasonPoints",2013
144,144,"Dicky Pride",23,293,NA,2,2766,NA,"FedExCupSeasonPoints",2013
145,145,"Brendon Todd",10,293,NA,NA,2766,NA,"FedExCupSeasonPoints",2013
146,146,"Vijay Singh",19,291,NA,NA,2768,NA,"FedExCupSeasonPoints",2013
147,147,"Doug LaBelle II",23,290,NA,NA,2769,NA,"FedExCupSeasonPoints",2013
148,148,"Ben Kohles",25,286,NA,1,2773,NA,"FedExCupSeasonPoints",2013
149,149,"Brandt Jobe",19,283,NA,NA,2776,NA,"FedExCupSeasonPoints",2013
150,150,"Justin Bolli",23,278,NA,2,2781,NA,"FedExCupSeasonPoints",2013
151,151,"Steve LeBrun",21,270,NA,NA,2789,NA,"FedExCupSeasonPoints",2013
152,152,"Tom Gillis",22,264,NA,NA,2795,NA,"FedExCupSeasonPoints",2013
153,153,"Ben Curtis",20,251,NA,NA,2808,NA,"FedExCupSeasonPoints",2013
154,154,"Louis Oosthuizen",12,249,NA,1,2810,NA,"FedExCupSeasonPoints",2013
155,155,"Vaughn Taylor",16,246,NA,1,2813,NA,"FedExCupSeasonPoints",2013
156,156,"Robert Karlsson",18,236,NA,1,2823,NA,"FedExCupSeasonPoints",2013
157,157,"Jonathan Byrd",16,234,NA,2,2825,NA,"FedExCupSeasonPoints",2013
158,158,"Cameron Percy",21,230,NA,NA,2829,NA,"FedExCupSeasonPoints",2013
159,159,"Henrik Norlander",22,229,NA,NA,2830,NA,"FedExCupSeasonPoints",2013
160,160,"Seung Yul Noh",25,226,NA,1,2833,NA,"FedExCupSeasonPoints",2013
161,161,"Ross Fisher",15,215,NA,1,2844,NA,"FedExCupSeasonPoints",2013
162,162,"Davis Love III",15,209,NA,1,2850,NA,"FedExCupSeasonPoints",2013
163,163,"Luke List",24,202,NA,NA,2857,NA,"FedExCupSeasonPoints",2013
164,164,"Casey Wittenberg",27,199,NA,1,2860,NA,"FedExCupSeasonPoints",2013
165,165,"David Mathis",24,197,NA,1,2862,NA,"FedExCupSeasonPoints",2013
166,166,"Russell Knox",11,197,NA,NA,2862,NA,"FedExCupSeasonPoints",2013
167,167,"Troy Matteson",24,194,NA,NA,2865,NA,"FedExCupSeasonPoints",2013
168,168,"Tim Herron",15,190,NA,NA,2869,NA,"FedExCupSeasonPoints",2013
169,169,"Will Claxton",24,186,NA,NA,2873,NA,"FedExCupSeasonPoints",2013
170,170,"Sean OHair",22,183,NA,NA,2876,NA,"FedExCupSeasonPoints",2013
171,171,"Retief Goosen",9,182,NA,1,2877,NA,"FedExCupSeasonPoints",2013
172,172,"YE Yang",19,182,NA,NA,2877,NA,"FedExCupSeasonPoints",2013
173,173,"Stephen Ames",19,182,NA,NA,2877,NA,"FedExCupSeasonPoints",2013
174,174,"Mike Weir",22,173,NA,NA,2886,NA,"FedExCupSeasonPoints",2013
175,175,"DJ Trahan",16,169,NA,1,2890,NA,"FedExCupSeasonPoints",2013
176,176,"Nick OHern",10,169,NA,1,2890,NA,"FedExCupSeasonPoints",2013
177,177,"Scott Gardiner",23,161,NA,NA,2898,NA,"FedExCupSeasonPoints",2013
178,178,"Cameron Beckman",8,150,NA,1,2909,NA,"FedExCupSeasonPoints",2013
179,179,"Bobby Gates",20,144,NA,1,2915,NA,"FedExCupSeasonPoints",2013
180,180,"Alistair Presnell",23,140,NA,NA,2919,NA,"FedExCupSeasonPoints",2013
181,181,"Fred Couples",4,138,NA,NA,2921,NA,"FedExCupSeasonPoints",2013
182,182,"Lee Williams",22,134,NA,NA,2925,NA,"FedExCupSeasonPoints",2013
183,183,"Bill Lunde",10,133,NA,1,2926,NA,"FedExCupSeasonPoints",2013
184,184,"Colt Knost",25,130,NA,NA,2929,NA,"FedExCupSeasonPoints",2013
185,185,"Robert Allenby",24,129,NA,1,2930,NA,"FedExCupSeasonPoints",2013
186,186,"Kevin Sutherland",13,129,NA,NA,2930,NA,"FedExCupSeasonPoints",2013
187,187,"Aaron Watkins",19,126,NA,1,2933,NA,"FedExCupSeasonPoints",2013
188,188,"Darron Stiles",20,125,NA,NA,2934,NA,"FedExCupSeasonPoints",2013
189,189,"Jin Park",20,125,NA,NA,2934,NA,"FedExCupSeasonPoints",2013
190,190,"Chris DiMarco",11,118,NA,1,2941,NA,"FedExCupSeasonPoints",2013
191,191,"Glen Day",6,113,NA,1,2946,NA,"FedExCupSeasonPoints",2013
192,192,"John Mallinger",12,112,NA,NA,2947,NA,"FedExCupSeasonPoints",2013
193,193,"Tim Petrovic",12,109,NA,1,2950,NA,"FedExCupSeasonPoints",2013
194,194,"Rod Pampling",16,109,NA,NA,2950,NA,"FedExCupSeasonPoints",2013
195,195,"Matt Bettencourt",9,102,NA,NA,2957,NA,"FedExCupSeasonPoints",2013
195,195,"Heath Slocum",9,102,NA,NA,2957,NA,"FedExCupSeasonPoints",2013
197,197,"Paul Casey",7,100,NA,NA,2959,NA,"FedExCupSeasonPoints",2013
198,198,"Andres Gonzales",17,96,NA,1,2963,NA,"FedExCupSeasonPoints",2013
199,199,"Nathan Green",9,92,NA,NA,2967,NA,"FedExCupSeasonPoints",2013
200,200,"Kevin Na",8,92,NA,NA,2967,NA,"FedExCupSeasonPoints",2013
201,201,"Steve Marino",12,91,NA,NA,2968,NA,"FedExCupSeasonPoints",2013
202,202,"Andrew Svoboda",18,89,NA,NA,2970,NA,"FedExCupSeasonPoints",2013
203,203,"Joey Snyder III",15,85,NA,NA,2974,NA,"FedExCupSeasonPoints",2013
204,204,"Billy Mayfair",14,79,NA,1,2980,NA,"FedExCupSeasonPoints",2013
205,205,"Paul Haley II",18,74,NA,NA,2985,NA,"FedExCupSeasonPoints",2013
206,206,"Michael Bradley",21,74,NA,NA,2985,NA,"FedExCupSeasonPoints",2013
207,207,"Eric Meierdierks",19,72,NA,NA,2987,NA,"FedExCupSeasonPoints",2013
208,208,"Jeff Gove",17,69,NA,NA,2990,NA,"FedExCupSeasonPoints",2013
209,209,"Billy Andrade",3,63,NA,1,2996,NA,"FedExCupSeasonPoints",2013
210,210,"Steve Flesch",6,60,NA,NA,2999,NA,"FedExCupSeasonPoints",2013
211,211,"Hank Kuehne",5,59,NA,NA,3000,NA,"FedExCupSeasonPoints",2013
212,212,"Joe Ogilvie",15,58,NA,NA,3001,NA,"FedExCupSeasonPoints",2013
213,213,"Kenny Perry",3,58,NA,NA,3001,NA,"FedExCupSeasonPoints",2013
214,214,"Scott Verplank",14,57,NA,NA,3002,NA,"FedExCupSeasonPoints",2013
215,215,"Joe Affrunti",5,56,NA,NA,3003,NA,"FedExCupSeasonPoints",2013
216,216,"Gary Christian",10,52,NA,NA,3007,NA,"FedExCupSeasonPoints",2013
217,217,"Wes Short Jr",15,51,NA,NA,3008,NA,"FedExCupSeasonPoints",2013
218,218,"Bernhard Langer",1,42,NA,NA,3017,NA,"FedExCupSeasonPoints",2013
219,219,"Michael Letzig",17,41,NA,NA,3018,NA,"FedExCupSeasonPoints",2013
220,220,"Joe Durant",7,40,NA,NA,3019,NA,"FedExCupSeasonPoints",2013
221,221,"Duffy Waldorf",3,35,NA,NA,3024,NA,"FedExCupSeasonPoints",2013
222,222,"Chris Riley",3,35,NA,NA,3024,NA,"FedExCupSeasonPoints",2013
223,223,"Tom Watson",4,32,NA,NA,3027,NA,"FedExCupSeasonPoints",2013
224,224,"Ryuji Imada",7,32,NA,NA,3027,NA,"FedExCupSeasonPoints",2013
225,225,"Peter Lonard",1,28,NA,NA,3031,NA,"FedExCupSeasonPoints",2013
225,225,"Paul Stankowski",1,28,NA,NA,3031,NA,"FedExCupSeasonPoints",2013
227,227,"Bart Bryant",2,27,NA,NA,3032,NA,"FedExCupSeasonPoints",2013
227,227,"Russ Cochran",1,27,NA,NA,3032,NA,"FedExCupSeasonPoints",2013
229,229,"Dean Wilson",2,24,NA,NA,3035,NA,"FedExCupSeasonPoints",2013
230,230,"David Frost",1,22,NA,NA,3037,NA,"FedExCupSeasonPoints",2013
231,231,"Robert Gamez",3,21,NA,NA,3038,NA,"FedExCupSeasonPoints",2013
232,232,"Jesper Parnevik",13,20,NA,NA,3039,NA,"FedExCupSeasonPoints",2013
233,233,"Jose Maria Olazabal",2,20,NA,NA,3039,NA,"FedExCupSeasonPoints",2013
234,234,"Skip Kendall",2,19,NA,NA,3040,NA,"FedExCupSeasonPoints",2013
235,235,"John Daly",12,18,NA,NA,3041,NA,"FedExCupSeasonPoints",2013
236,236,"JB Holmes",5,17,NA,NA,3042,NA,"FedExCupSeasonPoints",2013
237,237,"Sandy Lyle",2,16,NA,NA,3043,NA,"FedExCupSeasonPoints",2013
238,238,"Neal Lancaster",6,16,NA,NA,3043,NA,"FedExCupSeasonPoints",2013
239,239,"Troy Kelly",10,15,NA,NA,3044,NA,"FedExCupSeasonPoints",2013
240,240,"Andre Stolz",1,13,NA,NA,3046,NA,"FedExCupSeasonPoints",2013
241,241,"Marc Turnesa",2,13,NA,NA,3046,NA,"FedExCupSeasonPoints",2013
242,242,"Tom Lehman",2,11,NA,NA,3048,NA,"FedExCupSeasonPoints",2013
242,242,"Mark OMeara",3,11,NA,NA,3048,NA,"FedExCupSeasonPoints",2013
244,244,"Alexandre Rocha",3,10,NA,NA,3049,NA,"FedExCupSeasonPoints",2013
245,245,"Marco Dawson",1,8,NA,NA,3051,NA,"FedExCupSeasonPoints",2013
245,245,"Kent Jones",1,8,NA,NA,3051,NA,"FedExCupSeasonPoints",2013
247,247,"Lee Janzen",11,8,NA,NA,3051,NA,"FedExCupSeasonPoints",2013
248,248,"David Duval",8,5,NA,NA,3054,NA,"FedExCupSeasonPoints",2013
249,249,"Arjun Atwal",8,4,NA,NA,3055,NA,"FedExCupSeasonPoints",2013
250,250,"Scott McCarron",8,2,NA,NA,3057,NA,"FedExCupSeasonPoints",2013
251,251,"Frank Lickliter II",3,1,NA,NA,3058,NA,"FedExCupSeasonPoints",2013
251,251,"Ted Purdy",3,1,NA,NA,3058,NA,"FedExCupSeasonPoints",2013
253,253,"Todd Hamilton",4,1,NA,NA,3058,NA,"FedExCupSeasonPoints",2013
