"OnePuttPercentageRound4_RANKTHISWEEK_2007","OnePuttPercentageRound4_RANKLASTWEEK_2007","OnePuttPercentageRound4_PLAYERNAME_2007","OnePuttPercentageRound4__2007","OnePuttPercentageRound4_Pct_2007","OnePuttPercentageRound4_OF1PUTTS_2007","OnePuttPercentageRound4_OFHOLES_2007","stat_name","year"
1,1,"Tag Ridings",NA,47.92,69,144,"OnePuttPercentageRound4",2007
2,2,"Rich Barcelo",NA,47.01,110,234,"OnePuttPercentageRound4",2007
3,3,"Ryan Palmer",NA,46.3,125,270,"OnePuttPercentageRound4",2007
4,4,"John Daly",NA,45.83,66,144,"OnePuttPercentageRound4",2007
5,5,"Luke Donald",NA,45.63,115,252,"OnePuttPercentageRound4",2007
6,6,"Craig Bowden",NA,44.84,113,252,"OnePuttPercentageRound4",2007
7,7,"Andrew Buckle",NA,44.44,96,216,"OnePuttPercentageRound4",2007
7,7,"Harrison Frazar",NA,44.44,88,198,"OnePuttPercentageRound4",2007
9,9,"Kevin Na",NA,44.1,127,288,"OnePuttPercentageRound4",2007
10,10,"Daniel Chopra",NA,43.89,158,360,"OnePuttPercentageRound4",2007
11,11,"Rory Sabbatini",NA,43.79,134,306,"OnePuttPercentageRound4",2007
12,12,"Jeff Brehaut",NA,43.75,63,144,"OnePuttPercentageRound4",2007
13,13,"Anthony Kim",NA,43.61,157,360,"OnePuttPercentageRound4",2007
14,14,"Jason Gore",NA,43.4,125,288,"OnePuttPercentageRound4",2007
15,15,"Jose Maria Olazabal",NA,43.33,78,180,"OnePuttPercentageRound4",2007
16,16,"Marco Dawson",NA,43.16,101,234,"OnePuttPercentageRound4",2007
16,16,"Ian Poulter",NA,43.16,101,234,"OnePuttPercentageRound4",2007
18,18,"Nathan Green",NA,42.93,170,396,"OnePuttPercentageRound4",2007
19,19,"Tim Petrovic",NA,42.59,161,378,"OnePuttPercentageRound4",2007
20,20,"Zach Johnson",NA,42.48,130,306,"OnePuttPercentageRound4",2007
21,21,"Tim Clark",NA,42.46,107,252,"OnePuttPercentageRound4",2007
22,22,"Paul Goydos",NA,42.42,84,198,"OnePuttPercentageRound4",2007
23,23,"Bob Heintz",NA,42.22,114,270,"OnePuttPercentageRound4",2007
24,24,"Ernie Els",NA,42.06,106,252,"OnePuttPercentageRound4",2007
24,24,"Rocco Mediate",NA,42.06,106,252,"OnePuttPercentageRound4",2007
26,26,"Geoff Ogilvy",NA,41.98,136,324,"OnePuttPercentageRound4",2007
27,27,"Camilo Villegas",NA,41.83,128,306,"OnePuttPercentageRound4",2007
28,28,"Stuart Appleby",NA,41.67,105,252,"OnePuttPercentageRound4",2007
28,28,"Chris Couch",NA,41.67,75,180,"OnePuttPercentageRound4",2007
28,28,"Bubba Watson",NA,41.67,105,252,"OnePuttPercentageRound4",2007
31,31,"Brian Gay",NA,41.53,157,378,"OnePuttPercentageRound4",2007
32,32,"Stephen Ames",NA,41.5,127,306,"OnePuttPercentageRound4",2007
33,33,"Freddie Jacobson",NA,41.48,112,270,"OnePuttPercentageRound4",2007
34,34,"Brian Bateman",NA,41.36,67,162,"OnePuttPercentageRound4",2007
34,34,"Charley Hoffman",NA,41.36,134,324,"OnePuttPercentageRound4",2007
36,36,"JP Hayes",NA,41.32,119,288,"OnePuttPercentageRound4",2007
36,36,"Mark Hensby",NA,41.32,119,288,"OnePuttPercentageRound4",2007
38,38,"Matt Hendrix",NA,41.27,52,126,"OnePuttPercentageRound4",2007
38,38,"Justin Rose",NA,41.27,104,252,"OnePuttPercentageRound4",2007
40,40,"John Rollins",NA,41.16,163,396,"OnePuttPercentageRound4",2007
41,41,"David Toms",NA,41.05,133,324,"OnePuttPercentageRound4",2007
42,42,"Mark Calcavecchia",NA,40.94,140,342,"OnePuttPercentageRound4",2007
43,43,"Craig Lile",NA,40.87,103,252,"OnePuttPercentageRound4",2007
44,44,"JB Holmes",NA,40.74,88,216,"OnePuttPercentageRound4",2007
44,44,"Phil Mickelson",NA,40.74,110,270,"OnePuttPercentageRound4",2007
44,44,"Brett Quigley",NA,40.74,110,270,"OnePuttPercentageRound4",2007
44,44,"Dean Wilson",NA,40.74,132,324,"OnePuttPercentageRound4",2007
48,48,"Shaun Micheel",NA,40.63,117,288,"OnePuttPercentageRound4",2007
48,48,"Arron Oberholser",NA,40.63,117,288,"OnePuttPercentageRound4",2007
50,50,"Mike Weir",NA,40.43,131,324,"OnePuttPercentageRound4",2007
51,51,"Jason Dufner",NA,40.2,123,306,"OnePuttPercentageRound4",2007
52,52,"Shigeki Maruyama",NA,40.17,94,234,"OnePuttPercentageRound4",2007
53,53,"Michael Sim",NA,40.12,65,162,"OnePuttPercentageRound4",2007
54,54,"Brandt Snedeker",NA,40.1,166,414,"OnePuttPercentageRound4",2007
55,55,"Jarrod Lyle",NA,40.08,101,252,"OnePuttPercentageRound4",2007
56,56,"Tiger Woods",NA,40,108,270,"OnePuttPercentageRound4",2007
57,57,"Aaron Baddeley",NA,39.81,129,324,"OnePuttPercentageRound4",2007
57,57,"Justin Leonard",NA,39.81,129,324,"OnePuttPercentageRound4",2007
57,57,"Frank Lickliter II",NA,39.81,129,324,"OnePuttPercentageRound4",2007
60,60,"Tom Pernice Jr",NA,39.68,150,378,"OnePuttPercentageRound4",2007
61,61,"KJ Choi",NA,39.51,128,324,"OnePuttPercentageRound4",2007
61,61,"Chris Stroud",NA,39.51,64,162,"OnePuttPercentageRound4",2007
61,61,"Scott Verplank",NA,39.51,128,324,"OnePuttPercentageRound4",2007
64,64,"Todd Hamilton",NA,39.44,71,180,"OnePuttPercentageRound4",2007
65,65,"Vijay Singh",NA,39.35,170,432,"OnePuttPercentageRound4",2007
66,66,"Corey Pavin",NA,39.26,106,270,"OnePuttPercentageRound4",2007
67,67,"Robert Allenby",NA,39.22,120,306,"OnePuttPercentageRound4",2007
68,68,"Vaughn Taylor",NA,39.2,127,324,"OnePuttPercentageRound4",2007
69,69,"Woody Austin",NA,39.17,141,360,"OnePuttPercentageRound4",2007
70,70,"Lucas Glover",NA,39.15,148,378,"OnePuttPercentageRound4",2007
71,71,"Carl Pettersson",NA,39.11,176,450,"OnePuttPercentageRound4",2007
72,72,"Jonathan Byrd",NA,38.89,91,234,"OnePuttPercentageRound4",2007
72,72,"Glen Day",NA,38.89,112,288,"OnePuttPercentageRound4",2007
72,72,"Bob Estes",NA,38.89,112,288,"OnePuttPercentageRound4",2007
72,72,"Mathias Gronberg",NA,38.89,119,306,"OnePuttPercentageRound4",2007
72,72,"Ryan Moore",NA,38.89,126,324,"OnePuttPercentageRound4",2007
72,72,"Greg Owen",NA,38.89,84,216,"OnePuttPercentageRound4",2007
72,72,"Nick Watney",NA,38.89,119,306,"OnePuttPercentageRound4",2007
72,72,"Jay Williamson",NA,38.89,77,198,"OnePuttPercentageRound4",2007
80,80,"Ken Duke",NA,38.66,167,432,"OnePuttPercentageRound4",2007
81,81,"Kent Jones",NA,38.58,125,324,"OnePuttPercentageRound4",2007
82,82,"Gavin Coles",NA,38.54,111,288,"OnePuttPercentageRound4",2007
83,83,"Padraig Harrington",NA,38.49,97,252,"OnePuttPercentageRound4",2007
84,84,"Eric Axley",NA,38.24,117,306,"OnePuttPercentageRound4",2007
84,84,"Kevin Sutherland",NA,38.24,117,306,"OnePuttPercentageRound4",2007
86,86,"John Mallinger",NA,38.01,130,342,"OnePuttPercentageRound4",2007
87,87,"Steve Stricker",NA,37.96,123,324,"OnePuttPercentageRound4",2007
88,88,"Troy Matteson",NA,37.91,116,306,"OnePuttPercentageRound4",2007
89,89,"Ben Curtis",NA,37.85,109,288,"OnePuttPercentageRound4",2007
90,90,"Ryan Armour",NA,37.83,143,378,"OnePuttPercentageRound4",2007
91,91,"Robert Garrigus",NA,37.72,129,342,"OnePuttPercentageRound4",2007
92,92,"Kirk Triplett",NA,37.61,88,234,"OnePuttPercentageRound4",2007
93,93,"Jesper Parnevik",NA,37.58,115,306,"OnePuttPercentageRound4",2007
94,94,"Sean OHair",NA,37.57,142,378,"OnePuttPercentageRound4",2007
95,95,"Sergio Garcia",NA,37.41,101,270,"OnePuttPercentageRound4",2007
96,96,"Scott Gutschewski",NA,37.37,74,198,"OnePuttPercentageRound4",2007
96,96,"Tom Johnson",NA,37.37,74,198,"OnePuttPercentageRound4",2007
96,96,"Bo Van Pelt",NA,37.37,148,396,"OnePuttPercentageRound4",2007
99,99,"Steve Elkington",NA,37.35,121,324,"OnePuttPercentageRound4",2007
99,99,"Charlie Wi",NA,37.35,121,324,"OnePuttPercentageRound4",2007
99,99,"Mark Wilson",NA,37.35,121,324,"OnePuttPercentageRound4",2007
102,102,"Rod Pampling",NA,37.3,141,378,"OnePuttPercentageRound4",2007
103,103,"Nick OHern",NA,37.18,87,234,"OnePuttPercentageRound4",2007
103,103,"Joey Sindelar",NA,37.18,87,234,"OnePuttPercentageRound4",2007
105,105,"Alex Cejka",NA,37.15,107,288,"OnePuttPercentageRound4",2007
106,106,"DJ Trahan",NA,37.13,127,342,"OnePuttPercentageRound4",2007
107,107,"Heath Slocum",NA,37.12,147,396,"OnePuttPercentageRound4",2007
108,108,"Jason Schultz",NA,37.04,60,162,"OnePuttPercentageRound4",2007
109,109,"Cliff Kresge",NA,36.96,153,414,"OnePuttPercentageRound4",2007
110,110,"JJ Henry",NA,36.93,113,306,"OnePuttPercentageRound4",2007
111,111,"David Branshaw",NA,36.87,73,198,"OnePuttPercentageRound4",2007
112,112,"Hunter Mahan",NA,36.73,119,324,"OnePuttPercentageRound4",2007
113,113,"Jim Furyk",NA,36.55,125,342,"OnePuttPercentageRound4",2007
113,113,"Bob Tway",NA,36.55,125,342,"OnePuttPercentageRound4",2007
