"Approachesfrom225250yardsRgh_RANKTHISWEEK_2006","Approachesfrom225250yardsRgh_RANKLASTWEEK_2006","Approachesfrom225250yardsRgh_PLAYERNAME_2006","Approachesfrom225250yardsRgh_ROUNDS_2006","Approachesfrom225250yardsRgh_AVG_2006","Approachesfrom225250yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrom225250yardsRgh_OFATTEMPTS_2006","Approachesfrom225250yardsRgh_RELATIVETOPAR_2006","stat_name","year"
1,1,"Thomas Levet",53,NA,25.5,1,1,"Approachesfrom225250yardsRgh",2006
2,2,"Justin Leonard",83,NA,51.167,2,-2,"Approachesfrom225250yardsRgh",2006
3,3,"Larry Mize",53,NA,31.583,1,0,"Approachesfrom225250yardsRgh",2006
4,4,"Kirk Triplett",58,NA,38.583,1,0,"Approachesfrom225250yardsRgh",2006
5,5,"Mark Wilson",79,NA,204.417,5,-4,"Approachesfrom225250yardsRgh",2006
6,6,"Joe Ogilvie",95,NA,621.75,14,-5,"Approachesfrom225250yardsRgh",2006
7,7,"Jonathan Kaye",95,NA,513.833,10,-3,"Approachesfrom225250yardsRgh",2006
8,8,"Skip Kendall",72,NA,157.083,3,-1,"Approachesfrom225250yardsRgh",2006
9,9,"Mark Calcavecchia",94,NA,630.417,12,-7,"Approachesfrom225250yardsRgh",2006
10,10,"Tag Ridings",103,NA,688.333,13,-4,"Approachesfrom225250yardsRgh",2006
11,11,"Tom Lehman",70,NA,212.917,4,-2,"Approachesfrom225250yardsRgh",2006
12,12,"David Duval",71,NA,266.917,5,-5,"Approachesfrom225250yardsRgh",2006
13,13,"Vijay Singh",103,NA,642.333,12,-7,"Approachesfrom225250yardsRgh",2006
14,14,"Briny Baird",81,NA,377.5,7,-4,"Approachesfrom225250yardsRgh",2006
14,14,"Todd Hamilton",72,NA,215.75,4,-1,"Approachesfrom225250yardsRgh",2006
16,16,"Alex Cejka",93,NA,328.583,6,3,"Approachesfrom225250yardsRgh",2006
17,17,"Rory Sabbatini",84,NA,438.5,8,-3,"Approachesfrom225250yardsRgh",2006
18,18,"Tiger Woods",55,NA,221.583,4,-1,"Approachesfrom225250yardsRgh",2006
19,19,"Tim Clark",80,NA,394.417,7,-4,"Approachesfrom225250yardsRgh",2006
19,19,"Steve Stricker",64,NA,394.333,7,-4,"Approachesfrom225250yardsRgh",2006
21,21,"Ben Curtis",86,NA,287.5,5,-2,"Approachesfrom225250yardsRgh",2006
21,21,"Danny Ellis",68,NA,172.583,3,-2,"Approachesfrom225250yardsRgh",2006
23,23,"Steve Jones",83,NA,462.917,8,-3,"Approachesfrom225250yardsRgh",2006
23,23,"JL Lewis",57,NA,462.75,8,-4,"Approachesfrom225250yardsRgh",2006
25,25,"Vaughn Taylor",88,NA,582.833,10,-7,"Approachesfrom225250yardsRgh",2006
26,26,"Vance Veazey",59,NA,235.583,4,-3,"Approachesfrom225250yardsRgh",2006
27,27,"Bill Haas",99,NA,828.417,14,-11,"Approachesfrom225250yardsRgh",2006
28,28,"Brett Quigley",109,NA,1009.083,17,-4,"Approachesfrom225250yardsRgh",2006
29,29,"Dean Wilson",115,NA,777.333,13,-5,"Approachesfrom225250yardsRgh",2006
30,30,"Paul Azinger",87,NA,659.667,11,-8,"Approachesfrom225250yardsRgh",2006
30,30,"Trevor Immelman",86,NA,239.833,4,-1,"Approachesfrom225250yardsRgh",2006
32,32,"Woody Austin",107,NA,724.5,12,-1,"Approachesfrom225250yardsRgh",2006
33,33,"Alex Aragon",63,NA,548.167,9,-6,"Approachesfrom225250yardsRgh",2006
34,34,"Eric Axley",91,NA,305.083,5,-2,"Approachesfrom225250yardsRgh",2006
35,35,"Dudley Hart",83,NA,1165.667,19,-4,"Approachesfrom225250yardsRgh",2006
36,36,"Stephen Ames",63,NA,184.75,3,-3,"Approachesfrom225250yardsRgh",2006
37,37,"Greg Owen",79,NA,924.75,15,-8,"Approachesfrom225250yardsRgh",2006
38,38,"Henrik Bjornstad",97,NA,865,14,-2,"Approachesfrom225250yardsRgh",2006
39,39,"Duffy Waldorf",96,NA,626.667,10,-4,"Approachesfrom225250yardsRgh",2006
40,40,"Robert Garrigus",85,NA,879.5,14,-4,"Approachesfrom225250yardsRgh",2006
41,41,"Heath Slocum",96,NA,378.333,6,-2,"Approachesfrom225250yardsRgh",2006
42,42,"Scott Verplank",88,NA,634,10,-1,"Approachesfrom225250yardsRgh",2006
43,43,"Hunter Mahan",98,NA,381.417,6,0,"Approachesfrom225250yardsRgh",2006
44,44,"Chris Riley",86,NA,637.833,10,-4,"Approachesfrom225250yardsRgh",2006
44,44,"DJ Trahan",92,NA,446.5,7,-3,"Approachesfrom225250yardsRgh",2006
46,46,"Nathan Green",108,NA,961.5,15,-7,"Approachesfrom225250yardsRgh",2006
46,46,"Zach Johnson",98,NA,641.083,10,-4,"Approachesfrom225250yardsRgh",2006
48,48,"Kris Cox",83,NA,513.083,8,-2,"Approachesfrom225250yardsRgh",2006
49,49,"Bob Tway",81,NA,386.5,6,-3,"Approachesfrom225250yardsRgh",2006
50,50,"Joe Durant",101,NA,580.917,9,-2,"Approachesfrom225250yardsRgh",2006
50,50,"Charley Hoffman",100,NA,1226.833,19,-11,"Approachesfrom225250yardsRgh",2006
52,52,"Fred Funk",106,NA,387.917,6,1,"Approachesfrom225250yardsRgh",2006
53,53,"John Daly",51,NA,517.833,8,2,"Approachesfrom225250yardsRgh",2006
54,54,"Ben Crane",85,NA,456,7,-3,"Approachesfrom225250yardsRgh",2006
54,54,"Sean OHair",100,NA,325.917,5,-1,"Approachesfrom225250yardsRgh",2006
56,56,"Jonathan Byrd",66,NA,913.5,14,-7,"Approachesfrom225250yardsRgh",2006
57,57,"Mathew Goggin",72,NA,853,13,-8,"Approachesfrom225250yardsRgh",2006
58,58,"Mathias Gronberg",92,NA,1122,17,-6,"Approachesfrom225250yardsRgh",2006
59,59,"Bob May",65,NA,595.417,9,-1,"Approachesfrom225250yardsRgh",2006
60,60,"Jeff Sluman",101,NA,466.083,7,-2,"Approachesfrom225250yardsRgh",2006
61,61,"Shigeki Maruyama",94,NA,466.5,7,-4,"Approachesfrom225250yardsRgh",2006
62,62,"Corey Pavin",74,NA,401.917,6,-1,"Approachesfrom225250yardsRgh",2006
63,63,"Brandt Jobe",91,NA,469.333,7,0,"Approachesfrom225250yardsRgh",2006
64,64,"Padraig Harrington",54,NA,537.417,8,-1,"Approachesfrom225250yardsRgh",2006
64,64,"Ian Poulter",53,NA,201.5,3,-1,"Approachesfrom225250yardsRgh",2006
66,66,"Brian Gay",107,NA,539.083,8,-4,"Approachesfrom225250yardsRgh",2006
66,66,"Len Mattiace",59,NA,404.667,6,-1,"Approachesfrom225250yardsRgh",2006
68,68,"Tim Herron",82,NA,339.5,5,-1,"Approachesfrom225250yardsRgh",2006
69,69,"Sergio Garcia",59,NA,272.417,4,0,"Approachesfrom225250yardsRgh",2006
70,70,"Jeff Gove",91,NA,477.333,7,-4,"Approachesfrom225250yardsRgh",2006
71,71,"Michael Allen",84,NA,616.083,9,-3,"Approachesfrom225250yardsRgh",2006
72,72,"Aaron Baddeley",78,NA,1096.417,16,-3,"Approachesfrom225250yardsRgh",2006
73,73,"Harrison Frazar",95,NA,825.583,12,-5,"Approachesfrom225250yardsRgh",2006
74,74,"Paul Stankowski",70,NA,966.25,14,0,"Approachesfrom225250yardsRgh",2006
75,75,"Steve Lowery",99,NA,968.083,14,-1,"Approachesfrom225250yardsRgh",2006
76,76,"JJ Henry",96,NA,553.75,8,-3,"Approachesfrom225250yardsRgh",2006
76,76,"Arron Oberholser",82,NA,830.667,12,-4,"Approachesfrom225250yardsRgh",2006
78,78,"Jim Furyk",89,NA,347.25,5,-2,"Approachesfrom225250yardsRgh",2006
79,79,"Robert Allenby",79,NA,348.917,5,-1,"Approachesfrom225250yardsRgh",2006
79,79,"Bubba Dickerson",98,NA,627.417,9,-3,"Approachesfrom225250yardsRgh",2006
81,81,"Rod Pampling",89,NA,349,5,-1,"Approachesfrom225250yardsRgh",2006
82,82,"Ted Purdy",103,NA,769.25,11,-1,"Approachesfrom225250yardsRgh",2006
82,82,"Brett Wetterich",82,NA,698.75,10,1,"Approachesfrom225250yardsRgh",2006
84,84,"Richard Johnson",94,NA,701.167,10,-4,"Approachesfrom225250yardsRgh",2006
85,85,"Steve Flesch",119,NA,1125.333,16,-9,"Approachesfrom225250yardsRgh",2006
85,85,"Paul Goydos",72,NA,843.75,12,3,"Approachesfrom225250yardsRgh",2006
87,87,"Ernie Els",69,NA,634.667,9,-5,"Approachesfrom225250yardsRgh",2006
88,88,"Tom Pernice Jr",108,NA,1132,16,-4,"Approachesfrom225250yardsRgh",2006
88,88,"David Toms",76,NA,707.583,10,-5,"Approachesfrom225250yardsRgh",2006
90,90,"Kevin Sutherland",100,NA,1069.583,15,-6,"Approachesfrom225250yardsRgh",2006
91,91,"DA Points",82,NA,644.167,9,-4,"Approachesfrom225250yardsRgh",2006
