"BirdieorBetterConversionPercentage_RANKTHISWEEK_2007","BirdieorBetterConversionPercentage_RANKLASTWEEK_2007","BirdieorBetterConversionPercentage_PLAYERNAME_2007","BirdieorBetterConversionPercentage_ROUNDS_2007","BirdieorBetterConversionPercentage_Pct_2007","BirdieorBetterConversionPercentage_BIRDIES_2007","BirdieorBetterConversionPercentage_GREENSHIT_2007","stat_name","year"
66,66,"Bo Van Pelt",104,28.95,359,1240,"BirdieorBetterConversionPercentage",2007
67,67,"Paul Stankowski",52,28.94,158,546,"BirdieorBetterConversionPercentage",2007
68,68,"Woody Austin",95,28.92,323,1117,"BirdieorBetterConversionPercentage",2007
69,69,"Rocco Mediate",72,28.91,242,837,"BirdieorBetterConversionPercentage",2007
70,70,"Stewart Cink",91,28.87,302,1046,"BirdieorBetterConversionPercentage",2007
70,70,"Brian Gay",107,28.87,336,1164,"BirdieorBetterConversionPercentage",2007
72,72,"Heath Slocum",101,28.8,347,1205,"BirdieorBetterConversionPercentage",2007
73,73,"Billy Andrade",88,28.79,296,1028,"BirdieorBetterConversionPercentage",2007
74,74,"Bart Bryant",87,28.75,295,1026,"BirdieorBetterConversionPercentage",2007
75,75,"Pat Perez",84,28.72,270,940,"BirdieorBetterConversionPercentage",2007
76,76,"Chris Couch",76,28.69,251,875,"BirdieorBetterConversionPercentage",2007
77,77,"Brian Davis",101,28.66,337,1176,"BirdieorBetterConversionPercentage",2007
78,78,"Bill Haas",93,28.63,302,1055,"BirdieorBetterConversionPercentage",2007
79,79,"KJ Choi",87,28.61,285,996,"BirdieorBetterConversionPercentage",2007
80,80,"Jeff Overton",60,28.59,205,717,"BirdieorBetterConversionPercentage",2007
81,81,"Luke Donald",69,28.55,217,760,"BirdieorBetterConversionPercentage",2007
81,81,"Hunter Mahan",91,28.55,312,1093,"BirdieorBetterConversionPercentage",2007
83,83,"Nick Watney",87,28.54,296,1037,"BirdieorBetterConversionPercentage",2007
84,84,"Kent Jones",97,28.53,333,1167,"BirdieorBetterConversionPercentage",2007
85,85,"Craig Lile",77,28.44,242,851,"BirdieorBetterConversionPercentage",2007
86,86,"David Toms",80,28.43,251,883,"BirdieorBetterConversionPercentage",2007
87,87,"Charlie Wi",90,28.41,298,1049,"BirdieorBetterConversionPercentage",2007
88,88,"Briny Baird",115,28.39,392,1381,"BirdieorBetterConversionPercentage",2007
89,89,"Bubba Dickerson",51,28.34,142,501,"BirdieorBetterConversionPercentage",2007
90,90,"Marco Dawson",73,28.33,230,812,"BirdieorBetterConversionPercentage",2007
91,91,"Cameron Beckman",96,28.29,327,1156,"BirdieorBetterConversionPercentage",2007
92,92,"Alex Cejka",80,28.25,274,970,"BirdieorBetterConversionPercentage",2007
93,93,"Mike Weir",82,28.2,258,915,"BirdieorBetterConversionPercentage",2007
94,94,"Craig Bowden",78,28.15,250,888,"BirdieorBetterConversionPercentage",2007
95,95,"Michael Allen",74,28.11,235,836,"BirdieorBetterConversionPercentage",2007
96,96,"Jason Bohn",57,28.08,187,666,"BirdieorBetterConversionPercentage",2007
97,97,"Darron Stiles",65,28.07,201,716,"BirdieorBetterConversionPercentage",2007
98,98,"Ryan Palmer",91,28.05,292,1041,"BirdieorBetterConversionPercentage",2007
99,99,"Ryan Armour",107,28.01,344,1228,"BirdieorBetterConversionPercentage",2007
99,99,"John Rollins",102,28.01,323,1153,"BirdieorBetterConversionPercentage",2007
101,101,"Paul Goydos",60,27.98,176,629,"BirdieorBetterConversionPercentage",2007
102,102,"Kevin Sutherland",85,27.97,280,1001,"BirdieorBetterConversionPercentage",2007
103,103,"Jim Furyk",84,27.83,285,1024,"BirdieorBetterConversionPercentage",2007
104,104,"Boo Weekley",101,27.81,319,1147,"BirdieorBetterConversionPercentage",2007
105,105,"Steve Wheatcroft",73,27.8,221,795,"BirdieorBetterConversionPercentage",2007
106,106,"Bob Tway",103,27.76,314,1131,"BirdieorBetterConversionPercentage",2007
107,107,"Mark Hensby",81,27.74,256,923,"BirdieorBetterConversionPercentage",2007
107,107,"John Mallinger",96,27.74,301,1085,"BirdieorBetterConversionPercentage",2007
109,109,"Tim Herron",98,27.68,302,1091,"BirdieorBetterConversionPercentage",2007
110,110,"Dean Wilson",92,27.67,290,1048,"BirdieorBetterConversionPercentage",2007
111,111,"Brandt Snedeker",105,27.65,324,1172,"BirdieorBetterConversionPercentage",2007
112,112,"Ken Duke",112,27.58,363,1316,"BirdieorBetterConversionPercentage",2007
112,112,"Tom Johnson",74,27.58,230,834,"BirdieorBetterConversionPercentage",2007
112,112,"John Merrick",92,27.58,302,1095,"BirdieorBetterConversionPercentage",2007
115,115,"Michael Sim",52,27.57,166,602,"BirdieorBetterConversionPercentage",2007
116,116,"Cliff Kresge",107,27.54,342,1242,"BirdieorBetterConversionPercentage",2007
117,117,"Michael Putnam",96,27.5,305,1109,"BirdieorBetterConversionPercentage",2007
118,118,"Stuart Appleby",74,27.39,221,807,"BirdieorBetterConversionPercentage",2007
119,119,"Jeff Maggert",79,27.36,258,943,"BirdieorBetterConversionPercentage",2007
120,120,"Charles Howell III",89,27.32,268,981,"BirdieorBetterConversionPercentage",2007
121,121,"Jason Dufner",100,27.29,319,1169,"BirdieorBetterConversionPercentage",2007
122,122,"Brett Quigley",79,27.27,237,869,"BirdieorBetterConversionPercentage",2007
123,123,"Ian Poulter",63,27.26,181,664,"BirdieorBetterConversionPercentage",2007
124,124,"Jose Maria Olazabal",52,27.25,133,488,"BirdieorBetterConversionPercentage",2007
125,125,"Daisuke Maruyama",86,27.23,260,955,"BirdieorBetterConversionPercentage",2007
126,126,"Jerry Kelly",101,27.22,307,1128,"BirdieorBetterConversionPercentage",2007
126,126,"Henrik Stenson",52,27.22,138,507,"BirdieorBetterConversionPercentage",2007
128,128,"Arron Oberholser",69,27.2,207,761,"BirdieorBetterConversionPercentage",2007
129,129,"Craig Kanada",109,27.16,330,1215,"BirdieorBetterConversionPercentage",2007
129,129,"Johnson Wagner",97,27.16,321,1182,"BirdieorBetterConversionPercentage",2007
131,131,"DJ Brigman",67,27.14,203,748,"BirdieorBetterConversionPercentage",2007
132,132,"Steve Flesch",100,27.12,320,1180,"BirdieorBetterConversionPercentage",2007
133,133,"Chris Stroud",66,27.11,206,760,"BirdieorBetterConversionPercentage",2007
134,134,"Tripp Isenhour",86,27.1,242,893,"BirdieorBetterConversionPercentage",2007
135,135,"Scott Verplank",82,27.09,253,934,"BirdieorBetterConversionPercentage",2007
136,136,"Steve Elkington",87,27.07,255,942,"BirdieorBetterConversionPercentage",2007
137,137,"Robert Gamez",88,27.04,269,995,"BirdieorBetterConversionPercentage",2007
138,138,"Billy Mayfair",98,26.96,323,1198,"BirdieorBetterConversionPercentage",2007
138,138,"Duffy Waldorf",69,26.96,224,831,"BirdieorBetterConversionPercentage",2007
140,140,"Mathew Goggin",97,26.94,323,1199,"BirdieorBetterConversionPercentage",2007
140,140,"Peter Lonard",85,26.94,253,939,"BirdieorBetterConversionPercentage",2007
142,142,"Paul Gow",70,26.92,203,754,"BirdieorBetterConversionPercentage",2007
143,143,"Glen Day",85,26.89,252,937,"BirdieorBetterConversionPercentage",2007
143,143,"Dicky Pride",71,26.89,206,766,"BirdieorBetterConversionPercentage",2007
143,143,"John Senden",97,26.89,330,1227,"BirdieorBetterConversionPercentage",2007
146,146,"Brian Bateman",55,26.82,151,563,"BirdieorBetterConversionPercentage",2007
146,146,"JJ Henry",86,26.82,273,1018,"BirdieorBetterConversionPercentage",2007
146,146,"Bryce Molder",56,26.82,155,578,"BirdieorBetterConversionPercentage",2007
149,149,"Zach Johnson",76,26.81,233,869,"BirdieorBetterConversionPercentage",2007
150,150,"Chad Campbell",96,26.8,276,1030,"BirdieorBetterConversionPercentage",2007
151,151,"Lee Janzen",66,26.79,198,739,"BirdieorBetterConversionPercentage",2007
152,152,"Gavin Coles",87,26.77,250,934,"BirdieorBetterConversionPercentage",2007
153,153,"Matt Kuchar",85,26.67,252,945,"BirdieorBetterConversionPercentage",2007
154,154,"Eric Axley",107,26.64,313,1175,"BirdieorBetterConversionPercentage",2007
155,155,"Justin Leonard",95,26.61,294,1105,"BirdieorBetterConversionPercentage",2007
156,156,"Chris Tidland",59,26.59,167,628,"BirdieorBetterConversionPercentage",2007
157,157,"Rod Pampling",92,26.57,279,1050,"BirdieorBetterConversionPercentage",2007
158,158,"Jason Schultz",63,26.52,175,660,"BirdieorBetterConversionPercentage",2007
159,159,"Matt Hendrix",63,26.51,189,713,"BirdieorBetterConversionPercentage",2007
160,160,"Tommy Armour III",81,26.5,256,966,"BirdieorBetterConversionPercentage",2007
161,161,"Stephen Ames",81,26.49,236,891,"BirdieorBetterConversionPercentage",2007
162,162,"Kenny Perry",83,26.44,266,1006,"BirdieorBetterConversionPercentage",2007
163,163,"Kirk Triplett",77,26.41,239,905,"BirdieorBetterConversionPercentage",2007
164,164,"Greg Owen",81,26.4,255,966,"BirdieorBetterConversionPercentage",2007
165,165,"Mark Wilson",87,26.37,255,967,"BirdieorBetterConversionPercentage",2007
166,166,"Retief Goosen",50,26.28,133,506,"BirdieorBetterConversionPercentage",2007
167,167,"Chris DiMarco",79,26.26,219,834,"BirdieorBetterConversionPercentage",2007
168,168,"Ted Purdy",102,26.24,311,1185,"BirdieorBetterConversionPercentage",2007
169,169,"Joey Sindelar",75,26.17,235,898,"BirdieorBetterConversionPercentage",2007
170,170,"DJ Trahan",99,26.15,312,1193,"BirdieorBetterConversionPercentage",2007
171,171,"Shaun Micheel",91,26.12,273,1045,"BirdieorBetterConversionPercentage",2007
172,172,"Davis Love III",66,26.03,195,749,"BirdieorBetterConversionPercentage",2007
173,173,"Michael Boyd",61,25.97,168,647,"BirdieorBetterConversionPercentage",2007
174,174,"Jeff Brehaut",59,25.94,173,667,"BirdieorBetterConversionPercentage",2007
175,175,"Nick OHern",72,25.92,191,737,"BirdieorBetterConversionPercentage",2007
176,176,"Jeff Gove",103,25.83,335,1297,"BirdieorBetterConversionPercentage",2007
177,177,"Corey Pavin",81,25.71,227,883,"BirdieorBetterConversionPercentage",2007
178,178,"Kevin Stadler",95,25.54,274,1073,"BirdieorBetterConversionPercentage",2007
179,179,"Ben Curtis",80,25.49,222,871,"BirdieorBetterConversionPercentage",2007
180,180,"Jose Coceres",50,25.39,130,512,"BirdieorBetterConversionPercentage",2007
181,181,"Tom Lehman",62,25.3,192,759,"BirdieorBetterConversionPercentage",2007
182,182,"Kyle Reifers",71,25.22,202,801,"BirdieorBetterConversionPercentage",2007
183,183,"Jaco Van Zyl",51,25,141,564,"BirdieorBetterConversionPercentage",2007
184,184,"Fred Funk",65,24.96,169,677,"BirdieorBetterConversionPercentage",2007
185,185,"David Branshaw",83,24.82,240,967,"BirdieorBetterConversionPercentage",2007
186,186,"Doug LaBelle II",104,24.65,285,1156,"BirdieorBetterConversionPercentage",2007
187,187,"Stephen Leaney",82,24.6,248,1008,"BirdieorBetterConversionPercentage",2007
188,188,"Jeff Sluman",60,24.55,151,615,"BirdieorBetterConversionPercentage",2007
189,189,"Todd Hamilton",76,24.39,190,779,"BirdieorBetterConversionPercentage",2007
190,190,"Joe Durant",88,24.32,261,1073,"BirdieorBetterConversionPercentage",2007
191,191,"Anders Hansen",55,24.26,140,577,"BirdieorBetterConversionPercentage",2007
192,192,"Trevor Immelman",74,24.19,194,802,"BirdieorBetterConversionPercentage",2007
193,193,"Richard Johnson",93,23.56,249,1057,"BirdieorBetterConversionPercentage",2007
194,194,"Tom Byrum",50,22.36,125,559,"BirdieorBetterConversionPercentage",2007
195,195,"Jim Rutledge",59,21.96,139,633,"BirdieorBetterConversionPercentage",2007
196,196,"Mark Brooks",53,21.85,125,572,"BirdieorBetterConversionPercentage",2007
