"Scrambling2030ydsRTPScore_RANKTHISWEEK_2016","Scrambling2030ydsRTPScore_RANKLASTWEEK_2016","Scrambling2030ydsRTPScore_PLAYERNAME_2016","Scrambling2030ydsRTPScore_ROUNDS_2016","Scrambling2030ydsRTPScore_AVGRTP_2016","Scrambling2030ydsRTPScore_TOTALHOLES_2016","Scrambling2030ydsRTPScore_TOTALRTP_2016","stat_name","year"
1,1,"Shane Bertsch",30,0.176,17,3,"Scrambling2030ydsRTPScore",2016
2,2,"Louis Oosthuizen",25,0.2,5,1,"Scrambling2030ydsRTPScore",2016
3,3,"KJ Choi",47,0.24,50,12,"Scrambling2030ydsRTPScore",2016
3,9,"Phil Mickelson",37,0.24,25,6,"Scrambling2030ydsRTPScore",2016
5,4,"Sean OHair",45,0.271,48,13,"Scrambling2030ydsRTPScore",2016
6,7,"Brendon Todd",43,0.273,55,15,"Scrambling2030ydsRTPScore",2016
7,14,"Jamie Donaldson",28,0.276,29,8,"Scrambling2030ydsRTPScore",2016
8,6,"Matthew Fitzpatrick",23,0.278,18,5,"Scrambling2030ydsRTPScore",2016
9,7,"Jason Day",36,0.28,25,7,"Scrambling2030ydsRTPScore",2016
10,11,"Charl Schwartzel",29,0.292,24,7,"Scrambling2030ydsRTPScore",2016
11,9,"Alex Cejka",47,0.294,34,10,"Scrambling2030ydsRTPScore",2016
11,13,"Steve Stricker",25,0.294,34,10,"Scrambling2030ydsRTPScore",2016
13,18,"Patrick Reed",53,0.3,30,9,"Scrambling2030ydsRTPScore",2016
14,19,"Martin Laird",46,0.304,46,14,"Scrambling2030ydsRTPScore",2016
15,14,"Aaron Baddeley",51,0.308,52,16,"Scrambling2030ydsRTPScore",2016
16,17,"Freddie Jacobson",54,0.32,50,16,"Scrambling2030ydsRTPScore",2016
17,44,"Tim Wilkinson",40,0.324,34,11,"Scrambling2030ydsRTPScore",2016
18,20,"Steve Wheatcroft",53,0.333,57,19,"Scrambling2030ydsRTPScore",2016
18,23,"Mark Wilson",42,0.333,48,16,"Scrambling2030ydsRTPScore",2016
20,24,"Scott Langley",41,0.34,47,16,"Scrambling2030ydsRTPScore",2016
20,5,"David Toms",38,0.34,47,16,"Scrambling2030ydsRTPScore",2016
22,16,"Derek Ernst",36,0.357,28,10,"Scrambling2030ydsRTPScore",2016
22,11,"Adam Scott",39,0.357,28,10,"Scrambling2030ydsRTPScore",2016
24,26,"Harris English",51,0.359,39,14,"Scrambling2030ydsRTPScore",2016
25,25,"Brice Garnett",29,0.364,22,8,"Scrambling2030ydsRTPScore",2016
26,26,"Dustin Johnson",37,0.368,19,7,"Scrambling2030ydsRTPScore",2016
26,29,"Patton Kizzire",57,0.368,38,14,"Scrambling2030ydsRTPScore",2016
28,30,"Jason Dufner",53,0.375,40,15,"Scrambling2030ydsRTPScore",2016
28,30,"Cameron Percy",22,0.375,16,6,"Scrambling2030ydsRTPScore",2016
30,35,"Russell Knox",48,0.379,29,11,"Scrambling2030ydsRTPScore",2016
31,36,"Jon Curran",55,0.385,65,25,"Scrambling2030ydsRTPScore",2016
31,42,"Retief Goosen",37,0.385,39,15,"Scrambling2030ydsRTPScore",2016
33,37,"Jordan Spieth",34,0.389,18,7,"Scrambling2030ydsRTPScore",2016
34,41,"Colt Knost",56,0.392,51,20,"Scrambling2030ydsRTPScore",2016
35,22,"Jhonattan Vegas",49,0.4,50,20,"Scrambling2030ydsRTPScore",2016
36,44,"Blayne Barber",44,0.404,47,19,"Scrambling2030ydsRTPScore",2016
37,39,"Luke List",51,0.405,42,17,"Scrambling2030ydsRTPScore",2016
38,43,"Michael Kim",62,0.41,61,25,"Scrambling2030ydsRTPScore",2016
38,46,"Kevin Na",52,0.41,39,16,"Scrambling2030ydsRTPScore",2016
40,49,"Hiroshi Iwata",51,0.411,56,23,"Scrambling2030ydsRTPScore",2016
40,52,"Jeff Overton",51,0.411,56,23,"Scrambling2030ydsRTPScore",2016
42,37,"DH Lee",35,0.415,41,17,"Scrambling2030ydsRTPScore",2016
43,53,"Matt Every",34,0.417,36,15,"Scrambling2030ydsRTPScore",2016
44,59,"JJ Henry",44,0.419,62,26,"Scrambling2030ydsRTPScore",2016
44,28,"Sam Saunders",40,0.419,31,13,"Scrambling2030ydsRTPScore",2016
46,54,"Seung Yul Noh",54,0.421,57,24,"Scrambling2030ydsRTPScore",2016
47,39,"Rickie Fowler",42,0.423,26,11,"Scrambling2030ydsRTPScore",2016
47,50,"Brian Harman",60,0.423,71,30,"Scrambling2030ydsRTPScore",2016
47,55,"Justin Leonard",28,0.423,26,11,"Scrambling2030ydsRTPScore",2016
50,66,"Johnson Wagner",44,0.425,40,17,"Scrambling2030ydsRTPScore",2016
51,61,"Chad Campbell",54,0.426,47,20,"Scrambling2030ydsRTPScore",2016
52,21,"Rory McIlroy",37,0.429,21,9,"Scrambling2030ydsRTPScore",2016
53,59,"Erik Compton",45,0.432,37,16,"Scrambling2030ydsRTPScore",2016
53,57,"John Huh",51,0.432,44,19,"Scrambling2030ydsRTPScore",2016
53,34,"Davis Love III",40,0.432,44,19,"Scrambling2030ydsRTPScore",2016
56,61,"Russell Henley",42,0.435,46,20,"Scrambling2030ydsRTPScore",2016
56,56,"Camilo Villegas",50,0.435,62,27,"Scrambling2030ydsRTPScore",2016
58,64,"Jamie Lovemark",57,0.436,55,24,"Scrambling2030ydsRTPScore",2016
59,57,"Chesson Hadley",51,0.438,48,21,"Scrambling2030ydsRTPScore",2016
59,30,"Danny Lee",53,0.438,48,21,"Scrambling2030ydsRTPScore",2016
59,82,"Tyrone Van Aswegen",67,0.438,73,32,"Scrambling2030ydsRTPScore",2016
62,51,"Peter Malnati",53,0.439,66,29,"Scrambling2030ydsRTPScore",2016
63,65,"Brendan Steele",48,0.442,43,19,"Scrambling2030ydsRTPScore",2016
63,46,"Shawn Stefani",45,0.442,43,19,"Scrambling2030ydsRTPScore",2016
65,68,"Matt Kuchar",46,0.444,36,16,"Scrambling2030ydsRTPScore",2016
66,68,"Gary Woodland",45,0.447,38,17,"Scrambling2030ydsRTPScore",2016
67,71,"Chez Reavie",56,0.449,49,22,"Scrambling2030ydsRTPScore",2016
68,108,"Tom Hoge",47,0.45,40,18,"Scrambling2030ydsRTPScore",2016
69,72,"Bill Haas",42,0.452,42,19,"Scrambling2030ydsRTPScore",2016
70,30,"Robert Garrigus",34,0.455,22,10,"Scrambling2030ydsRTPScore",2016
70,79,"JB Holmes",39,0.455,33,15,"Scrambling2030ydsRTPScore",2016
70,74,"Billy Hurley III",22,0.455,22,10,"Scrambling2030ydsRTPScore",2016
70,74,"Dicky Pride",33,0.455,33,15,"Scrambling2030ydsRTPScore",2016
70,88,"Brian Stuard",24,0.455,22,10,"Scrambling2030ydsRTPScore",2016
75,74,"Shane Lowry",35,0.458,24,11,"Scrambling2030ydsRTPScore",2016
75,100,"Cameron Tringale",47,0.458,59,27,"Scrambling2030ydsRTPScore",2016
77,81,"Keegan Bradley",40,0.459,37,17,"Scrambling2030ydsRTPScore",2016
77,100,"Roberto Castro",55,0.459,61,28,"Scrambling2030ydsRTPScore",2016
77,66,"Brett Stegmaier",57,0.459,37,17,"Scrambling2030ydsRTPScore",2016
77,105,"Daniel Summerhays",55,0.459,61,28,"Scrambling2030ydsRTPScore",2016
81,87,"Si Woo Kim",63,0.46,63,29,"Scrambling2030ydsRTPScore",2016
82,82,"Ryan Palmer",46,0.462,39,18,"Scrambling2030ydsRTPScore",2016
83,85,"Troy Merritt",41,0.463,41,19,"Scrambling2030ydsRTPScore",2016
83,138,"Ian Poulter",37,0.463,41,19,"Scrambling2030ydsRTPScore",2016
85,98,"Jason Bohn",37,0.464,28,13,"Scrambling2030ydsRTPScore",2016
85,86,"Marc Leishman",41,0.464,28,13,"Scrambling2030ydsRTPScore",2016
85,100,"Kyle Stanley",57,0.464,56,26,"Scrambling2030ydsRTPScore",2016
88,46,"Hunter Mahan",43,0.465,43,20,"Scrambling2030ydsRTPScore",2016
89,98,"Webb Simpson",34,0.467,30,14,"Scrambling2030ydsRTPScore",2016
90,61,"Luke Donald",49,0.472,53,25,"Scrambling2030ydsRTPScore",2016
91,88,"Lucas Lee",22,0.474,19,9,"Scrambling2030ydsRTPScore",2016
91,88,"Andres Romero",22,0.474,19,9,"Scrambling2030ydsRTPScore",2016
93,68,"Charles Howell III",63,0.475,59,28,"Scrambling2030ydsRTPScore",2016
94,93,"Rhein Gibson",36,0.476,42,20,"Scrambling2030ydsRTPScore",2016
95,93,"Nick Taylor",57,0.479,48,23,"Scrambling2030ydsRTPScore",2016
96,104,"Fabian Gomez",49,0.48,50,24,"Scrambling2030ydsRTPScore",2016
97,108,"Thomas Aiken",42,0.481,27,13,"Scrambling2030ydsRTPScore",2016
98,107,"James Hahn",45,0.484,64,31,"Scrambling2030ydsRTPScore",2016
99,78,"Mark Hubbard",73,0.486,72,35,"Scrambling2030ydsRTPScore",2016
100,103,"Graham DeLaet",50,0.487,39,19,"Scrambling2030ydsRTPScore",2016
101,73,"Geoff Ogilvy",37,0.489,47,23,"Scrambling2030ydsRTPScore",2016
102,74,"Jonas Blixt",46,0.492,59,29,"Scrambling2030ydsRTPScore",2016
102,88,"Sung Kang",51,0.492,61,30,"Scrambling2030ydsRTPScore",2016
104,125,"Brendon de Jonge",55,0.5,46,23,"Scrambling2030ydsRTPScore",2016
104,135,"Justin Hicks",26,0.5,20,10,"Scrambling2030ydsRTPScore",2016
104,108,"Smylie Kaufman",57,0.5,34,17,"Scrambling2030ydsRTPScore",2016
104,108,"Jerry Kelly",44,0.5,30,15,"Scrambling2030ydsRTPScore",2016
104,108,"Kevin Kisner",49,0.5,30,15,"Scrambling2030ydsRTPScore",2016
104,108,"Anirban Lahiri",44,0.5,34,17,"Scrambling2030ydsRTPScore",2016
104,131,"Spencer Levin",62,0.5,70,35,"Scrambling2030ydsRTPScore",2016
104,108,"Will Ma Kenzie",54,0.5,54,27,"Scrambling2030ydsRTPScore",2016
104,108,"Graeme McDowell",33,0.5,22,11,"Scrambling2030ydsRTPScore",2016
104,108,"Bryce Molder",50,0.5,46,23,"Scrambling2030ydsRTPScore",2016
104,128,"Cameron Smith",45,0.5,38,19,"Scrambling2030ydsRTPScore",2016
104,108,"Brandt Snedeker",47,0.5,40,20,"Scrambling2030ydsRTPScore",2016
104,108,"DJ Trahan",23,0.5,16,8,"Scrambling2030ydsRTPScore",2016
117,95,"Tyler Aldridge",53,0.51,51,26,"Scrambling2030ydsRTPScore",2016
117,95,"Whee Kim",54,0.51,49,25,"Scrambling2030ydsRTPScore",2016
119,125,"Ernie Els",34,0.511,47,24,"Scrambling2030ydsRTPScore",2016
119,141,"Carlos Ortiz",47,0.511,45,23,"Scrambling2030ydsRTPScore",2016
121,82,"Padraig Harrington",38,0.512,43,22,"Scrambling2030ydsRTPScore",2016
