"Approachesfrominside100yardsRgh_RANKTHISWEEK_2016","Approachesfrominside100yardsRgh_RANKLASTWEEK_2016","Approachesfrominside100yardsRgh_PLAYERNAME_2016","Approachesfrominside100yardsRgh_ROUNDS_2016","Approachesfrominside100yardsRgh_AVG_2016","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrominside100yardsRgh_OFATTEMPTS_2016","Approachesfrominside100yardsRgh_RELATIVETOPAR_2016","stat_name","year"
1,1,"Bernd Wiesberger",23,NA,19.833,2,0,"Approachesfrominside100yardsRgh",2016
2,3,"DJ Trahan",23,NA,87.083,7,2,"Approachesfrominside100yardsRgh",2016
3,4,"Sergio Garcia",28,NA,50.083,4,0,"Approachesfrominside100yardsRgh",2016
4,5,"Vaughn Taylor",30,NA,90.333,7,-2,"Approachesfrominside100yardsRgh",2016
5,7,"Henrik Norlander",41,NA,168,11,-3,"Approachesfrominside100yardsRgh",2016
6,8,"Steve Stricker",25,NA,123.667,8,0,"Approachesfrominside100yardsRgh",2016
7,5,"Francesco Molinari",36,NA,94,6,0,"Approachesfrominside100yardsRgh",2016
7,10,"Chris Stroud",52,NA,345.083,22,-2,"Approachesfrominside100yardsRgh",2016
9,8,"Luke List",51,NA,401.917,25,-4,"Approachesfrominside100yardsRgh",2016
10,11,"Rory McIlroy",37,NA,97.583,6,0,"Approachesfrominside100yardsRgh",2016
11,11,"Mark Wilson",42,NA,131.583,8,-2,"Approachesfrominside100yardsRgh",2016
12,21,"Tim Wilkinson",40,NA,219.083,13,-2,"Approachesfrominside100yardsRgh",2016
13,18,"Paul Casey",39,NA,102.333,6,1,"Approachesfrominside100yardsRgh",2016
13,17,"Ken Duke",26,NA,153.583,9,-1,"Approachesfrominside100yardsRgh",2016
15,14,"Jason Bohn",37,NA,259.25,15,-1,"Approachesfrominside100yardsRgh",2016
16,21,"Padraig Harrington",38,NA,264.917,15,2,"Approachesfrominside100yardsRgh",2016
16,21,"Davis Love III",40,NA,246.833,14,-3,"Approachesfrominside100yardsRgh",2016
18,38,"William McGirt",54,NA,250.583,14,-1,"Approachesfrominside100yardsRgh",2016
18,21,"Geoff Ogilvy",37,NA,322.25,18,3,"Approachesfrominside100yardsRgh",2016
20,16,"Steve Wheatcroft",53,NA,360.25,20,3,"Approachesfrominside100yardsRgh",2016
21,25,"Chris Kirk",51,NA,310,17,-2,"Approachesfrominside100yardsRgh",2016
21,25,"DA Points",32,NA,273.667,15,-1,"Approachesfrominside100yardsRgh",2016
23,49,"Colt Knost",56,NA,408.083,22,-3,"Approachesfrominside100yardsRgh",2016
24,29,"Dicky Pride",33,NA,186.333,10,-1,"Approachesfrominside100yardsRgh",2016
25,25,"Jason Kokrak",52,NA,433.25,23,1,"Approachesfrominside100yardsRgh",2016
25,30,"Shane Lowry",35,NA,188.167,10,-1,"Approachesfrominside100yardsRgh",2016
27,2,"Kelly Kraft",35,NA,208.417,11,1,"Approachesfrominside100yardsRgh",2016
28,31,"Branden Grace",31,NA,211.917,11,0,"Approachesfrominside100yardsRgh",2016
28,75,"Hideki Matsuyama",40,NA,154.083,8,1,"Approachesfrominside100yardsRgh",2016
30,32,"Brendon de Jonge",55,NA,405.833,21,1,"Approachesfrominside100yardsRgh",2016
31,69,"Lucas Glover",53,NA,253.25,13,1,"Approachesfrominside100yardsRgh",2016
31,34,"Darron Stiles",28,NA,195.25,10,0,"Approachesfrominside100yardsRgh",2016
33,14,"Scott Brown",59,NA,274.167,14,-2,"Approachesfrominside100yardsRgh",2016
33,37,"Graeme McDowell",33,NA,176.167,9,3,"Approachesfrominside100yardsRgh",2016
35,48,"Brendan Steele",48,NA,216.083,11,-2,"Approachesfrominside100yardsRgh",2016
36,41,"Stuart Appleby",39,NA,453.417,23,3,"Approachesfrominside100yardsRgh",2016
36,34,"James Hahn",45,NA,375.583,19,0,"Approachesfrominside100yardsRgh",2016
