"Approachesfrominside100yardsRgh_RANKTHISWEEK_2016","Approachesfrominside100yardsRgh_RANKLASTWEEK_2016","Approachesfrominside100yardsRgh_PLAYERNAME_2016","Approachesfrominside100yardsRgh_ROUNDS_2016","Approachesfrominside100yardsRgh_AVG_2016","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrominside100yardsRgh_OFATTEMPTS_2016","Approachesfrominside100yardsRgh_RELATIVETOPAR_2016","stat_name","year"
36,39,"Jerry Kelly",44,NA,197.333,10,-1,"Approachesfrominside100yardsRgh",2016
39,13,"Alex Cejka",47,NA,397.083,20,-1,"Approachesfrominside100yardsRgh",2016
39,41,"Kevin Kisner",49,NA,337.417,17,-1,"Approachesfrominside100yardsRgh",2016
41,104,"Ryan Moore",40,NA,320.5,16,-3,"Approachesfrominside100yardsRgh",2016
42,100,"Adam Scott",39,NA,263.083,13,-1,"Approachesfrominside100yardsRgh",2016
43,19,"Fabian Gomez",49,NA,224,11,-2,"Approachesfrominside100yardsRgh",2016
44,45,"Hunter Mahan",43,NA,428,21,-1,"Approachesfrominside100yardsRgh",2016
45,45,"Tyler Aldridge",53,NA,634.917,31,-2,"Approachesfrominside100yardsRgh",2016
45,61,"Ben Martin",48,NA,368.583,18,-2,"Approachesfrominside100yardsRgh",2016
47,61,"Graham DeLaet",50,NA,370.75,18,-1,"Approachesfrominside100yardsRgh",2016
48,75,"Derek Fathauer",58,NA,475.167,23,1,"Approachesfrominside100yardsRgh",2016
49,50,"Kevin Na",52,NA,333.583,16,0,"Approachesfrominside100yardsRgh",2016
49,41,"Martin Piller",37,NA,229.333,11,-1,"Approachesfrominside100yardsRgh",2016
49,50,"Bubba Watson",30,NA,291.667,14,0,"Approachesfrominside100yardsRgh",2016
49,54,"Gary Woodland",45,NA,437.5,21,0,"Approachesfrominside100yardsRgh",2016
53,54,"Charl Schwartzel",29,NA,188.917,9,1,"Approachesfrominside100yardsRgh",2016
53,59,"Nick Taylor",57,NA,692.583,33,3,"Approachesfrominside100yardsRgh",2016
55,56,"Seung Yul Noh",54,NA,590.917,28,7,"Approachesfrominside100yardsRgh",2016
55,56,"Andres Romero",22,NA,274.583,13,1,"Approachesfrominside100yardsRgh",2016
57,58,"Hudson Swafford",52,NA,380.667,18,-1,"Approachesfrominside100yardsRgh",2016
58,40,"Ricky Barnes",57,NA,657.833,31,5,"Approachesfrominside100yardsRgh",2016
59,61,"Tony Finau",49,NA,404.833,19,0,"Approachesfrominside100yardsRgh",2016
59,28,"Tom Hoge",47,NA,383.25,18,5,"Approachesfrominside100yardsRgh",2016
59,67,"Jamie Lovemark",57,NA,597.333,28,-2,"Approachesfrominside100yardsRgh",2016
59,34,"Dawie van der Walt",48,NA,554.917,26,2,"Approachesfrominside100yardsRgh",2016
63,71,"Robert Streb",51,NA,409.25,19,-3,"Approachesfrominside100yardsRgh",2016
64,44,"Peter Malnati",53,NA,713.583,33,-4,"Approachesfrominside100yardsRgh",2016
64,64,"Scott Piercy",45,NA,129.25,6,2,"Approachesfrominside100yardsRgh",2016
66,66,"Justin Leonard",28,NA,216.583,10,-2,"Approachesfrominside100yardsRgh",2016
67,94,"Webb Simpson",34,NA,217.583,10,1,"Approachesfrominside100yardsRgh",2016
68,123,"George McNeill",33,NA,218.083,10,4,"Approachesfrominside100yardsRgh",2016
69,68,"Mark Hubbard",73,NA,418.25,19,3,"Approachesfrominside100yardsRgh",2016
70,71,"Luke Guthrie",31,NA,198.583,9,4,"Approachesfrominside100yardsRgh",2016
70,71,"Rory Sabbatini",40,NA,220.5,10,4,"Approachesfrominside100yardsRgh",2016
72,88,"Patton Kizzire",57,NA,420.583,19,-2,"Approachesfrominside100yardsRgh",2016
72,106,"Johnson Wagner",44,NA,332.5,15,0,"Approachesfrominside100yardsRgh",2016
74,50,"Luke Donald",49,NA,424.917,19,1,"Approachesfrominside100yardsRgh",2016
74,71,"Matt Jones",45,NA,334.917,15,2,"Approachesfrominside100yardsRgh",2016
74,69,"Henrik Stenson",30,NA,200.917,9,-2,"Approachesfrominside100yardsRgh",2016
77,20,"Cameron Tringale",47,NA,291.833,13,-1,"Approachesfrominside100yardsRgh",2016
78,77,"Aaron Baddeley",51,NA,405.083,18,-1,"Approachesfrominside100yardsRgh",2016
78,94,"Roberto Castro",55,NA,540.5,24,-3,"Approachesfrominside100yardsRgh",2016
80,81,"Ryan Palmer",46,NA,476.25,21,6,"Approachesfrominside100yardsRgh",2016
81,77,"Bill Haas",42,NA,318.25,14,0,"Approachesfrominside100yardsRgh",2016
81,97,"Scott Stallings",46,NA,546.583,24,5,"Approachesfrominside100yardsRgh",2016
81,60,"Boo Weekley",53,NA,341.167,15,1,"Approachesfrominside100yardsRgh",2016
84,106,"Jason Gore",51,NA,320,14,0,"Approachesfrominside100yardsRgh",2016
84,114,"Justin Hicks",26,NA,250.833,11,1,"Approachesfrominside100yardsRgh",2016
86,82,"Zach Johnson",42,NA,252.167,11,3,"Approachesfrominside100yardsRgh",2016
87,86,"Abraham Ancer",26,NA,184.417,8,2,"Approachesfrominside100yardsRgh",2016
87,64,"Erik Compton",45,NA,368.917,16,0,"Approachesfrominside100yardsRgh",2016
87,86,"Chez Reavie",56,NA,438,19,4,"Approachesfrominside100yardsRgh",2016
90,83,"Justin Thomas",53,NA,534.167,23,3,"Approachesfrominside100yardsRgh",2016
91,88,"JJ Henry",44,NA,210.167,9,2,"Approachesfrominside100yardsRgh",2016
91,106,"Kyle Reifers",63,NA,722.5,31,0,"Approachesfrominside100yardsRgh",2016
93,91,"Smylie Kaufman",57,NA,561.25,24,2,"Approachesfrominside100yardsRgh",2016
94,91,"Patrick Rodgers",49,NA,610.083,26,3,"Approachesfrominside100yardsRgh",2016
95,96,"Rhein Gibson",36,NA,259.417,11,1,"Approachesfrominside100yardsRgh",2016
95,88,"Michael Kim",62,NA,590.333,25,0,"Approachesfrominside100yardsRgh",2016
97,97,"KJ Choi",47,NA,332.167,14,3,"Approachesfrominside100yardsRgh",2016
98,53,"Shawn Stefani",45,NA,548.25,23,3,"Approachesfrominside100yardsRgh",2016
99,101,"Dustin Johnson",37,NA,456.333,19,2,"Approachesfrominside100yardsRgh",2016
99,101,"Andy Sullivan",25,NA,119.833,5,0,"Approachesfrominside100yardsRgh",2016
101,33,"Carlos Ortiz",47,NA,434.083,18,2,"Approachesfrominside100yardsRgh",2016
102,105,"Sung Kang",51,NA,339.333,14,3,"Approachesfrominside100yardsRgh",2016
102,79,"Danny Lee",53,NA,363.333,15,-3,"Approachesfrominside100yardsRgh",2016
104,137,"Justin Rose",35,NA,267.833,11,0,"Approachesfrominside100yardsRgh",2016
104,106,"Brett Stegmaier",57,NA,462.75,19,-1,"Approachesfrominside100yardsRgh",2016
106,110,"Brian Gay",22,NA,121.917,5,1,"Approachesfrominside100yardsRgh",2016
106,116,"Scott Langley",41,NA,439.667,18,1,"Approachesfrominside100yardsRgh",2016
108,111,"Matt Every",34,NA,343.333,14,5,"Approachesfrominside100yardsRgh",2016
108,83,"David Lingmerth",54,NA,367.75,15,2,"Approachesfrominside100yardsRgh",2016
108,130,"Jeff Overton",51,NA,710.667,29,2,"Approachesfrominside100yardsRgh",2016
111,131,"Morgan Hoffmann",43,NA,688.5,28,5,"Approachesfrominside100yardsRgh",2016
111,83,"Andrew Loupe",50,NA,640.167,26,2,"Approachesfrominside100yardsRgh",2016
113,91,"Harris English",51,NA,397.083,16,-1,"Approachesfrominside100yardsRgh",2016
113,113,"Si Woo Kim",63,NA,843.167,34,9,"Approachesfrominside100yardsRgh",2016
113,128,"Rob Oppenheim",37,NA,446.5,18,-1,"Approachesfrominside100yardsRgh",2016
116,116,"Wes Roach",33,NA,298.5,12,-1,"Approachesfrominside100yardsRgh",2016
117,118,"Matthew Fitzpatrick",23,NA,50.167,2,0,"Approachesfrominside100yardsRgh",2016
117,118,"JB Holmes",39,NA,550.917,22,4,"Approachesfrominside100yardsRgh",2016
117,118,"Lucas Lee",22,NA,301.417,12,4,"Approachesfrominside100yardsRgh",2016
117,118,"Brandt Snedeker",47,NA,526.25,21,-2,"Approachesfrominside100yardsRgh",2016
121,134,"Chad Collins",45,NA,503.667,20,3,"Approachesfrominside100yardsRgh",2016
122,122,"David Hearn",55,NA,302.5,12,3,"Approachesfrominside100yardsRgh",2016
123,47,"Daniel Summerhays",55,NA,381.833,15,0,"Approachesfrominside100yardsRgh",2016
124,123,"Keegan Bradley",40,NA,256,10,1,"Approachesfrominside100yardsRgh",2016
125,141,"Jamie Donaldson",28,NA,359.25,14,-2,"Approachesfrominside100yardsRgh",2016
126,159,"Adam Hadwin",53,NA,592.333,23,4,"Approachesfrominside100yardsRgh",2016
127,111,"Kevin Streelman",46,NA,466.333,18,-1,"Approachesfrominside100yardsRgh",2016
128,126,"Sam Saunders",40,NA,155.833,6,4,"Approachesfrominside100yardsRgh",2016
129,159,"Charles Howell III",63,NA,651.833,25,1,"Approachesfrominside100yardsRgh",2016
130,129,"Billy Hurley III",22,NA,339.833,13,6,"Approachesfrominside100yardsRgh",2016
131,167,"Ollie Schniederjans",23,NA,236.25,9,-1,"Approachesfrominside100yardsRgh",2016
131,103,"Brendon Todd",43,NA,368,14,3,"Approachesfrominside100yardsRgh",2016
133,134,"Harold Varner III",58,NA,579.75,22,3,"Approachesfrominside100yardsRgh",2016
134,125,"Cameron Smith",45,NA,448.917,17,2,"Approachesfrominside100yardsRgh",2016
135,132,"Pat Perez",28,NA,159,6,3,"Approachesfrominside100yardsRgh",2016
136,133,"Shane Bertsch",30,NA,212.917,8,3,"Approachesfrominside100yardsRgh",2016
137,154,"Brian Harman",60,NA,673.833,25,2,"Approachesfrominside100yardsRgh",2016
137,136,"Will Ma Kenzie",54,NA,485.083,18,7,"Approachesfrominside100yardsRgh",2016
139,139,"Spencer Levin",62,NA,512.417,19,1,"Approachesfrominside100yardsRgh",2016
140,147,"DH Lee",35,NA,514.417,19,5,"Approachesfrominside100yardsRgh",2016
141,140,"Zac Blair",56,NA,599.333,22,10,"Approachesfrominside100yardsRgh",2016
142,150,"Angel Cabrera",42,NA,465.167,17,3,"Approachesfrominside100yardsRgh",2016
142,126,"Patrick Reed",53,NA,519.75,19,5,"Approachesfrominside100yardsRgh",2016
144,137,"Scott Pinckney",53,NA,440,16,0,"Approachesfrominside100yardsRgh",2016
145,142,"Troy Merritt",41,NA,468.5,17,6,"Approachesfrominside100yardsRgh",2016
145,144,"Greg Owen",56,NA,607.25,22,8,"Approachesfrominside100yardsRgh",2016
147,190,"Byeong Hun An",23,NA,361.917,13,-2,"Approachesfrominside100yardsRgh",2016
147,144,"Jason Day",36,NA,278.167,10,0,"Approachesfrominside100yardsRgh",2016
149,146,"Charley Hoffman",49,NA,362.417,13,3,"Approachesfrominside100yardsRgh",2016
149,151,"Hiroshi Iwata",51,NA,669.083,24,7,"Approachesfrominside100yardsRgh",2016
151,179,"Robert Allenby",35,NA,252.25,9,5,"Approachesfrominside100yardsRgh",2016
152,194,"Will Wilcox",47,NA,365.75,13,4,"Approachesfrominside100yardsRgh",2016
153,164,"Martin Laird",46,NA,648.917,23,1,"Approachesfrominside100yardsRgh",2016
153,183,"John Senden",48,NA,536,19,0,"Approachesfrominside100yardsRgh",2016
153,154,"Vijay Singh",42,NA,423.167,15,-3,"Approachesfrominside100yardsRgh",2016
156,151,"Marc Leishman",41,NA,397.167,14,1,"Approachesfrominside100yardsRgh",2016
157,154,"Miguel Angel Carballo",24,NA,312.917,11,4,"Approachesfrominside100yardsRgh",2016
158,154,"Ernie Els",34,NA,513.583,18,7,"Approachesfrominside100yardsRgh",2016
158,147,"Rickie Fowler",42,NA,342.167,12,2,"Approachesfrominside100yardsRgh",2016
158,158,"Jimmy Walker",43,NA,426.917,15,4,"Approachesfrominside100yardsRgh",2016
161,159,"John Huh",51,NA,573.667,20,1,"Approachesfrominside100yardsRgh",2016
162,184,"Emiliano Grillo",47,NA,461.833,16,0,"Approachesfrominside100yardsRgh",2016
162,162,"Matt Kuchar",46,NA,576.167,20,0,"Approachesfrominside100yardsRgh",2016
162,193,"David Toms",38,NA,201.75,7,4,"Approachesfrominside100yardsRgh",2016
165,182,"Whee Kim",54,NA,635.5,22,2,"Approachesfrominside100yardsRgh",2016
166,164,"Jordan Spieth",34,NA,290.75,10,2,"Approachesfrominside100yardsRgh",2016
167,166,"Stewart Cink",45,NA,174.917,6,2,"Approachesfrominside100yardsRgh",2016
167,168,"Jim Herman",55,NA,349.667,12,2,"Approachesfrominside100yardsRgh",2016
169,163,"Blayne Barber",44,NA,293.167,10,2,"Approachesfrominside100yardsRgh",2016
170,143,"Ben Crane",48,NA,532.417,18,4,"Approachesfrominside100yardsRgh",2016
171,151,"Daniel Berger",52,NA,385.75,13,2,"Approachesfrominside100yardsRgh",2016
172,170,"Freddie Jacobson",54,NA,537.667,18,4,"Approachesfrominside100yardsRgh",2016
172,170,"Cameron Percy",22,NA,208.583,7,2,"Approachesfrominside100yardsRgh",2016
174,172,"Russell Henley",42,NA,328.833,11,1,"Approachesfrominside100yardsRgh",2016
175,174,"Andrew Landry",24,NA,239.917,8,1,"Approachesfrominside100yardsRgh",2016
176,176,"Jonas Blixt",46,NA,842.917,28,13,"Approachesfrominside100yardsRgh",2016
176,189,"Bronson Burgoon",53,NA,512,17,0,"Approachesfrominside100yardsRgh",2016
178,176,"Brooks Koepka",39,NA,603.583,20,0,"Approachesfrominside100yardsRgh",2016
178,200,"Michael Thompson",46,NA,452.917,15,-1,"Approachesfrominside100yardsRgh",2016
180,169,"Derek Ernst",36,NA,211.833,7,1,"Approachesfrominside100yardsRgh",2016
181,178,"Jon Curran",55,NA,273.5,9,-1,"Approachesfrominside100yardsRgh",2016
181,174,"Phil Mickelson",37,NA,517.25,17,1,"Approachesfrominside100yardsRgh",2016
183,188,"Sean OHair",45,NA,974.75,32,14,"Approachesfrominside100yardsRgh",2016
184,180,"Charlie Beljan",26,NA,305.5,10,0,"Approachesfrominside100yardsRgh",2016
185,191,"Camilo Villegas",50,NA,646.25,21,12,"Approachesfrominside100yardsRgh",2016
186,172,"Tyrone Van Aswegen",67,NA,588.083,19,3,"Approachesfrominside100yardsRgh",2016
187,186,"Thomas Aiken",42,NA,188,6,0,"Approachesfrominside100yardsRgh",2016
187,186,"Steve Marino",40,NA,438.75,14,7,"Approachesfrominside100yardsRgh",2016
189,149,"Retief Goosen",37,NA,503.667,16,3,"Approachesfrominside100yardsRgh",2016
189,97,"Ian Poulter",37,NA,220.333,7,3,"Approachesfrominside100yardsRgh",2016
191,191,"Bryce Molder",50,NA,538.25,17,8,"Approachesfrominside100yardsRgh",2016
192,202,"Robert Garrigus",34,NA,319.917,10,1,"Approachesfrominside100yardsRgh",2016
193,194,"Jason Dufner",53,NA,320.667,10,6,"Approachesfrominside100yardsRgh",2016
194,196,"Kyle Stanley",57,NA,450.833,14,7,"Approachesfrominside100yardsRgh",2016
195,198,"Russell Knox",48,NA,290.833,9,1,"Approachesfrominside100yardsRgh",2016
196,184,"Chad Campbell",54,NA,388.667,12,5,"Approachesfrominside100yardsRgh",2016
197,199,"Andres Gonzales",46,NA,845.583,26,0,"Approachesfrominside100yardsRgh",2016
198,201,"Kevin Chappell",49,NA,521,16,4,"Approachesfrominside100yardsRgh",2016
199,181,"Chesson Hadley",51,NA,408.75,12,8,"Approachesfrominside100yardsRgh",2016
200,203,"Brice Garnett",29,NA,207.667,6,3,"Approachesfrominside100yardsRgh",2016
201,204,"Louis Oosthuizen",25,NA,173.25,5,0,"Approachesfrominside100yardsRgh",2016
202,114,"Anirban Lahiri",44,NA,457.333,13,1,"Approachesfrominside100yardsRgh",2016
203,205,"Carl Pettersson",31,NA,636.833,18,10,"Approachesfrominside100yardsRgh",2016
204,196,"Jhonattan Vegas",49,NA,511.25,14,5,"Approachesfrominside100yardsRgh",2016
205,207,"Steven Bowditch",40,NA,645.583,17,10,"Approachesfrominside100yardsRgh",2016
206,208,"Billy Horschel",45,NA,238.75,6,3,"Approachesfrominside100yardsRgh",2016
207,206,"Brian Stuard",24,NA,247.75,6,0,"Approachesfrominside100yardsRgh",2016
